COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"AVL,SHU,WBA,WHU",7.6,5.8,5.9,10.1,6.4,8,8.5,7.7,6,4.3,70.3,2.343333333,1.6667,3.905633666
"FUL,SOU,TOT,WBA",6.4,7.5,5.3,7.5,6.5,4.9,3.9,5.8,9.7,8.7,66.2,2.206666667,1.769996861,3.905793074
"BUR,TOT,WHU,WOL",5.2,10.1,6.9,6.3,5.7,6.7,5.8,4.3,5.4,9.1,65.5,2.183333333,1.789009658,3.906004419
"ARS,BUR,CRY,LEE",8.9,6.8,6.2,7.4,5.8,6.2,10.1,4.1,5.2,6.7,67.4,2.246666667,1.738581798,3.906013772
"ARS,EVE,NEW,TOT",6.3,5,6.5,4.9,10.7,8.4,5.4,5.8,7.1,6,66.1,2.203333333,1.772913484,3.906319377
"CHE,LEI,MUN,WHU",4.6,6.2,6.2,6.3,5.6,11,7.1,4.6,4.6,5.3,61.5,2.05,1.905693225,3.906671111
"AVL,FUL,LIV,TOT",6.3,6.5,4.4,9.5,6.8,3.8,4.9,8,6.4,8.4,65,2.166666667,1.803083778,3.906681519
"BHA,BUR,EVE,TOT",9.1,5.9,5.4,5.8,5.3,6.3,6.9,5.2,4.3,10.1,64.3,2.143333333,1.822726895,3.906711311
"FUL,MCI,TOT,WOL",6.8,8.4,5.8,6.2,6.3,4.6,3.2,7.9,7.9,8.9,66,2.2,1.776388346,3.908054361
"LIV,SHU,SOU,WOL",4.5,8.8,6.6,3.5,4.9,4.5,5.5,8.9,7.9,6.6,61.7,2.056666667,1.90032161,3.908328112
"AVL,BUR,EVE,LEI",9.9,4.3,5.5,5.9,6.3,7.5,6.3,8.5,3.9,5.3,63.4,2.113333333,1.849444361,3.908492416
"NEW,TOT,WBA,WOL",6.7,7,8,5.8,6.3,5.7,3.7,7.5,10.4,6.5,67.6,2.253333333,1.734743017,3.908954264
"FUL,TOT,WBA,WOL",6.8,7.5,5.9,7.4,5.8,4.3,3.2,7.5,8.7,8.6,65.7,2.19,1.785154833,3.909489084
"EVE,LEI,LIV,WBA",5.7,5.3,8.1,5.8,5.6,6.3,5.3,9.8,8.6,3.8,64.3,2.143333333,1.82455474,3.910628993
"BUR,CRY,MCI,TOT",9.4,9.9,5.8,7.8,5.3,6.1,6.7,4.7,6.7,7.3,69.7,2.323333333,1.683283828,3.910829426
"BHA,CRY,LEE,LEI",7.4,4.5,7.3,9,4.1,4.1,8.3,4.6,7.3,4.5,61.1,2.036666667,1.920329833,3.911071759
"LIV,MCI,SHU,SOU",5.7,8.2,6.6,4.5,6,5.5,6.5,9.9,8.8,4.9,66.6,2.22,1.76206949,3.911794269
"MCI,TOT,WBA,WHU",6.5,8.9,7.4,8.4,7.4,6.7,4.7,5.5,9.6,4.8,69.9,2.33,1.678921612,3.911887355
"AVL,CHE,EVE,SOU",6.8,5.5,4.3,3.2,10.2,6.4,6.2,6.3,4.8,7.5,61.2,2.04,1.917637435,3.911980368
"CHE,LEI,SOU,WOL",4.5,9.3,6.7,2.5,5.6,6.7,4.5,5.7,7.8,7.3,60.6,2.02,1.936893274,3.912524414
"ARS,LIV,MUN,WHU",4.2,6.9,7.8,6.2,7.7,7.8,9.9,4.7,4.7,6.3,66.2,2.206666667,1.773132821,3.912713091
"AVL,LEI,LIV,WBA",5.7,5.8,8.1,7.3,5.6,4.8,5.8,9.7,8.6,4.1,65.5,2.183333333,1.792112348,3.912778626
"BHA,FUL,NEW,WOL",7.9,5.4,8.1,5.2,5.2,3.2,3.8,7.9,6.4,8.6,61.7,2.056666667,1.902658958,3.913135257
"CHE,LEI,WBA,WHU",4.6,7.9,8.1,6.3,5.8,9.5,5.6,5.3,8,3.8,64.9,2.163333333,1.808897761,3.913248824
"BUR,CHE,CRY,LEE",9.3,8.4,5,6.8,5.3,6.2,8.8,4,5.1,6.7,65.6,2.186666667,1.789599583,3.913257754
"CRY,LIV,MCI,TOT",5.7,10.4,6.2,7.7,6.2,5,6,7.3,8.7,5,68.2,2.273333333,1.721627137,3.913832359
"AVL,CRY,EVE,NEW",9.1,4,4.9,7.6,8.7,5.9,6.5,8,5.4,4.4,64.5,2.15,1.820408989,3.913879327
"BUR,CRY,SHU,WBA",8.6,7.8,5.7,8.4,3.6,6.4,8.6,6.4,5.8,4.2,65.5,2.183333333,1.793351921,3.915485027
"LEE,NEW,WBA,WHU",7.6,4.8,8.5,8.6,8.6,7.4,6.5,5.3,8.7,4.5,70.5,2.35,1.666166592,3.91549149
"BHA,BUR,CRY,EVE",9.7,6.4,5.9,5.8,4.2,5.3,9,5.2,4.3,7.4,63.2,2.106666667,1.858792918,3.91585708
"BHA,EVE,NEW,WBA",9.7,4.4,8.7,5.9,7.1,5.9,5.5,8,7.1,4.5,66.8,2.226666667,1.759292787,3.917358606
"BHA,CRY,MCI,WHU",7.6,8.9,7.9,7.8,5.7,4.6,8.8,4.3,6.3,4.7,66.6,2.22,1.764589974,3.917389743
"CRY,EVE,LEE,WHU",7.6,5.4,5.2,9.2,8,6.2,8.5,3.7,5.9,4.4,64.1,2.136666667,1.833909001,3.918452231
"BHA,EVE,LEE,NEW",10.2,3.3,6.9,5.9,8.1,5.7,7,6.2,6.4,5.3,65,2.166666667,1.808621329,3.918679546
"BHA,LEE,TOT,WHU",7,5.7,6.3,10.1,6.9,5.1,7.9,3.7,6.9,7.9,67.5,2.25,1.741806215,3.919063983
"EVE,LEI,MCI,WOL",6.7,6.2,7.4,4.1,6,6.6,4.4,10.2,7.4,4.1,63.1,2.103333333,1.863956366,3.920521556
"ARS,LIV,SOU,WBA",4.1,8,9,4.1,8.4,5.2,6.2,5.9,8.3,6.3,65.5,2.183333333,1.7958285,3.920892224
"ARS,LEI,TOT,WOL",4.5,7.3,9.4,4.7,5.6,6.7,4,5.8,8.9,7.3,64.2,2.14,1.832302741,3.921127865
"BHA,LEE,MCI,WOL",10.4,6.1,7.7,5,6.1,4,5.6,6.7,7.4,7.6,66.6,2.22,1.766477977,3.92158111
"ARS,BHA,CRY,LEE",7.5,5.2,7.3,7.9,5.8,4.1,10,4.1,6.2,6.7,64.8,2.16,1.815856088,3.922249151
"ARS,LIV,MCI,WBA",5.8,8.4,9.5,5,7.2,5.6,6.1,9,8.2,5.1,69.9,2.33,1.683547841,3.92266647
"CRY,MCI,SHU,WBA",8.6,7.7,6.1,8.3,4.2,5.7,6.8,8.5,8.3,4.2,68.4,2.28,1.720594213,3.922954805
"AVL,BHA,FUL,SOU",8.1,5.4,5.4,6.9,7,3.4,5.4,6.3,5.4,10.2,63.5,2.116666667,1.853675028,3.923612144
"BHA,SHU,TOT,WHU",6.4,6.7,5.8,9.5,4.7,7.8,9.4,4.3,6.4,6.9,67.9,2.263333333,1.733621771,3.923763941
"ARS,EVE,LEI,SHU",5.7,4.6,7.8,5.4,6.6,9.5,7.9,8.1,5.9,3.6,65.1,2.17,1.808897761,3.925308142
"BUR,MUN,SOU,TOT",8.3,6.8,5.6,5.8,5.7,7.3,6.3,4.7,5.2,10.7,66.4,2.213333333,1.774009896,3.926475236
"BHA,CHE,FUL,TOT",6.8,6.9,4.2,6.8,5.9,4.3,4.7,4.6,5.7,10.7,60.6,2.02,1.944336505,3.92755974
"AVL,BHA,CRY,WBA",9.2,5.9,7,9.5,4.8,3.8,7.5,6.4,5.8,5.9,65.8,2.193333333,1.791213121,3.928727445
"CHE,EVE,LEI,NEW",6.1,4.3,6.4,4.3,7.5,10.1,5.8,7.3,7,3.8,62.6,2.086666667,1.882787532,3.928749982
"CRY,LEE,NEW,WBA",8.6,4.8,7.3,9.1,6.4,5.2,6.5,5.7,9.1,4.4,67.1,2.236666667,1.756543323,3.928801898
"ARS,LEE,LEI,SOU",4.1,5.1,9.2,4.8,8.4,6.7,6.7,4.1,8.4,6.1,63.6,2.12,1.853645058,3.929727522
"BUR,LIV,SOU,TOT",4.6,9.5,6.3,4.6,6.2,5.6,6.1,4.7,7.3,9.5,64.4,2.146666667,1.830725418,3.92995723
"CHE,SOU,TOT,WBA",5.1,8.5,5.1,4.7,7,6.3,4.8,4.1,9.5,8.1,63.2,2.106666667,1.865952244,3.930939395
"EVE,MCI,MUN,SOU",10,4.8,5.7,4.2,8.8,7.2,5.7,7.4,5.7,6.3,65.8,2.193333333,1.792453316,3.931447606
"AVL,BHA,CRY,EVE",9.7,4.4,4.9,8,6.4,3.8,8,6.9,4.9,5.9,62.9,2.096666667,1.875248132,3.93177025
"ARS,BHA,MCI,WHU",6.5,7.8,9.6,5.6,7.9,6.2,9.4,4.3,5.8,6.3,69.4,2.313333333,1.69980391,3.932213046
"CRY,FUL,MCI,SHU",8.6,7.2,4.7,8.9,4.2,4.7,6.3,8.4,6.9,4.5,64.4,2.146666667,1.831938864,3.932562094
"AVL,FUL,MCI,SOU",9.5,6.5,5.4,6.3,8.5,4.4,4.7,8,6.9,8.4,68.6,2.286666667,1.71994832,3.932948491
"BUR,CHE,FUL,SOU",6.3,8.5,5.2,3.6,5.9,5.9,5.2,4.6,4.7,10.2,60.1,2.003333333,1.963245612,3.933035376
"ARS,MUN,TOT,WHU",4.8,6.3,6.3,8,7.9,8.9,8.5,3.8,4.7,7.5,66.7,2.223333333,1.769525988,3.934246113
"AVL,CHE,MUN,WHU",8.3,5.9,4.6,7.4,7.9,9,7.8,4.6,4.1,7.5,67.1,2.236666667,1.759071725,3.934457091
"BHA,EVE,FUL,MCI",10.3,4.9,5.9,5.7,6.3,4.2,4.8,8.6,5.4,6.9,63,2.1,1.87379591,3.93497141
"EVE,FUL,MUN,WBA",9.8,3.8,4.8,7.5,5.8,6,4.5,8.4,4.3,6,60.9,2.03,1.938756761,3.935676225
"ARS,AVL,EVE,WOL",6.8,5,6,3.7,9.9,5.8,5.3,8.5,4.9,7.5,63.4,2.113333333,1.86261465,3.936325626
"ARS,BHA,EVE,SOU",6.4,5.4,7.5,3.8,10,5.8,7.4,4.7,5.3,8.1,64.4,2.146666667,1.833757527,3.936466157
"AVL,CHE,CRY,WHU",5.8,9.2,4.7,8.5,7.5,6.9,8.3,3.7,5.3,5.9,65.8,2.193333333,1.794931135,3.936882288
"ARS,BUR,MCI,SHU",9.4,7.7,6.7,5.1,5.1,8.3,9.5,7.3,5.3,6.1,70.5,2.35,1.675476715,3.93737028
"BHA,TOT,WBA,WOL",6.8,7.4,8,6.2,5.2,4.2,3.7,6.4,8.6,9.1,65.6,2.186666667,1.801357513,3.938968428
"LEE,NEW,SOU,WBA",7.5,4.8,7.8,5.9,8.7,5.7,5.4,5.7,10.2,5.3,67,2.233333333,1.763834207,3.93922973
"BUR,EVE,LEE,SOU",10,4.8,5.7,4.3,8.5,6.7,6.9,4.6,5.4,7.4,64.3,2.143333333,1.837903395,3.93923961
"ARS,CHE,FUL,WOL",5,9,5.8,3,6.3,5.3,4.1,5.7,5.7,9.5,59.4,1.98,1.989528141,3.939265718
"ARS,AVL,CRY,MUN",8.9,4.8,5.2,8.5,6.8,5.9,9,5.1,4.2,7.4,65.8,2.193333333,1.796168762,3.939596818
"ARS,EVE,LEI,LIV",4,5.3,9.4,4.7,8.1,7.3,6.6,8.1,6.3,4.1,63.9,2.13,1.84959455,3.939636392
"BHA,BUR,LIV,TOT",6.8,8.4,6.8,6.1,5.1,4.6,7.7,5.2,5.7,10.4,66.8,2.226666667,1.769369002,3.939794979
"ARS,AVL,MCI,NEW",9.4,5.5,8,5.2,10.2,6.8,6.3,8,6.8,6.3,72.5,2.416666667,1.630439614,3.940229066
"LIV,NEW,TOT,WBA",6.2,7,7.9,6.8,6.8,5.7,4.9,7.5,10.8,4.8,68.4,2.28,1.728968864,3.94204901
"CHE,LEI,WHU,WOL",4.6,9.9,7.4,4.1,5.6,8.8,4.9,5.3,6.3,5.3,62.2,2.073333333,1.901344553,3.942121041
"BUR,CRY,LEE,LIV",8.8,8.3,6.2,7.8,5.1,4.5,9.3,4.6,6.2,5.5,66.3,2.21,1.783909564,3.942440137
"AVL,CRY,MCI,WHU",9,8.5,6.3,9.5,7.9,5.2,7.8,6,5.9,4.7,70.8,2.36,1.670528858,3.942448106
"ARS,BHA,LEE,SOU",6.4,5.2,7.8,4.7,8.5,4.6,8.4,4.1,6.8,8.9,65.4,2.18,1.808744193,3.943062341
"CRY,FUL,LEI,WBA",6.9,6.3,7.1,9.1,4.7,4.4,4.3,7.4,8.6,3.7,62.5,2.083333333,1.892822701,3.943380627
"BUR,LEE,TOT,WBA",10,6.3,5.7,9,5.9,6.2,5.9,4.6,8.1,7.9,69.6,2.32,1.69980391,3.943545072
"BHA,FUL,MCI,SHU",9.7,5.7,5.7,7.7,4.2,4.2,6.3,8.9,6.4,6.7,65.5,2.183333333,1.806316079,3.943790106
"ARS,BUR,CRY,LEI",5.2,7.8,9.4,5.8,4.1,7.4,8.9,4.7,5.2,5.2,63.7,2.123333333,1.857746544,3.944615162
"LIV,NEW,SHU,WOL",6.1,7.3,7.2,4.6,4.9,6.2,5.6,10.5,7.9,4.6,64.9,2.163333333,1.823580117,3.945011654
"EVE,LEE,LEI,NEW",7.9,3.3,6.9,6,8,8.3,5.8,7.3,8.2,3.8,65.5,2.183333333,1.8069311,3.945132902
"CRY,SOU,TOT,WHU",4.8,9.6,5.7,8.6,7.5,5.7,6.8,3.8,7.9,6.5,66.9,2.23,1.769149199,3.945202714
"CRY,LIV,SOU,TOT",4.6,10,5.7,6.8,6.2,4.6,6.1,4.2,8.8,6.8,63.8,2.126666667,1.855202894,3.945398154
"BUR,CHE,MUN,WBA",9.9,6.8,5.6,5.7,5.2,8.5,6.8,5.5,3.5,7.5,65,2.166666667,1.822086716,3.947854551
"LEE,LIV,MCI,SHU",9.3,6,6,7.1,6,5.4,7.6,9.8,8.4,4.9,70.5,2.35,1.68011243,3.948264211
"ARS,BHA,LEE,MCI",10,5.2,8.3,5.6,7.3,5,8.3,4.6,6.8,7.1,68.2,2.273333333,1.737047303,3.948887536
"BHA,CRY,FUL,WHU",7.1,7.5,6.5,9.6,4.8,3.3,8,4.3,5.9,6.5,63.5,2.116666667,1.865624709,3.948905634
"NEW,SHU,WBA,WHU",7.5,5.8,8,8.5,6.4,10.1,8,7.1,8.2,4.3,73.9,2.463333333,1.603087299,3.94893838
"ARS,FUL,LEE,MUN",9.5,3.6,5.1,8,6.8,5.8,7,5,4.7,8.3,63.8,2.126666667,1.856998773,3.949217391
"AVL,BUR,CRY,WOL",9.3,9.1,5.9,6.8,4.6,4.2,6.8,6.8,4.8,7.9,66.2,2.206666667,1.789972067,3.949871694
"FUL,LEI,LIV,WOL",4.4,7.8,7.4,5.1,5.1,3.6,3.6,9.5,7.4,6.1,60,2,1.975404319,3.950808637
"AVL,BHA,TOT,WOL",7.3,6.4,5.9,7.3,5.7,3.7,4.7,6.8,5.9,10.6,64.3,2.143333333,1.843336347,3.950884237
"BHA,SOU,WBA,WOL",6.3,7.4,9,4.1,5.2,4.1,4.2,6.4,7.9,8.6,63.2,2.106666667,1.8754555,3.950959587
"ARS,BUR,CRY,MCI",8.9,9.4,7.3,5.1,5.7,6.7,8.9,4.7,5.2,6.2,68.1,2.27,1.740657602,3.951292758
"ARS,AVL,EVE,LIV",6.3,5,5.9,4.7,10.4,5.8,7.3,8.7,4.9,6.3,65.3,2.176666667,1.81539711,3.951514376
"FUL,LEE,MUN,SOU",9.5,3.6,5.1,7.5,6.8,4.7,5.9,5,5.8,8.9,62.8,2.093333333,1.887855927,3.95191174
"FUL,SOU,TOT,WHU",4.8,8,5.3,8.1,8.1,5.3,4.3,3.8,7.5,8.7,63.9,2.13,1.855592149,3.952411277
"BUR,EVE,LEI,MCI",9.9,6.2,6.9,5.2,5.6,8.3,5.6,8.6,5.8,4.1,66.2,2.206666667,1.791213121,3.952610287
"ARS,MCI,WHU,WOL",4.7,9.5,9,4,8.3,6.6,6.7,5.9,6.4,6.3,67.4,2.246666667,1.759545396,3.953111989
"BUR,CHE,LEI,SHU",6.1,7.1,5.1,5.2,3.5,10.5,7.7,6.2,5.2,5.1,61.7,2.056666667,1.92241168,3.953760021
"BHA,LEI,NEW,WHU",5.8,5.2,10.3,6.9,6.3,8,7.3,5.9,7.6,3.8,67.1,2.236666667,1.767892656,3.954186575
"EVE,FUL,LEI,SHU",7.4,4.6,4.3,7.5,4.1,7.5,4.8,9.7,6,3.6,59.5,1.983333333,1.994018834,3.954804021
"CHE,LIV,NEW,WHU",4.6,9.1,7.3,4.6,8.4,8.9,7.1,5.3,6.7,4.8,66.8,2.226666667,1.776263244,3.955146156
"EVE,SHU,TOT,WHU",6.4,5.8,4.2,8.6,6.9,9.9,7.9,6.1,6,4.3,66.1,2.203333333,1.795333457,3.955718051
"AVL,MUN,WBA,WOL",9.9,4.8,6.3,6.8,5.6,4.8,4.8,8.9,4.8,7.5,64.2,2.14,1.848603076,3.956010583
"BHA,FUL,LEE,WHU",8.2,4.7,6.4,9.6,6.4,3.7,7.5,4.2,5.9,7.4,64,2.133333333,1.854723699,3.956743891
"AVL,BHA,LEI,MUN",9.9,4.1,6.9,7.9,4.5,5.9,7.3,7.2,4.2,6.8,64.7,2.156666667,1.834878137,3.957220516
"LEE,LEI,NEW,SOU",5.7,4.1,7.8,5.4,8,7.2,5.7,5.7,10.2,4.6,64.4,2.146666667,1.843426761,3.95722278
"BHA,MUN,SHU,WBA",9.7,4.5,6.7,8.4,4,6.4,8,7.3,5.2,5.8,66,2.2,1.798765008,3.957283019
"ARS,BUR,CHE,NEW",6.2,7.5,7.4,4.1,7.6,9.6,7.9,4.6,4.6,7.5,67,2.233333333,1.772004515,3.957476749
"CHE,LIV,MCI,WBA",6.2,9.9,7.1,4.4,6.8,5.6,5.6,8.9,8.1,5.1,67.7,2.256666667,1.75375787,3.957646927
"BUR,EVE,FUL,SHU",9.7,4.8,4.3,6.9,4.2,7,6.6,8.6,4.4,6.4,62.9,2.096666667,1.88764992,3.957772667
"ARS,AVL,FUL,TOT",6.4,6,4.4,9.1,8.1,4.9,4.9,5.8,5.4,9.6,64.6,2.153333333,1.837994076,3.95781391
"CRY,LEI,LIV,SHU",5.1,7.6,6.1,7.8,3.5,6.2,8.1,8.4,7.8,3.5,64.1,2.136666667,1.852595777,3.958379642
"BUR,SOU,TOT,WHU",4.8,9.5,6.3,6.4,7.5,7.3,6.9,3.8,6.4,9.2,68.1,2.27,1.743846324,3.958531154
"CHE,LEI,LIV,MCI",4.4,9.2,7.1,4.4,6.1,7.1,5.9,8.8,8.1,4.4,65.5,2.183333333,1.813069834,3.958535804
"CHE,MUN,TOT,WHU",5.2,7.4,4.5,7.4,6.8,9.9,6.7,3.7,4.6,7.5,63.7,2.123333333,1.864313994,3.958560046
"AVL,FUL,NEW,WOL",7.9,5,6,6.4,7.4,3.8,3.8,9.5,6,8,63.8,2.126666667,1.862376021,3.960653005
"BHA,LEI,LIV,NEW",5.6,5.2,10.1,6.2,5,5.7,6.6,7.9,8.5,4.1,64.9,2.163333333,1.830877143,3.960797552
"CHE,EVE,MCI,NEW",8.4,5.9,5.7,4.1,9.1,8.9,5.8,8,6.7,4.8,67.4,2.246666667,1.763330183,3.961615144
"CHE,CRY,MCI,SOU",5.7,10.5,5.6,3.5,6.8,5.6,6,4.1,7.6,6.2,61.6,2.053333333,1.929421329,3.96174513
"ARS,BUR,MUN,WBA",9.5,5.8,8,6.3,5.2,8,8.1,5.6,3.6,7.5,67.6,2.253333333,1.75828199,3.961995417
"ARS,LEE,SOU,TOT",4.7,6.3,5.6,6.4,9.6,6.1,6.3,4.1,8.4,8.9,66.4,2.213333333,1.790220346,3.962354367
"BUR,LEE,LEI,MCI",11.3,6,7.2,6.2,5.6,7.1,6.6,6.2,7.3,4.9,68.4,2.28,1.73794259,3.962509104
"ARS,MCI,SOU,WBA",5.9,8,9,4.1,9,6.2,5.2,5.9,8.8,6.3,68.4,2.28,1.73794259,3.962509104
"BUR,CRY,SOU,WHU",5.4,10.1,6.8,6.4,6.4,6.3,9,3.8,5.3,6.5,66,2.2,1.801234145,3.962715119
"CHE,CRY,NEW,WHU",5.8,9.2,6.3,6.4,7.5,9,7.8,3.7,6.2,4.4,66.3,2.21,1.793228002,3.963033884
"BUR,LEE,NEW,WHU",9.5,5.8,7.4,7.5,8,8.4,8.6,4.2,5.9,5.3,70.6,2.353333333,1.684042755,3.96311395
"BHA,CRY,EVE,SHU",9.1,4.7,4.7,7.4,3.6,5.3,9,7,5.8,4.2,60.8,2.026666667,1.95550505,3.963156901
"CRY,SOU,TOT,WBA",5.8,8.5,5.7,8,5.9,5.3,4.8,4.2,10.1,6.5,64.8,2.16,1.835332244,3.964317646
"ARS,BHA,LEI,MCI",6.3,6.2,11.5,5.6,5.6,6.2,7.1,6.3,7.2,5.6,67.6,2.253333333,1.759545396,3.964842292
"BHA,BUR,LIV,SHU",7.9,7.2,6.7,6.1,3.6,5.2,9.9,7.8,5.3,7.6,67.3,2.243333333,1.767641241,3.965408516
"ARS,AVL,MUN,TOT",8.3,4.8,4.7,8.5,7.9,6.9,6.9,5.1,4.2,9,66.3,2.21,1.794466804,3.965771637
"BHA,BUR,SHU,SOU",8,6.7,6.2,5.2,3.6,5.8,9,5.2,5.3,9.4,64.4,2.146666667,1.847641139,3.966269645
"ARS,AVL,MUN,SOU",7.8,4.8,5.7,5.3,9.5,6.4,7.4,5.1,4.2,9,65.2,2.173333333,1.825011415,3.966358143
"ARS,BHA,LEE,SHU",8,4.5,6.7,7.3,5.2,5.7,10.6,4.6,6.3,6.6,65.5,2.183333333,1.816743118,3.966555807
"BUR,CRY,LEE,NEW",10.5,5.8,6.2,8,5.8,6.2,8.5,4.6,6.3,5.2,67.1,2.236666667,1.773540088,3.966817997
"BHA,LIV,MCI,NEW",7.9,6.8,9.4,5.6,6.6,4.5,6.6,9.4,8.2,5.1,70.1,2.336666667,1.698005366,3.967672538
"EVE,LIV,WBA,WOL",6.2,7.5,7.4,4.1,6.1,4.6,4.3,10.3,6.9,4.8,62.2,2.073333333,1.914157778,3.968687127
"AVL,BHA,TOT,WHU",7,6.4,6,10.1,7.5,4.8,7.4,4.3,5.4,8.6,67.5,2.25,1.763991686,3.968981292
"MCI,WBA,WHU,WOL",6.4,9.5,9,5.6,6.7,5.6,4.1,7.6,7.9,4.8,67.2,2.24,1.771879103,3.969009191
"CRY,MCI,SOU,WHU",5.4,10,7.2,6.3,7.9,5.6,7.2,3.8,7.8,4.7,65.9,2.196666667,1.807054079,3.96949546
"BHA,NEW,SHU,WBA",9.1,5.2,8.5,7.4,4.2,6.5,7,8,8.1,4.3,68.3,2.276666667,1.74359144,3.969576513
"AVL,CRY,WBA,WHU",7.1,7.6,6.5,10.7,7,4.9,7.5,5.5,5.9,4.4,67.1,2.236666667,1.774792633,3.969619522
"BUR,MCI,WHU,WOL",8.3,10.5,8.4,4.5,6.1,6.6,6.2,6.4,5.4,6.8,69.2,2.306666667,1.720981632,3.969730965
"ARS,LEI,MCI,TOT",4.6,7.3,9.3,5.7,6.7,7.7,5,5.8,9.8,5.6,67.5,2.25,1.764621458,3.97039828
"CRY,FUL,LIV,SHU",6.8,7.8,4.7,8.9,4.2,3.7,7.3,8.4,6.9,4.5,63.2,2.106666667,1.885500228,3.972120481
"FUL,LEI,WBA,WOL",6.2,6.3,8.2,6.3,5.1,4.3,3.3,9.1,8.7,5.8,63.3,2.11,1.882699008,3.972494907
"MCI,MUN,SHU,WOL",9.8,6,6,5.6,4.4,7.1,5.6,9.8,5.8,6.1,66.2,2.206666667,1.800493759,3.973089562
"ARS,MUN,NEW,SHU",7.4,4.1,6.7,6.4,6.3,10.1,9.1,6.7,5.2,5.8,67.8,2.26,1.7580292,3.973145991
"BUR,FUL,SHU,WHU",7.6,7.3,5.3,9,4.2,8.5,9.1,5.9,4.9,6.4,68.2,2.273333333,1.747887614,3.973531176
"EVE,LEI,WBA,WOL",6.2,5.3,8.2,4.8,5.1,6.3,4.1,9.6,8.2,3.8,61.6,2.053333333,1.93517154,3.973552229
"CRY,MCI,WHU,WOL",5.8,11.1,7.8,6.2,6.1,5,6.1,5.9,6.9,4.7,65.6,2.186666667,1.81732404,3.973881901
"AVL,FUL,LEI,MCI",9.4,5.3,5.9,7.9,6.2,4.8,4.6,9.6,6.9,5.6,66.2,2.206666667,1.801110768,3.974451096
"BHA,LIV,WHU,WOL",4.6,9.5,9,5,5.5,3.5,7.1,6.4,6.4,6.8,63.8,2.126666667,1.868927203,3.974585184
"CHE,LEI,MCI,WHU",4.6,8.8,7.3,5.1,6.7,9.8,5.9,5.3,7.2,4.1,64.8,2.16,1.840169074,3.974765201
"BUR,EVE,NEW,WHU",8.1,6,7.1,5.4,8.7,9.6,7.6,5.9,4.4,4.5,67.3,2.243333333,1.77266278,3.976673504
"BHA,BUR,EVE,WOL",9,6.4,7,4.2,4.6,5.2,6.3,7.3,4.3,9.5,63.8,2.126666667,1.870115861,3.977113064
"AVL,MUN,WBA,WHU",9.6,4.8,6.4,9.6,7.4,7,7,6.4,4.3,6,68.5,2.283333333,1.741806215,3.97712419
"AVL,BHA,EVE,WOL",9,4.4,6,4.7,6.8,3.7,5.3,9,4.9,8,61.8,2.06,1.930918032,3.977691145
"CRY,LEI,MCI,WOL",5.6,9.3,7.8,5.1,4.5,5,4.4,7.9,8.3,4,61.9,2.063333333,1.927837015,3.977770374
"CHE,CRY,MUN,WHU",5.8,8.5,5,7.4,5.7,8.9,8.8,3.7,4.6,5.9,64.3,2.143333333,1.855951388,3.977922475
"CHE,FUL,LEE,MUN",9.9,3.6,4.6,7.4,6.3,6.3,6.3,4.9,4.6,8.3,62.2,2.073333333,1.918795919,3.978303538
"AVL,LIV,SHU,WOL",6.1,7.3,5.7,6.1,4.9,4.1,6.1,11.1,6.5,6.1,64,2.133333333,1.864880097,3.978410875
"CHE,LEI,SOU,TOT",4.5,7.8,5.1,4.2,6.3,7.8,5.1,4.1,9.8,7.4,62.1,2.07,1.922064862,3.978674264
"CHE,EVE,LEE,MCI",10.4,5.2,4.6,4.1,8.4,7.1,6.1,6.3,6.3,5.6,64.1,2.136666667,1.862167196,3.978830576
"LEI,MCI,WHU,WOL",4.6,8.8,9,5.1,6,7.1,4.4,7.5,7.9,4.1,64.5,2.15,1.850675552,3.978952438
"FUL,MCI,MUN,TOT",10,5.8,4.7,8.4,6.3,5.7,4.2,6.7,6.2,8.4,66.4,2.213333333,1.798270774,3.980172647
"BUR,FUL,LEE,WOL",9.9,6.3,5.8,6.3,5.2,4.1,4.8,6.2,5.4,9.4,63.4,2.113333333,1.883377581,3.98020462
"BHA,LEE,LEI,MUN",9.9,3.4,7.2,7.9,4.5,6.2,7.8,5.5,5.7,6.1,64.2,2.14,1.859988053,3.980374432
"AVL,MUN,NEW,WOL",9.8,3.8,6.3,5.8,7.2,6.3,5.3,8.8,4.8,7.5,65.6,2.186666667,1.820378471,3.980560923
"FUL,MCI,NEW,WOL",7.9,6.9,7.4,4.6,6.7,4.6,3.6,9.5,7.9,6.8,65.9,2.196666667,1.8125795,3.981632969
"ARS,BHA,WBA,WHU",6,6.9,10.4,6.8,7,5.9,9.1,4.3,5.8,6,68.2,2.273333333,1.75233178,3.983634246
"AVL,CRY,MCI,TOT",9.4,7.9,4.8,10,6.8,5.2,5.7,6.4,7.3,6.2,69.7,2.323333333,1.71467522,3.983762095
"ARS,BUR,CHE,LEE",8.2,6.8,5.6,4.1,6.9,7.8,8.9,4,4.6,8.3,65.2,2.173333333,1.833515143,3.984839576
"FUL,LIV,SHU,WBA",7.4,6.3,5.7,8.3,4.8,4.3,5.3,10.1,7.4,4.6,64.2,2.14,1.862376021,3.985484685
