COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"CRY,NEW,SOU",3.9,4.5,4.3,2.9,5.1,3.3,3.9,2.8,5.9,2.9,3.3,2.4,5,5.5,3.3,59,5.9,1.077475002,6.357102515
"FUL,NEW,WHU",4.5,3.5,4.6,5.6,5.6,4.6,3,4,4,3,5.7,3,2.5,3,4,60.6,6.06,1.050714043,6.3673271
"BHA,MCI,TOT",5.5,4.9,4.3,4.2,3.9,3.2,3.2,3.3,5.3,5.9,3.3,4.9,2.2,4.2,4.3,62.6,6.26,1.017326094,6.368461347
"AVL,LEI,WHU",2.8,3.3,4.6,6.1,4.9,5,4.3,4,3.5,2.3,3.3,3.3,2.8,5,2.5,57.7,5.77,1.10380295,6.368943021
"CRY,FUL,SOU",3.9,5,3.4,4.5,3.4,2.4,2.9,2.8,4.4,5,3.3,4.4,4.5,6.5,3.3,59.7,5.97,1.068510311,6.379006559
"ARS,BUR,WBA",4.5,5,6.2,3.3,3.4,5,5.1,3.3,2.8,4.5,2.9,3.9,4.4,3.9,5.5,63.7,6.37,1.002045527,6.383030007
"ARS,BUR,FUL",4.5,4.5,4,3.3,3.4,4,4.6,3.3,2.8,6.6,5.4,5.4,3.4,4.4,4.4,64,6.4,0.9976162064,6.384743721
"EVE,FUL,TOT",5,3,2.9,5.1,4.5,3.4,2.4,4.4,3.5,5.1,5.5,5.1,5.1,5,4.5,64.5,6.45,0.9921117449,6.399120754
"BHA,SHU,WOL",4.8,3.7,4.3,3.2,2.2,2.2,4.3,5.4,4.4,4.8,5.5,4.3,4.9,3.2,4.8,62,6.2,1.033486932,6.407618977
"EVE,MCI,TOT",5.5,4,2.9,3.3,5.4,4.7,3.2,5.1,4.9,3.3,3.3,5.1,4.4,5.8,3.3,64.2,6.42,0.9987134581,6.411740401
"ARS,CRY,WBA",3.9,5,5.6,4.4,3.4,3.4,5,2.8,4.3,2.9,2.4,3.9,5.5,3.9,5.5,61.9,6.19,1.036109941,6.413520534
"WBA,WHU,WOL",3.3,6.1,6.1,3.8,3.8,3.3,2.3,4.1,4.5,3,4.7,3.3,4.5,3.8,4.5,61.1,6.11,1.051167152,6.422631297
"BHA,CRY,NEW",5.5,3.4,5.5,4.4,2.8,2.3,5.5,3.3,4.3,2.9,3.4,4,3.4,2.4,4.9,58,5.8,1.108838947,6.43126589
"BHA,CHE,WBA",4.9,4.4,4.9,3.2,3.4,2.9,3.8,3.2,3.7,4.5,2.3,4.3,4.9,2.9,6.5,59.8,5.98,1.077607579,6.444093325
"MCI,MUN,SOU",6.4,3.8,4.2,2.7,4.7,4.2,3.7,3.7,4.2,4.8,2.7,5.4,2.6,4.1,2.7,59.9,5.99,1.076679198,6.449308396
"AVL,BHA,LIV",4.9,3.4,4.4,4.2,3.7,2.2,5.3,5.5,3.4,4.8,4,4.8,3.4,2.7,1.8,58.5,5.85,1.102594343,6.450176908
"MUN,SOU,WHU",2.9,3.8,4.2,3.9,5.4,5.4,4.9,2.4,2.8,4.5,4.9,3.4,2.8,5.5,2.9,59.7,5.97,1.080476086,6.450442231
"BHA,LIV,SOU",2.7,4.9,5.3,2.7,3.7,2.2,4.7,3.3,4.8,5.4,4.4,2.7,4.3,2.7,2.2,56,5.6,1.152430145,6.45360881
"ARS,BHA,EVE",5,2.9,5.1,2.9,5.9,3.9,5.5,3.3,3.4,4.5,5,5.4,3.9,3.8,5,65.5,6.55,0.9853691597,6.454167996
"ARS,AVL,TOT",3.3,4,2.9,5.5,6.1,3.9,3.9,2.8,3.4,6,4.5,3.3,4.5,3.9,4.5,62.5,6.25,1.035558281,6.472239253
"ARS,FUL,NEW",4.4,3.5,5.1,3.4,5.7,4,3,4.4,3.9,4.5,5.5,2.9,3.5,3,6.1,62.9,6.29,1.029886725,6.477987501
"BHA,LEE,LIV",4.9,2.7,4.7,4.2,3.7,2.2,5.8,3.2,4.8,4.1,5.4,3.8,2.7,2.7,2.6,57.5,5.75,1.127998649,6.485992232
"EVE,LEI,LIV",2.6,2.8,4.4,3.3,3.6,4.3,3.8,6.7,4.4,2.3,4.3,2.6,4.7,4.4,2.8,57,5.7,1.140801723,6.502569822
"NEW,SHU,SOU",4.4,3.3,3.7,2.9,4.5,5.5,3.9,4.4,6,2.8,3.9,2.4,5.5,2.8,3.2,59.2,5.92,1.099263823,6.507641832
"CHE,CRY,LEE",4.3,4.9,3.1,4.9,3.9,3.2,5.3,2.6,4.2,3.7,2.7,4.8,4.3,6.5,3.7,62.1,6.21,1.049353542,6.516485499
"ARS,LIV,TOT",2.7,5.5,4.3,3.2,4.8,3.7,4.2,2.8,4.8,4.8,5.9,2.7,5.4,3.7,4.3,62.8,6.28,1.037763162,6.517152659
"BUR,CHE,NEW",4.8,5,3.8,2.7,3.9,6.6,4.3,3.2,2.7,4.5,3.2,3.3,3.9,3.5,5.4,60.8,6.08,1.072957639,6.523582446
"EVE,LIV,TOT",3.2,4,2.9,3.3,4.8,3.7,3.4,5.1,4.4,3.3,5.4,2.7,6.5,4.3,2.8,59.8,5.98,1.092746649,6.534624959
"BHA,LEE,SOU",5,2.7,4.2,3.3,4.4,2.7,4.9,2.7,4.9,5.9,4.4,3.9,2.7,5.4,3.2,60.3,6.03,1.083776466,6.535172091
"BUR,LIV,TOT",3.2,6.5,3.9,3.7,3.7,3.7,4.2,3.3,3.8,5.9,4.8,2.7,4.8,4.3,2.7,61.2,6.12,1.06917859,6.54337297
"AVL,LEI,TOT",3.2,3.3,2.9,6.6,3.8,3.9,3.2,4.4,6,3.8,3.3,2.7,3.8,4.5,4.5,59.9,5.99,1.092485153,6.543986066
"BHA,CHE,SOU",3.2,4.9,3.7,1.7,3.9,2.8,4.2,2.7,3.7,6.6,3.2,3.7,4.9,3.9,4.4,57.5,5.75,1.138712724,6.54759816
"AVL,BHA,SOU",5,3.4,3.9,3.3,5,2.4,4.4,3.3,3.4,6.6,3.4,4.9,3.4,2.9,2.4,57.7,5.77,1.138210793,6.567476276
"AVL,BHA,CHE",5.4,3.4,2.8,3.2,3.9,2.4,4.8,3.2,3.3,6,2.8,5.8,3.4,2.9,4,57.3,5.73,1.149658334,6.587542256
"BHA,NEW,SOU",4.4,3.4,6,2.9,5.1,2.8,3.9,3.3,5.4,5.1,3.9,2.4,3.4,2.4,4.4,58.8,5.88,1.121351226,6.593545207
"ARS,AVL,FUL",4.5,3.5,3,5,5.6,2.5,3.5,4.4,3.4,6,5,5.5,3.5,3.5,3.5,62.4,6.24,1.058840336,6.607163697
"BHA,CHE,MCI",5.4,5.3,4.2,2.6,3.9,3.2,4.1,3.2,3.7,4.8,2.1,5.8,2.2,3.9,4.3,58.7,5.87,1.126224202,6.610936064
"AVL,WBA,WHU",4.6,4,4.6,6.6,5.6,3.5,4,4.1,3.5,3,2.5,4,3,3,2.5,58.5,5.85,1.130739328,6.614825071
"AVL,LIV,SOU",2.7,4.5,3.9,2.7,5.9,2.8,4.4,5,4.4,4.8,3.4,2.7,4.9,2.8,1.8,56.7,5.67,1.166925141,6.616465552
"LEI,MUN,WOL",3.1,2.6,4.8,3.3,3.1,4.8,2.6,5.3,3.3,3.8,4.8,2.6,3.6,3.6,6.5,57.8,5.78,1.145716661,6.622242299
"ARS,CRY,EVE",3.9,3.5,3.4,2.9,5.9,4.4,5.5,2.8,3.4,2.9,3.9,4.9,5.5,5.5,3.9,62.3,6.23,1.063596773,6.626207895
"CRY,EVE,WBA",5.6,3.5,3.4,4.5,3.4,3.4,3.5,4.5,3.9,2.9,2.4,5,6.6,4.6,3.9,61.1,6.11,1.084610968,6.626973016
"ARS,LIV,WBA",2.7,5,6.6,3.2,4.3,3.3,4.3,4.5,4.8,3.3,3.9,3.2,5.4,2.8,4.4,61.7,6.17,1.074288247,6.628358485
"BHA,LEI,LIV",2.6,3.7,6.5,4.2,2.7,2.2,4.6,4.9,4.8,2.6,4.3,2.6,3.2,2.7,3.8,55.4,5.54,1.196701817,6.629728065
"ARS,CHE,FUL",3.2,4.5,2.8,2.2,4.5,4,3.3,2.7,3.7,6,4.8,4.2,4,4.4,6,60.3,6.03,1.099480397,6.629866792
"MUN,SOU,WOL",3.2,3.8,4.2,1.7,3.6,3.2,2.7,3.7,3.3,6.5,4.9,2.7,5.3,3.6,4.4,56.8,5.68,1.169778164,6.64433997
"BUR,CRY,LEI",3.8,5.3,4.4,4.4,2.7,4.4,5.3,3.3,3.3,2.2,3.2,4.3,3.7,6.5,3.8,60.6,6.06,1.0985705,6.657337228
"BHA,LIV,MUN",4.9,2.7,4.7,4.2,3.2,2.2,5.8,4.2,2.7,4.8,5.4,4.8,3.2,2.6,3.8,59.2,5.92,1.124955026,6.659733751
"ARS,AVL,LIV",2.7,4,4.4,3.2,5.9,2.8,5.3,5,3.4,4.8,4.4,3.2,4.5,2.8,1.8,58.2,5.82,1.144677122,6.662020852
"BUR,WBA,WHU",4.6,6,5.6,4.9,3.4,5,5.1,2.9,2.9,3,2.9,4,2.9,4.5,3.4,61.1,6.11,1.091176735,6.66708985
"BHA,MUN,SOU",5,2.7,4.2,3.3,3.2,2.8,4.9,3.3,2.7,6.6,4.4,4.9,3.2,2.7,4.4,58.3,5.83,1.143844811,6.66861525
"FUL,MUN,SOU",4.5,2.8,3.3,3.9,3.8,2.9,2.9,3.7,2.8,6.6,4.9,5.9,3.3,3.3,3.9,58.5,5.85,1.140175425,6.670026237
"EVE,WHU,WOL",3.3,4.6,4.5,2.3,5.4,4.3,2.8,4.5,3.5,3,6.2,3.3,4.5,5.4,3.5,61.1,6.11,1.09183114,6.671088265
"MCI,MUN,TOT",6.9,3.8,3.2,4.8,4.3,4.7,3.2,3.7,4.2,4.8,3.8,5.4,2.6,4.1,4.8,64.3,6.43,1.038451228,6.677241394
"LIV,NEW,TOT",3.2,4.5,4.3,3.8,4.8,3.7,3.4,4.4,6.6,3.3,4.9,2.3,4.9,2.3,4.3,60.7,6.07,1.101211454,6.684353526
"CHE,LEE,WOL",3.6,5.3,3.1,1.6,4.3,3.1,3.1,2.6,4.3,5.3,5.3,3.6,4.8,4.8,4.8,59.6,5.96,1.122157785,6.688060401
"FUL,LEI,MCI",4.4,3.8,4.4,4.3,3.3,3.3,2.8,6,5.4,2.6,2.6,5.3,2.3,4.8,3.8,59.1,5.91,1.132506701,6.693114605
"BUR,FUL,WBA",6.2,4.5,4,4.9,3.4,3,2.5,4.9,2.9,5.1,2.9,5.5,3.4,3.5,4.4,61.1,6.11,1.098353746,6.710941391
"LIV,MUN,WOL",3.1,4.8,4.7,2.6,3.6,2.6,3.6,5.8,3.3,4.8,5.9,2.6,4.7,2.6,3.8,58.5,5.85,1.148290655,6.717500332
"ARS,CHE,LEE",3.2,3.3,3.1,2.2,5.5,4.8,5.3,2.6,3.7,5.3,4.8,4.2,3.8,4.9,5.3,62,6.2,1.084083989,6.721320732
"BHA,LIV,NEW",4.3,3.4,6.5,3.8,3.7,2.2,4.8,4.9,4.8,3.3,4.5,2.3,3.4,2.3,3.8,58,5.8,1.159227986,6.72352232
"LEE,LIV,NEW",4.3,2.3,4.7,3.8,5.3,3.1,4.8,4.3,5.9,3.3,4.9,2.3,3.3,2.3,2.6,57.2,5.72,1.175868473,6.725967668
"CRY,MUN,TOT",4.4,3.8,3.2,7.1,3.2,3.8,4.4,2.8,3.2,4.4,4.4,4.4,4.8,4.3,5.4,63.6,6.36,1.058165529,6.729932761
"EVE,FUL,SOU",4.5,3,3,2.4,6.1,2.9,2.9,4.4,3.5,5.1,4.4,5.1,5,5.1,3.4,60.8,6.08,1.107033789,6.730765436
"EVE,LEE,LEI",4.9,1.8,3.3,4,4.3,4.8,3.8,4.3,4.5,2.3,4.3,3.8,3.1,6.6,3.8,59.6,5.96,1.12977031,6.733431045
"LIV,MUN,WHU",2.8,4.4,4.7,4.8,4.1,4.8,5.8,3.3,2.8,3.3,5.9,3.3,2.8,2.6,2.3,57.7,5.77,1.167333143,6.735512235
"LIV,WBA,WHU",2.8,6.1,6,4.8,4.3,3.3,4.3,4.1,4.9,3,3.9,3.3,3.9,2.8,2.3,59.8,5.98,1.128125289,6.746189226
"AVL,LIV,TOT",3.2,4.5,2.9,5.9,4.8,2.8,3.9,5,4.4,4.8,4.4,2.7,4.9,2.8,1.8,58.8,5.88,1.147792913,6.749022329
"ARS,FUL,LEI",2.7,3.8,6.5,3.9,3.3,4,2.8,4.4,3.9,3.8,5.3,3.2,3.3,4.4,6,61.3,6.13,1.101859899,6.754401184
"BUR,LEI,TOT",3.2,4.8,3.9,4.4,2.7,5.4,3.2,3.3,5.4,4.9,3.7,2.7,3.7,6,5.4,62.7,6.27,1.080476086,6.774585056
"CRY,MUN,WBA",5.6,3.3,3.7,6,3.2,3.4,4.5,3.7,3.2,2.9,2.4,5,4.8,2.8,5.4,59.9,5.99,1.131665439,6.778675982
"FUL,LEI,WHU",2.8,3.8,4.6,6.1,3.3,4.5,2.8,4,4,2.3,5.5,3.3,2.5,5.5,4,59,5.9,1.149326925,6.781028859
"CHE,WBA,WHU",3.3,6.1,4.4,3.8,4.5,6,3.8,2.3,3.8,3,2.3,4,4.5,4,5,60.8,6.08,1.115390173,6.781572252
"LEE,LIV,SOU",2.7,3.8,4.2,2.7,5.3,3.1,4.7,2.7,5.9,4.1,4.8,2.7,4.2,5.3,2.2,58.4,5.84,1.161567086,6.783551782
"EVE,FUL,LIV",4.4,3,3,3.3,4.3,2.3,3,6.7,3.5,3.3,5.4,5,4.4,3.3,2.8,57.7,5.77,1.175868473,6.784761091
"AVL,EVE,LEI",4.9,2.5,3,4,4.9,4.5,3.8,6.6,3,2.3,3.3,4.9,3.8,4.6,3,59.1,5.91,1.14816624,6.785662477
"AVL,NEW,WOL",4.8,3,4.5,2.8,5.4,2.8,2.8,6.5,4,4.5,3.5,2.3,4,2.5,4,57.4,5.74,1.183497641,6.79327646
"CHE,MCI,NEW",4.8,4.9,4.2,2.6,5.4,5.9,3.8,4.3,5.2,3.3,2.1,3.3,2.8,3.5,4.8,60.9,6.09,1.116627576,6.800261936
"ARS,MCI,WOL",3.2,5.9,5.9,2.2,4.7,3.6,2.6,4.9,4.4,4.8,4.3,3.2,3.3,4.7,4.3,62,6.2,1.097182539,6.802531742
"BHA,MCI,SOU",5,4.9,5.3,2.7,4.3,2.8,3.7,3.3,5.3,5.4,2.7,4.9,2.2,4.2,2.7,59.4,5.94,1.14629839,6.809012439
"CRY,LEI,LIV",2.6,5.8,4.8,4.3,2.7,2.7,4.6,4.4,5.3,2.2,3.2,2.6,4.7,4.8,2.7,57.4,5.74,1.187113346,6.814030604
"CRY,LEE,LIV",3.8,4.8,3.7,5.9,3.7,2.7,5.8,2.7,5.3,3.2,4.3,3.8,4.2,5.3,2.6,61.8,6.18,1.1027239,6.814833703
"AVL,CHE,WHU",3.3,5.1,2.8,4.4,6.1,5.5,4.8,2.3,3.3,4.5,2.8,4.3,3,4,2.5,58.7,5.87,1.161813033,6.819842504
"EVE,LEE,WBA",6.7,1.8,3.3,4.5,5,3.8,3.5,4.4,4.5,3,3.5,4.5,4.9,4.6,3.8,61.8,6.18,1.104018633,6.822835154
"AVL,BHA,WOL",5.4,3.4,4.5,3.2,3.2,2.2,3.3,5.4,3.4,6.5,4,4.8,3.4,2.9,4,59.6,5.96,1.144843512,6.823267331
"BUR,CHE,WBA",4.9,6,3.8,2.7,3.4,5,3.8,3.2,2.7,4.5,2.3,4.3,5.4,4,5.4,61.4,6.14,1.111284114,6.823284457
"BUR,CRY,WBA",5.6,6,4.4,4.9,2.8,3.4,5,3.3,3.3,2.9,2.4,5,4.9,4.5,3.8,62.2,6.22,1.097312735,6.825285211
"MUN,SHU,WOL",4.8,2.6,3.1,3.8,2.6,4.8,3.8,5.8,3.3,4.3,6,4.3,5.3,3.1,4.8,62.4,6.24,1.094009663,6.826620297
"AVL,WBA,WOL",4.9,4,4.5,3.8,3.8,2.8,2.3,6.6,4,4.5,2.5,3.3,5.5,3,4,59.5,5.95,1.148083289,6.831095569
"CHE,MUN,SOU",3.2,3.8,3.1,1.7,4.3,5.4,4.2,2.7,2.6,6,3.2,3.7,5.3,3.8,4.9,57.9,5.79,1.180072637,6.832620568
"BHA,CRY,LIV",3.8,5.9,4.8,4.2,2.8,2.2,6.3,3.3,4.3,3.2,3.9,4.3,4.3,2.7,2.7,58.7,5.87,1.164269646,6.834262824
"CRY,NEW,WHU",4,5.1,5,5.6,5,5,5.5,2.4,4.4,2.9,3.4,3,3,5.2,3.4,62.9,6.29,1.087242033,6.838752387
"BHA,FUL,SOU",4.5,3.9,3.9,3.3,3.4,1.9,2.9,3.3,3.9,7.2,4.4,4.9,2.9,3.4,3.9,57.7,5.77,1.185547894,6.84061135
"CRY,NEW,SHU",5.5,3.3,3.2,5.5,2.2,5,5.5,4.4,4.9,2.7,3.4,4,5,2.8,3.7,61.1,6.11,1.120884005,6.84860127
"CHE,FUL,SOU",3.2,5,2.8,1.7,4.5,2.9,2.9,2.7,3.8,6.6,3.2,3.7,5,4.5,3.9,56.4,5.64,1.214672207,6.85075125
"BHA,NEW,SHU",6,3.3,4.9,4.4,2.2,4.5,5.5,4.9,4.4,2.8,4.5,4,3.4,2.4,4.8,62,6.2,1.106904736,6.862809365
"CRY,EVE,WOL",4.3,5.1,3.4,2.3,3.2,2.7,2.8,4.9,3.9,2.9,3.9,4.3,6.5,5.4,3.9,59.5,5.95,1.154288072,6.868014026
"BUR,EVE,WOL",5.4,4.5,4,2.3,3.2,4.3,2.8,5.4,2.4,5,4.4,4.8,5.4,5.3,3.9,63.1,6.31,1.089211161,6.872922423
"CHE,LEI,MCI",3.1,5.2,4.2,2.6,3.8,5.8,3.6,4.3,5.2,2.6,2.1,3.6,2.6,5.3,4.8,58.8,5.88,1.169371015,6.87590157
"BUR,LEI,SHU",4.3,3.6,3.8,4.4,2.1,6.5,5.4,4.9,3.4,2.1,3.7,4.3,3.7,4.8,3.7,60.7,6.07,1.134439236,6.886046165
"LEE,NEW,WOL",4.8,2.3,4.8,2.8,4.8,3.1,2.8,4.3,5.5,3.8,6,2.3,3.3,3.3,4.8,58.7,5.87,1.173436143,6.888070158
"ARS,AVL,CHE",3.2,4,2.8,2.2,6.1,4.5,4.8,2.7,3.3,6,2.8,4.2,4.5,3.9,4.5,59.5,5.95,1.157994983,6.89007015
"LEE,SHU,WOL",4.8,2.6,3.1,4.3,2.6,3.1,3.8,4.8,5,3.6,7,3.8,4.8,4.1,3.6,61,6.1,1.130528743,6.896225331
"BHA,WBA,WHU",4.6,4.4,6.7,5.4,3.4,2.9,5,2.9,3.9,3,3.5,4,2.4,2.9,4.5,59.5,5.95,1.159227986,6.897406517
"AVL,FUL,SOU",4.5,3.5,3,4.5,5.6,2.5,2.9,4.4,3.5,6.6,3.4,5,3.5,3.5,2.4,58.8,5.88,1.173030264,6.897417952
"CRY,LEE,NEW",5.5,2.3,3.7,6.1,4.4,3.2,5,2.7,5.4,2.9,3.4,3.5,3.3,5,3.7,60.1,6.01,1.149202622,6.906707759
"ARS,BHA,MCI",5,4.4,6.5,3.2,4.3,3.2,5.3,3.3,3.8,4.8,3.3,5.4,2.2,3.8,4.3,62.8,6.28,1.099913417,6.907456256
"LEE,LEI,WOL",3.1,2.6,4.8,3.3,3.1,3.1,2.6,4.3,5.5,3.1,5.8,2.6,3.1,5.8,4.8,57.6,5.76,1.199285502,6.907884489
"FUL,LIV,MUN",4.4,2.8,3.3,4.8,3.8,2.3,3.8,5.3,2.8,4.8,5.9,5.8,3.3,2.6,3.3,59,5.9,1.170876757,6.908172868
"AVL,BHA,NEW",6.6,3,5.1,4.4,5,2.4,4.5,4.9,3.4,4.5,3.5,4.5,3.4,2.4,4,61.6,6.16,1.121521076,6.908569828
"BUR,LEI,WBA",4.4,4.3,6.2,4.4,2.7,5,3.3,4.9,5.1,2.3,2.8,3.3,3.7,4.5,5.4,62.3,6.23,1.108967774,6.908869232
"BHA,TOT,WHU",3.4,4.9,4.5,6,3.9,3.3,4.9,2.4,3.9,5.6,5.5,3.4,2.4,4.4,4.5,63,6.3,1.096748441,6.909515178
"MUN,WBA,WOL",4.9,3.3,4.8,3.8,3.6,3.3,2.3,5.4,3.3,4.5,4,3.3,5.3,2.8,6.5,61.1,6.11,1.134187353,6.929884729
"BUR,SHU,TOT",4.9,4.8,2.7,5.4,2.2,5.4,5,3.3,3.4,5.4,4.9,4.4,5.4,4.8,3.7,65.7,6.57,1.05573265,6.936163511
"ARS,SHU,SOU",2.8,4.3,3.7,2.3,4.9,4.9,6,2.8,4.4,4.3,4.9,3.3,6,4.2,3.2,62,6.2,1.119098276,6.938409314
"BHA,EVE,WOL",5.4,2.9,4.5,2.3,3.2,2.2,2.8,5.4,3.4,5,5,4.8,4.9,3.7,5,60.5,6.05,1.148705275,6.949666916
"BUR,FUL,WHU",4.6,5.5,4,5.5,3.4,4,4.6,2.9,2.9,5.1,5.6,5.5,2.5,5,3.4,64.5,6.45,1.078358541,6.955412589
"ARS,MUN,WBA",4.5,3.3,5.5,4.4,3.8,5,4.5,3.7,2.7,4.5,4,3.9,4.3,2.8,7.1,64,6.4,1.087373419,6.959189882
"LEI,LIV,SOU",2.6,4.8,5.3,2.7,3.6,3.2,3.7,4.4,6.4,2.6,3.7,2.6,4.7,4.8,2.2,57.3,5.73,1.215495196,6.964787473
"BUR,LIV,SOU",2.7,6.5,4.9,2.7,3.7,3.2,4.7,3.3,3.8,5.4,3.8,2.7,4.8,4.3,2.2,58.7,5.87,1.187354001,6.969767986
"AVL,LEI,NEW",4.3,3,5.1,4.5,4.9,5,3.8,6,5.2,2.3,3.3,2.3,3.8,2.5,4.5,60.5,6.05,1.153669095,6.979698025
"BHA,CHE,CRY",4.3,6,3.2,3.2,2.8,2.3,5.8,2.7,3.7,4.4,2.7,5.3,4.4,3.9,4.9,59.6,5.96,1.171974321,6.984966954
"AVL,LIV,WBA",4.4,4,4.4,4.8,4.3,2.8,4,6.7,4.4,3.3,2.5,3.3,4.9,2.8,1.8,58.4,5.84,1.197894979,6.995706678
"AVL,TOT,WOL",3.7,4.5,2.9,4.9,4.3,2.8,2.2,4.9,4,6.5,4.5,2.7,5.5,3.8,4,61.2,6.12,1.144052946,7.001604028
"BHA,SHU,TOT",4.9,3.7,2.7,5.9,2.2,3.3,4.9,3.3,4.4,5.4,5.5,4.4,4.9,3.2,4.8,63.5,6.35,1.103026141,7.004215992
"AVL,CRY,LIV",3.8,5.5,3.4,5.9,3.7,2.7,5.3,5,3.9,3.2,2.9,4.3,4.9,2.8,1.8,59.1,5.91,1.186712145,7.013468775
"BHA,EVE,NEW",6.6,2.5,5.1,3.5,5.1,3.9,4,4.9,3.4,3,4.5,4.5,3.4,2.4,5,61.8,6.18,1.135907441,7.019907985
"BHA,CRY,TOT",4.4,4.9,3.3,6.5,2.8,2.3,4.9,2.8,4.3,5.5,3.9,4.4,4.4,4.4,4.9,63.7,6.37,1.102507963,7.022975727
"LEI,SHU,SOU",2.7,3.6,3.7,3.4,2.1,5.4,3.7,4.4,6,2.1,3.7,2.7,5.3,5.3,3.2,57.3,5.73,1.226027266,7.025136235
"SHU,SOU,WBA",4.4,4.3,3.7,3.9,2.8,3.9,3.4,4.5,6,2.8,2.9,3.4,7,3.3,3.2,59.5,5.95,1.181201971,7.028151725
"FUL,MCI,SOU",4.5,5,3.9,2.7,4.9,2.9,2.8,4.4,5.4,5.4,2.7,5.4,2.3,4.8,2.7,59.8,5.98,1.175868473,7.031693471
"BUR,CHE,LEI",3.1,5.3,3.8,2.7,2.7,6.5,4.1,3.2,2.7,3.8,3.1,3.6,3.7,5.5,5.4,59.2,5.92,1.188556548,7.036254761
"FUL,LEE,LEI",4.4,2.6,3.3,6.1,3.3,2.8,2.8,4.3,5,3.1,5.8,3.8,2.8,5.5,4.3,59.9,5.99,1.175625467,7.041996546
"ARS,CHE,LIV",2.7,6.5,4.2,2.2,4.8,4.3,5.1,2.7,3.7,4.8,4.2,3.2,5.4,3.7,4.3,61.8,6.18,1.139674139,7.043186178
"AVL,LIV,WHU",2.8,5.1,4.4,5.4,5.9,2.8,5.3,4.6,3.5,3.3,4.4,3.3,3,2.8,1.8,58.4,5.84,1.206214069,7.044290165
"FUL,MCI,TOT",5,5,2.9,5.4,4.5,3.3,2.4,4.4,5.4,5.4,3.8,5.4,2.3,4.8,3.8,63.8,6.38,1.107033789,7.062875572
"CRY,NEW,TOT",4.4,4.5,3.3,6.1,3.9,3.8,3.4,2.8,6.1,2.9,3.4,2.4,5,4,5.4,61.4,6.14,1.150445048,7.063732598
"CRY,LEI,NEW",3.8,3.3,5.5,4.5,2.7,4.9,3.8,4.4,6.1,2.2,3.2,2.3,3.8,4.5,5.4,60.4,6.04,1.169533892,7.063984706
"BUR,EVE,LEI",4.9,2.8,4,3.4,2.7,6,3.8,4.9,2.4,2.3,3.7,4.8,3.7,6.1,3.9,59.4,5.94,1.189717854,7.066924051
"CRY,EVE,TOT",4.4,4,2.9,5.6,3.9,3.8,3.4,2.8,3.9,2.9,3.9,4.4,6.6,6.1,3.9,62.5,6.25,1.131791669,7.073697928
"ARS,LEE,LIV",2.7,3.3,4.7,3.2,5.3,3.1,5.8,2.7,4.8,4.1,6.4,3.2,3.8,3.7,2.6,59.4,5.94,1.190918013,7.074052999
"LEE,LIV,TOT",3.2,3.8,3.2,5.9,4.8,3.1,4.2,2.7,5.9,4.1,5.9,2.7,4.2,4.3,2.6,60.6,6.06,1.167904106,7.07749888
"CRY,LEI,SHU",3.8,3.6,3.2,6,2.1,4.9,5.3,4.4,4.9,2.1,3.2,4.3,4.8,5.3,3.7,61.6,6.16,1.149824003,7.082915859
"BUR,FUL,SOU",4.5,5,3.9,2.8,3.4,2.9,2.9,3.3,2.9,7.2,3.8,4.9,3.4,5,3.3,59.2,5.92,1.197537155,7.089419959
"BUR,SHU,WBA",6.1,4.3,3.8,4.9,2.2,5,5.1,5,3.4,2.8,2.9,5,5.4,3.3,3.7,62.9,6.29,1.127238514,7.090330251
"FUL,LEE,LIV",4.4,2.8,3.3,5.4,4.3,2.3,3.8,4.3,4.9,4.1,6.9,3.8,2.8,3.3,2.6,59,5.9,1.20277457,7.096369964
"FUL,LIV,TOT",3.2,5,2.9,5.4,4.3,2.3,2.4,4.4,4.9,5.4,5.9,2.7,4.4,3.3,3.3,59.8,5.98,1.186752271,7.09677858
"AVL,LEI,WBA",4.4,3.3,5.2,5.5,3.3,3.5,3.3,6.1,5.7,2.3,2.5,3.3,3.8,3,4.5,59.7,5.97,1.188756854,7.096878416
"EVE,FUL,NEW",6.1,2.5,3,3.5,5.7,4,3,6,3.5,3,4.5,4.7,3.5,3,4.5,60.5,6.05,1.173314394,7.098552082
"FUL,LEI,SHU",4.3,3.6,2.8,6,2.1,4.5,2.8,6,4.5,2.1,4.8,4.3,3.3,3.8,4.3,59.2,5.92,1.199920632,7.103530143
"ARS,CHE,MCI",3.2,5.9,4.2,2.2,5.4,5.3,4.1,2.7,3.7,4.8,2.1,4.2,3.3,4.9,4.8,60.8,6.08,1.169778164,7.112251236
"BHA,SOU,WHU",2.9,4.9,5.5,3.3,5,2.8,5.4,2.4,3.9,5.1,4.4,3.4,2.4,5.6,2.9,59.9,5.99,1.188917074,7.121613275
"BUR,LEE,LEI",6.3,2.6,4.3,4.4,2.7,4.8,4.8,3.2,3.9,3.1,3.7,3.8,3.1,6.5,3.7,60.9,6.09,1.169737455,7.123701103
"CHE,FUL,MCI",4.9,5.4,2.8,2.6,4.5,3.3,2.8,4.3,3.8,4.8,2.1,6.3,2.3,4.5,3.8,58.2,5.82,1.224278213,7.1252992
