COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"EVE,LEI,NEW",4.3,2.5,5.1,3.5,5,6.5,3.8,6,5.2,2.3,3.8,2.3,3.8,4.1,5.5,63.7,6.37,1.302122809,8.294522293
"ARS,LIV,SOU",2.7,5.5,5.3,2.3,6.4,3.2,4.7,2.8,4.8,4.8,4.8,2.7,5.4,3.7,2.2,61.3,6.13,1.353232462,8.29531499
"BHA,MUN,WOL",5.4,2.7,4.8,3.2,3.2,2.2,3.8,4.2,2.7,6.5,5.5,4.8,3.2,2.7,6,60.9,6.09,1.362665455,8.298632622
"CRY,MUN,WHU",4,4.4,3.7,6.6,3.2,4.9,6.5,2.4,2.8,2.9,4.4,5,2.8,5.5,3.4,62.5,6.25,1.328622631,8.303891443
"AVL,LIV,MUN",6.3,2.3,3.3,4.8,4.1,2.8,5.3,5.9,2.3,4.8,4.4,4.9,3.8,2.6,1.8,59.4,5.94,1.398366394,8.306296379
"CHE,EVE,WHU",3.3,4.6,2.8,2.3,6.1,7,4.3,2.3,3.3,3,3.8,4.3,4.5,5.6,3.5,60.7,6.07,1.368454116,8.306516482
"AVL,MCI,SOU",6.4,4.5,3.9,2.7,6.5,3.4,3.7,5,4.9,4.8,2.3,5,2.8,4.3,2.3,62.5,6.25,1.329697424,8.310608897
"AVL,BUR,WOL",6.8,5,4,2.7,3.2,2.8,3.3,5.4,2.4,6.5,3.4,4.8,3.9,3.8,2.9,60.9,6.09,1.364760576,8.311391905
"CHE,EVE,NEW",4.8,2.5,2.8,2.3,6.2,6.6,4,4.3,3.3,3,3.3,3.3,5.5,3.5,5.5,60.9,6.09,1.364760576,8.311391905
"FUL,SOU,TOT",3.3,5,2.9,4.5,4.5,2.9,2.4,2.8,5.5,7.2,4.9,2.8,5,5,3.9,62.6,6.26,1.328515104,8.31650455
"FUL,LEI,WBA",4.4,3.8,5.2,5.5,3.3,3,2.5,6,6.2,2.3,2.8,3.3,3.3,3.5,6,61.1,6.11,1.361441813,8.318409476
"ARS,SOU,WBA",2.8,5,6.1,2.3,6.1,3.9,3.4,2.8,5.4,4.5,2.9,3.3,6,3.9,5,63.4,6.34,1.312286264,8.319894912
"SHU,SOU,WHU",2.9,4.8,3.7,4.4,4.4,6.4,6.4,2.4,4.5,2.8,4.9,3.4,4.5,6,2.9,64.4,6.44,1.291989975,8.320415438
"BHA,CHE,MUN",5.4,2.7,3.1,3.2,3.2,4.4,5.3,3.2,2.6,6,3.8,5.8,3.2,2.7,6.5,61.1,6.11,1.361966366,8.321614494
"BHA,BUR,NEW",6.6,3.4,6.1,3.9,2.8,3.9,5.5,3.8,2.8,6,3.9,4.5,3.3,2.4,4.9,63.8,6.38,1.305957047,8.332005962
"ARS,MUN,TOT",3.3,3.3,3.2,4.4,4.3,5.4,4.4,2.8,2.7,6,6,3.3,4.3,3.7,7,64.1,6.41,1.300256385,8.334643428
"MUN,NEW,TOT",4.9,2.3,3.2,5,4.3,5.9,3.4,3.7,4.5,4.5,5,2.4,3.8,2.3,7,62.2,6.22,1.340504525,8.337938144
"BHA,EVE,LEE",7.2,1.8,3.3,3.9,4.4,2.7,5,3.2,3.4,3.8,5,6,2.7,4.5,3.8,60.7,6.07,1.373663853,8.338139588
"ARS,TOT,WHU",2.9,5.5,4.5,5,6.1,5.4,5.5,2.4,3.9,4.5,6.5,3.3,3.5,5.4,5,69.4,6.94,1.201467357,8.338183456
"ARS,CRY,SOU",2.8,5.5,4.3,2.3,5.5,3.3,5.4,2.8,4.3,4.4,3.3,3.3,5.5,6.9,3.3,62.9,6.29,1.326362731,8.34282158
"AVL,CRY,TOT",4.4,4.5,2.9,8.2,3.9,2.9,3.9,2.8,3.9,4.4,2.9,4.4,5,4.5,2.9,61.5,6.15,1.356992473,8.345503708
"EVE,MCI,WHU",5.1,4.4,4.4,3.3,6.5,5.3,3.8,4.7,3.5,3,3.3,5.7,1.8,5.9,2.8,63.5,6.35,1.314570363,8.347521802
"AVL,FUL,WHU",4.6,3.5,3,7.2,5.6,2.5,3.5,4,3.5,4.5,5.2,5.6,2.5,3.5,2.5,61.2,6.12,1.364446513,8.350412657
"AVL,BUR,CHE",6.8,5,2.8,2.7,3.9,4.5,4.8,3.2,2.4,6,2.8,5.8,3.9,4,2.9,61.5,6.15,1.358044813,8.3519756
"LIV,SHU,WBA",4.3,4.3,4.2,4.8,2.8,3.3,4.3,7.1,5.4,2.8,3.9,3.3,6.4,2.8,2.6,62.3,6.23,1.341569798,8.357979844
"FUL,SHU,WBA",6.1,3.8,2.8,6.5,2.8,3,2.5,6.1,4.5,2.8,4,5,5,3.3,4.3,62.5,6.25,1.338798324,8.367489525
"LEI,MCI,SOU",2.7,4.8,5.3,2.7,4.2,4.2,3.6,4.4,6.9,2.6,2.6,2.7,2.6,6.3,2.7,58.3,5.83,1.436198686,8.373038341
"BUR,TOT,WHU",3.4,6.5,3.9,5.5,3.9,5.4,5,2.4,2.9,5.6,4.9,3.4,2.9,6,3.4,65.1,6.51,1.286634591,8.375991189
"BHA,CRY,MCI",6.1,5.3,4.8,4.2,2.8,2.3,5.3,3.3,4.3,3.2,2.2,6.5,2.2,4.2,3.2,59.9,5.99,1.399727865,8.38436991
"ARS,AVL,MUN",6.4,2.3,3.3,4.4,5.4,4.5,5.5,3.7,2.3,6,4.5,5.5,3.8,2.8,4.5,64.9,6.49,1.291989975,8.385014937
"ARS,FUL,TOT",3.3,4.5,2.9,5,4.5,3.4,2.4,2.8,3.9,6.6,6.5,3.3,4,4.4,6,63.5,6.35,1.320533803,8.385389647
"MCI,TOT,WHU",3.4,6.4,4.3,5.4,5.4,4.7,3.2,2.4,5.4,3.3,3.8,3.4,1.8,5.8,2.8,61.5,6.15,1.36381817,8.387481744
"BUR,LIV,WHU",2.8,7.1,5.4,3.7,3.7,4.3,6.4,2.9,2.9,3.3,4.8,3.3,2.9,4.3,2.3,60.1,6.01,1.395639468,8.387793201
"CHE,LEI,WOL",3.1,6.3,4.3,1.6,3.1,4.8,2.6,4.3,4.3,3.8,3.1,2.6,5.3,4.8,6.5,60.5,6.05,1.386499532,8.388322169
"BHA,BUR,LIV",4.9,5.4,5.4,3.7,2.8,2.2,6.3,3.8,2.8,6.3,4.4,4.8,3.3,2.7,2.7,61.5,6.15,1.364865247,8.39392127
"EVE,TOT,WOL",3.7,4,2.9,2.3,4.3,3.7,2.2,4.9,4,5,5.5,2.7,7.1,5.3,5,62.6,6.26,1.341889215,8.400226489
"CRY,LIV,TOT",3.2,7,3.3,5.9,3.7,2.7,4.2,2.8,5.3,3.2,4.3,2.7,5.9,4.3,2.7,61.2,6.12,1.373317152,8.40470097
"MCI,NEW,SOU",4.4,4.5,5.3,2.7,6.6,4.2,3.7,4.4,6.9,3.3,2.7,2.4,2.8,3.8,2.7,60.4,6.04,1.392565293,8.41109437
"EVE,WBA,WOL",4.9,3.5,4.5,2.3,3.8,3.3,2.3,6.6,4,3,3.5,3.3,7.1,3.8,5,60.9,6.09,1.38140715,8.412769544
"CRY,FUL,SHU",5.5,3.8,2.8,7.1,2.2,2.4,4.5,4.4,4.4,2.7,4.4,6,4.5,3.8,3.7,62.2,6.22,1.352704522,8.413822127
"ARS,FUL,MUN",4.5,2.8,3.3,4.4,3.8,4,4,3.7,2.7,6,6.5,6.4,3.3,3.3,6,64.7,6.47,1.300476103,8.414080388
"BUR,CRY,EVE",6.1,4.5,3.4,3.4,2.8,4.4,5.5,3.3,2.4,2.9,3.3,6.5,4.9,6.1,3.8,63.3,6.33,1.329983888,8.418798012
"LEE,LEI,WBA",4.4,2.6,5.5,5.5,3.3,3.8,3.3,4.3,7.2,2.3,2.8,3.3,3.1,5,5.3,61.7,6.17,1.365318731,8.424016572
"TOT,WBA,WHU",3.4,5.5,4.5,6.6,4.5,4.4,2.9,2.4,6.2,3,4,3.4,6,4.5,5,66.3,6.63,1.270657872,8.424461694
"ARS,CHE,WBA",3.2,5,5,2.2,4.5,5,3.8,2.7,3.7,4.5,2.3,3.9,6,3.9,7.1,62.8,6.28,1.341569798,8.425058334
"NEW,SHU,TOT",4.9,3.3,2.7,5.5,3.3,6,3.4,4.4,6.2,2.8,5,2.4,5.5,2.8,5.3,63.5,6.35,1.32700881,8.426505941
"SHU,WBA,WOL",4.8,4.3,4.3,3.8,2.6,3.3,2.3,6.6,5,2.8,4,3.3,7,3.3,4.8,62.2,6.22,1.354815046,8.426949588
"AVL,LEE,LIV",6.3,2.3,3.3,6.3,5.3,2.8,5.3,4.9,4.4,4.1,4.4,3.8,3.3,2.8,1.8,61.1,6.11,1.379682503,8.429860094
"AVL,BUR,NEW",8,3,4,3.9,5,4.5,4.5,4.9,2.4,4.5,3.4,4.5,3.9,2.5,2.9,61.9,6.19,1.361966366,8.430571803
"SHU,TOT,WOL",3.7,4.8,2.7,4.3,2.6,3.7,2.2,4.9,5,4.8,6,2.7,7,4.1,4.8,63.3,6.33,1.3326665,8.435778944
"MUN,SHU,WBA",6.1,2.6,3.1,6,2.6,5.5,4.5,5.4,3.3,2.8,4,5,5.3,2.8,5.3,64.3,6.43,1.312503968,8.439400516
"BUR,NEW,WBA",6.1,4,6.1,3.9,3.4,5,3.5,4.9,4.6,3,2.9,3,3.9,2.5,6.9,63.7,6.37,1.324961814,8.440006758
"AVL,TOT,WHU",3.4,4.5,2.9,7.7,6.1,3.9,3.9,2.4,3.5,4.5,4.5,3.4,3,4.5,2.5,60.7,6.07,1.390717526,8.441655385
"ARS,BUR,SOU",2.8,5.5,4.9,2.3,5.5,4.9,5.5,2.8,2.8,6.6,3.8,3.3,4.4,5.4,3.3,63.8,6.38,1.323343529,8.442931714
"ARS,MCI,SOU",2.8,5.5,5.3,2.3,7,4.2,3.7,2.8,5.3,4.8,2.7,3.3,3.3,5.2,2.7,60.9,6.09,1.38656822,8.444200459
"EVE,LEI,SHU",4.3,2.8,2.8,4,2.1,6.5,3.8,6.7,4,2.1,4.3,4.3,5.3,4.9,3.8,61.7,6.17,1.370540387,8.456234188
"LEI,LIV,WOL",2.6,5.8,5.9,2.6,3.1,2.6,2.6,6.5,5.4,2.6,4.7,2.6,4.7,3.6,3.8,59.1,5.91,1.433178286,8.470083671
"AVL,EVE,WOL",5.4,2.5,3,2.3,5.4,2.8,2.8,7.1,3,4.5,4,4.9,5.5,3.8,3,60,6,1.411685922,8.470115533
"CRY,FUL,TOT",4.4,5,2.9,7.7,3.4,2.4,2.4,2.8,4.4,5,4.4,4.4,4.5,5,4.4,63.1,6.31,1.342421409,8.470679088
"LEI,MCI,WOL",3.1,5.2,5.9,2.6,3.1,3.6,2.6,6.5,5.9,2.6,2.6,2.6,2.6,5.1,4.3,58.3,5.83,1.453010012,8.47104837
"MUN,SHU,TOT",4.9,2.6,2.7,6.5,2.6,5.9,4.4,3.7,3.3,4.3,6,4.4,5.3,3.1,5.3,65,6.5,1.303657858,8.473776074
"AVL,BUR,WHU",6.5,5,4,5.5,5,4.5,6.1,2.9,2.4,4.5,3.4,5.5,2.9,4.5,2.5,65.2,6.52,1.301025237,8.482684544
"EVE,SOU,WOL",3.2,4,3.9,1.7,5.9,3.2,2.7,4.9,4,5,4.4,2.7,7,5.4,3.4,61.4,6.14,1.381751821,8.483956182
"AVL,CHE,MCI",6.8,4.9,2.8,2.6,5.4,3.8,4.1,4.9,3.3,4.8,2.1,5.9,2.8,4,2.3,60.5,6.05,1.402378931,8.484392534
"ARS,BUR,SHU",4.4,4.3,3.8,3.3,2.2,6,7.7,3.3,2.8,4.3,4.9,4.9,4.4,4.2,3.7,64.2,6.42,1.32190339,8.486619761
"BHA,LEE,TOT",5.5,2.7,3.2,6.5,3.9,2.7,4.4,2.7,4.9,6.4,5.5,3.9,2.7,4.4,4.8,64.2,6.42,1.323523436,8.497020459
"BHA,MUN,NEW",6.6,2.3,5.4,4.4,3.2,4.4,5,4.2,2.7,4.5,4.5,4.5,3.2,2.3,6.5,63.7,6.37,1.334095021,8.498185281
"LEE,NEW,TOT",4.9,2.3,3.2,6.1,5.5,4.2,3.4,2.7,6.7,3.8,5,2.4,3.3,4,5.3,62.8,6.28,1.353232462,8.498299859
"LIV,NEW,WOL",3.1,5.5,5.9,2.6,4.1,2.6,2.8,6.5,5.4,3.3,4.9,2.3,4.9,2.3,3.8,60,6,1.418751967,8.5125118
"ARS,BUR,MCI",6.4,5.9,5.4,3.2,4.3,5.3,5.4,3.3,2.8,4.8,2.7,5.4,2.7,5.2,3.2,66,6.6,1.29007198,8.51447507
"AVL,CRY,EVE",6.1,2.5,3,5.6,5,2.9,4.5,5,3,2.9,2.9,6.6,5,4.6,2.9,62.5,6.25,1.363119671,8.519497945
"MCI,NEW,WHU",4.5,4.9,6,3.8,6.5,5.9,3.8,4,5.4,3,2.8,3,1.8,3.8,2.8,62,6.2,1.374599509,8.522516954
"NEW,SOU,TOT",3.3,4.5,3.8,2.9,6.2,4.3,3.3,2.8,7.2,5.1,3.9,2.4,5.5,4,4.9,64.1,6.41,1.331200675,8.532996329
"CHE,LEE,MUN",6.8,1.6,3.1,3.8,4.3,5.3,5.3,2.6,2.6,5.3,4.3,4.8,3.1,3.8,5.3,62,6.2,1.376676467,8.535394096
"BHA,CHE,WOL",3.6,6.4,4.3,1.6,3.2,2.2,3.1,3.2,3.7,6.5,3.8,3.6,4.9,3.7,6,59.8,5.98,1.427718793,8.537758383
"BUR,MCI,SOU",6.4,6.4,4.9,2.7,4.3,4.2,3.7,3.3,4.3,5.4,2.7,4.9,2.7,5.8,2.7,64.4,6.44,1.325824092,8.538307155
"CRY,EVE,SHU",5.5,2.8,2.8,5,2.2,4.4,5.5,5.1,3.9,2.7,3.9,6,6.5,4.9,3.7,64.9,6.49,1.316090893,8.541429894
"CHE,LEI,WBA",3.1,4.3,5,3.3,3.3,5.5,3.3,4.3,6,2.3,2.3,3.3,5.3,4,7,62.3,6.23,1.371061459,8.541712888
"LEE,LEI,MCI",6.3,2.6,4.7,4.3,4.2,4.1,3.6,4.3,6.4,2.6,2.6,3.8,2.1,6.3,3.1,61,6.1,1.401359884,8.548295291
"TOT,WHU,WOL",3.3,6.6,4.4,4.4,4.3,3.7,2.2,2.4,4.5,5,6.7,2.7,4.5,5.3,4.5,64.5,6.45,1.326111394,8.55341849
"CRY,FUL,MCI",5.6,5.4,3.4,5.4,3.4,2.4,2.8,4.4,4.4,3.2,2.2,7,2.3,4.8,3.2,59.9,5.99,1.428519047,8.556829089
"LEE,MUN,WOL",6.8,1.6,3.6,3.8,3.6,3.1,3.8,3.6,3.3,5.3,7,3.8,3.1,3.6,4.8,60.8,6.08,1.408071968,8.561077565
"LEI,MUN,SHU",4.3,2.6,3.1,5.5,2.1,7,4.8,5.3,3.3,2.1,4.8,4.3,3.6,3.1,5.3,61.2,6.12,1.400102037,8.568624467
"AVL,LIV,SHU",4.3,3.3,2.8,5.3,3.1,2.8,5.3,7.6,4,3.1,4.4,4.3,4.9,2.8,1.8,59.8,5.98,1.433211512,8.570604842
"LEE,SOU,WOL",3.2,3.8,4.2,1.7,4.8,3.1,2.7,2.7,5.5,5.8,5.9,2.7,4.8,6.3,3.2,60.4,6.04,1.418986895,8.570680849
"CRY,LIV,SHU",3.8,5.8,3.2,5.3,2.2,2.7,6.3,5.4,4.9,2.7,4.3,4.3,5.9,3.1,2.6,62.5,6.25,1.374079779,8.587998617
"CRY,LIV,MCI",3.8,7.4,4.8,3.6,3.7,2.7,4.6,5.9,5.3,3.2,2.2,4.3,3.7,4.1,2.1,61.4,6.14,1.398706886,8.588060279
"BUR,LEE,TOT",6.9,3.8,3.2,6,3.9,4.2,4.4,2.7,3.9,6.4,4.9,3.9,3.2,6,3.7,67.1,6.71,1.280327339,8.590996445
"FUL,LIV,MCI",4.4,5.4,4.4,3.6,4.3,2.3,2.8,7.5,4.9,3.6,3.7,5.3,2.3,3.3,2.1,59.9,5.99,1.435502235,8.598658388
"EVE,NEW,SOU",4.4,2.5,3.9,2.4,7.8,4.9,3.9,4.4,5,3,3.9,2.4,5.5,4.1,3.4,61.5,6.15,1.4,8.61
"ARS,EVE,LEI",2.7,2.8,6.5,2.9,5.8,6,3.8,4.4,3.4,2.3,4.3,3.2,4.3,5.5,5.5,63.4,6.34,1.358290242,8.611560133
"LEI,MCI,SHU",4.3,3.6,4.2,4.3,2.1,5.8,3.6,7,5.9,2.1,2.6,4.3,2.6,4.6,3.1,60.1,6.01,1.4340087,8.618392288
"CHE,NEW,WHU",3.3,5.1,4.4,2.8,6.1,7.6,4.3,2.3,3.8,3,3.3,3,3,3.5,5,60.5,6.05,1.424613565,8.618912068
"LEE,TOT,WOL",3.7,3.8,3.2,4.9,4.3,3.1,2.2,2.7,5.5,5.8,7,2.7,4.8,5.3,4.8,63.8,6.38,1.352176376,8.62688528
"MUN,NEW,WHU",4.5,2.3,4.9,5,5.4,7.1,5,3.3,2.8,3,5,3,2.8,2.3,5,61.4,6.14,1.40532999,8.628726139
"AVL,EVE,LIV",4.9,2.5,3,3.3,5.9,2.8,4.5,7.3,3,3.3,4,4.9,4.9,2.8,1.8,58.9,5.89,1.465053225,8.629163496
"LIV,SOU,WHU",2.7,6.6,5.3,2.7,5.9,3.2,4.7,2.4,4.9,3.3,4.8,2.7,3.9,5.5,2.2,60.8,6.08,1.419691449,8.631724008
"BUR,MCI,NEW",8,4.9,5.4,3.7,4.3,5.3,3.8,4.9,4.3,3.3,2.7,4.5,2.7,3.8,3.2,64.8,6.48,1.33213041,8.632205055
"LEI,LIV,NEW",2.6,3.3,6.5,3.8,3.6,4.8,3.8,6,6.6,2.3,3.8,2.3,3.8,2.3,4.3,59.8,5.98,1.44363958,8.632964691
"MCI,NEW,SHU",6,3.3,4.2,3.8,3.7,5.9,3.8,7,5.9,2.8,2.8,4,2.8,2.8,3.1,61.9,6.19,1.395127576,8.635839693
"EVE,MUN,WHU",5.1,1.8,3.3,4.5,5.4,6.5,5,3.3,2.3,3,5.5,5.7,2.8,4.4,3.5,62.1,6.21,1.390683285,8.636143202
"CHE,LIV,SOU",2.7,7,3.7,1.7,4.8,3.2,4.2,2.7,4.7,4.8,3.2,2.7,6.4,3.8,2.2,57.8,5.78,1.494211052,8.636539878
"AVL,CHE,MUN",6.8,2.3,2.8,3.8,4.3,5,4.8,3.6,2.3,6,2.8,5.9,3.8,2.8,4.5,61.5,6.15,1.404584331,8.638193636
"ARS,BHA,NEW",4.4,3.4,7.2,3.4,5.1,3.9,5.5,3.3,3.8,4.5,4.5,2.9,3.4,2.4,6.6,64.3,6.43,1.343697812,8.63997693
"AVL,FUL,WBA",6.2,3.5,3,6.6,4,2.5,2.5,6.1,3.5,4.5,2.5,5.6,3.5,3,3.5,60.5,6.05,1.428118976,8.640119805
"CHE,CRY,TOT",3.7,7.1,2.7,4.9,3.9,3.8,3.7,2.7,4.2,4.4,2.7,3.7,6.5,5.5,5.4,64.9,6.49,1.332809421,8.649933141
"ARS,BUR,CHE",3.2,6,3.8,2.2,3.9,6,5.9,2.7,2.7,6,3.2,4.2,4.4,4.9,5.4,64.5,6.45,1.341108284,8.65014843
"CRY,SHU,WBA",5.5,4.3,3.2,6.5,2.2,3.4,5,4.5,4.9,2.7,2.4,5,6.5,3.3,3.7,63.1,6.31,1.371374007,8.653369983
"EVE,LIV,MCI",4.9,4.4,4.4,3.3,5.2,3.6,3.8,8.2,4.4,3.3,3.3,5,3.7,4.1,2.1,63.7,6.37,1.358500574,8.653648656
"FUL,MCI,WBA",6.2,4.5,4.4,4.8,4,3,2.5,6.1,5.4,3.3,1.8,6,2.3,3.5,3.8,61.6,6.16,1.410403522,8.688085696
"CHE,CRY,SHU",4.3,5.9,2.6,4.3,2.2,5.4,5.8,2.7,4.2,2.7,2.7,5.3,6.5,4.3,3.7,62.6,6.26,1.387941264,8.688512313
"AVL,MCI,TOT",6.9,4.5,2.9,5.9,5.4,3.8,3.2,5,4.9,4.8,2.3,5,2.8,4.3,2.3,64,6.4,1.35786948,8.69036467
"BUR,LIV,WOL",3.1,7.5,5.4,2.6,3.2,2.6,3.6,5.4,3.4,5.3,4.8,2.6,4.8,3.6,2.7,60.6,6.06,1.434672685,8.694116474
"BUR,EVE,FUL",6.7,3,3,3.4,3.4,4,3,4.9,2.4,5.1,4.4,7.2,3.4,5,3.9,62.8,6.28,1.384540495,8.694914306
"LIV,MCI,SOU",2.7,6.4,5.3,2.7,5.2,3.2,3.7,5.9,6.3,3.6,2.7,2.7,3.7,4.1,2.1,60.3,6.03,1.442814709,8.700172698
"CHE,CRY,LIV",3.1,8.1,3.2,2.6,3.7,2.7,5.1,2.7,4.2,3.2,2.7,3.6,5.9,3.8,2.7,57.3,5.73,1.518551942,8.701302627
"CHE,NEW,TOT",3.7,4.5,2.7,2.8,5,6,3.4,2.7,5.5,4.5,3.3,2.4,5.5,3.5,7,62.5,6.25,1.392667875,8.704174218
"LEI,NEW,SOU",2.7,3.3,6,2.9,5,5.4,3.7,4.4,7.2,2.3,3.7,2.3,3.8,4.5,4.9,62.1,6.21,1.401937435,8.706031471
"BHA,MCI,SHU",6.6,3.7,4.2,4.2,2.2,3.2,5.3,5.9,4.4,3.1,3.3,6.5,2.2,3.2,3.1,61.1,6.11,1.42501462,8.706839327
"LIV,MCI,WHU",2.8,7,5.8,3.6,5.2,3.6,4.6,5.5,4.9,3.3,3.7,3.3,1.8,4.1,2.1,61.3,6.13,1.421200029,8.711956181
"CHE,MCI,MUN",6.8,4.2,3.1,2.6,4.3,5.8,4.1,3.6,2.6,4.8,2.1,6.3,2.6,3.8,4.8,61.5,6.15,1.417744688,8.71912983
"AVL,NEW,WBA",6.1,3,5.1,5,5.6,3.5,3.5,6.1,5.2,3,2.5,3,4,2.5,6,64.1,6.41,1.3603921,8.720113363
"ARS,AVL,WHU",2.9,4,4.6,5,7.2,4.5,6.6,2.4,3.4,4.5,5,3.9,3,3.9,2.5,63.4,6.34,1.375534528,8.720888908
"MCI,SOU,WOL",3.2,6.4,5.3,1.7,4.7,3.2,2.6,4.9,5.9,5.3,2.7,2.7,4.3,5.1,2.7,60.7,6.07,1.437193031,8.723761701
"BHA,BUR,WBA",6.7,4.4,6.1,4.3,2.8,2.9,5,3.8,2.8,6,2.9,5.5,3.3,2.9,4.9,64.3,6.43,1.357974682,8.731777208
"LEI,MCI,WHU",2.8,5.2,6,4.3,4.2,5.8,3.6,4,5.4,2.3,2.6,3.3,1.8,6.3,2.8,60.4,6.04,1.445913783,8.733319247
"CRY,EVE,SOU",3.9,4,3.4,2.4,5.5,3.3,3.9,2.8,3.9,2.9,3.3,4.4,6.5,7.6,3.3,61.1,6.11,1.429518734,8.734359462
"CRY,LIV,SOU",2.7,7,4.3,2.7,3.7,2.7,4.7,2.8,5.3,3.2,3.3,2.7,5.9,5.8,2.2,59,5.9,1.481151418,8.738793368
"MCI,SHU,WHU",4.5,5.2,4.2,5.3,3.7,6.8,6.3,5,4.5,2.8,3.8,5,1.8,4.6,2.8,66.3,6.63,1.319198891,8.746288648
"BUR,CHE,SOU",3.2,6.5,3.7,1.7,3.9,4.9,4.2,2.7,2.7,6.6,3.2,3.7,5.4,5.5,3.3,61.2,6.12,1.429385482,8.747839152
"CHE,LEI,WHU",2.8,5.4,4.4,3.3,3.8,7.5,4.1,2.3,3.8,2.3,3.1,3.3,2.8,6,5,59.9,5.99,1.461636395,8.755202008
"ARS,NEW,TOT",3.3,4,5,3.4,6.2,5.4,3.4,2.8,5.6,4.5,5,2.4,4.5,3.4,7.1,66,6.6,1.326649916,8.755889447
"AVL,LEE,SOU",6.4,2.3,3.3,5.4,6.6,3.3,4.4,2.7,4.5,5.3,3.4,3.9,3.3,5.5,2.4,62.7,6.27,1.397037682,8.759426268
"BUR,FUL,TOT",5,5,2.9,5.5,3.4,3.4,2.4,3.3,2.9,7.7,4.9,4.9,3.4,5,4.4,64.1,6.41,1.366678281,8.760407781
"CRY,NEW,WBA",5.5,4,5.5,5,3.4,3.4,3.5,4.4,6.1,2.9,2.4,3,5,2.5,6.9,63.5,6.35,1.379786043,8.761641372
"EVE,LIV,WOL",3.1,5,4.4,2.3,4.1,2.6,2.8,7.2,4,3.3,5.4,2.6,6.4,3.6,2.8,59.6,5.96,1.470406487,8.763622665
"CHE,MUN,NEW",4.8,2.3,3.1,2.8,4.3,7.1,4.3,3.6,2.6,4.5,3.3,3.3,3.8,2.3,7,59.1,5.91,1.48314338,8.765377376
"LEI,MUN,WBA",4.4,2.6,5.5,5.5,3.1,5.5,3.3,5.3,5,2.3,2.8,3.3,3.6,2.8,7,62,6.2,1.41455024,8.770211487
"BHA,CRY,SHU",5.5,3.7,3.2,5.9,2.2,2.3,7,3.3,4.3,2.7,3.9,6,4.4,3.2,3.7,61.3,6.13,1.433709807,8.788641114
"CHE,MCI,WOL",3.6,7.9,4.2,1.6,4.3,3.6,2.6,4.8,4.3,4.8,2.1,3.6,4.3,4.8,4.3,60.8,6.08,1.446605221,8.795359746
"FUL,MUN,WHU",4.6,2.8,3.3,6.6,3.8,4.5,4,3.3,2.8,4.5,6.7,6.5,2.5,3.3,4,63.2,6.32,1.391744366,8.795824395
"LEI,WBA,WHU",2.8,4.3,6.8,5.5,3.3,5.5,3.3,4,6.2,2.3,2.8,3.3,2.8,5,5,62.9,6.29,1.398706886,8.797866312
"AVL,BUR,WBA",8.1,4,4,4.9,3.4,3.5,4,5,2.4,4.5,2.5,5.5,3.9,3,2.9,61.6,6.16,1.429018978,8.802756901
"ARS,LEI,SHU",2.7,3.6,6.3,3.9,2.1,6.5,5.9,4.4,4.4,2.1,4.8,3.2,4.3,4.2,5.3,63.7,6.37,1.381958583,8.803076171
"CRY,LEI,SOU",2.7,4.8,4.3,3.4,2.7,3.3,3.7,2.8,5.9,2.2,3.2,2.7,4.8,8,3.3,57.8,5.78,1.523092093,8.803472298
"BUR,LEI,WHU",2.8,5.3,5.6,4.4,2.7,6.5,5.4,2.9,2.9,2.3,3.7,3.3,2.8,6.5,3.4,60.5,6.05,1.455858444,8.807943587
"CHE,SHU,WOL",3.6,6.3,2.6,1.6,2.6,5.3,3.1,4.8,4.3,4.3,4.3,3.6,7,4.1,4.8,62.3,6.23,1.414146217,8.810130934
"LEE,LIV,WHU",2.8,4.4,4.7,5.4,5.3,3.1,5.8,2.3,4.9,3.3,6.6,3.3,2.3,5.3,2.3,61.8,6.18,1.42638404,8.815053365
"ARS,NEW,WOL",3.2,4,6.6,2.2,5.5,4.3,2.8,4.4,4.4,4.5,5.5,2.3,4.5,3.3,6.6,64.1,6.41,1.376053709,8.820504273
"EVE,NEW,SHU",6,2.5,2.8,3.5,4.5,6.6,4,6.7,4,2.8,4.5,4,5.5,2.8,3.8,64,6.4,1.378232132,8.820685644
"CRY,MCI,SOU",3.9,6.4,4.3,2.7,4.3,3.3,3.7,2.8,5.8,3.2,2.2,4.4,3.8,7.3,2.7,60.8,6.08,1.452026499,8.828321111
"MUN,TOT,WBA",5,3.3,3.2,6,3.8,4.4,2.9,3.7,5,4.5,4,3.4,6.8,2.8,7,65.8,6.58,1.343697812,8.841531602
"LEE,SHU,TOT",4.9,2.6,2.7,7.6,3.3,4.2,4.4,2.7,5.5,3.6,6,3.9,4.8,4.8,3.6,64.6,6.46,1.369289006,8.845606976
"BHA,EVE,SHU",6.6,2.8,2.8,3.9,2.2,3.9,5.5,5.6,3.4,2.8,5,6.5,4.9,3.2,3.8,62.9,6.29,1.406346161,8.845917351
"EVE,MCI,WBA",6.7,3.5,4.4,3.3,4.9,4.3,3.3,6.8,4.9,3,1.8,5.7,4.4,4.3,3.3,64.6,6.46,1.370331903,8.852344092
