COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"ARS,CRY,EVE,FUL,SOU",5.3,5.5,4.9,3.8,7.5,4.3,4.9,4.2,5.4,5.9,5.8,6.3,7,7.5,5.3,83.6,1.857777778,1.130402373,2.100036408
"AVL,BUR,LIV,SHU,TOT",6.2,6.3,4.2,7.2,4.5,5.2,6.7,6.9,4.9,6.1,6.3,5.7,6.8,4.6,3.6,85.2,1.893333333,1.109182453,2.100052111
"ARS,LIV,MUN,WBA,WHU",4.2,5.8,7.8,6.2,6.1,6.3,7.3,4.7,4.7,4.8,6.9,5.2,5.3,4.1,5.8,85.2,1.893333333,1.109182453,2.100052111
"BUR,FUL,LEI,SOU,WHU",4.2,6.8,6.4,5.3,4.7,5.9,4.7,4.3,4.9,5.9,5.6,4.7,4.3,8.5,4.8,81,1.8,1.166802713,2.100244884
"ARS,BHA,FUL,SHU,WBA",7.5,5.7,6.4,6.8,4.2,3.9,6,6.3,5.8,5.8,6.5,6.9,5.4,4.7,7.3,89.2,1.982222222,1.059559657,2.100282698
"ARS,EVE,LEI,LIV,TOT",4,5.3,5.8,4.7,6.1,6.7,5.2,5.8,6.3,4.1,7.2,4,7.2,6.7,6.3,85.4,1.897777778,1.106775669,2.100414269
"ARS,AVL,BUR,FUL,WBA",7.6,6,5.5,6.3,5.4,4.5,5,6.3,4.3,7.5,4.4,7.4,5.4,5,5.4,86,1.911111111,1.099133858,2.100566929
"BHA,MCI,SHU,SOU,WOL",6.2,6.7,6.6,3.5,4,4.1,4.5,6.8,6.9,6.6,5.2,5.7,5.7,5.5,4.5,82.5,1.833333333,1.145799783,2.100632936
"BHA,FUL,LEI,MCI,WHU",5.9,5.7,7.5,6.7,4.7,4.2,4.6,5.9,5.9,4.1,5.1,6.8,3.2,6.2,5.3,81.8,1.817777778,1.155648653,2.100712441
"LIV,MUN,NEW,WBA,WHU",5.8,4.8,7.8,6.8,6.1,6.8,6.3,6.3,5.7,4.5,5.9,4.3,4.8,3.6,5.8,85.3,1.895555556,1.108323487,2.100888744
"MCI,MUN,SOU,WBA,WOL",6.3,6.3,7.1,3.5,5.6,5.2,4.1,6.8,6.7,6.3,3.7,4.7,6.1,5.1,5.7,83.2,1.848888889,1.136326579,2.100941587
"AVL,BUR,FUL,LEI,WOL",6.2,5.3,5.5,5.2,4.5,3.8,3.6,7.9,4.4,7.3,5.2,6.1,5.2,5.8,5.4,81.4,1.808888889,1.161567086,2.101145796
"BHA,CHE,CRY,LEI,NEW",5.6,5.2,6.8,5.2,4.1,5.8,6.1,4.6,6.1,3.7,4.5,4.6,5.2,4.9,8.4,80.8,1.795555556,1.170388621,2.10149779
"CRY,EVE,MUN,TOT,WOL",6.2,4.8,4.7,5.3,5,5.1,4.2,5.1,4.7,5.9,6.9,5.7,8.3,6.6,6.9,85.4,1.897777778,1.107420856,2.101638691
"FUL,LEI,SOU,WBA,WHU",4.2,6.3,7,6.4,5.3,4.9,4.3,5.4,7.5,3.8,4.7,4.7,4.3,7,5.4,81.2,1.804444444,1.16488299,2.10196664
"CRY,FUL,MUN,NEW,WOL",7.3,4.3,5.2,5.8,5,3.7,3.8,6.7,5.2,5.9,6.4,5.3,5.3,4.3,7.4,81.6,1.813333333,1.15931014,2.10221572
"CHE,EVE,FUL,LEI,TOT",5,4.8,4.2,4.8,5.8,6.4,4.2,5.7,5.3,5.3,5.6,5,6.8,7.5,8,84.4,1.875555556,1.120884005,2.102280222
"BUR,FUL,LIV,MUN,WBA",7.5,5.3,5.8,6.7,5.2,4.3,5.3,7.2,3.7,6.3,5.8,6.8,5.2,4.1,5.2,84.4,1.875555556,1.120884005,2.102280222
"BHA,CHE,EVE,LIV,MUN",6.7,3.7,4.6,4.1,5.5,5.2,7.1,5.5,4.1,6.3,6.3,7.1,6.1,4,5.8,82.1,1.824444444,1.152306176,2.102318602
"ARS,CRY,LEE,MUN,SOU",5.3,4.1,5.5,5.3,6.2,5.1,7.9,4.1,5.1,6.7,6.3,5.8,5.6,7.7,5.1,85.8,1.906666667,1.1027239,2.102526903
"BHA,CHE,CRY,LEI,MUN",5.6,4.5,5,5.7,4.1,5.8,7.1,4.6,4.5,5.2,4.5,6.6,5,5.2,8.4,81.8,1.817777778,1.156884157,2.102958312
"BHA,LEE,LEI,LIV,TOT",4.5,4.5,6.1,6.7,5,4,6,4.6,7.8,4.9,7.2,4,4.5,5.7,5.6,81.1,1.802222222,1.167088359,2.103352576
"ARS,BUR,CHE,FUL,LEI",4.5,6.3,5.3,4.1,4.7,7,5.1,4.6,4.6,6.8,5,5.5,5.2,6.9,7.9,83.5,1.855555556,1.133683419,2.103612567
"ARS,CRY,FUL,LIV,SOU",4.1,7.5,5.8,4.1,5.7,3.7,5.7,4.2,6.3,6.2,6.2,4.6,6.9,5.7,4.1,80.8,1.795555556,1.171608581,2.103688296
"BUR,CRY,EVE,LEI,WBA",6.9,5.3,5.9,5.9,4.1,6.4,5.3,6.3,4.8,3.7,4.2,6.3,6.7,7.6,5.8,85.2,1.893333333,1.111112698,2.103706709
"CRY,FUL,LEE,LIV,WOL",5.6,6.8,5.2,6.2,5.2,3.6,4.6,5.7,6.9,5.5,8.3,5.1,5.7,5.6,4.5,84.5,1.877777778,1.120374087,2.103813564
"AVL,BHA,CHE,FUL,LIV",6.2,5.4,4.3,5,5.7,3.2,5.8,6.2,5.2,7.8,5.3,7.1,4.9,4.2,4.3,80.6,1.791111111,1.17501773,2.104587313
"AVL,CHE,LEI,LIV,SHU",4.4,5.1,4.1,5.1,4.4,6.3,6.6,7.9,5.8,3.9,4.6,4.9,6.7,4.6,3.6,78,1.733333333,1.214201678,2.104616241
"BHA,BUR,EVE,NEW,TOT",8.5,4.4,5.4,5.4,5.3,6.3,5.4,5.2,4.3,7.1,6.4,5.9,5.3,5.4,6.9,87.2,1.937777778,1.086190372,2.104795565
"BHA,CRY,MUN,WHU,WOL",5.8,6.3,6.7,6.2,4.6,3.6,7.3,4.3,4.7,5.9,6.9,6.3,4.2,5,6.4,84.2,1.871111111,1.124955026,2.104915848
"BHA,BUR,TOT,WBA,WHU",6.5,7.4,7,7.3,4.8,5.3,6.4,4.3,4.8,7.1,5.4,5.4,4.3,5.9,6.4,88.3,1.962222222,1.072957639,2.105381323
"MCI,SHU,SOU,WBA,WHU",5.9,7.3,6.6,5.7,5.7,6.2,5.2,5.5,7.9,4.3,3.7,5.4,5.3,6.1,4.2,85,1.888888889,1.114621439,2.105396052
"ARS,MCI,SHU,SOU,WBA",5.8,6.8,6.6,4.1,5.7,6.2,5.2,5.9,7.8,4.6,3.7,5.3,6.8,5.7,4.5,84.7,1.882222222,1.118587545,2.105430334
"AVL,CHE,CRY,LEI,SHU",5.6,5.1,4.1,6.8,3.5,6.4,6.6,5.7,5.7,3.5,4.2,6.6,6.8,5.8,4.7,81.1,1.802222222,1.168311765,2.105557426
"AVL,MUN,SHU,SOU,WOL",6.2,4.1,4.6,4.7,4.4,4.7,5.2,7.2,4.8,7.3,6.4,5.7,7.3,4.6,4.2,81.4,1.808888889,1.164024218,2.105590475
"ARS,CRY,LIV,MUN,SOU",4.1,6.3,6.1,4.1,5.5,4.6,7.7,4.2,5.1,6.2,6.2,4.6,7.2,5,4.1,81,1.8,1.169859576,2.105747238
"ARS,BUR,MCI,SHU,SOU",5.8,7.3,6.2,4.1,5.1,7.2,7.3,4.7,5.3,6.1,4.6,6.3,5.2,7,4.5,86.7,1.926666667,1.092964514,2.105778297
"ARS,FUL,LIV,MUN,SOU",4.1,5.3,5.7,4.1,6.1,4.2,5.7,5.1,4.7,7.8,7.8,4.6,5.8,4.6,4.7,80.3,1.784444444,1.180112989,2.105846067
"CRY,LEE,LIV,WBA,WOL",5.6,7.3,6.6,5.6,5.2,4,5.1,5.8,7.8,4.7,5.3,4.6,7.2,5.1,4.5,84.4,1.875555556,1.122794134,2.105862775
"ARS,BHA,CRY,NEW,TOT",5.8,5.9,6.9,5.8,5.3,4.7,6.9,4.2,6.2,5.9,5.9,4.3,5.9,4.8,8.4,86.9,1.931111111,1.090521937,2.10591903
"AVL,LEI,LIV,SOU,WHU",4,6.3,6.8,5.2,7.2,4.7,6.2,5.4,6.4,4.1,5.2,4,4.8,6.3,3.2,79.8,1.773333333,1.18755451,2.105929998
"CRY,FUL,MCI,MUN,SOU",7,5.8,5.2,5.7,5.2,4.3,4.7,5.1,5.2,6.2,4.1,8.4,4.1,6.1,4.6,81.7,1.815555556,1.159967159,2.105984819
"BHA,CHE,MCI,NEW,TOT",6.7,6.4,5.6,4.6,6.4,5.6,5.2,4.6,7.1,6.3,4.1,4.7,4.2,4.9,7.8,84.2,1.871111111,1.125589792,2.106103567
"ARS,BHA,CHE,LIV,MCI",4.5,7.8,7.1,4,6.2,4.5,6.9,4.6,5.6,6.6,4.6,5.5,4.7,5.1,5.1,82.8,1.84,1.144677122,2.106205905
"CHE,FUL,LIV,SHU,SOU",4.5,6.8,4.1,3.5,5.1,4.2,5.2,5.7,6.3,6.1,6.1,5,7.9,5.1,4,79.6,1.768888889,1.190718071,2.106247965
"ARS,AVL,LEI,MCI,MUN",7.7,4.1,6.2,5.7,6,6.8,6.1,6.7,4.2,5.6,4.1,6.8,4.4,5.2,5.8,85.4,1.897777778,1.109997855,2.106529263
"ARS,LIV,MCI,MUN,SHU",5.7,5.1,6,5,4.9,6.6,7.6,7.7,5.2,4.9,6.7,6.2,5.1,4.4,3.9,85,1.888888889,1.115262087,2.106606165
"EVE,FUL,LEI,NEW,WHU",5.8,4.3,6.1,6,6.9,7.5,4.8,7,5.5,3.8,6.3,4.3,4.3,6.1,6,84.7,1.882222222,1.119225923,2.106631904
"ARS,AVL,BHA,SHU,WBA",7.5,5.2,6.4,6.8,4.2,4.4,7.5,6.4,5.3,5.8,5,6.9,5.9,4.4,5.8,87.5,1.944444444,1.083424905,2.106659537
"FUL,LEE,LEI,NEW,SOU",5.7,4.1,5.7,5.4,6.3,4.7,4.7,5.7,8.5,4.6,5.7,3.7,4.6,6.5,5.7,81.6,1.813333333,1.161772046,2.106679976
"ARS,AVL,BUR,LIV,TOT",4.6,7,5.4,5.1,6.2,5.2,6.7,4.7,4.3,7.8,6.3,4.6,6.4,5.2,3.7,83.2,1.848888889,1.139465205,2.106744556
"AVL,BHA,CHE,LIV,WHU",4.6,7,5.7,5,6.2,3.7,7.6,4.2,5.2,6.3,5.3,5.6,4.4,4.2,3.3,78.3,1.74,1.210784869,2.106765673
"ARS,BHA,CHE,FUL,LIV",4.5,6.4,5.7,4,5.7,3.2,6.1,4.6,5.6,7.8,6.7,5.5,5.4,4.7,6.3,82.2,1.826666667,1.153380126,2.10684103
"EVE,LEI,LIV,TOT,WHU",4.1,5.8,5.8,5.8,6.1,6.7,5.2,5.4,6.4,3.8,7.2,4,5.7,7.4,4.3,83.7,1.86,1.132758958,2.106931662
"BHA,BUR,CRY,SOU,WBA",7,7.4,6.8,5.2,4.2,4.2,6.9,4.7,5.2,6.5,4.3,6.4,6.3,5.9,5.2,86.2,1.915555556,1.099913417,2.106945256
"AVL,BUR,LEI,MCI,SOU",7.7,6.3,6.4,4.6,5.6,5.7,5.5,6.3,5.8,5.6,4.1,6.2,4.5,7.3,3.7,85.3,1.895555556,1.111541187,2.106988072
"ARS,BHA,FUL,LEI,SOU",4.1,5.7,7.5,4.7,4.7,3.8,4.7,4.7,5.8,7.4,6.2,4.6,4.7,5.8,6.9,81.3,1.806666667,1.166312872,2.107138588
"CHE,FUL,LEI,MCI,SHU",6.1,5.6,4.1,5.1,4.1,6.8,4.6,7.3,6.3,3.9,3.9,6.6,4.1,6.3,5.6,80.4,1.786666667,1.179467192,2.107314716
"AVL,CHE,FUL,LIV,SHU",6.1,5.3,4.1,6.1,5.1,3.8,5.8,7.9,5.3,6.1,5.7,6.6,6.4,4.6,3.6,82.5,1.833333333,1.149534067,2.107479123
"AVL,BHA,LEI,LIV,MUN",6.2,4.1,6.2,6.7,4.5,3.7,7.1,7.2,4.2,5.6,5.8,6.1,5,4,4.8,81.2,1.804444444,1.167944878,2.107491647
"AVL,FUL,LEE,LIV,SOU",5.8,4.3,4.8,6.3,7.3,3.8,5.4,5.7,6.4,7.1,6.3,5.2,4.8,4.8,3.2,81.2,1.804444444,1.167944878,2.107491647
"BUR,LEE,LEI,NEW,SOU",5.7,4.1,6.7,4.8,5.7,6.7,5.7,4.6,7.4,4.6,5.6,3.7,5,7.5,5.1,82.9,1.842222222,1.144219426,2.107906454
"CHE,EVE,FUL,LIV,SOU",4.5,6,4.3,3.2,6.8,4.2,4.9,5.7,5.3,6.3,5.7,5,7.9,5.8,4.2,79.8,1.773333333,1.188756854,2.108062154
"CRY,MCI,MUN,WBA,WOL",7.4,6.7,6.6,5.6,5,4.7,4.1,6.8,5.7,4.7,3.2,6.3,5.6,5.1,6.2,83.7,1.86,1.133389354,2.108104199
"CRY,MUN,NEW,TOT,WOL",6.2,5.3,5.1,5.8,5,5.1,4.2,5.1,5.7,5.9,6.4,3.7,6.8,4.6,8.4,83.3,1.851111111,1.138838172,2.108115993
"BHA,EVE,LIV,MUN,TOT",6.8,3.7,4.7,5.7,5.5,4.6,6.2,5.6,4.2,6.3,7.9,6.2,6.1,4,5.8,83.3,1.851111111,1.138838172,2.108115993
"AVL,CHE,LEE,NEW,SHU",7.8,3.8,4.1,6.3,6.3,6.9,6.8,5.6,5.8,5.1,4.8,5.8,5.3,4.3,4.6,83.3,1.851111111,1.138838172,2.108115993
"AVL,CRY,EVE,TOT,WOL",6.2,5.5,4.4,6.4,5.7,4.2,4.2,6.3,5.4,5.9,5.4,5.7,8.5,6.8,4.9,85.5,1.9,1.109697513,2.108425276
"ARS,AVL,CRY,MUN,NEW",6.9,3.8,5.2,6.4,6.8,5.9,7.5,5.1,4.2,5.9,4.9,5.9,5.8,3.8,6.4,84.5,1.877777778,1.12292136,2.108596776
"MCI,MUN,SOU,WHU,WOL",4.7,7.2,7.1,3.5,6.5,5.5,4.5,4.7,5.3,6.3,5.7,4.7,3.6,6.4,4.2,79.9,1.775555556,1.187714893,2.108853776
"BHA,CHE,LEE,NEW,SHU",7.8,4.1,4.4,5.2,4.7,6.3,7.3,4.5,6.2,5.1,5.8,5.8,4.7,4.2,6.6,82.7,1.837777778,1.147585457,2.109007051
"BHA,MCI,MUN,WHU,WOL",6.9,6.1,7.7,5,5,4.5,5.6,5.2,4.7,6.3,6.3,6.8,3.2,5,5.8,84.1,1.868888889,1.128505122,2.109050683
"ARS,LEI,MCI,MUN,TOT",4.6,5.1,6.1,5.7,5.6,7.7,5,5.1,6.1,5.6,5.6,4.6,4.4,6.5,8.3,86,1.911111111,1.10367352,2.109242727
"AVL,BUR,CRY,WBA,WOL",7.4,7.5,5.9,5.7,4.6,4.2,4.8,6.4,4.8,5.9,3.9,6.3,6.9,5.3,4.8,84.4,1.875555556,1.124701018,2.109439244
"ARS,EVE,LIV,WBA,WHU",4.2,6,7.5,4.7,7.9,6.3,6.3,5.5,5.4,4.5,6.4,5.2,6.4,5.2,4.3,85.8,1.906666667,1.106603555,2.109924112
"AVL,MUN,NEW,SOU,WBA",7.5,3.8,5.7,5.9,7.4,5.4,5.4,6.7,5.8,6,4.4,4.4,5.8,3.8,5.9,83.9,1.864444444,1.131665439,2.109927341
"BUR,FUL,MUN,NEW,SOU",7.5,4.3,5.7,4.8,5.2,5.9,4.9,5.6,3.7,8.1,5.8,5.9,5.2,4.3,5.8,82.7,1.837777778,1.148207713,2.110150619
"ARS,AVL,LEE,SOU,WBA",5.9,4.8,5.7,5.3,8.6,5.2,5.9,4.1,6.4,6.8,4.4,5.3,5.8,5.4,4.2,83.8,1.862222222,1.133179261,2.110231602
"EVE,FUL,LIV,MCI,TOT",6.3,6,4.4,5.1,6.8,4.6,4.2,8.1,6.4,5.1,6.2,6.4,5.2,6.1,4.1,85,1.888888889,1.117181829,2.110232343
"BUR,CRY,MUN,SHU,WOL",7.3,6.1,5,5.7,3.6,5.7,7.3,5.6,4.1,5.7,6.3,7.3,6.7,5.4,5.6,87.4,1.942222222,1.086584864,2.110389269
"AVL,BUR,FUL,LEI,TOT",6.3,5.3,4.4,8,4.7,4.9,4.2,6.3,4.4,7.4,5.2,6.2,5.2,6.5,5.4,84.4,1.875555556,1.125335929,2.110630053
"BUR,LEI,LIV,SHU,TOT",4.5,6.6,5.2,6.2,3.5,6.7,6,6.3,6.3,3.9,6.6,4,6.6,6.1,4.5,83,1.844444444,1.144344271,2.110679432
"FUL,MCI,NEW,SHU,SOU",7.4,5.3,5.2,4.7,5.7,5.2,4.7,7.4,7.9,4.6,4.7,5.4,4.3,4.8,4.5,81.8,1.817777778,1.161198068,2.110800043
"CRY,FUL,LIV,MUN,TOT",5.7,5.8,4.7,8.4,5.2,3.7,5.2,5.1,5.2,6.2,7.3,5.7,6.2,4.6,5.2,84.2,1.871111111,1.128125289,2.110847762
"BHA,CHE,EVE,MCI,WOL",7.2,6.3,5.7,3.1,5.7,4.5,4.6,6.7,5.2,6.3,4.6,7.1,5.7,6.2,6.3,85.2,1.893333333,1.114963164,2.110996924
"CRY,EVE,FUL,LIV,WBA",6.9,5.5,4.9,6.3,5.4,3.7,4.5,7.5,5.9,4.4,4.9,6.3,7.4,4.8,4.7,83.1,1.846666667,1.143178526,2.111069678
"ARS,EVE,FUL,LIV,TOT",4.6,5.5,4.4,4.7,6.8,4.7,4.4,5.8,5.4,6.3,8.4,4.6,6.9,5.7,5.3,83.5,1.855555556,1.138085276,2.111780456
"ARS,BUR,EVE,LEE,LIV",6.3,4.3,5.8,4.7,6.7,6.1,7.8,4.6,4.3,5.6,7.3,5.7,5.7,6.7,4.5,86.1,1.913333333,1.103759808,2.111860433
"FUL,SOU,WBA,WHU,WOL",4.7,7.5,6.9,4.7,5.8,4.2,3.3,5.4,6.5,6.5,6.6,4.7,6,5.8,5.4,84,1.866666667,1.13137085,2.111892253
"BUR,CHE,LEI,LIV,NEW",4.4,6.8,6.7,4.5,5,7.8,6.1,6.2,5.6,4.1,5,3.6,5.7,4.8,6.2,82.5,1.833333333,1.152016865,2.112030919
"AVL,CRY,MCI,SHU,SOU",6.9,6.3,4.7,6.2,5.1,4.8,6.2,6.4,6.4,4.5,3.7,7.4,5.8,6.1,3.7,84.2,1.871111111,1.128758273,2.112032146
"AVL,BHA,SOU,TOT,WBA",6.4,5.9,5.3,6.3,5.9,4.3,4.8,4.7,6.9,8.1,4.4,4.8,6.9,4.4,5.4,84.5,1.877777778,1.124828029,2.112177077
"AVL,LEI,MCI,SHU,SOU",5.7,5.1,5.2,5.2,5,5.7,5.5,8,7.4,3.9,4.1,5.7,4.6,6.1,3.7,80.9,1.797777778,1.17501773,2.112420764
"BUR,CHE,LEE,LEI,NEW",6.1,4.1,5.6,4.7,5.2,8.3,6.1,4.5,5.7,4.6,5,4.6,5,6.5,7.2,83.2,1.848888889,1.142595208,2.112531585
"ARS,FUL,LIV,MUN,NEW",5.7,4.3,6.2,5.2,6.1,5.3,5.8,6.7,4.7,6.3,7.9,4.2,5.3,3.6,6.8,84.1,1.868888889,1.130402373,2.112596434
"BUR,LEI,SHU,SOU,WBA",5.7,6.1,6.2,5.3,3.5,6.9,5.2,6.3,6.9,3.6,4.7,4.7,7.2,6.3,5.1,83.7,1.86,1.135907441,2.11278784
"BHA,LEI,MUN,SOU,WOL",4.5,4.5,7.2,4.1,4.5,4.1,4.5,5.6,5.2,7.3,6.2,4,5,5,7.4,79.1,1.757777778,1.202061721,2.112957381
"ARS,AVL,BHA,LEI,WOL",4.5,5.2,8.1,4.6,4.5,3.7,5.1,6.3,5.3,6.8,5.8,4.5,5.2,5.2,7,81.8,1.817777778,1.162427673,2.113035192
"AVL,CHE,LEI,MCI,NEW",6.1,4.8,5.7,4.6,6.7,7.3,5.6,7.3,6.7,4.1,3.6,4.6,4.6,5,5.8,82.5,1.833333333,1.152636729,2.113167336
"CRY,FUL,MUN,SOU,TOT",5.8,5.8,4.7,7.5,5.2,4.3,4.3,4.2,5.2,8,6.3,5.8,6.3,6.3,5.8,85.5,1.9,1.112269238,2.113311552
"ARS,AVL,CRY,LIV,MUN",5.2,4.8,5.2,6.2,5.5,4.2,8.3,5.1,4.2,6.2,5.8,6.2,6.3,4.1,3.7,81,1.8,1.174125815,2.113426466
"BUR,CRY,MUN,TOT,WOL",6.2,7.3,5.1,5.7,4.6,5.1,5.2,4.7,4.1,7.9,6.3,5.7,6.7,6.6,6.8,88,1.955555556,1.080784547,2.113534226
"BHA,CHE,EVE,SOU,WBA",6.3,5.4,5.2,3.2,5.9,4.8,5.4,4.6,5.2,6,4.2,5.7,8.4,5.4,6.4,82.1,1.824444444,1.158488342,2.113597619
"BHA,EVE,NEW,SOU,TOT",6.3,4.4,5.3,4.4,7.6,5.2,5.3,4.7,6.9,6.6,6.4,3.8,6.9,5.4,6.4,85.6,1.902222222,1.111284114,2.113909336
"CHE,CRY,MUN,SHU,WOL",6.1,6.7,4.4,4.6,4,6.2,6.1,5,5,5.7,5.7,6.6,8.3,5.4,6.7,86.5,1.922222222,1.099783528,2.114028338
"ARS,AVL,CHE,LIV,SHU",4.5,5.8,4.1,4,5.6,5.8,7.6,6.3,5.2,6.1,5.7,5.5,7.4,4.6,3.6,81.8,1.817777778,1.163041988,2.114151881
"AVL,LIV,MUN,SOU,TOT",4.6,5.3,4.7,5.7,6.6,4.7,5.8,5.1,5.2,7.8,6.3,4.1,6.7,4.1,3.2,79.9,1.775555556,1.190718071,2.114186085
"BHA,CHE,LEI,TOT,WHU",4.6,6.7,5.8,5.7,5.2,6.8,5.5,3.7,5.7,5.3,5.6,4.7,4.2,6.9,8,84.4,1.875555556,1.127238514,2.114198457
"ARS,AVL,SHU,WBA,WHU",5.9,5.8,5.9,7.9,6.4,6.5,8.1,5.5,5.4,4.3,5.5,5.9,5.5,4.8,4.3,87.7,1.948888889,1.084874362,2.11429959
"BHA,CRY,LIV,MUN,NEW",6.8,4.2,6.6,6.2,4.6,3.6,7.8,5.6,5.1,4.7,5.9,5.3,5.2,3.6,5.7,80.9,1.797777778,1.176232889,2.11460535
"AVL,BUR,LIV,NEW,SOU",5.7,6,6.4,4.6,7.3,4.7,6.4,6.3,5.3,6.3,5.3,3.7,5.9,3.8,3.2,80.9,1.797777778,1.176232889,2.11460535
"BHA,EVE,MCI,SOU,WOL",6.8,5.9,6.8,3.2,6.1,4.1,4.5,6.8,5.9,6.8,5.2,6.2,5.7,6.5,4.7,85.2,1.893333333,1.116883419,2.114632606
"ARS,CHE,LIV,MUN,WBA",4.5,5.8,6,4,6.1,6.3,6.6,5,4.5,6.3,5.2,5.2,7.2,4.1,7.8,84.6,1.88,1.124912695,2.114835867
"BHA,CRY,EVE,LEI,WBA",6.9,4.7,7,6.4,4.1,4.3,5.3,6.3,5.8,3.7,4.2,6.3,6.2,6,6.9,84.1,1.868888889,1.131665439,2.114956966
"AVL,BUR,CHE,LEI,SHU",6.1,5.1,4.1,5.2,3.5,8,6.6,6.2,4.2,5.1,4.6,6.6,5.7,5.8,4.7,81.5,1.811111111,1.167822557,2.115056408
"ARS,LEE,LIV,MCI,WBA",5.8,5.8,7.6,5,7.2,5.1,6.1,5.8,7.8,5.1,4.7,5.2,4.6,5.2,3.9,84.9,1.886666667,1.121096402,2.115135212
"ARS,AVL,SHU,TOT,WOL",5.1,5.8,4.2,5.7,5.1,5.2,4.7,6.3,5.9,7.3,7.5,4.6,8,5.6,5.8,86.8,1.928888889,1.096661601,2.115338377
"AVL,BHA,CHE,CRY,WBA",7.4,5.9,4.7,6.2,4.8,3.8,6.3,4.6,5.2,5.9,3.7,7.3,6.4,4.4,5.9,82.5,1.833333333,1.153875458,2.115438339
"CHE,CRY,LEE,MCI,NEW",7.3,5.7,5,4.6,6.8,5.5,6.1,4,7.2,4.7,3.5,5.8,4.1,6.3,5,81.6,1.813333333,1.166680272,2.115580227
"CHE,CRY,FUL,SHU,SOU",5.7,6.8,4.1,5.2,4.2,4.3,5.2,4.1,6.2,5.7,4.6,6.7,8,6.3,5.1,82.2,1.826666667,1.158323912,2.11587168
"ARS,AVL,BHA,SHU,TOT",6.3,5.2,4.2,7.3,4.7,4.8,7.4,4.7,5.3,7.3,7,6.3,5.9,4.7,5.8,86.9,1.931111111,1.095749363,2.11601377
"BUR,CRY,EVE,NEW,WHU",7,6,5.9,5.4,6.4,7.4,7.5,4.3,4.4,4.4,5.3,6,4.9,7.1,5.3,87.3,1.94,1.091002161,2.116544191
"EVE,LIV,MUN,TOT,WHU",4.7,4.8,4.7,6.3,6.6,6.7,6.2,4.7,4.3,4.8,8.4,4.7,5.7,5.6,4.3,82.5,1.833333333,1.154494323,2.116572926
"AVL,CRY,LEI,WBA,WOL",5.6,5.8,6.4,6.3,4.5,4.2,4.1,7.5,6.4,3.7,3.9,4.6,6.8,5.3,5.9,81,1.8,1.175949464,2.116709036
"BHA,EVE,FUL,LIV,TOT",6.3,4.9,4.4,5.7,5.7,3.2,4.4,6.3,5.4,6.9,7.9,6.2,5.8,4.7,5.3,83.1,1.846666667,1.14629839,2.116831028
"BUR,LEI,MUN,NEW,SOU",5.7,4.1,6.7,4.8,4.5,8.4,5.7,5.6,5.2,5.3,5.6,3.7,5.5,5.3,6.8,82.9,1.842222222,1.149202622,2.117086608
"BHA,CHE,LIV,MUN,SHU",6.1,4.5,4.4,5,4,5.7,8.1,5.5,4.5,6.1,6.7,6.6,6.1,4,5.6,82.9,1.842222222,1.149202622,2.117086608
"BUR,LIV,MUN,WBA,WHU",5.9,6.8,7.2,6.7,5.2,6.3,7.3,5.2,3.7,4.8,5.8,5.3,4.7,4.1,4.2,83.2,1.848888889,1.145093051,2.117149819
"CHE,LEE,LEI,MCI,WOL",4.9,6,6,3.4,5.6,5.4,4.4,5.6,7.3,4.9,3.9,4.9,3.9,7.6,6.1,79.9,1.775555556,1.192516347,2.117379025
"BHA,CHE,NEW,SHU,WOL",6.6,5.2,5.6,3.6,4,5.8,5.1,6.2,6.2,5.8,5.8,4.6,6.9,4.2,7.8,83.4,1.853333333,1.142553531,2.117532544
"CRY,LEI,MUN,TOT,WOL",5,5.6,5.1,6.3,4.5,5.1,4,5.1,5.7,5.2,6.2,4,6.6,6.6,8.4,83.4,1.853333333,1.142553531,2.117532544
"ARS,CRY,LEE,MUN,WBA",7,4.1,5.5,7.4,5.2,5.2,7.5,4.1,5.1,5.2,5.4,6.4,5.6,5.2,7.2,86.1,1.913333333,1.106990773,2.118042346
"BHA,CHE,LEE,NEW,WOL",6.6,4.2,6.1,3.6,5.7,4,5.1,4.5,6.2,6.8,5.8,4.6,4.7,4.7,7.8,80.4,1.786666667,1.185507727,2.118107139
"AVL,CRY,FUL,LIV,NEW",6.8,5,4.9,7.4,5.7,3.7,5.5,7.4,5.9,4.7,4.9,5.3,5.5,3.8,3.7,80.2,1.782222222,1.188556548,2.118271891
"EVE,FUL,LIV,SOU,WBA",5.8,5.5,5.4,4.2,6.3,4.2,4.4,7.5,6.4,4.8,5.4,4.7,7.9,4.8,4.2,81.5,1.811111111,1.169656034,2.11837704
"AVL,EVE,SHU,WHU,WOL",6.3,4.3,4.3,5.8,6.2,5.8,5.3,8.1,5,4.3,7,6.3,6.5,5.6,4.3,85.1,1.891111111,1.120246571,2.118510739
"AVL,CRY,FUL,WHU,WOL",5.8,7.1,4.9,8,5.2,3.7,4.3,5.4,5.5,5.9,6.6,6.3,4.5,5.8,4.4,83.4,1.853333333,1.143178526,2.118690869
