COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM
"EVE,FUL,MCI,TOT",5,3,2.9,3.3,4.5,3.3,2.4,4.4,3.5,3.3,35.6
"EVE,LEE,TOT,WBA",5,1.8,2.9,4.5,4.5,3.8,2.9,2.7,4.5,3,35.6
"EVE,LEI,WBA,WHU",2.8,2.8,4.6,4,3.3,5,3.3,4,3.5,2.3,35.6
"EVE,LIV,NEW,TOT",3.2,2.5,2.9,3.3,4.8,3.7,3.4,4.4,4.4,3,35.6
"FUL,LIV,NEW,SHU",4.3,3.3,2.8,3.8,2.8,2.3,3,6,4.5,2.8,35.6
"LEE,LIV,SOU,WBA",2.7,3.3,4.2,2.7,4.3,3.1,3.4,2.7,5.9,3.3,35.6
"ARS,AVL,LEI,MCI",2.7,3.3,4.4,3.2,4.2,3.8,3.6,4.4,3.4,2.6,35.6
"ARS,BHA,CRY,MUN",3.9,2.7,3.7,3.8,2.8,2.3,6.5,2.8,2.7,4.4,35.6
"ARS,BHA,MCI,WOL",3.2,4.4,5.9,2.2,3.2,2.2,2.6,3.3,3.8,4.8,35.6
"ARS,BUR,CRY,WOL",3.2,6,4.4,2.2,2.8,2.7,4.3,2.8,2.8,4.4,35.6
"ARS,BUR,SHU,SOU",2.8,4.3,3.7,2.3,2.2,4.9,5.5,2.8,2.8,4.3,35.6
"ARS,CHE,MCI,MUN",3.2,3.3,3.1,2.2,4.3,5.3,4.1,2.7,2.6,4.8,35.6
"ARS,LEI,MCI,SHU",2.7,3.6,4.2,3.2,2.1,5.3,3.6,4.4,4.4,2.1,35.6
"AVL,CRY,LEI,SHU",3.8,3.3,2.8,6,2.1,2.9,4.3,4.4,3.9,2.1,35.6
"AVL,FUL,LEE,WOL",4.9,2.3,3,4.4,3.8,2.3,1.8,4.3,3.5,5.3,35.6
"AVL,NEW,SOU,WOL",3.2,3,3.9,1.7,5.4,2.8,2.7,4.4,4,4.5,35.6
"BHA,BUR,SOU,WOL",3.2,4.9,4.9,1.7,2.8,2.2,2.7,3.3,2.8,7.1,35.6
"BHA,CHE,NEW,WHU",3.3,3.4,4.4,2.8,3.9,4.5,4.3,2.3,3.7,3,35.6
"BHA,CRY,FUL,WBA",5.6,3.9,3.4,5.4,2.8,1.9,2.5,3.3,3.9,2.9,35.6
"BHA,CRY,LEI,NEW",3.8,3.3,5.5,4.4,2.7,2.3,3.8,3.3,4.3,2.2,35.6
"BHA,FUL,MCI,SHU",6.1,3.7,2.8,4.2,2.2,1.9,2.8,4.9,3.9,3.1,35.6
"BHA,NEW,TOT,WHU",3.4,3.4,4.5,4.4,3.9,3.3,3.4,2.4,3.9,3,35.6
"BUR,CHE,CRY,LIV",3.1,7.5,3.2,2.6,2.8,2.7,5.1,2.7,2.7,3.2,35.6
"BUR,FUL,MCI,SHU",6.1,3.8,2.8,3.7,2.2,3.3,2.8,4.9,2.9,3.1,35.6
"BUR,NEW,WHU,WOL",3.3,5,5.5,2.7,3.2,4.3,2.8,2.9,2.9,3,35.6
"CRY,LEI,LIV,NEW",2.6,3.3,4.8,3.8,2.7,2.7,3.8,4.4,5.3,2.2,35.6
"EVE,FUL,LEE,WBA",6.2,1.8,3,4.5,4,2.8,2.5,4.3,3.5,3,35.6
"EVE,FUL,MCI,MUN",6.7,1.8,3,3.3,3.8,3.3,2.8,5.3,2.3,3.3,35.6
"EVE,LIV,WBA,WOL",3.1,3.5,4.4,2.3,3.8,2.6,2.3,6.6,4,3,35.6
"EVE,NEW,WHU,WOL",3.3,2.5,4.5,2.3,5.4,4.3,2.8,4,3.5,3,35.6
"FUL,LEE,MCI,SOU",4.5,2.8,3.3,2.7,4.9,2.8,2.8,2.7,5,4.1,35.6
"FUL,LEE,MUN,WHU",4.6,1.6,3.3,6.6,3.8,2.8,4,2.3,2.8,3.8,35.6
"FUL,LEI,MCI,TOT",3.2,3.8,2.9,4.3,3.3,3.3,2.4,4.4,5.4,2.6,35.6
"LEE,LEI,SHU,WHU",2.8,2.6,3.1,6,2.1,5.3,4.8,2.3,4.5,2.1,35.6
"LEE,MCI,SOU,WOL",3.2,3.8,4.2,1.7,4.7,3.1,2.6,2.7,5.5,4.1,35.6
"LEI,LIV,WHU,WOL",2.6,5.4,5.9,2.6,3.1,2.6,2.6,4,4.5,2.3,35.6
"AVL,BUR,CRY,LIV",3.8,5,3.4,3.7,2.8,2.7,5.3,3.3,2.4,3.2,35.6
"ARS,BHA,CHE,LIV",2.7,4.4,4.2,2.2,3.7,2.2,5.1,2.7,3.7,4.8,35.7
"AVL,LEE,SHU,SOU",4.4,2.3,2.8,4.4,3.8,3.3,4.4,2.7,4,3.6,35.7
"LIV,MCI,MUN,TOT",3.2,3.8,3.2,3.6,4.1,3.6,3.2,3.7,3.7,3.6,35.7
"ARS,BUR,LEE,LIV",2.7,3.3,4.3,3.2,3.7,3.1,5.8,2.7,2.8,4.1,35.7
"ARS,CHE,CRY,LIV",2.7,6.5,3.2,2.2,3.7,2.7,5.1,2.7,3.7,3.2,35.7
"AVL,CHE,LIV,WOL",3.1,5.5,2.8,1.6,4.1,2.6,3.1,4.8,3.3,4.8,35.7
"AVL,CHE,SOU,WHU",2.9,4.5,2.8,1.7,6.1,3.4,4.2,2.3,3.3,4.5,35.7
"BHA,CHE,LIV,MCI",3.1,5.3,4.2,2.6,3.7,2.2,4.1,3.2,3.7,3.6,35.7
"BHA,EVE,LIV,NEW",4.3,2.5,4.4,3.3,3.7,2.2,4,4.9,3.4,3,35.7
"BHA,LEI,MCI,TOT",3.2,3.7,4.3,4.2,2.7,3.2,3.2,3.3,5.3,2.6,35.7
"BUR,CHE,CRY,TOT",3.7,6.5,2.7,2.7,2.8,3.8,3.7,2.7,2.7,4.4,35.7
"BUR,CRY,FUL,LEE",5.6,2.8,3.3,5.5,2.8,2.4,4,2.7,2.9,3.7,35.7
"BUR,EVE,LIV,WHU",2.8,4.5,4,3.3,3.7,4.3,4.8,2.9,2.4,3,35.7
"BUR,LIV,MUN,WBA",4.4,3.3,4.3,3.7,3.2,3.3,4.3,4.2,1.7,3.3,35.7
"CHE,LEI,LIV,WHU",2.6,5.4,4.2,2.6,3.6,4.8,4.1,2.3,3.8,2.3,35.7
"CRY,EVE,MCI,WHU",4,4.4,3.4,3.3,4.3,3.7,3.8,2.4,3.5,2.9,35.7
"CRY,LEE,LIV,NEW",3.8,2.3,3.7,3.8,3.7,2.7,4.8,2.7,5.3,2.9,35.7
"CRY,LIV,SOU,TOT",2.7,6,3.3,2.7,3.7,2.7,3.3,2.8,5.3,3.2,35.7
"FUL,MUN,NEW,TOT",4.9,2.3,2.9,5,3.8,3.4,2.4,3.7,2.8,4.5,35.7
"LEI,LIV,SOU,TOT",2.6,4.8,3.8,2.7,3.6,3.2,3.2,2.8,6.4,2.6,35.7
"ARS,BHA,CHE,WBA",3.2,4.4,4.9,2.2,3.4,2.9,3.8,2.7,3.7,4.5,35.7
"ARS,BHA,FUL,WHU",2.9,3.9,4.6,3.8,3.4,1.9,4.5,2.4,3.8,4.5,35.7
"ARS,BHA,LEI,MUN",2.7,2.6,5.4,3.8,2.7,3.9,4.8,3.3,2.7,3.8,35.7
"ARS,CRY,NEW,SOU",2.8,4,4.3,2.3,5.1,3.3,3.9,2.8,4.3,2.9,35.7
"ARS,CRY,TOT,WBA",3.3,5,3.3,4.4,3.4,3.4,2.9,2.8,4.3,2.9,35.7
"ARS,FUL,SOU,WHU",2.8,4.5,3.9,2.3,5.6,2.9,2.9,2.4,3.9,4.5,35.7
"ARS,LEI,WBA,WOL",2.7,4.3,6.7,2.2,3.1,3.3,2.3,4.4,4.4,2.3,35.7
"AVL,BHA,FUL,SOU",4.5,3.4,3,3.3,3.4,1.9,2.9,3.3,3.4,6.6,35.7
"AVL,BUR,EVE,TOT",5.5,2.5,2.9,3.4,3.9,3.9,3.4,3.3,2.4,4.5,35.7
"AVL,CHE,CRY,WHU",3.3,5.1,2.8,4.4,3.9,2.9,4.8,2.3,3.3,2.9,35.7
"AVL,EVE,FUL,LIV",4.4,2.5,3,3.3,4.3,2.3,3,6.6,3,3.3,35.7
"AVL,EVE,TOT,WHU",3.4,2.5,2.9,5.1,6.1,3.9,3.4,2.4,3,3,35.7
"AVL,LIV,TOT,WOL",3.1,4.5,2.9,2.6,4.1,2.6,2.2,4.9,4,4.8,35.7
"BHA,BUR,CHE,LIV",3.1,5.4,3.8,2.6,2.8,2.2,5.1,3.2,2.7,4.8,35.7
"BHA,CRY,FUL,WHU",4,3.9,3.4,6,2.8,1.9,4.5,2.4,3.9,2.9,35.7
"BHA,EVE,LEI,WBA",4.4,2.8,5.1,3.9,2.7,2.9,3.3,4.9,3.4,2.3,35.7
"BHA,FUL,MCI,SOU",4.5,3.9,3.9,2.7,3.4,1.9,2.8,3.3,3.9,5.4,35.7
"BHA,FUL,SOU,WBA",4.5,3.9,3.9,3.3,3.4,1.9,2.5,3.3,3.9,5.1,35.7
"BHA,LIV,SOU,WOL",2.7,4.9,5.3,1.7,3.2,2.2,2.7,3.3,4.4,5.3,35.7
"BUR,CHE,NEW,SOU",3.2,4.5,3.7,1.7,3.9,4.9,3.9,2.7,2.7,4.5,35.7
"BUR,CRY,EVE,WHU",4,4.5,3.4,3.4,2.8,4.4,5.5,2.4,2.4,2.9,35.7
"BUR,CRY,LIV,SOU",2.7,6.5,4.3,2.7,2.8,2.7,4.7,2.8,3.3,3.2,35.7
"BUR,CRY,LIV,TOT",3.2,6.5,3.3,3.7,2.8,2.7,4.2,2.8,3.3,3.2,35.7
"BUR,EVE,FUL,NEW",6.1,2.5,3,3.4,3.4,4,3,4.9,2.4,3,35.7
"BUR,EVE,WBA,WHU",4.6,3.5,4,3.4,3.4,5,3.5,2.9,2.4,3,35.7
"BUR,FUL,NEW,TOT",4.9,3.5,2.9,3.9,3.4,3.4,2.4,3.3,2.9,5.1,35.7
"BUR,FUL,WBA,WHU",4.6,4.5,4,4.9,3.4,3,2.5,2.9,2.9,3,35.7
"BUR,LEE,SOU,WBA",4.5,3.3,4.2,2.8,3.4,3.7,3.4,2.7,3.9,3.8,35.7
"CHE,FUL,MCI,WBA",4.9,4.5,2.8,2.6,4,3,2.5,4.3,3.8,3.3,35.7
"CRY,LEI,MCI,SHU",3.8,3.6,3.2,4.3,2.1,3.7,3.6,4.4,4.9,2.1,35.7
"CRY,LIV,SOU,WBA",2.7,5.5,4.3,2.7,3.4,2.7,3.4,2.8,5.3,2.9,35.7
"EVE,FUL,TOT,WBA",5,3,2.9,4.5,4,3,2.4,4.4,3.5,3,35.7
"EVE,LIV,MUN,NEW",4.3,1.8,3.3,3.3,4.1,4.3,4,5.3,2.3,3,35.7
"FUL,LIV,TOT,WOL",3.1,5,2.9,2.6,3.8,2.3,1.8,4.4,4.5,5.3,35.7
"LEE,LEI,MUN,SHU",4.3,1.6,3.1,5.5,2.1,5.3,4.8,3.6,3.3,2.1,35.7
"LEE,LIV,NEW,TOT",3.2,2.3,3.2,3.8,4.8,3.1,3.4,2.7,5.9,3.3,35.7
"MUN,NEW,TOT,WHU",3.4,2.3,3.2,5,4.3,5.9,3.4,2.4,2.8,3,35.7
"NEW,SOU,WHU,WOL",2.9,4.5,5.4,1.7,5.4,3.2,2.7,2.4,4.5,3,35.7
"ARS,BHA,WBA,WOL",3.2,4.4,6.6,2.2,3.2,2.2,2.3,3.3,3.8,4.5,35.7
"ARS,CHE,MUN,NEW",3.2,2.3,3.1,2.2,4.3,6.5,4.3,2.7,2.6,4.5,35.7
"ARS,CRY,NEW,SHU",3.9,3.3,3.2,3.4,2.2,4.4,5.5,2.8,4.3,2.7,35.7
"ARS,FUL,TOT,WBA",3.3,4.5,2.9,4.4,4,3,2.4,2.8,3.9,4.5,35.7
"ARS,NEW,TOT,WOL",3.2,4,4.4,2.2,4.3,3.7,2.2,2.8,4.4,4.5,35.7
"AVL,CHE,FUL,TOT",3.7,3.5,2.7,4.4,4.5,2.5,2.4,2.7,3.3,6,35.7
"AVL,CRY,LIV,WOL",3.1,5.5,3.4,2.6,3.2,2.6,3.3,4.9,3.9,3.2,35.7
"AVL,CRY,MCI,WOL",4.3,4.9,3.4,2.6,3.2,2.7,2.6,4.9,3.9,3.2,35.7
"AVL,EVE,LEI,SHU",4.3,2.5,2.8,4,2.1,4.5,3.8,6.6,3,2.1,35.7
"AVL,FUL,LEI,MCI",4.4,3.3,3,4.3,3.3,2.5,2.8,6,3.5,2.6,35.7
"AVL,LEE,NEW,WOL",4.8,2.3,3.3,2.8,4.8,2.8,2.8,4.3,4,3.8,35.7
"AVL,LEI,MCI,SOU",2.7,3.3,3.9,2.7,4.2,3.4,3.6,4.4,4.9,2.6,35.7
"AVL,LIV,SOU,TOT",2.7,4.5,2.9,2.7,4.8,2.8,3.3,2.8,4.4,4.8,35.7
"AVL,MCI,SHU,WOL",4.8,3.3,2.8,2.6,2.6,2.8,2.6,7.1,4,3.1,35.7
"BHA,BUR,CHE,WBA",4.9,4.4,3.8,2.7,2.8,2.9,3.8,3.2,2.7,4.5,35.7
"BHA,BUR,FUL,WOL",4.9,3.9,4,2.7,2.8,1.9,1.8,3.8,2.8,7.1,35.7
"BHA,BUR,LEE,WOL",5.4,2.7,4.3,2.7,2.8,2.2,3.8,3.2,2.8,5.8,35.7
"BHA,NEW,SOU,WHU",2.9,3.4,5.5,2.9,5,2.8,3.9,2.4,3.9,3,35.7
"BUR,CHE,CRY,MUN",4.3,4.3,3.1,2.7,2.8,4.4,5.3,2.7,1.7,4.4,35.7
"BUR,LEE,SOU,WHU",2.9,3.8,4.2,2.8,4.4,3.7,4.9,2.3,2.9,3.8,35.7
"BUR,SOU,WBA,WOL",3.2,5.5,4.9,1.7,3.2,3.2,2.3,3.3,3.4,5,35.7
"CHE,FUL,MCI,NEW",4.8,3.5,2.8,2.6,4.5,3.3,2.8,4.3,3.8,3.3,35.7
"CRY,LEI,TOT,WHU",2.8,4.8,3.3,6.1,2.7,3.8,3.2,2.4,4.4,2.2,35.7
"CRY,NEW,SHU,TOT",4.4,3.3,2.7,5.5,2.2,3.8,3.4,2.8,4.9,2.7,35.7
"CRY,SHU,SOU,WHU",2.9,4.8,3.2,4.4,2.2,3.3,5.4,2.4,4.4,2.7,35.7
"EVE,LIV,WBA,WHU",2.8,3.5,4.4,3.3,4.3,3.3,3.5,4.1,3.5,3,35.7
"EVE,NEW,SOU,TOT",3.3,2.5,2.9,2.4,6.2,4.3,3.3,2.8,5,3,35.7
"FUL,LEE,SHU,WHU",4.5,2.6,2.8,7.1,2.8,2.8,4,2.3,4,2.8,35.7
"FUL,LEI,LIV,NEW",2.6,3.3,4.4,3.8,3.3,2.3,2.8,6,4.9,2.3,35.7
"BHA,LIV,SOU,WHU",2.7,4.9,5.3,2.7,3.7,2.2,4.7,2.4,3.9,3.3,35.8
"CRY,MCI,MUN,NEW",5.5,2.3,3.7,3.8,3.2,3.7,3.8,3.7,3.2,2.9,35.8
"ARS,BHA,CHE,TOT",3.2,4.4,2.7,2.2,3.9,3.3,3.7,2.7,3.7,6,35.8
"ARS,CHE,CRY,TOT",3.2,5.5,2.7,2.2,3.9,3.8,3.7,2.7,3.7,4.4,35.8
"BHA,EVE,MUN,NEW",6.6,1.8,3.3,3.5,3.2,3.9,4,4.2,2.3,3,35.8
"EVE,MCI,TOT,WHU",3.4,4,2.9,3.3,5.4,4.7,3.2,2.4,3.5,3,35.8
"LIV,NEW,SHU,TOT",3.2,3.3,2.7,3.8,3.1,3.7,3.4,4.4,5.4,2.8,35.8
"ARS,CHE,CRY,MCI",3.2,5.9,3.2,2.2,3.9,3.7,4.1,2.7,3.7,3.2,35.8
"ARS,EVE,MCI,WOL",3.2,3.5,4.4,2.2,4.7,3.6,2.6,4.9,3.4,3.3,35.8
"ARS,LIV,MUN,NEW",2.7,2.3,4.7,3.2,4.1,4.3,4.8,3.7,2.7,3.3,35.8
"ARS,MUN,SHU,WBA",4.4,2.6,3.1,4.4,2.6,5,4.5,3.7,2.7,2.8,35.8
"AVL,CRY,FUL,WHU",4,3.5,3,7.2,3.4,2.4,3.5,2.4,3.5,2.9,35.8
"CHE,LIV,SHU,WHU",2.8,5.4,2.6,2.6,3.1,5.3,5.1,2.3,3.8,2.8,35.8
"CRY,EVE,MCI,SHU",5.5,2.8,2.8,3.3,2.2,3.7,3.8,5.1,3.9,2.7,35.8
"CRY,LEI,MUN,SHU",3.8,2.6,3.1,5.5,2.1,4.9,4.8,3.7,3.2,2.1,35.8
"FUL,LEE,MUN,NEW",6.1,1.6,3.3,5,3.8,2.8,3,3.6,2.8,3.8,35.8
"ARS,AVL,BHA,TOT",3.3,3.4,2.9,3.8,3.9,2.4,3.9,2.8,3.4,6,35.8
"ARS,AVL,CHE,EVE",3.2,2.5,2.8,2.2,6.1,4.5,4.3,2.7,3,4.5,35.8
"ARS,AVL,SHU,TOT",3.3,3.3,2.7,4.9,3.3,3.9,3.9,2.8,3.4,4.3,35.8
"ARS,BHA,LEE,SOU",2.8,2.7,4.2,2.3,4.4,2.7,4.9,2.7,3.8,5.3,35.8
"ARS,BHA,LEE,TOT",3.3,2.7,3.2,3.8,3.9,2.7,4.4,2.7,3.8,5.3,35.8
"ARS,BHA,LEI,WBA",2.7,3.7,7.3,3.8,2.7,2.9,3.3,3.3,3.8,2.3,35.8
"ARS,BUR,FUL,WBA",4.5,4.5,4,3.3,3.4,3,2.5,3.3,2.8,4.5,35.8
"ARS,BUR,NEW,WOL",3.2,4,5.5,2.2,3.2,4.3,2.8,3.3,2.8,4.5,35.8
"ARS,BUR,SOU,WBA",2.8,5,4.9,2.3,3.4,3.9,3.4,2.8,2.8,4.5,35.8
"ARS,CHE,TOT,WBA",3.2,5,2.7,2.2,4.5,4.4,2.9,2.7,3.7,4.5,35.8
"ARS,CRY,LEE,NEW",3.9,2.3,3.7,3.4,4.4,3.2,5,2.7,4.3,2.9,35.8
"ARS,EVE,LEI,WHU",2.7,2.8,4.6,2.9,4.9,6,3.8,2.4,3.4,2.3,35.8
"ARS,EVE,NEW,WOL",3.2,2.5,4.5,2.2,5.5,4.3,2.8,4.4,3.4,3,35.8
"ARS,FUL,LEE,WHU",2.9,2.8,3.3,5,5,2.8,4,2.3,3.9,3.8,35.8
"ARS,LEI,MCI,WOL",2.7,4.3,5.9,2.2,3.1,3.6,2.6,4.4,4.4,2.6,35.8
"AVL,BHA,LIV,WOL",3.1,3.4,4.4,2.6,3.2,2.2,3.3,5.4,3.4,4.8,35.8
"AVL,BUR,CHE,EVE",5.4,2.5,2.8,2.3,3.9,4.5,4.3,3.2,2.4,4.5,35.8
"AVL,BUR,FUL,WHU",4.6,3.5,3,5.5,3.4,2.5,3.5,2.9,2.4,4.5,35.8
"AVL,BUR,LEI,NEW",4.3,3,4,3.9,2.7,4.5,3.8,4.9,2.4,2.3,35.8
"AVL,BUR,WBA,WOL",4.9,4,4,2.7,3.2,2.8,2.3,5,2.4,4.5,35.8
"AVL,CHE,EVE,MUN",5.4,1.8,2.8,2.3,4.3,4.5,4.3,3.6,2.3,4.5,35.8
"AVL,CHE,LEE,WHU",3.3,2.3,2.8,4.4,5.5,3.3,4.8,2.3,3.3,3.8,35.8
"AVL,CHE,MCI,SHU",4.8,3.3,2.6,2.6,3.3,3.8,4.1,4.9,3.3,3.1,35.8
"AVL,CHE,MCI,WHU",3.3,4.9,2.8,2.6,5.4,3.8,4.1,2.3,3.3,3.3,35.8
"AVL,CHE,SOU,TOT",3.2,4.5,2.7,1.7,5,3.4,3.3,2.7,3.3,6,35.8
"AVL,CRY,EVE,WBA",5.6,2.5,3,4.5,3.4,2.9,3.5,4.5,3,2.9,35.8
"AVL,SHU,WBA,WOL",4.8,3.3,2.8,3.8,2.6,2.8,2.3,6.6,4,2.8,35.8
"BHA,BUR,NEW,WOL",4.8,3.4,5.5,2.7,2.8,2.2,2.8,3.8,2.8,5,35.8
"BHA,CRY,LIV,WOL",3.1,5.9,4.8,2.6,2.8,2.2,3.6,3.3,4.3,3.2,35.8
"BHA,FUL,SHU,TOT",4.9,3.7,2.7,5.9,2.2,1.9,2.4,3.3,3.9,4.9,35.8
"BHA,LIV,NEW,WOL",3.1,3.4,5.9,2.6,3.2,2.2,2.8,4.9,4.4,3.3,35.8
"BHA,MUN,SHU,TOT",4.9,2.6,2.7,5.4,2.2,3.3,4.4,3.3,2.7,4.3,35.8
"BHA,MUN,TOT,WBA",5,2.7,3.2,5.4,3.2,2.9,2.9,3.3,2.7,4.5,35.8
"BUR,CHE,MCI,SHU",4.8,5.2,2.6,2.6,2.2,5.3,4.1,3.2,2.7,3.1,35.8
"BUR,EVE,LIV,WBA",4.4,3.5,4,3.3,3.4,3.3,3.5,5,2.4,3,35.8
"BUR,EVE,MUN,WBA",6.7,1.8,3.3,3.4,3.2,5,3.5,4.2,1.7,3,35.8
"BUR,FUL,LEE,WBA",6.2,2.8,3.3,4.9,3.4,2.8,2.5,3.2,2.9,3.8,35.8
"BUR,FUL,NEW,SHU",6,3.3,2.8,3.9,2.2,4,3,4.9,2.9,2.8,35.8
"BUR,FUL,SOU,WBA",4.5,4.5,3.9,2.8,3.4,2.9,2.5,3.3,2.9,5.1,35.8
"BUR,LEI,MCI,SOU",2.7,4.8,4.9,2.7,2.7,4.2,3.6,3.3,4.3,2.6,35.8
"BUR,LEI,MUN,SHU",4.3,2.6,3.1,4.4,2.1,6.5,4.8,4.2,1.7,2.1,35.8
"BUR,LEI,NEW,TOT",3.2,3.3,3.9,3.9,2.7,5.4,3.2,3.3,4.6,2.3,35.8
"BUR,MUN,NEW,TOT",4.9,2.3,3.2,3.9,3.2,5.4,3.4,3.3,1.7,4.5,35.8
"BUR,SHU,TOT,WBA",4.9,4.3,2.7,4.9,2.2,4.4,2.9,3.3,3.4,2.8,35.8
"BUR,TOT,WHU,WOL",3.3,6.5,3.9,2.7,3.2,3.7,2.2,2.4,2.9,5,35.8
"CHE,LEE,NEW,WHU",3.3,2.3,3.1,2.8,5.5,5.4,4.3,2.3,3.8,3,35.8
"CHE,LIV,NEW,WOL",3.1,5.5,4.2,1.6,4.1,2.6,2.8,4.3,4.3,3.3,35.8
"CRY,LEE,SOU,WBA",3.9,3.3,3.7,3.9,3.4,3.2,3.4,2.7,5.4,2.9,35.8
"EVE,FUL,MUN,NEW",6.1,1.8,3,3.5,3.8,4,3,5.3,2.3,3,35.8
"EVE,LEI,LIV,WBA",2.6,2.8,4.4,3.3,3.3,3.3,3.3,6.1,4.4,2.3,35.8
"FUL,LEE,LIV,NEW",4.3,2.3,3.3,3.8,4.3,2.3,3,4.3,4.9,3.3,35.8
"FUL,LEE,NEW,WHU",4.5,2.3,3.3,5.6,5,2.8,3,2.3,4,3,35.8
"FUL,LEI,WBA,WHU",2.8,3.8,4.6,5.5,3.3,3,2.5,4,4,2.3,35.8
"FUL,NEW,SOU,TOT",3.3,3.5,2.9,2.9,4.5,2.9,2.4,2.8,5.5,5.1,35.8
"LEE,LEI,WBA,WHU",2.8,2.6,4.9,5.5,3.3,3.8,3.3,2.3,5,2.3,35.8
"ARS,BHA,CRY,TOT",3.3,4.4,3.3,3.8,2.8,2.3,4.9,2.8,3.8,4.4,35.8
"ARS,BUR,LEI,LIV",2.6,4.3,5.4,3.2,2.7,4.3,4.6,3.3,2.8,2.6,35.8
"ARS,CHE,LEE,MCI",3.2,3.3,3.1,2.2,5.4,4.1,4.1,2.6,3.7,4.1,35.8
"ARS,EVE,NEW,TOT",3.3,2.5,2.9,2.9,6.2,5.4,3.4,2.8,3.4,3,35.8
"ARS,TOT,WBA,WOL",3.2,5,4.4,2.2,3.8,3.3,2.2,2.8,4.4,4.5,35.8
"BHA,CRY,MCI,MUN",6.1,2.7,3.7,4.2,2.8,2.3,4.8,3.3,2.7,3.2,35.8
"BUR,EVE,NEW,SOU",4.4,2.5,3.9,2.4,5.1,4.9,3.9,3.3,2.4,3,35.8
"CHE,CRY,MUN,WHU",3.3,4.4,3.1,3.8,3.2,4.9,5.3,2.3,2.6,2.9,35.8
"CRY,EVE,SHU,WBA",5.5,2.8,2.8,4.5,2.2,3.4,3.5,4.5,3.9,2.7,35.8
"CRY,LEE,LIV,SHU",3.8,2.6,3.1,5.3,2.2,2.7,5.8,2.7,4.9,2.7,35.8
"CRY,LIV,NEW,SHU",3.8,3.3,3.2,3.8,2.2,2.7,4.8,4.4,4.9,2.7,35.8
"FUL,LEE,LIV,SHU",4.3,2.6,2.8,5.3,2.8,2.3,3.8,4.3,4.5,3.1,35.8
"FUL,LEI,MCI,SHU",4.3,3.6,2.8,4.3,2.1,3.3,2.8,6,4.5,2.1,35.8
"BHA,LIV,TOT,WHU",2.8,4.9,4.3,4.2,3.7,2.2,4.2,2.4,3.9,3.3,35.9
"BUR,CHE,LIV,SOU",2.7,6.5,3.7,1.7,3.7,3.2,4.2,2.7,2.7,4.8,35.9
"ARS,BUR,CRY,LEE",3.9,3.3,3.7,3.3,2.8,3.2,6.5,2.7,2.8,3.7,35.9
"ARS,CHE,LEE,TOT",3.2,3.3,2.7,2.2,5,4.2,3.7,2.6,3.7,5.3,35.9
"ARS,CRY,LIV,NEW",2.7,4,4.8,3.2,3.7,2.7,4.8,2.8,4.3,2.9,35.9
"AVL,BHA,EVE,LIV",4.9,2.5,3,3.3,3.7,2.2,4.5,5.5,3,3.3,35.9
"AVL,BUR,EVE,LIV",4.9,2.5,3,3.3,3.7,2.8,4.5,5.5,2.4,3.3,35.9
"AVL,BUR,LIV,WHU",2.8,5,4,3.7,3.7,2.8,5.3,2.9,2.4,3.3,35.9
"BHA,CHE,MCI,WHU",3.3,5.3,4.2,2.6,3.9,3.2,4.1,2.3,3.7,3.3,35.9
"BHA,LIV,WHU,WOL",2.8,5.5,5.9,2.6,3.2,2.2,3.6,2.9,3.9,3.3,35.9
"CRY,FUL,LEE,MUN",5.6,1.6,3.3,6.6,3.2,2.4,4,2.7,2.8,3.7,35.9
"EVE,MCI,SHU,SOU",4.4,2.8,2.8,2.4,3.7,4.2,3.7,5.1,4,2.8,35.9
"FUL,MUN,SHU,TOT",4.9,2.6,2.7,6.5,2.6,3.4,2.4,3.7,2.8,4.3,35.9
"LEI,MUN,TOT,WBA",3.2,2.6,3.2,5.5,3.1,4.4,2.9,3.7,5,2.3,35.9
"MCI,MUN,TOT,WHU",3.4,3.8,3.2,4.8,4.3,4.7,3.2,2.4,2.8,3.3,35.9
"MUN,NEW,SOU,WBA",4.4,2.3,4.2,2.9,3.8,3.9,3.4,3.7,4.3,3,35.9
"MUN,SHU,TOT,WBA",4.9,2.6,2.7,6,2.6,4.4,2.9,3.7,3.3,2.8,35.9
"ARS,AVL,EVE,SOU",2.8,2.5,3,2.3,7.7,3.4,3.9,2.8,3,4.5,35.9
"ARS,BHA,CHE,SOU",2.8,4.4,3.7,1.7,3.9,2.8,4.2,2.7,3.7,6,35.9
"ARS,BHA,CRY,LEE",3.9,2.7,3.7,3.8,2.8,2.3,6.5,2.7,3.8,3.7,35.9
"ARS,CHE,LEE,SOU",2.8,3.3,3.1,1.7,5.5,3.7,4.2,2.6,3.7,5.3,35.9
"ARS,CHE,SOU,WBA",2.8,5,3.7,1.7,4.5,3.9,3.4,2.7,3.7,4.5,35.9
"ARS,CRY,LIV,WOL",2.7,6.5,4.8,2.2,3.2,2.6,3.6,2.8,4.3,3.2,35.9
"ARS,LEE,MUN,SHU",4.4,1.6,3.1,4.4,2.6,4.8,6,2.7,2.7,3.6,35.9
"ARS,LEI,MUN,NEW",2.7,2.3,5.4,3.4,3.1,6.5,3.8,3.7,2.7,2.3,35.9
"BHA,LIV,MUN,WBA",4.4,2.7,4.7,4.2,3.2,2.2,4.3,4.2,2.7,3.3,35.9
