COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM
"ARS,CHE,MCI,SHU",3.2,4.3,2.6,2.2,3.3,5.3,4.1,2.7,3.7,3.1,34.5
"ARS,CRY,SOU,WBA",2.8,5,4.3,2.3,3.4,3.3,3.4,2.8,4.3,2.9,34.5
"ARS,FUL,MCI,SHU",4.4,3.8,2.8,3.2,2.8,3.3,2.8,4.4,3.9,3.1,34.5
"ARS,FUL,MUN,TOT",3.3,2.8,2.9,4.4,3.8,3.4,2.4,2.8,2.7,6,34.5
"ARS,MUN,WHU,WOL",2.9,3.3,4.8,2.2,3.6,4.3,3.8,2.4,2.7,4.5,34.5
"ARS,SHU,SOU,TOT",2.8,4.3,2.7,2.3,3.3,4.3,3.3,2.8,4.4,4.3,34.5
"AVL,BHA,LEI,SHU",4.3,3.3,2.8,4.9,2.1,2.4,4.3,4.9,3.4,2.1,34.5
"AVL,CHE,CRY,FUL",4.3,3.5,2.8,4.4,3.4,2.4,3.3,2.7,3.3,4.4,34.5
"AVL,CRY,LEI,MCI",3.8,3.3,3.4,4.3,2.7,2.9,3.6,4.4,3.9,2.2,34.5
"AVL,CRY,SOU,WBA",3.9,4,3.4,3.9,3.4,2.9,3.4,2.8,3.9,2.9,34.5
"AVL,EVE,LEE,WOL",5.4,1.8,3,2.3,4.8,2.8,2.8,4.8,3,3.8,34.5
"AVL,EVE,LIV,SOU",2.7,2.5,3,2.4,5.9,2.8,3.9,5,3,3.3,34.5
"AVL,LEE,LEI,WHU",2.8,2.3,3.3,6.1,4.3,3.3,4.3,2.3,3.5,2.3,34.5
"AVL,LIV,SHU,WOL",3.1,3.3,2.8,2.6,2.6,2.6,3.3,7.1,4,3.1,34.5
"AVL,MUN,NEW,WOL",4.8,2.3,3.3,2.8,3.6,2.8,2.8,5.3,2.3,4.5,34.5
"AVL,MUN,SOU,TOT",3.3,2.3,2.9,3.9,4.3,3.4,3.3,2.8,2.3,6,34.5
"BHA,BUR,CHE,EVE",5.4,2.9,2.8,2.3,2.8,3.9,4.3,3.2,2.4,4.5,34.5
"BHA,BUR,EVE,SOU",5,2.9,3.9,2.4,2.8,2.8,3.9,3.3,2.4,5.1,34.5
"BHA,CHE,CRY,LIV",3.1,5.9,3.2,2.6,2.8,2.2,5.1,2.7,3.7,3.2,34.5
"BHA,CHE,SHU,WHU",3.3,3.7,2.6,3.2,2.2,4.9,5.8,2.3,3.7,2.8,34.5
"BHA,CRY,FUL,NEW",5.5,3.4,3.4,4.4,2.8,1.9,3,3.3,3.9,2.9,34.5
"BHA,NEW,SOU,WOL",3.2,3.4,5.4,1.7,3.2,2.2,2.7,3.3,4.4,5,34.5
"BHA,WBA,WHU,WOL",3.3,4.4,6.1,3.2,3.2,2.2,2.3,2.9,3.9,3,34.5
"BUR,CHE,CRY,WBA",4.3,6,3.2,2.7,2.8,3.4,3.8,2.7,2.7,2.9,34.5
"BUR,CHE,FUL,WHU",3.3,5.5,2.8,2.7,3.4,4,3.3,2.3,2.7,4.5,34.5
"BUR,CRY,NEW,SOU",3.9,4.5,4.3,2.8,2.8,3.3,3.9,2.8,3.3,2.9,34.5
"BUR,EVE,LEE,WBA",6.7,1.8,3.3,3.4,3.4,3.8,3.5,3.2,2.4,3,34.5
"BUR,FUL,LIV,SOU",2.7,5,3.9,2.7,3.4,2.3,2.9,3.3,2.9,5.4,34.5
"BUR,FUL,LIV,TOT",3.2,5,2.9,3.7,3.4,2.3,2.4,3.3,2.9,5.4,34.5
"BUR,LEE,LIV,SHU",4.3,2.6,3.1,3.7,2.2,3.1,5.8,3.2,3.4,3.1,34.5
"BUR,LEI,WBA,WOL",3.1,4.3,5.5,2.7,2.7,3.3,2.3,4.9,3.4,2.3,34.5
"BUR,SHU,SOU,TOT",3.3,4.8,2.7,2.8,2.2,4.3,3.3,2.8,3.4,4.9,34.5
"CHE,CRY,MCI,WOL",3.6,7.5,3.2,1.6,3.2,2.7,2.6,2.7,4.2,3.2,34.5
"CHE,EVE,FUL,MCI",4.9,3,2.8,2.3,4.5,3.3,2.8,4.3,3.3,3.3,34.5
"CHE,EVE,FUL,NEW",4.8,2.5,2.8,2.3,4.5,4,3,4.3,3.3,3,34.5
"CHE,EVE,LIV,WHU",2.8,4.6,2.8,2.3,4.8,4.3,4.3,2.3,3.3,3,34.5
"CHE,FUL,NEW,WBA",4.8,3.5,2.8,2.8,4,3,2.5,4.3,3.8,3,34.5
"CHE,MUN,WBA,WHU",3.3,3.3,3.1,3.8,3.8,5.5,3.8,2.3,2.6,3,34.5
"CHE,NEW,WBA,WOL",3.6,4,4.3,1.6,3.8,3.3,2.3,4.3,4.3,3,34.5
"CHE,SHU,SOU,TOT",3.2,4.8,2.6,1.7,3.3,4.3,3.3,2.7,4.3,4.3,34.5
"CRY,EVE,WBA,WHU",4,3.5,3.4,4.5,3.4,3.4,3.5,2.4,3.5,2.9,34.5
"CRY,LEI,LIV,SHU",2.6,3.6,3.2,4.3,2.1,2.7,4.6,4.4,4.9,2.1,34.5
"EVE,LEI,LIV,SHU",2.6,2.8,2.8,3.3,2.1,4.3,3.8,6.7,4,2.1,34.5
"EVE,SOU,WBA,WHU",2.9,3.5,3.9,2.4,5.6,3.9,3.4,2.4,3.5,3,34.5
"FUL,LEI,MCI,SOU",2.7,3.8,3.9,2.7,3.3,2.9,2.8,4.4,5.4,2.6,34.5
"FUL,LIV,SHU,TOT",3.2,3.8,2.7,5.3,2.8,2.3,2.4,4.4,4.5,3.1,34.5
"FUL,SHU,SOU,TOT",3.3,3.8,2.7,4.4,2.8,2.9,2.4,2.8,4.5,4.9,34.5
"LEE,SHU,WBA,WOL",4.8,2.6,3.1,3.8,2.6,3.1,2.3,4.4,5,2.8,34.5
"FUL,LEI,MCI,MUN",4.4,2.6,3.3,4.3,3.1,3.3,2.8,5.3,2.8,2.6,34.5
"LIV,SHU,SOU,WHU",2.7,4.8,3.7,2.7,3.1,3.2,4.7,2.4,4.5,2.8,34.6
"CHE,LIV,MCI,MUN",3.1,4.2,3.1,2.6,4.1,3.6,4.1,3.6,2.6,3.6,34.6
"ARS,CRY,EVE,MCI",3.9,3.5,3.4,2.9,4.3,3.7,3.8,2.8,3.4,2.9,34.6
"ARS,LIV,SHU,WOL",2.7,4.3,4.2,2.2,2.6,2.6,3.6,4.9,4.4,3.1,34.6
"ARS,SHU,WHU,WOL",2.9,4.3,4.3,2.2,2.6,4.3,4.9,2.4,3.9,2.8,34.6
"AVL,CRY,LIV,MUN",3.8,2.3,3.3,4.8,3.2,2.7,5.3,3.7,2.3,3.2,34.6
"BHA,CHE,SOU,WHU",2.9,4.9,3.7,1.7,3.9,2.8,4.2,2.3,3.7,4.5,34.6
"CRY,EVE,LIV,NEW",3.8,2.5,3.4,3.3,3.7,2.7,4,4.4,3.9,2.9,34.6
"CRY,FUL,MCI,MUN",5.6,2.8,3.3,4.8,3.2,2.4,2.8,3.7,2.8,3.2,34.6
"CRY,LIV,MUN,SHU",3.8,2.6,3.1,4.8,2.2,2.7,5.8,3.7,3.2,2.7,34.6
"LEI,MUN,NEW,SOU",2.7,2.3,4.2,2.9,3.1,5.4,3.7,3.7,4.3,2.3,34.6
"ARS,AVL,LEI,LIV",2.6,3.3,4.4,3.2,3.6,2.8,4.3,4.4,3.4,2.6,34.6
"ARS,FUL,LEE,NEW",4.4,2.3,3.3,3.4,5,2.8,3,2.7,3.9,3.8,34.6
"ARS,FUL,NEW,TOT",3.3,3.5,2.9,3.4,4.5,3.4,2.4,2.8,3.9,4.5,34.6
"AVL,CHE,NEW,SOU",3.2,3,2.8,1.7,6.1,3.4,3.9,2.7,3.3,4.5,34.6
"AVL,EVE,SHU,SOU",4.4,2.5,2.8,2.4,4.4,3.4,3.9,5,3,2.8,34.6
"BHA,CRY,LIV,SOU",2.7,4.9,4.3,2.7,2.8,2.2,4.7,2.8,4.3,3.2,34.6
"BHA,MUN,SOU,WBA",4.5,2.7,4.2,3.3,3.2,2.8,3.4,3.3,2.7,4.5,34.6
"BUR,CHE,FUL,MUN",4.9,2.8,2.8,2.7,3.2,4,3.3,3.2,1.7,6,34.6
"BUR,CHE,FUL,NEW",4.8,3.5,2.8,2.7,3.4,4,3,3.2,2.7,4.5,34.6
"BUR,FUL,LIV,WHU",2.8,5.5,4,3.7,3.4,2.3,3.8,2.9,2.9,3.3,34.6
"BUR,LEI,SOU,WBA",2.7,4.3,4.9,2.8,2.7,3.9,3.3,3.3,4.4,2.3,34.6
"BUR,SHU,WBA,WOL",4.8,4.3,3.8,2.7,2.2,3.3,2.3,5,3.4,2.8,34.6
"BUR,SHU,WHU,WOL",3.3,5.3,3.8,2.7,2.2,4.3,4.4,2.9,2.9,2.8,34.6
"CHE,CRY,NEW,TOT",3.7,4.5,2.7,2.8,3.9,3.8,3.4,2.7,4.2,2.9,34.6
"CHE,LEI,MCI,WOL",3.1,5.2,4.2,1.6,3.1,3.6,2.6,4.3,4.3,2.6,34.6
"CHE,LEI,NEW,SOU",2.7,3.3,3.7,1.7,3.8,5.4,3.7,2.7,5.3,2.3,34.6
"CRY,EVE,MCI,WOL",4.3,4.4,3.4,2.3,3.2,2.7,2.6,4.9,3.9,2.9,34.6
"CRY,EVE,MUN,NEW",5.5,1.8,3.3,3.5,3.2,4.4,4,3.7,2.3,2.9,34.6
"CRY,EVE,TOT,WBA",4.4,3.5,2.9,4.5,3.4,3.4,2.9,2.8,3.9,2.9,34.6
"CRY,FUL,NEW,WHU",4,3.5,3.4,5.6,3.4,2.4,3,2.4,4,2.9,34.6
"EVE,LEI,LIV,WHU",2.6,2.8,4.4,3.3,3.6,4.3,3.8,4,3.5,2.3,34.6
"MUN,TOT,WBA,WOL",3.7,3.3,3.2,3.8,3.6,3.3,2.2,3.7,3.3,4.5,34.6
"SHU,SOU,WBA,WHU",2.9,4.3,3.7,3.9,2.8,3.9,3.4,2.4,4.5,2.8,34.6
"ARS,CHE,MUN,SHU",3.2,2.6,2.6,2.2,2.6,6.5,5.3,2.7,2.6,4.3,34.6
"AVL,BHA,LEI,LIV",2.6,3.3,4.4,4.2,2.7,2.2,4.3,4.9,3.4,2.6,34.6
"AVL,BUR,CRY,NEW",5.5,3,3.4,3.9,2.8,2.9,4.5,3.3,2.4,2.9,34.6
"AVL,CHE,LIV,WHU",2.8,5.1,2.8,2.6,4.8,2.8,4.8,2.3,3.3,3.3,34.6
"AVL,CRY,LEI,NEW",3.8,3,3.4,4.5,2.7,2.9,3.8,4.4,3.9,2.2,34.6
"AVL,CRY,NEW,SOU",3.9,3,3.4,2.9,5,2.9,3.9,2.8,3.9,2.9,34.6
"AVL,EVE,FUL,WOL",4.9,2.5,3,2.3,3.8,2.3,1.8,6.5,3,4.5,34.6
"AVL,NEW,TOT,WOL",3.7,3,2.9,2.8,4.3,2.8,2.2,4.4,4,4.5,34.6
"BHA,CHE,MUN,WHU",3.3,2.7,3.1,3.2,3.2,4.4,5.3,2.3,2.6,4.5,34.6
"BHA,CRY,LEI,LIV",2.6,3.7,4.8,4.2,2.7,2.2,4.6,3.3,4.3,2.2,34.6
"BHA,CRY,WBA,WOL",4.3,4.4,4.9,3.2,2.8,2.2,2.3,3.3,4.3,2.9,34.6
"BHA,NEW,TOT,WOL",3.7,3.4,4.4,2.8,3.2,2.2,2.2,3.3,4.4,5,34.6
"BUR,CRY,EVE,NEW",5.5,2.5,3.4,3.4,2.8,4.4,4,3.3,2.4,2.9,34.6
"BUR,EVE,LEI,SHU",4.3,2.8,2.8,3.4,2.1,6,3.8,4.9,2.4,2.1,34.6
"CHE,CRY,LEE,WBA",4.3,3.3,3.1,3.8,3.4,3.2,3.8,2.6,4.2,2.9,34.6
"CHE,LEE,NEW,SOU",3.2,2.3,3.1,1.7,5.5,3.7,3.9,2.6,4.8,3.8,34.6
"CHE,MUN,SOU,TOT",3.2,3.8,2.7,1.7,4.3,4.3,3.3,2.7,2.6,6,34.6
"CRY,EVE,LEI,NEW",3.8,2.5,3.4,3.5,2.7,4.4,3.8,4.4,3.9,2.2,34.6
"CRY,EVE,MCI,SOU",3.9,4,3.4,2.4,4.3,3.3,3.7,2.8,3.9,2.9,34.6
"CRY,LEE,LIV,MUN",3.8,1.6,3.6,4.8,3.2,2.7,5.8,2.7,3.2,3.2,34.6
"CRY,LEE,SHU,SOU",3.9,2.6,3.1,4.4,2.2,3.2,4.9,2.7,4.9,2.7,34.6
"CRY,SHU,SOU,WBA",3.9,4.3,3.2,3.9,2.2,3.3,3.4,2.8,4.9,2.7,34.6
"FUL,LIV,WHU,WOL",2.8,5.6,4.4,2.6,3.8,2.3,1.8,4,4,3.3,34.6
"LEI,LIV,TOT,WOL",2.6,4.8,4.3,2.6,3.1,2.6,2.2,4.4,5.4,2.6,34.6
"LEI,SOU,TOT,WOL",2.7,4.8,3.8,1.7,3.1,3.2,2.2,2.8,6,4.3,34.6
"MUN,NEW,SHU,WOL",4.8,2.3,3.1,2.8,2.6,4.8,2.8,5.3,3.3,2.8,34.6
"EVE,LIV,WHU,WOL",2.8,4.6,4.4,2.3,4.1,2.6,2.8,4.5,3.5,3,34.6
"MCI,MUN,SOU,WHU",2.9,3.8,4.2,2.7,4.7,4.2,3.7,2.4,2.8,3.3,34.7
"ARS,AVL,LIV,SHU",2.7,3.3,2.8,3.2,3.1,2.8,5.3,5,3.4,3.1,34.7
"ARS,EVE,LIV,SHU",2.7,2.8,2.8,2.9,3.1,4.3,4.8,5.1,3.4,2.8,34.7
"ARS,LIV,MUN,TOT",2.7,3.3,3.2,3.2,4.1,3.7,4.2,2.8,2.7,4.8,34.7
"BHA,MUN,WBA,WOL",4.9,2.7,4.8,3.2,3.2,2.2,2.3,4.2,2.7,4.5,34.7
"BUR,CHE,CRY,LEE",4.3,4.3,3.1,2.7,2.8,3.2,5.3,2.6,2.7,3.7,34.7
"BUR,CHE,CRY,SOU",3.2,6.5,3.2,1.7,2.8,3.3,4.2,2.7,2.7,4.4,34.7
"BUR,CHE,SOU,WBA",3.2,5.5,3.7,1.7,3.4,3.9,3.4,2.7,2.7,4.5,34.7
"CHE,CRY,SHU,TOT",3.7,4.8,2.6,4.3,2.2,3.8,3.7,2.7,4.2,2.7,34.7
"CHE,FUL,MUN,NEW",4.8,2.3,2.8,2.8,3.8,4.5,3,3.6,2.6,4.5,34.7
"EVE,LEI,MCI,WOL",3.1,2.8,4.4,2.3,3.1,3.6,2.6,6.5,4,2.3,34.7
"FUL,MUN,SOU,WBA",4.5,2.8,3.3,3.9,3.8,2.9,2.5,3.7,2.8,4.5,34.7
"LEE,LIV,MUN,TOT",3.2,1.6,3.2,4.8,4.1,3.1,4.2,2.7,3.7,4.1,34.7
"ARS,FUL,LEE,WBA",4.5,2.8,3.3,4.4,4,2.8,2.5,2.7,3.9,3.8,34.7
"AVL,BUR,CHE,FUL",4.9,3.5,2.8,2.7,3.4,2.5,3.3,3.2,2.4,6,34.7
"BHA,EVE,FUL,NEW",6.1,2.5,3,3.5,3.4,1.9,3,4.9,3.4,3,34.7
"BHA,EVE,SHU,WHU",4.5,2.8,2.8,3.9,2.2,3.9,5.5,2.9,3.4,2.8,34.7
"BHA,LEE,WBA,WOL",4.9,2.7,4.8,3.2,3.2,2.2,2.3,3.2,4.4,3.8,34.7
"BHA,NEW,SHU,TOT",4.9,3.3,2.7,4.4,2.2,3.3,3.4,3.3,4.4,2.8,34.7
"BHA,TOT,WHU,WOL",3.3,4.9,4.4,3.2,3.2,2.2,2.2,2.4,3.9,5,34.7
"BUR,CRY,EVE,MUN",6.1,1.8,3.3,3.4,2.8,4.4,5,3.3,1.7,2.9,34.7
"BUR,FUL,LEE,NEW",6.1,2.3,3.3,3.9,3.4,2.8,3,3.2,2.9,3.8,34.7
"BUR,NEW,SHU,SOU",4.4,3.3,3.7,2.8,2.2,4.9,3.9,3.3,3.4,2.8,34.7
"CHE,EVE,LEI,NEW",3.1,2.5,2.8,2.3,3.8,6.5,3.8,4.3,3.3,2.3,34.7
"CHE,FUL,MUN,SHU",4.8,2.6,2.6,3.8,2.6,4.5,3.3,3.6,2.6,4.3,34.7
"CHE,MUN,SHU,WBA",4.8,2.6,2.6,3.8,2.6,5.5,3.8,3.6,2.6,2.8,34.7
"CRY,EVE,LEE,TOT",4.4,1.8,2.9,5.6,3.9,3.2,3.4,2.7,3.9,2.9,34.7
"CRY,FUL,MUN,TOT",4.4,2.8,2.9,6.6,3.2,2.4,2.4,2.8,2.8,4.4,34.7
"CRY,FUL,NEW,TOT",4.4,3.5,2.9,5.6,3.4,2.4,2.4,2.8,4.4,2.9,34.7
"EVE,FUL,MCI,SOU",4.5,3,3,2.4,4.9,2.9,2.8,4.4,3.5,3.3,34.7
"EVE,FUL,NEW,SOU",4.4,2.5,3,2.4,5.7,2.9,2.9,4.4,3.5,3,34.7
"EVE,FUL,SHU,TOT",4.9,2.8,2.7,5,2.8,3.4,2.4,4.4,3.5,2.8,34.7
"EVE,LEI,NEW,WOL",3.1,2.5,4.5,2.3,3.1,4.3,2.6,6,4,2.3,34.7
"EVE,SHU,TOT,WHU",3.4,2.8,2.7,5,3.3,5.4,3.4,2.4,3.5,2.8,34.7
"FUL,LEI,SOU,WBA",2.7,3.8,3.9,3.4,3.3,2.9,2.5,4.4,5.5,2.3,34.7
"LEE,LEI,SOU,WBA",2.7,2.6,4.2,3.4,3.3,3.7,3.3,2.7,6.5,2.3,34.7
"LEI,NEW,SOU,WOL",2.7,3.3,5.4,1.7,3.1,3.2,2.6,4.4,6,2.3,34.7
"ARS,AVL,BHA,CHE",3.2,3.4,2.8,2.2,3.9,2.4,4.8,2.7,3.3,6,34.7
"ARS,AVL,BHA,WOL",3.2,3.4,4.5,2.2,3.2,2.2,3.3,3.3,3.4,6,34.7
"ARS,BHA,CHE,CRY",3.2,4.4,3.2,2.2,2.8,2.3,5.8,2.7,3.7,4.4,34.7
"ARS,BHA,CHE,LEE",3.2,2.7,3.1,2.2,3.9,2.7,5.3,2.6,3.7,5.3,34.7
"ARS,BHA,FUL,SHU",4.4,3.7,2.8,3.8,2.2,1.9,4.5,3.3,3.8,4.3,34.7
"ARS,BHA,LIV,SHU",2.7,3.7,4.2,3.2,2.2,2.2,6.3,3.3,3.8,3.1,34.7
"ARS,CHE,FUL,WHU",2.9,4.5,2.8,2.2,4.5,4,3.3,2.3,3.7,4.5,34.7
"ARS,CHE,LEE,LIV",2.7,3.3,3.1,2.2,4.8,3.1,5.1,2.6,3.7,4.1,34.7
"ARS,CHE,NEW,SHU",3.2,3.3,2.6,2.2,3.3,6.6,4.3,2.7,3.7,2.8,34.7
"ARS,LEI,LIV,WOL",2.6,4.3,5.9,2.2,3.1,2.6,2.6,4.4,4.4,2.6,34.7
"AVL,CHE,CRY,MCI",4.3,4.9,2.8,2.6,3.9,2.9,4.1,2.7,3.3,3.2,34.7
"AVL,CRY,LEE,LEI",3.8,2.3,3.3,6.6,2.7,2.9,4.3,2.7,3.9,2.2,34.7
"AVL,EVE,LEE,LEI",4.9,1.8,3,4,4.3,3.3,3.8,4.3,3,2.3,34.7
"AVL,LEE,LIV,SOU",2.7,2.3,3.3,2.7,5.3,2.8,4.4,2.7,4.4,4.1,34.7
"AVL,SOU,WBA,WOL",3.2,4,3.9,1.7,3.8,2.8,2.3,4.5,4,4.5,34.7
"BHA,EVE,NEW,SOU",4.4,2.5,3.9,2.4,5.1,2.8,3.9,3.3,3.4,3,34.7
"BHA,LEI,MCI,SOU",2.7,3.7,5.3,2.7,2.7,2.8,3.6,3.3,5.3,2.6,34.7
"BHA,LEI,MCI,WOL",3.1,3.7,5.9,2.6,2.7,2.2,2.6,4.9,4.4,2.6,34.7
"BUR,CHE,NEW,WOL",3.6,5,3.8,1.6,3.2,4.3,2.8,3.2,2.7,4.5,34.7
"BUR,CRY,FUL,LIV",3.8,5.5,3.4,3.7,2.8,2.3,3.8,3.3,2.9,3.2,34.7
"BUR,CRY,WBA,WOL",4.3,6,4.4,2.7,2.8,2.7,2.3,3.3,3.3,2.9,34.7
"BUR,LEI,LIV,WOL",2.6,5.3,5.4,2.6,2.7,2.6,2.6,4.9,3.4,2.6,34.7
"CHE,CRY,LEI,WHU",2.8,5.4,3.2,3.3,2.7,4.9,4.1,2.3,3.8,2.2,34.7
"CHE,EVE,SOU,TOT",3.2,4,2.7,1.7,5,4.3,3.3,2.7,3.3,4.5,34.7
"CHE,EVE,TOT,WHU",3.3,4,2.7,2.3,5,5.4,3.4,2.3,3.3,3,34.7
"CHE,LEE,WBA,WHU",3.3,3.3,3.1,3.8,4.5,3.8,3.8,2.3,3.8,3,34.7
"CHE,NEW,SOU,WOL",3.2,4.5,3.7,1.6,4.3,3.2,2.7,2.7,4.3,4.5,34.7
"CHE,SOU,WBA,WHU",2.9,5.5,3.7,1.7,4.5,3.9,3.4,2.3,3.8,3,34.7
"EVE,FUL,LEI,MCI",4.4,2.8,3,3.3,3.3,3.3,2.8,6,3.5,2.3,34.7
"FUL,LEE,TOT,WOL",3.7,2.8,2.9,4.4,3.8,2.3,1.8,2.7,4.5,5.8,34.7
"FUL,LEI,SHU,WHU",2.8,3.6,2.8,6,2.1,4.5,2.8,4,4,2.1,34.7
"FUL,LEI,WBA,WOL",3.1,3.8,4.5,3.3,3.1,2.3,1.8,6,4.5,2.3,34.7
"FUL,LIV,MCI,MUN",4.4,2.8,3.3,3.6,3.8,2.3,2.8,5.3,2.8,3.6,34.7
"FUL,NEW,TOT,WOL",3.7,3.5,2.9,2.8,3.8,2.3,1.8,4.4,4.5,5,34.7
"NEW,SHU,SOU,TOT",3.3,3.3,2.7,2.9,3.3,4.3,3.3,2.8,6,2.8,34.7
"SOU,WBA,WHU,WOL",2.9,5.5,5.4,1.7,3.8,3.2,2.3,2.4,4.5,3,34.7
"AVL,BUR,CHE,SOU",3.2,4.5,2.8,1.7,3.9,3.4,4.2,2.7,2.4,6,34.8
"AVL,LIV,MUN,TOT",3.2,2.3,2.9,4.8,4.1,2.8,3.9,3.7,2.3,4.8,34.8
"BUR,CHE,SHU,TOT",3.7,4.8,2.6,2.7,2.2,5.4,3.7,2.7,2.7,4.3,34.8
"BUR,LIV,MUN,TOT",3.2,3.8,3.2,3.7,3.2,3.7,4.2,3.3,1.7,4.8,34.8
"BUR,MUN,NEW,WOL",4.8,2.3,4.3,2.7,3.2,4.3,2.8,4.2,1.7,4.5,34.8
"CHE,MUN,SOU,WHU",2.9,3.8,3.1,1.7,4.3,5.4,4.2,2.3,2.6,4.5,34.8
"LEI,MCI,MUN,TOT",3.2,2.6,3.2,4.3,3.1,4.7,3.2,3.7,4.2,2.6,34.8
"ARS,EVE,LEE,SOU",2.8,1.8,3.3,2.3,7.1,3.7,3.9,2.7,3.4,3.8,34.8
"ARS,LEI,MUN,WBA",2.7,2.6,5.5,3.9,3.1,5,3.3,3.7,2.7,2.3,34.8
"ARS,LIV,MUN,SOU",2.7,3.3,4.2,2.3,4.1,3.2,4.7,2.8,2.7,4.8,34.8
"BUR,CRY,LEE,SOU",3.9,3.8,3.7,2.8,2.8,3.2,4.9,2.7,3.3,3.7,34.8
"BUR,EVE,LIV,MUN",4.9,1.8,3.3,3.3,3.2,4.3,4.8,4.2,1.7,3.3,34.8
"CHE,CRY,SOU,WHU",2.9,6.6,3.2,1.7,3.9,3.3,4.2,2.3,3.8,2.9,34.8
"CHE,LEE,LIV,SOU",2.7,3.8,3.1,1.7,4.8,3.1,4.2,2.6,4.7,4.1,34.8
"CHE,LEE,MUN,SHU",4.8,1.6,2.6,3.8,2.6,5.3,5.3,2.6,2.6,3.6,34.8
"CHE,LEE,SOU,WHU",2.9,3.8,3.1,1.7,5.5,3.7,4.2,2.3,3.8,3.8,34.8
"CHE,MCI,MUN,WBA",4.9,3.3,3.1,2.6,3.8,4.3,3.3,3.6,2.6,3.3,34.8
"CRY,LEI,MUN,NEW",3.8,2.3,3.7,4.5,2.7,4.9,3.8,3.7,3.2,2.2,34.8
"ARS,AVL,BHA,LEI",2.7,3.3,5.1,3.8,2.7,2.4,4.3,3.3,3.4,3.8,34.8
"ARS,AVL,FUL,SOU",2.8,3.5,3,2.3,5.6,2.5,2.9,2.8,3.4,6,34.8
"ARS,BHA,EVE,SOU",2.8,2.9,3.9,2.3,5.5,2.8,3.9,2.8,3.4,4.5,34.8
"ARS,BHA,FUL,TOT",3.3,3.9,2.9,3.8,3.4,1.9,2.4,2.8,3.8,6.6,34.8
"ARS,BHA,LEI,TOT",2.7,3.7,5,3.8,2.7,3.3,3.2,2.8,3.8,3.8,34.8
"ARS,BHA,SHU,TOT",3.3,3.7,2.7,3.8,2.2,3.3,4.9,2.8,3.8,4.3,34.8
"ARS,BUR,CHE,FUL",3.2,4.5,2.8,2.2,3.4,4,3.3,2.7,2.7,6,34.8
"ARS,BUR,FUL,LIV",2.7,4.5,4,3.2,3.4,2.3,3.8,3.3,2.8,4.8,34.8
"ARS,BUR,SHU,WOL",3.2,4.3,3.8,2.2,2.2,4.3,4.4,3.3,2.8,4.3,34.8
"ARS,CRY,MUN,WBA",3.9,3.3,3.7,4.4,3.2,3.4,4.5,2.8,2.7,2.9,34.8
"ARS,FUL,LIV,WHU",2.7,4.5,4.4,3.2,4.3,2.3,3.8,2.4,3.9,3.3,34.8
"ARS,FUL,LIV,WOL",2.7,4.5,4.4,2.2,3.8,2.3,1.8,4.4,3.9,4.8,34.8
"ARS,FUL,MUN,WHU",2.9,2.8,3.3,4.4,3.8,4,4,2.4,2.7,4.5,34.8
"ARS,FUL,NEW,SHU",4.4,3.3,2.8,3.4,2.8,4,3,4.4,3.9,2.8,34.8
"ARS,FUL,SHU,WBA",4.4,3.8,2.8,4.4,2.8,3,2.5,4.4,3.9,2.8,34.8
"ARS,NEW,SHU,TOT",3.3,3.3,2.7,3.4,3.3,5.4,3.4,2.8,4.4,2.8,34.8
"ARS,SHU,TOT,WBA",3.3,4.3,2.7,4.4,2.8,4.4,2.9,2.8,4.4,2.8,34.8
"AVL,BHA,LEE,WOL",5.4,2.3,3.3,3.2,3.2,2.2,3.3,3.2,3.4,5.3,34.8
"AVL,BUR,CHE,CRY",4.3,5,2.8,2.7,2.8,2.9,4.8,2.7,2.4,4.4,34.8
"AVL,BUR,CHE,SHU",4.8,3.3,2.6,2.7,2.2,4.5,4.8,3.2,2.4,4.3,34.8
"AVL,EVE,LEI,WHU",2.8,2.5,3,4,4.9,4.5,3.8,4,3,2.3,34.8
"AVL,LEI,WBA,WOL",3.1,3.3,4.5,3.3,3.1,2.8,2.3,6.1,4,2.3,34.8
"AVL,MUN,SOU,WHU",2.9,2.3,3.3,3.9,5.4,3.4,4.4,2.4,2.3,4.5,34.8
"AVL,SHU,SOU,TOT",3.3,3.3,2.7,4.4,3.3,3.4,3.3,2.8,4,4.3,34.8
"AVL,SHU,TOT,WOL",3.7,3.3,2.7,4.3,2.6,2.8,2.2,4.9,4,4.3,34.8
"AVL,TOT,WHU,WOL",3.3,4.5,2.9,4.4,4.3,2.8,2.2,2.4,3.5,4.5,34.8
"BHA,BUR,CHE,FUL",4.9,3.9,2.8,2.7,2.8,1.9,3.3,3.2,2.7,6.6,34.8
"BHA,EVE,MUN,WBA",6.7,1.8,3.3,3.9,3.2,2.9,3.5,4.2,2.3,3,34.8
"BHA,FUL,LIV,SHU",4.3,3.7,2.8,4.2,2.2,1.9,3.8,4.9,3.9,3.1,34.8
"BHA,LEI,SOU,TOT",2.7,3.7,3.8,3.3,2.7,2.8,3.2,2.8,5.4,4.4,34.8
"BUR,CHE,EVE,WHU",3.3,4.5,2.8,2.3,3.9,6,4.3,2.3,2.4,3,34.8
"BUR,EVE,FUL,WBA",6.2,3,3,3.4,3.4,3,2.5,4.9,2.4,3,34.8
