COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVG PER TEAM,STD DEV,AVG * STD DEV
"ARS,SHU,SOU",1.4,1.8,1.3,0.9,0.8,1.9,1.9,1.4,1.9,1.3,1.9,1.4,2.5,1.8,1.4,23.6,2.36,0.4399134114,1.038195651
"BUR,CRY,NEW",2.5,1.5,1.9,1.9,1.4,1.4,2,1.4,0.9,1.4,1.4,1,1.9,1,1.9,23.5,2.35,0.4418575508,1.038365244
"AVL,LEE,LIV",1.3,0.8,1.5,1.8,2.3,1.3,2.5,1.3,1.5,1.8,1.5,1.3,1.3,1.3,0.8,22.3,2.23,0.4657814734,1.038692686
"CRY,EVE,LIV",1.3,1,1.5,1.5,1.4,1.3,2,1.4,1.5,1.4,1.4,1.3,2.9,1.3,0.8,22,2.2,0.4730851126,1.040787248
"BHA,LEI,SHU",1.3,1.8,1.3,2.4,0.8,0.9,1.8,1.9,1.9,0.8,1.8,1.3,1.4,1.4,1.8,22.6,2.26,0.4605379877,1.040815852
"EVE,FUL,WHU",1.5,1,1.5,1.5,2,1,1,1,1.5,1.5,2.5,2,1,2,1.5,22.5,2.25,0.4629100499,1.041547612
"EVE,LEE,LIV",1.3,0.8,1.5,1.5,2.3,1.3,2,1.3,1.5,1.5,2.5,1.3,1.3,1.3,0.8,22.2,2.22,0.4708654646,1.045321331
"FUL,MCI,WHU",1.5,2,1.5,1.8,2,1,1,1,2,1.5,0.8,2,0.8,2,1.3,22.2,2.22,0.4708654646,1.045321331
"EVE,LIV,WHU",1.3,1,1.5,1.5,2.3,1.3,2,1,1.5,1.5,2.5,1.3,1,1.3,0.8,21.8,2.18,0.4823553324,1.051534625
"FUL,LEI,WHU",1.3,1.8,1.5,2.5,1.3,1,1,1,2,0.8,1.8,1.3,1,2,1.5,21.8,2.18,0.4823553324,1.051534625
"CHE,CRY,MUN",1.8,0.8,1.3,0.8,1.4,1.4,2.3,1.3,0.8,1.4,1.3,2.3,1.8,1.3,1.9,21.9,2.19,0.4822566003,1.056141955
"FUL,LEE,LEI",1.3,0.8,1.5,2.5,1.3,1,1,1.3,2,0.8,1.8,1.3,1.3,2,1.8,21.7,2.17,0.4867775477,1.056307279
"EVE,WHU,WOL",1.5,1,1.5,0.8,1.8,1.3,0.8,1,1.5,1.5,2.5,1.3,1,2.3,1.5,21.3,2.13,0.4959838707,1.056445645
"MCI,MUN,WHU",1.5,0.8,1.8,1.8,1.8,2.3,1.8,1,0.8,1.5,0.8,2,0.8,1.3,1.3,21.3,2.13,0.4959838707,1.056445645
"BHA,CRY,NEW",2.5,1.5,1.9,2,1.4,0.9,2,1.4,1.9,1.4,1.4,1,1.4,1,1.9,23.6,2.36,0.4479583314,1.057181662
"CHE,LEE,NEW",1.8,0.8,1.3,0.8,2.5,1.8,2,1.3,1.8,1.5,1.3,1,1.3,1,1.8,22,2.2,0.4805750524,1.057265115
"NEW,SHU,SOU",1.4,1.5,1.3,0.9,0.8,1.9,1.9,1.4,2.5,1.3,1.9,1,2,1,1.4,22.2,2.22,0.4768947173,1.058706272
"BHA,CHE,SHU",1.8,1.8,1.3,0.8,0.8,0.9,2.3,1.3,1.8,1.3,1.3,2.3,1.4,1.4,1.8,22.3,2.23,0.4748934718,1.059012442
"LEI,SHU,SOU",1.3,1.8,1.3,0.9,0.8,1.9,1.8,1.4,2.5,0.8,1.8,1.3,1.8,1.8,1.4,22.6,2.26,0.4697517075,1.061638859
"AVL,CHE,WHU",1.5,1.5,1.3,0.8,2.5,1.5,2.3,1,1.5,1.5,1.3,2,1,1.5,1,22.2,2.22,0.4783901576,1.06202615
"BUR,LEI,LIV",1.3,1.8,2.5,1.8,1.3,1.3,1.8,1.9,0.9,0.8,1.8,1.3,1.8,1.3,0.8,22.4,2.24,0.4742914515,1.062412851
"ARS,CRY,WBA",1.4,2.5,1.9,1.4,1.4,1.4,1.5,1.4,1.9,1.4,1,1.9,2.5,1.5,1.9,25,2.5,0.4253849797,1.063462449
"BHA,TOT,WHU",1.5,1.9,1.4,2.4,1.4,0.9,1.4,1,1.9,1.5,2.5,1.4,1,1.4,1.5,23.1,2.31,0.4641428352,1.072169949
"CRY,LEE,WOL",1.8,0.8,1.8,0.8,1.4,1.3,0.8,1.3,2.4,1.4,1.4,1.3,1.3,2.3,1.8,21.9,2.19,0.4896062558,1.0722377
"CHE,LEE,WOL",1.8,0.8,1.3,0.8,1.8,1.3,0.8,1.3,1.8,2.3,1.3,1.3,1.3,2.3,1.8,22,2.2,0.4879500365,1.07349008
"BHA,BUR,LEI",1.3,1.8,2.5,1.9,1.3,0.9,1.8,1.9,0.9,0.8,1.8,1.3,1.4,1.4,1.9,22.9,2.29,0.4697517075,1.07573141
"CRY,LIV,MUN",1.3,0.8,1.8,1.8,1.4,1.3,2.8,1.4,0.8,1.4,1.4,1.3,1.8,1.3,0.8,21.4,2.14,0.503511479,1.077514565
"AVL,BHA,WHU",1.5,1.5,1.5,2.4,1.4,0.9,2.5,1,1.5,1.5,1.5,2,1,1.4,1,22.6,2.26,0.4772939595,1.078684349
"CHE,WBA,WHU",1.5,2.5,1.3,0.8,2,2,1.5,1,1.8,1.5,1,2,1,1.5,1.5,22.9,2.29,0.4712698145,1.079207875
"LEI,MCI,MUN",1.3,0.8,1.8,1.8,1.3,2.3,1.8,2.3,0.8,0.8,0.8,1.3,0.8,1.3,1.3,20.5,2.05,0.5300494137,1.086601298
"BHA,SHU,WOL",1.8,1.8,1.3,0.8,0.8,0.9,0.8,1.9,1.9,1.3,2.5,1.3,1.4,1.4,1.8,21.7,2.17,0.5012365661,1.087683349
"BUR,SOU,WBA",1.4,2.5,2.4,0.9,1.4,1.9,1.5,1.4,0.9,1.5,1,1.4,1.9,1.5,1.4,23,2.3,0.4730851126,1.088095759
"MCI,SHU,WHU",1.5,1.8,1.3,1.8,0.8,2.3,1.8,1,2,1.3,0.8,2,0.8,1.8,1.3,22.3,2.23,0.4882427187,1.088781263
"BUR,CHE,WBA",1.8,2.5,1.3,0.8,1.4,2,1.5,1.3,0.9,1.5,1,2,1.9,1.5,1.9,23.3,2.33,0.4673124783,1.088838074
"AVL,BHA,SOU",1.4,1.5,1.5,0.9,1.4,0.9,1.9,1.4,1.5,3,1.5,1.4,1.4,1.4,1,22.1,2.21,0.494926642,1.093787879
"BUR,LIV,NEW",1.3,1.5,2.5,1.8,1.4,1.3,2,1.9,0.9,1.5,1.9,1,1.9,1,0.8,22.7,2.27,0.4823553324,1.094946604
"AVL,LEI,MUN",1.3,0.8,1.5,2.5,1.3,1.5,1.8,2.3,0.8,0.8,1.5,1.3,1.8,1.3,1,21.5,2.15,0.5094347942,1.095284807
"LEE,NEW,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,1.5,2,1,1.3,1,1.8,21.5,2.15,0.5094347942,1.095284807
"BUR,LEI,WBA",1.3,1.8,2.5,1.9,1.3,2,1.5,1.9,0.9,0.8,1,1.3,1.8,1.5,1.9,23.4,2.34,0.4687369046,1.096844357
"LIV,MUN,NEW",1.3,0.8,1.8,1.8,1.8,1.3,2,2.3,0.8,1.5,2,1,1.8,1,0.8,22,2.2,0.5023753103,1.105225683
"CHE,FUL,WBA",1.8,2,1.3,0.8,2,1,1,1.3,1.8,1.5,1,2,1.5,1.5,2.5,23,2.3,0.4805750524,1.10532262
"BHA,CRY,LIV",1.3,1.9,1.9,1.8,1.4,0.9,2.8,1.4,1.9,1.4,1.4,1.3,1.4,1.3,0.8,22.9,2.29,0.4832430129,1.1066265
"CRY,MUN,NEW",2.5,0.8,1.8,2,1.4,1.4,2,1.4,0.8,1.4,1.4,1,1.8,1,1.9,22.6,2.26,0.4905778905,1.108706033
"CHE,LEE,SHU",1.8,0.8,1.3,0.8,0.8,1.8,2.3,1.3,1.8,1.3,1.3,2.3,1.3,1.8,1.8,22.5,2.25,0.4928053803,1.108812106
"FUL,NEW,TOT",1.9,1.5,1.4,2,2,1,1,1.4,2,1.5,2,1,1.5,1,2.5,23.7,2.37,0.4693460496,1.112350138
"ARS,CRY,TOT",1.4,2.5,1.4,1.4,1.4,1.4,1.4,1.4,1.9,1.4,1.4,1.4,2.5,2.4,1.9,25.2,2.52,0.4427188724,1.115651559
"CRY,LEI,WBA",1.3,1.8,1.9,2.5,1.3,1.4,1.5,1.4,2.4,0.8,1,1.3,1.8,1.5,1.9,23.8,2.38,0.4688384837,1.115835591
"BUR,LEE,WOL",1.8,0.8,1.8,0.8,1.4,1.3,0.8,1.3,0.9,2.3,1.9,1.3,1.3,2.3,1.8,21.8,2.18,0.5125101625,1.117272154
"BUR,LEE,LIV",1.3,0.8,1.8,1.8,1.4,1.3,2.8,1.3,0.9,1.8,1.9,1.3,1.3,1.3,0.8,21.8,2.18,0.5125101625,1.117272154
"AVL,MCI,SOU",1.4,1.5,1.5,0.9,2.9,1.5,1.8,1.4,1.5,1.8,0.8,1.4,0.8,1.5,1,21.7,2.17,0.5152900247,1.118179354
"EVE,LEE,WOL",1.8,0.8,1.5,0.8,1.8,1.3,0.8,1.3,1.5,1.5,2.5,1.3,1.3,2.3,1.8,22.3,2.23,0.5026595932,1.120930893
"AVL,EVE,LEI",1.3,1,1.5,1.5,1.3,1.5,1.8,3,1.5,0.8,1.5,1.3,1.8,1.5,1,22.3,2.23,0.5026595932,1.120930893
"BUR,NEW,WOL",1.8,1.5,2.5,0.8,1.4,1.3,0.8,1.9,0.9,1.5,1.9,1,1.9,1,1.9,22.1,2.21,0.5077494695,1.122126328
"AVL,LEI,WOL",1.3,1.5,1.5,0.8,1.3,1.3,0.8,3,1.5,0.8,1.5,1.3,1.8,1.5,1,20.9,2.09,0.5378086047,1.124019984
"LEI,LIV,TOT",1.3,1.8,1.4,1.8,1.3,1.3,1.4,1.4,2.9,0.8,1.8,1.3,1.8,1.3,0.8,22.4,2.24,0.5020908664,1.124683541
"AVL,FUL,SOU",1.4,1.5,1.5,0.9,2,1,1,1.4,1.5,3,1.5,1.4,1.5,1.5,1,22.1,2.21,0.5091542941,1.12523099
"BHA,SHU,TOT",1.9,1.8,1.3,2.4,0.8,0.9,1.4,1.4,1.9,1.3,2.5,1.4,1.4,1.4,1.8,23.6,2.36,0.4787881528,1.129940041
"AVL,CHE,EVE",1.8,1,1.3,0.8,2.5,1.5,2,1.3,1.5,1.5,1.3,2.3,2,1.5,1,23.3,2.33,0.4853079533,1.130767531
"CHE,LEI,MCI",1.3,1.8,1.3,0.8,1.3,2.3,1.8,1.3,1.8,0.8,0.8,1.3,0.8,2.5,1.3,21.2,2.12,0.53434428,1.132809874
"LEE,LEI,WOL",1.3,0.8,1.8,0.8,1.3,1.3,0.8,1.3,2.5,0.8,1.8,1.3,1.3,2.3,1.8,21.2,2.12,0.53434428,1.132809874
"CHE,FUL,MCI",1.8,2,1.3,0.8,2,1,1,1.3,1.8,1.8,0.8,2.3,0.8,2,1.3,22,2.2,0.5163977795,1.136075115
"CHE,MCI,MUN",1.8,0.8,1.3,0.8,1.8,2.3,1.8,1.3,0.8,1.8,0.8,2.3,0.8,1.3,1.3,21,2.1,0.5411627693,1.136441815
"ARS,LEI,SOU",1.3,1.8,2.4,0.9,1.3,1.9,1.8,1.4,1.9,0.8,1.8,1.3,1.8,2.4,1.4,24.2,2.42,0.4703595383,1.138270083
"CHE,MCI,NEW",1.8,1.5,1.3,0.8,2.5,2.3,1.8,1.3,1.8,1.5,0.8,1,0.8,1,1.3,21.5,2.15,0.5300494137,1.139606239
"CRY,LEI,WOL",1.3,1.8,1.9,0.8,1.3,1.3,0.8,1.4,2.4,0.8,1.4,1.3,1.8,2.3,1.9,22.5,2.25,0.5070925528,1.140958244
"ARS,AVL,FUL",1.4,1.5,1.5,1.4,2,1,1,1.4,1.5,3,1.5,1.9,1.5,1.5,1,23.1,2.31,0.4939635614,1.141055827
"AVL,CHE,MCI",1.8,1.5,1.3,0.8,2.5,1.5,1.8,1.3,1.5,1.8,0.8,2.3,0.8,1.5,1,22.2,2.22,0.5143650732,1.141890463
"ARS,AVL,MCI",1.4,1.5,1.5,1.4,2.9,1.5,1.8,1.4,1.5,1.8,0.8,1.9,0.8,1.5,1,22.7,2.27,0.5040786031,1.144258429
"LEE,LIV,WBA",1.3,0.8,1.8,1.8,2,1.3,1.5,1.3,2.9,1.5,1,1.3,1.3,1.3,0.8,21.9,2.19,0.5234500931,1.146355704
"CHE,MCI,WBA",1.8,2.5,1.3,0.8,2,2,1.5,1.3,1.8,1.5,0.8,2,0.8,1.5,1.3,22.9,2.29,0.5006662228,1.14652565
"AVL,BUR,TOT",1.9,1.5,1.4,1.9,1.4,1.5,1.4,1.4,0.9,3,1.5,1.4,1.9,1.5,1,23.6,2.36,0.486190243,1.147408973
"CRY,LEI,SHU",1.3,1.8,1.3,2.5,0.8,1.4,1.8,1.4,2.4,0.8,1.4,1.3,1.8,1.8,1.8,23.6,2.36,0.486190243,1.147408973
"AVL,BUR,SOU",1.4,1.5,1.5,0.9,1.4,1.5,1.9,1.4,0.9,3,1.5,1.4,1.9,1.5,1,22.7,2.27,0.5054936296,1.147470539
"BHA,CRY,WBA",2.5,1.9,1.9,2.4,1.4,0.9,1.5,1.4,1.9,1.4,1,2,1.4,1.4,1.9,24.9,2.49,0.4610546915,1.148026182
"AVL,LIV,MUN",1.3,0.8,1.5,1.8,1.8,1.3,2.5,2.3,0.8,1.8,1.5,1.3,1.8,1.3,0.8,22.6,2.26,0.5091542941,1.150688705
"CHE,MCI,SHU",1.8,1.8,1.3,0.8,0.8,2.3,1.8,1.3,1.8,1.3,0.8,2.3,0.8,1.8,1.3,22,2.2,0.5232681185,1.151189861
"CRY,MCI,NEW",2.5,1.5,1.9,1.8,1.4,1.4,1.8,1.4,2.4,1.4,0.8,1,0.8,1,1.3,22.4,2.24,0.5147352533,1.153006967
"ARS,BUR,WBA",1.4,2.5,2.5,1.4,1.4,2,1.5,1.4,0.9,1.5,1,1.9,1.9,1.5,1.9,24.7,2.47,0.4673124783,1.154261821
"EVE,LIV,MUN",1.3,0.8,1.5,1.5,1.8,1.3,2,2.3,0.8,1.5,2.5,1.3,1.8,1.3,0.8,22.5,2.25,0.5140872633,1.156696342
"AVL,LEI,LIV",1.3,1.5,1.5,1.8,1.3,1.3,1.8,3,1.5,0.8,1.5,1.3,1.8,1.3,0.8,22.5,2.25,0.5140872633,1.156696342
"BHA,CHE,LEI",1.3,1.8,1.3,0.8,1.3,0.9,1.8,1.3,1.8,0.8,1.3,1.3,1.4,1.4,3,21.5,2.15,0.5380741673,1.15685946
"LEE,LEI,LIV",1.3,0.8,1.8,1.8,1.3,1.3,1.8,1.3,2.9,0.8,1.8,1.3,1.3,1.3,0.8,21.6,2.16,0.5355904619,1.156875398
"BHA,CHE,SOU",1.4,1.9,1.3,0.8,1.4,0.9,1.9,1.3,1.8,3,1.3,1.4,1.4,1.4,1.4,22.6,2.26,0.5133457018,1.160161286
"MCI,SHU,TOT",1.9,1.8,1.3,1.8,0.8,2.3,1.4,1.4,2.5,1.3,0.8,1.4,0.8,1.8,1.3,22.6,2.26,0.5133457018,1.160161286
"ARS,CRY,MCI",1.4,2.5,1.9,1.4,1.4,1.4,1.8,1.4,1.9,1.4,0.8,1.9,0.8,2.4,1.3,23.7,2.37,0.4901894677,1.161749039
"CRY,NEW,WBA",2.5,1.5,1.9,2,1.4,1.4,1.5,1.4,2.4,1.4,1,1,2,1,1.9,24.3,2.43,0.4783901576,1.162488083
"BHA,FUL,WHU",1.5,1.9,1.5,2.4,1.4,0.9,1,1,1.9,1.5,2.5,2,1,1.4,1.5,23.4,2.34,0.4968472027,1.162622454
"BHA,FUL,LEI",1.3,1.8,1.5,2.4,1.3,0.9,1,1.9,1.9,0.8,1.8,1.3,1.4,1.4,2.5,23.2,2.32,0.5012365661,1.162868833
"LIV,MUN,TOT",1.3,0.8,1.4,1.8,1.8,1.3,1.4,1.4,0.8,1.8,2.9,1.3,1.8,1.3,0.8,21.9,2.19,0.5315744807,1.164148113
"MUN,WHU,WOL",1.5,0.8,1.8,0.8,1.8,1.3,0.8,1,0.8,1.5,3,1.3,1,1.3,1.5,20.2,2.02,0.57677263,1.165080713
"AVL,TOT,WBA",1.9,1.5,1.4,3,2,1.5,1.4,1.4,1.5,1.5,1,1.4,2,1.5,1,24,2.4,0.4855041562,1.165209975
"EVE,MUN,TOT",1.9,0.8,1.4,1.5,1.8,2.4,1.4,1.4,0.8,1.5,2.5,1.4,1.8,1.3,2,23.9,2.39,0.4876571786,1.165500657
"EVE,LEI,LIV",1.3,1,1.5,1.5,1.3,1.3,1.8,3,1.5,0.8,1.8,1.3,1.8,1.3,0.8,22,2.2,0.5300494137,1.16610871
"FUL,MUN,SOU",1.4,0.8,1.5,0.9,1.8,1,1,1.4,0.8,3,1.9,1.4,1.5,1.3,1.4,21.1,2.11,0.5535168944,1.167920647
"CHE,FUL,LEE",1.8,0.8,1.3,0.8,2,1,1,1.3,1.8,2.3,1.3,2.3,1.3,2,1.8,22.8,2.28,0.512974519,1.169581903
"AVL,LEI,MCI",1.3,1.5,1.5,1.8,1.3,1.5,1.8,3,1.5,0.8,0.8,1.3,0.8,1.5,1,21.4,2.14,0.5470265946,1.170636913
"BUR,LIV,WBA",1.3,2.5,2.5,1.8,1.4,1.3,1.5,1.9,0.9,1.5,1,1.3,1.9,1.3,0.8,22.9,2.29,0.5119523787,1.172370947
"ARS,LEI,LIV",1.3,1.8,2.9,1.4,1.3,1.3,1.8,1.4,1.9,0.8,1.8,1.3,1.8,1.3,0.8,22.9,2.29,0.5119523787,1.172370947
"BHA,CHE,LEE",1.8,0.8,1.3,0.8,1.4,0.9,2.3,1.3,1.8,2.3,1.3,2.3,1.3,1.4,1.8,22.8,2.28,0.5143650732,1.172752367
"CRY,MUN,TOT",1.9,0.8,1.4,3,1.4,1.4,1.4,1.4,0.8,1.4,1.4,1.4,1.8,1.3,1.9,22.7,2.27,0.5180549704,1.175984783
"AVL,BHA,WOL",1.8,1.5,1.5,0.8,1.4,0.9,0.8,1.9,1.5,3,1.5,1.3,1.4,1.4,1,21.7,2.17,0.5423054841,1.176802901
"EVE,NEW,TOT",1.9,1,1.4,1.5,2.5,2.4,1.4,1.4,1.5,1.5,2,1,2,1,2,24.5,2.45,0.4805750524,1.177408878
"BUR,CRY,WBA",2.5,2.5,1.9,1.9,1.4,1.4,1.5,1.4,0.9,1.4,1,2,1.9,1.5,1.9,25.1,2.51,0.4697517075,1.179076786
"SOU,WBA,WHU",1.4,2.5,2.4,0.9,2,1.9,1.5,1,2,1.5,1,1.4,1,1.5,1.4,23.4,2.34,0.5039841267,1.179322857
"ARS,AVL,WOL",1.4,1.5,1.5,0.8,1.8,1.3,0.8,1.4,1.5,3,1.5,1.3,2,1.5,1,22.3,2.23,0.5289702485,1.179603654
"AVL,SOU,WOL",1.4,1.5,1.5,0.8,1.8,1.3,0.8,1.4,1.5,3,1.5,1.3,2,1.5,1,22.3,2.23,0.5289702485,1.179603654
"CRY,LEE,NEW",2.5,0.8,1.8,2,1.4,1.4,2,1.3,2.4,1.4,1.4,1,1.3,1,1.8,23.5,2.35,0.5023753103,1.180581979
"BHA,LIV,WBA",1.3,1.9,2.9,1.8,1.4,0.9,1.5,1.9,1.9,1.5,1,1.3,1.4,1.3,0.8,22.8,2.28,0.5185143613,1.182212744
"NEW,TOT,WHU",1.5,1.5,1.4,2,2.5,2.4,1.4,1,2,1.5,2,1,1,1,1.5,23.7,2.37,0.4988558337,1.182288326
"AVL,FUL,LIV",1.3,1.5,1.5,1.8,2,1,1,3,1.5,1.8,1.5,1.3,1.5,1.3,0.8,22.8,2.28,0.5198900983,1.185349424
"BHA,LEE,WOL",1.8,0.8,1.8,0.8,1.4,0.9,0.8,1.3,1.9,2.3,2.5,1.3,1.3,1.4,1.8,22.1,2.21,0.5364788195,1.185618191
"BUR,LIV,SHU",1.3,1.8,1.3,1.8,0.8,1.3,2.8,1.9,0.9,1.3,1.9,1.3,1.9,1.3,0.8,22.4,2.24,0.5297798285,1.186706816
"CRY,LEE,LIV",1.3,0.8,1.8,1.8,1.4,1.3,2.8,1.3,2.4,1.4,1.4,1.3,1.3,1.3,0.8,22.4,2.24,0.5297798285,1.186706816
"AVL,WBA,WHU",1.5,1.5,1.5,3,2,1.5,1.5,1,1.5,1.5,1,2,1,1.5,1,23,2.3,0.5163977795,1.187714893
"AVL,MCI,WHU",1.5,1.5,1.5,1.8,2.9,1.5,1.8,1,1.5,1.5,0.8,2,0.8,1.5,1,22.6,2.26,0.5257194617,1.188125983
"LEE,SOU,WBA",1.4,0.8,1.8,0.9,2,1.8,1.5,1.3,3,1.5,1,1.4,1.3,1.5,1.4,22.6,2.26,0.5270763928,1.191192648
"BUR,LIV,TOT",1.3,3,1.4,1.8,1.4,1.3,1.4,1.4,0.9,1.8,1.9,1.3,1.9,1.3,0.8,22.9,2.29,0.5202563471,1.191387035
"NEW,SOU,WOL",1.4,1.5,2.4,0.8,1.8,1.3,0.8,1.4,2.5,1.5,1.9,1,2,1,1.4,22.7,2.27,0.5249036193,1.191531216
"CRY,EVE,LEI",1.3,1,1.5,1.5,1.3,1.4,1.8,1.4,1.5,0.8,1.4,1.3,1.8,3.1,1.9,23,2.3,0.5191568256,1.194060699
"BHA,CHE,NEW",1.8,1.5,1.3,0.8,1.4,0.9,2,1.3,1.8,1.5,1.3,1,1.4,1,3,22,2.2,0.5446711546,1.19827654
"CHE,CRY,LEE",1.8,0.8,1.3,0.8,1.4,1.4,2.3,1.3,1.8,1.4,1.3,2.3,1.3,2.5,1.8,23.5,2.35,0.5108349841,1.200462213
"LEE,MCI,WOL",1.8,0.8,1.8,0.8,1.8,1.3,0.8,1.3,2.5,1.8,0.8,1.3,0.8,2.3,1.3,21.2,2.12,0.5667787004,1.201570845
"AVL,CHE,WOL",1.8,1.5,1.3,0.8,1.8,1.3,0.8,1.3,1.5,3,1.3,1.3,2,1.5,1,22.2,2.22,0.5414266868,1.201967245
"AVL,LEI,NEW",1.3,1.5,1.5,2,1.3,1.5,1.8,3,1.5,0.8,1.5,1,1.8,1,1,22.5,2.25,0.5345224838,1.202675589
"ARS,CRY,MUN",1.4,0.8,1.8,1.4,1.4,1.4,3,1.4,0.8,1.4,1.4,1.9,1.8,1.3,1.9,23.1,2.31,0.5220837371,1.206013433
"ARS,FUL,LIV",1.3,2,1.5,1.4,2,1,1,1.4,1.9,1.8,2.9,1.3,1.5,1.3,0.8,23.1,2.31,0.5220837371,1.206013433
"AVL,TOT,WOL",1.8,1.5,1.4,0.8,1.8,1.3,0.8,1.4,1.5,3,1.5,1.3,2,1.5,1,22.6,2.26,0.53514573,1.20942935
"AVL,MUN,SOU",1.4,0.8,1.5,0.9,1.8,1.5,1.9,1.4,0.8,3,1.5,1.4,1.8,1.3,1,22,2.2,0.5498917642,1.209761881
"CRY,EVE,WHU",1.5,1,1.5,1.5,1.4,1.4,2,1,1.5,1.4,1.4,2,1,3.1,1.5,23.2,2.32,0.5221749388,1.211445858
"ARS,CRY,SOU",1.4,2.5,1.9,0.9,1.4,1.4,1.9,1.4,1.9,1.4,1.4,1.4,2.5,2.4,1.4,25.2,2.52,0.4813671008,1.213045094
"CRY,NEW,SHU",2.5,1.5,1.3,2,0.8,1.4,2,1.4,2.4,1.3,1.4,1,2,1,1.8,23.8,2.38,0.5097151399,1.213122033
"BUR,WBA,WHU",1.5,2.5,2.5,1.9,1.4,2,1.5,1,0.9,1.5,1,2,1,1.5,1.5,23.7,2.37,0.512974519,1.21574961
"FUL,LEI,TOT",1.3,1.8,1.4,2.5,1.3,1,1,1.4,2,0.8,1.8,1.3,1.5,2,2.5,23.6,2.36,0.5161210637,1.21804571
"ARS,EVE,LIV",1.3,1,1.5,1.4,2.3,1.3,2,1.4,1.5,1.5,2.5,1.3,2.5,1.3,0.8,23.6,2.36,0.5161210637,1.21804571
"CHE,EVE,LIV",1.3,1,1.3,0.8,2.3,1.3,2,1.3,1.5,1.5,1.3,1.3,2.9,1.3,0.8,21.9,2.19,0.5565197981,1.218778358
"BHA,MUN,SOU",1.4,0.8,1.8,0.9,1.4,0.9,1.9,1.4,0.8,3,1.9,1.4,1.4,1.3,1.4,21.7,2.17,0.5617150608,1.218921682
"EVE,LEI,WBA",1.3,1,1.5,1.5,1.3,2,1.5,3,1.5,0.8,1,1.3,1.8,1.5,2,23,2.3,0.5300494137,1.219113651
"CHE,LEE,MUN",1.8,0.8,1.3,0.8,1.8,1.8,2.3,1.3,0.8,2.3,1.3,2.3,1.3,1.3,1.8,23,2.3,0.5300494137,1.219113651
"BUR,LIV,MUN",1.3,0.8,1.8,1.8,1.4,1.3,2.8,1.9,0.8,1.8,1.9,1.3,1.8,1.3,0.8,22.8,2.28,0.5347896783,1.219320466
"LEI,LIV,WHU",1.3,1.8,2.9,1.8,1.3,1.3,1.8,1,2,0.8,1.8,1.3,1,1.3,0.8,22.2,2.22,0.5505841054,1.222296714
"FUL,LEE,LIV",1.3,0.8,1.5,1.8,2,1,1,1.3,2,1.8,2.9,1.3,1.3,1.3,0.8,22.1,2.21,0.5548058433,1.226120914
"CHE,LIV,SHU",1.3,1.8,1.3,0.8,0.8,1.3,2.3,1.3,1.8,1.3,1.3,1.3,2.9,1.3,0.8,21.6,2.16,0.5679537204,1.226780036
"EVE,MUN,WOL",1.8,0.8,1.5,0.8,1.8,1.3,0.8,2.3,0.8,1.5,2.5,1.3,1.8,1.3,2,22.3,2.23,0.5501514943,1.226837832
"SHU,WHU,WOL",1.5,1.8,1.3,0.8,0.8,1.3,0.8,1,2,1.3,3,1.3,1,1.8,1.5,21.2,2.12,0.5792441709,1.227997642
"BUR,EVE,SOU",1.4,1,1.5,0.9,1.4,1.9,1.9,1.4,0.9,1.5,1.9,1.4,1.9,3,1.4,23.4,2.34,0.5248128918,1.228062167
"AVL,BUR,WOL",1.8,1.5,1.5,0.8,1.4,1.3,0.8,1.9,0.9,3,1.5,1.3,1.9,1.5,1,22.1,2.21,0.5560918047,1.228962888
"ARS,FUL,SHU",1.4,1.8,1.3,1.4,0.8,1,1,1.4,1.9,1.3,3,1.9,1.5,1.8,1.8,23.3,2.33,0.5276181881,1.229350378
"AVL,BHA,TOT",1.9,1.5,1.4,2.4,1.4,0.9,1.4,1.4,1.5,3,1.5,1.4,1.4,1.4,1,23.5,2.35,0.5232681185,1.229680078
"ARS,AVL,TOT",1.4,1.5,1.4,1.4,2.5,1.5,1.4,1.4,1.5,3,1.5,1.4,2,1.5,1,24.4,2.44,0.5049280948,1.232024551
"EVE,FUL,LEI",1.3,1,1.5,1.5,1.3,1,1,3,1.5,0.8,1.8,1.3,1.5,2,2,22.5,2.25,0.5477225575,1.232375754
"BHA,LEE,TOT",1.9,0.8,1.4,2.4,1.4,0.9,1.4,1.3,1.9,2.3,2.5,1.4,1.3,1.4,1.8,24.1,2.41,0.5119523787,1.233805233
"ARS,BHA,MCI",1.4,1.9,2.9,1.4,1.4,0.9,1.8,1.4,1.9,1.8,0.8,1.9,0.8,1.4,1.3,23,2.3,0.5367450401,1.234513592
"BHA,CHE,WBA",1.8,1.9,1.3,0.8,1.4,0.9,1.5,1.3,1.8,1.5,1,2,1.4,1.4,3,23,2.3,0.5367450401,1.234513592
"BUR,LEI,WOL",1.3,1.8,2.5,0.8,1.3,1.3,0.8,1.9,0.9,0.8,1.8,1.3,1.8,2.3,1.9,22.5,2.25,0.54902511,1.235306498
"MUN,SOU,TOT",1.4,0.8,1.4,0.9,1.8,1.9,1.4,1.4,0.8,3,1.9,1.4,1.8,1.3,1.4,22.6,2.26,0.5470265946,1.236280104
