COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM
"BHA,FUL,NEW,SHU",6,3.3,2.8,4.4,2.2,1.9,3,4.9,3.9,2.8,35.2,1.76
"BHA,LEI,MUN,SHU",4.3,2.6,3.1,4.9,2.1,4.4,4.8,4.2,2.7,2.1,35.2,1.76
"BHA,LIV,SHU,WHU",2.8,3.7,4.2,4.2,2.2,2.2,6.3,2.9,3.9,2.8,35.2,1.76
"BHA,MCI,WHU,WOL",3.3,5.3,5.9,2.6,3.2,2.2,2.6,2.9,3.9,3.3,35.2,1.76
"BHA,SHU,TOT,WBA",4.9,3.7,2.7,5.4,2.2,2.9,2.9,3.3,4.4,2.8,35.2,1.76
"BHA,SHU,TOT,WHU",3.4,3.7,2.7,5.9,2.2,3.3,4.9,2.4,3.9,2.8,35.2,1.76
"BUR,CHE,LEI,WHU",2.8,5.3,3.8,2.7,2.7,6.5,4.1,2.3,2.7,2.3,35.2,1.76
"BUR,CHE,LIV,WBA",3.1,6,3.8,2.6,3.4,3.3,3.8,3.2,2.7,3.3,35.2,1.76
"BUR,CHE,NEW,SHU",4.8,3.3,2.6,2.7,2.2,6.6,4.3,3.2,2.7,2.8,35.2,1.76
"BUR,CHE,TOT,WBA",3.7,5.5,2.7,2.7,3.4,4.4,2.9,2.7,2.7,4.5,35.2,1.76
"BUR,CRY,FUL,WBA",5.6,4.5,3.4,4.9,2.8,2.4,2.5,3.3,2.9,2.9,35.2,1.76
"BUR,EVE,LEI,WBA",4.4,2.8,4,3.4,2.7,5,3.3,4.9,2.4,2.3,35.2,1.76
"BUR,MUN,NEW,SOU",4.4,2.3,4.2,2.8,3.2,4.9,3.9,3.3,1.7,4.5,35.2,1.76
"CHE,CRY,TOT,WBA",3.7,5.5,2.7,3.8,3.4,3.4,2.9,2.7,4.2,2.9,35.2,1.76
"CHE,LIV,NEW,SOU",2.7,4.5,3.7,1.7,4.8,3.2,3.9,2.7,4.7,3.3,35.2,1.76
"CHE,LIV,SOU,WBA",2.7,5.5,3.7,1.7,4.3,3.2,3.4,2.7,4.7,3.3,35.2,1.76
"CRY,EVE,FUL,WBA",5.6,3,3,4.5,3.4,2.4,2.5,4.4,3.5,2.9,35.2,1.76
"CRY,EVE,LEE,NEW",5.5,1.8,3.3,3.5,4.4,3.2,4,2.7,3.9,2.9,35.2,1.76
"EVE,FUL,MUN,SHU",6.1,1.8,2.8,4.5,2.6,4,3,5.3,2.3,2.8,35.2,1.76
"EVE,FUL,SHU,WHU",4.5,2.8,2.8,5,2.8,4,3,4,3.5,2.8,35.2,1.76
"EVE,LEE,MUN,TOT",5.5,1.6,2.9,4.5,4.3,4.2,3.4,2.7,2.3,3.8,35.2,1.76
"FUL,LEI,MUN,NEW",4.3,2.3,3.3,4.5,3.1,4.5,2.8,5.3,2.8,2.3,35.2,1.76
"FUL,LIV,SOU,WBA",2.7,4.5,3.9,2.7,4,2.3,2.5,4.4,4.9,3.3,35.2,1.76
"LEE,MCI,SHU,SOU",4.4,2.6,3.1,2.7,3.7,3.7,3.7,2.7,5.5,3.1,35.2,1.76
"LEE,MCI,TOT,WOL",3.7,3.8,3.2,2.6,4.3,3.1,2.2,2.7,5.5,4.1,35.2,1.76
"LEE,MUN,NEW,SOU",4.4,1.6,3.6,2.9,4.8,3.7,3.9,2.7,3.8,3.8,35.2,1.76
"MUN,NEW,SOU,WHU",2.9,2.3,4.2,2.9,5.4,5.4,3.9,2.4,2.8,3,35.2,1.76
"MUN,TOT,WBA,WHU",3.4,3.3,3.2,6,3.8,4.4,2.9,2.4,2.8,3,35.2,1.76
"ARS,AVL,CRY,NEW",3.9,3,3.4,3.4,5,2.9,4.5,2.8,3.4,2.9,35.2,1.76
"ARS,AVL,WBA,WOL",3.2,4,4.5,2.2,3.8,2.8,2.3,4.5,3.4,4.5,35.2,1.76
"ARS,BHA,CRY,FUL",3.9,3.9,3.4,3.8,2.8,1.9,4.5,2.8,3.8,4.4,35.2,1.76
"ARS,BHA,EVE,MUN",5,1.8,3.3,2.9,3.2,3.9,5,3.3,2.3,4.5,35.2,1.76
"ARS,BHA,LEI,LIV",2.6,3.7,6.5,3.2,2.7,2.2,4.6,3.3,3.8,2.6,35.2,1.76
"ARS,BHA,NEW,WOL",3.2,3.4,6.6,2.2,3.2,2.2,2.8,3.3,3.8,4.5,35.2,1.76
"ARS,BUR,EVE,SHU",4.4,2.8,2.8,2.9,2.2,6,5.6,3.3,2.4,2.8,35.2,1.76
"ARS,BUR,LEI,MUN",2.7,2.6,4.3,3.3,2.7,6,4.8,3.3,1.7,3.8,35.2,1.76
"ARS,CHE,LIV,WBA",2.7,5,4.2,2.2,4.3,3.3,3.8,2.7,3.7,3.3,35.2,1.76
"ARS,CRY,LEI,WBA",2.7,4.3,5.6,3.9,2.7,3.4,3.3,2.8,4.3,2.2,35.2,1.76
"AVL,BUR,FUL,WOL",4.9,3.5,3,2.7,3.2,2.3,1.8,4.9,2.4,6.5,35.2,1.76
"AVL,FUL,LEI,NEW",4.3,3,3,4.5,3.3,2.5,2.8,6,3.5,2.3,35.2,1.76
"AVL,MUN,WBA,WOL",4.9,2.3,3.3,3.8,3.6,2.8,2.3,5.4,2.3,4.5,35.2,1.76
"BHA,CHE,MUN,NEW",4.8,2.3,3.1,2.8,3.2,4.4,4.3,3.2,2.6,4.5,35.2,1.76
"BHA,CRY,LEI,WHU",2.8,3.7,5,4.9,2.7,2.3,5.3,2.4,3.9,2.2,35.2,1.76
"BHA,MCI,SHU,WOL",4.8,3.7,4.2,2.6,2.2,2.2,2.6,5.4,4.4,3.1,35.2,1.76
"BHA,MUN,NEW,TOT",4.9,2.3,3.2,4.4,3.2,3.3,3.4,3.3,2.7,4.5,35.2,1.76
"BHA,MUN,TOT,WHU",3.4,2.7,3.2,5.4,3.2,3.3,4.4,2.4,2.7,4.5,35.2,1.76
"BUR,CHE,EVE,MUN",5.4,1.8,2.8,2.3,3.2,6,4.3,3.2,1.7,4.5,35.2,1.76
"BUR,CRY,FUL,MUN",5.6,2.8,3.3,4.9,2.8,2.4,4,3.3,1.7,4.4,35.2,1.76
"CHE,LEE,MUN,NEW",4.8,1.6,3.1,2.8,4.3,5.3,4.3,2.6,2.6,3.8,35.2,1.76
"CHE,LEE,NEW,SHU",4.8,2.3,2.6,2.8,3.3,5.4,4.3,2.6,4.3,2.8,35.2,1.76
"CHE,LEE,NEW,WBA",4.8,2.3,3.1,2.8,4.5,3.8,3.5,2.6,4.8,3,35.2,1.76
"CRY,LEI,LIV,WOL",2.6,5.8,4.8,2.6,2.7,2.6,2.6,4.4,4.9,2.2,35.2,1.76
"CRY,LEI,MCI,WOL",3.1,5.2,4.8,2.6,2.7,2.7,2.6,4.4,4.9,2.2,35.2,1.76
"EVE,FUL,LEI,NEW",4.3,2.5,3,3.5,3.3,4,2.8,6,3.5,2.3,35.2,1.76
"EVE,FUL,LIV,NEW",4.3,2.5,3,3.3,4.3,2.3,3,6,3.5,3,35.2,1.76
"EVE,LEI,MCI,MUN",4.9,1.8,3.3,3.3,3.1,5.3,3.6,5.3,2.3,2.3,35.2,1.76
"LEE,LIV,NEW,WOL",3.1,2.3,4.7,2.6,4.1,2.6,2.8,4.3,5.4,3.3,35.2,1.76
"LEI,LIV,MUN,WBA",2.6,2.6,4.7,4.3,3.1,3.3,3.3,5.3,3.7,2.3,35.2,1.76
"LEI,SHU,SOU,WBA",2.7,3.6,3.7,3.4,2.1,3.9,3.3,4.4,6,2.1,35.2,1.76
"LEI,SHU,WBA,WOL",3.1,3.6,4.3,3.3,2.1,3.3,2.3,6.1,5,2.1,35.2,1.76
"MUN,NEW,SOU,TOT",3.3,2.3,3.2,2.9,4.3,4.3,3.3,2.8,4.3,4.5,35.2,1.76
"CHE,CRY,LIV,SOU",2.7,7,3.2,1.7,3.7,2.7,4.2,2.7,4.2,3.2,35.3,1.765
"AVL,BUR,LEE,LEI",6.3,2.3,3.3,4.4,2.7,3.3,4.3,3.2,2.4,3.1,35.3,1.765
"BHA,LEI,MCI,WHU",2.8,3.7,6,4.2,2.7,3.2,3.6,2.9,3.9,2.3,35.3,1.765
"BHA,LIV,NEW,SOU",2.7,3.4,5.3,2.7,3.7,2.2,3.9,3.3,4.8,3.3,35.3,1.765
"BUR,CHE,LEE,TOT",3.7,3.8,2.7,2.7,3.9,4.2,3.7,2.6,2.7,5.3,35.3,1.765
"CHE,LIV,NEW,SHU",3.1,3.3,2.6,2.6,3.1,4.9,4.3,4.3,4.3,2.8,35.3,1.765
"ARS,BHA,LEI,MCI",2.7,3.7,6.5,3.2,2.7,3.2,3.6,3.3,3.8,2.6,35.3,1.765
"ARS,CRY,LEE,LIV",2.7,3.3,3.7,3.2,3.7,2.7,5.8,2.7,4.3,3.2,35.3,1.765
"ARS,CRY,LEE,SOU",2.8,3.3,3.7,2.3,4.4,3.2,4.9,2.7,4.3,3.7,35.3,1.765
"AVL,FUL,LEE,LEI",4.4,2.3,3,6.1,3.3,2.5,2.8,4.3,3.5,3.1,35.3,1.765
"AVL,LEE,SHU,WOL",4.8,2.3,2.8,4.3,2.6,2.8,3.3,4.8,4,3.6,35.3,1.765
"BHA,BUR,CHE,SOU",3.2,4.9,3.7,1.7,2.8,2.8,4.2,2.7,2.7,6.6,35.3,1.765
"BHA,BUR,LEI,TOT",3.2,3.7,3.9,4.3,2.7,3.3,3.2,3.3,2.8,4.9,35.3,1.765
"BHA,FUL,TOT,WHU",3.4,3.9,2.9,6,3.4,1.9,2.4,2.4,3.9,5.1,35.3,1.765
"BUR,CHE,FUL,TOT",3.7,5,2.7,2.7,3.4,3.4,2.4,2.7,2.7,6.6,35.3,1.765
"ARS,AVL,CRY,FUL",3.9,3.5,3,5,3.4,2.4,3.5,2.8,3.4,4.4,35.3,1.765
"ARS,AVL,EVE,TOT",3.3,2.5,2.9,2.9,6.1,3.9,3.4,2.8,3,4.5,35.3,1.765
"ARS,AVL,LEI,WBA",2.7,3.3,5.2,3.9,3.3,3.5,3.3,4.4,3.4,2.3,35.3,1.765
"ARS,AVL,LIV,TOT",2.7,4,2.9,3.2,4.8,2.8,3.9,2.8,3.4,4.8,35.3,1.765
"ARS,BHA,LIV,MUN",2.7,2.7,4.7,3.2,3.2,2.2,5.8,3.3,2.7,4.8,35.3,1.765
"ARS,BUR,MUN,WOL",3.2,3.3,4.3,2.2,3.2,4.3,3.8,3.3,1.7,6,35.3,1.765
"ARS,BUR,WBA,WOL",3.2,5,5.5,2.2,3.2,3.3,2.3,3.3,2.8,4.5,35.3,1.765
"ARS,CHE,FUL,TOT",3.2,4.5,2.7,2.2,4.5,3.4,2.4,2.7,3.7,6,35.3,1.765
"ARS,CRY,FUL,WHU",2.9,4.5,3.4,5,3.4,2.4,4.5,2.4,3.9,2.9,35.3,1.765
"ARS,EVE,LEI,WBA",2.7,2.8,5.2,2.9,3.3,5,3.3,4.4,3.4,2.3,35.3,1.765
"ARS,FUL,MCI,WOL",3.2,4.5,4.4,2.2,3.8,2.3,1.8,4.4,3.9,4.8,35.3,1.765
"ARS,MUN,NEW,TOT",3.3,2.3,3.2,3.4,4.3,5.4,3.4,2.8,2.7,4.5,35.3,1.765
"ARS,MUN,TOT,WBA",3.3,3.3,3.2,4.4,3.8,4.4,2.9,2.8,2.7,4.5,35.3,1.765
"AVL,BHA,EVE,TOT",5.5,2.5,2.9,3.9,3.9,2.4,3.4,3.3,3,4.5,35.3,1.765
"AVL,BHA,EVE,WHU",5.1,2.5,3,3.9,5,2.4,4.5,2.9,3,3,35.3,1.765
"AVL,BHA,SOU,TOT",3.3,3.4,2.9,3.3,3.9,2.4,3.3,2.8,3.4,6.6,35.3,1.765
"AVL,BUR,LEE,WOL",6.8,2.3,3.3,2.7,3.2,2.8,3.3,3.2,2.4,5.3,35.3,1.765
"AVL,CHE,FUL,MUN",4.9,2.3,2.8,3.8,3.8,2.5,3.3,3.6,2.3,6,35.3,1.765
"AVL,CHE,MUN,WBA",4.9,2.3,2.8,3.8,3.8,3.5,3.8,3.6,2.3,4.5,35.3,1.765
"AVL,CRY,EVE,FUL",5.6,2.5,3,5.1,3.4,2.4,3,4.4,3,2.9,35.3,1.765
"AVL,CRY,EVE,WHU",4,2.5,3,5.1,5,2.9,4.5,2.4,3,2.9,35.3,1.765
"AVL,EVE,FUL,SOU",4.5,2.5,3,2.4,5.6,2.5,2.9,4.4,3,4.5,35.3,1.765
"AVL,EVE,SOU,WBA",4.5,2.5,3,2.4,5.6,3.4,3.4,4.5,3,3,35.3,1.765
"AVL,FUL,SHU,SOU",4.4,3.3,2.8,4.4,2.8,2.5,2.9,4.4,3.5,4.3,35.3,1.765
"AVL,FUL,SOU,WHU",2.9,3.5,3,4.5,5.6,2.5,2.9,2.4,3.5,4.5,35.3,1.765
"AVL,LEI,MUN,WBA",4.4,2.3,3.3,5.5,3.1,3.5,3.3,5.3,2.3,2.3,35.3,1.765
"AVL,SHU,SOU,WBA",4.4,3.3,2.8,3.9,2.8,3.4,3.4,4.5,4,2.8,35.3,1.765
"BHA,FUL,LEE,NEW",6.1,2.3,3.3,4.4,3.4,1.9,3,3.2,3.9,3.8,35.3,1.765
"BHA,FUL,MCI,WHU",4.6,3.9,4.4,4.2,3.4,1.9,2.8,2.9,3.9,3.3,35.3,1.765
"BUR,CRY,LEE,NEW",5.5,2.3,3.7,3.9,2.8,3.2,5,2.7,3.3,2.9,35.3,1.765
"BUR,EVE,LIV,SHU",4.3,2.8,2.8,3.3,2.2,4.3,4.8,5.6,2.4,2.8,35.3,1.765
"BUR,FUL,LIV,NEW",4.3,3.5,4,3.7,3.4,2.3,3,4.9,2.9,3.3,35.3,1.765
"BUR,MUN,SOU,WHU",2.9,3.8,4.2,2.8,3.2,4.9,4.9,2.4,1.7,4.5,35.3,1.765
"BUR,NEW,SHU,TOT",4.9,3.3,2.7,3.9,2.2,5.4,3.4,3.3,3.4,2.8,35.3,1.765
"CHE,LEE,LIV,WHU",2.8,4.4,3.1,2.6,4.8,3.1,5.1,2.3,3.8,3.3,35.3,1.765
"CHE,LEE,NEW,TOT",3.7,2.3,2.7,2.8,5,4.2,3.4,2.6,4.8,3.8,35.3,1.765
"CHE,LEI,NEW,TOT",3.1,3.3,2.7,2.8,3.8,5.9,3.2,2.7,5.5,2.3,35.3,1.765
"CHE,LEI,WBA,WHU",2.8,4.3,4.4,3.3,3.3,5.5,3.3,2.3,3.8,2.3,35.3,1.765
"CRY,EVE,LEE,MCI",6.1,1.8,3.3,3.3,4.3,3.2,3.8,2.7,3.9,2.9,35.3,1.765
"CRY,EVE,TOT,WHU",3.4,4,2.9,5.1,3.9,3.8,3.4,2.4,3.5,2.9,35.3,1.765
"CRY,LEE,NEW,SOU",3.9,2.3,3.7,2.9,4.4,3.2,3.9,2.7,5.4,2.9,35.3,1.765
"CRY,MUN,TOT,WBA",4.4,3.3,3.2,6,3.2,3.4,2.9,2.8,3.2,2.9,35.3,1.765
"EVE,LEE,MCI,WOL",5.4,1.8,3.3,2.3,4.7,3.1,2.6,4.8,4,3.3,35.3,1.765
"EVE,LEE,WBA,WHU",4.6,1.8,3.3,4.5,5,3.8,3.5,2.3,3.5,3,35.3,1.765
"EVE,LIV,NEW,WOL",3.1,2.5,4.4,2.3,4.1,2.6,2.8,6.5,4,3,35.3,1.765
"EVE,LIV,SOU,WBA",2.7,3.5,3.9,2.4,4.3,3.2,3.4,4.5,4.4,3,35.3,1.765
"EVE,LIV,TOT,WBA",3.2,3.5,2.9,3.3,4.3,3.3,2.9,4.5,4.4,3,35.3,1.765
"FUL,LEE,SOU,WBA",4.5,2.8,3.3,3.9,4,2.8,2.5,2.7,5,3.8,35.3,1.765
"FUL,LIV,MUN,WBA",4.4,2.8,3.3,4.8,3.8,2.3,2.5,5.3,2.8,3.3,35.3,1.765
"FUL,LIV,NEW,WOL",3.1,3.5,4.4,2.6,3.8,2.3,1.8,6,4.5,3.3,35.3,1.765
"FUL,SHU,WBA,WOL",4.8,3.8,2.8,3.8,2.6,2.3,1.8,6.1,4.5,2.8,35.3,1.765
"LEE,LEI,NEW,SOU",2.7,2.3,4.2,2.9,4.3,3.7,3.7,2.7,6.5,2.3,35.3,1.765
"LEE,LIV,MUN,SHU",4.3,1.6,3.1,4.8,2.6,3.1,5.8,3.6,3.3,3.1,35.3,1.765
"LEE,MCI,WHU,WOL",3.3,4.2,4.7,2.6,4.7,3.1,2.6,2.3,4.5,3.3,35.3,1.765
"NEW,SHU,WHU,WOL",3.3,3.3,4.3,2.8,2.6,4.9,2.8,4,4.5,2.8,35.3,1.765
"SHU,WBA,WHU,WOL",3.3,4.3,4.3,3.8,2.6,3.3,2.3,4.1,4.5,2.8,35.3,1.765
"ARS,AVL,CHE,LEE",3.2,2.3,2.8,2.2,5.5,3.3,4.8,2.6,3.3,5.3,35.3,1.765
"ARS,BHA,CRY,SOU",2.8,4.4,4.3,2.3,2.8,2.3,5.4,2.8,3.8,4.4,35.3,1.765
"ARS,CRY,EVE,NEW",3.9,2.5,3.4,2.9,5.1,4.4,4,2.8,3.4,2.9,35.3,1.765
"ARS,CRY,MUN,SHU",3.9,2.6,3.1,4.4,2.2,4.4,6.5,2.8,2.7,2.7,35.3,1.765
"ARS,LEE,LEI,MCI",2.7,2.6,4.7,3.2,4.2,4.1,3.6,2.7,4.9,2.6,35.3,1.765
"AVL,CRY,MCI,SOU",3.9,4.5,3.4,2.7,4.3,2.9,3.7,2.8,3.9,3.2,35.3,1.765
"AVL,FUL,MUN,WOL",4.9,2.3,3,3.8,3.6,2.3,1.8,5.3,2.3,6,35.3,1.765
"BHA,BUR,CHE,LEE",5.4,2.7,3.1,2.7,2.8,2.7,5.3,2.6,2.7,5.3,35.3,1.765
"BHA,CRY,SOU,TOT",3.3,4.9,3.3,3.3,2.8,2.3,3.3,2.8,4.3,5,35.3,1.765
"CRY,EVE,SHU,WHU",4,2.8,2.8,5,2.2,4.4,5.5,2.4,3.5,2.7,35.3,1.765
"CRY,LEE,LEI,SHU",3.8,2.6,3.1,6,2.1,3.2,4.8,2.7,4.9,2.1,35.3,1.765
"CRY,MCI,SHU,WOL",4.3,5.2,3.2,2.6,2.2,2.7,2.6,4.9,4.9,2.7,35.3,1.765
"CRY,MUN,SHU,TOT",4.4,2.6,2.7,6.5,2.2,3.8,4.4,2.8,3.2,2.7,35.3,1.765
"FUL,LEE,WBA,WOL",4.9,2.8,3.3,3.8,3.8,2.3,1.8,4.3,4.5,3.8,35.3,1.765
"LEI,MCI,MUN,WHU",2.8,2.6,4.7,4.3,3.1,5.8,3.6,3.3,2.8,2.3,35.3,1.765
"LEI,SHU,TOT,WHU",2.8,3.6,2.7,6,2.1,5.9,3.2,2.4,4.5,2.1,35.3,1.765
"MCI,SHU,SOU,WHU",2.9,4.8,3.7,2.7,3.7,4.2,3.7,2.4,4.5,2.8,35.4,1.77
"ARS,BHA,LEE,SHU",4.4,2.6,3.1,3.8,2.2,2.7,6.5,2.7,3.8,3.6,35.4,1.77
"ARS,CHE,CRY,SOU",2.8,5.5,3.2,1.7,3.9,3.3,4.2,2.7,3.7,4.4,35.4,1.77
"ARS,CHE,SHU,TOT",3.2,4.3,2.6,2.2,3.3,5.4,3.7,2.7,3.7,4.3,35.4,1.77
"ARS,EVE,LIV,SOU",2.7,3.5,3.9,2.3,6.4,3.2,3.9,2.8,3.4,3.3,35.4,1.77
"ARS,EVE,MCI,TOT",3.3,3.5,2.9,2.9,5.4,4.7,3.2,2.8,3.4,3.3,35.4,1.77
"BHA,BUR,LEE,LEI",4.9,2.6,4.3,4.3,2.7,2.7,4.8,3.2,2.8,3.1,35.4,1.77
"BHA,CHE,LIV,WHU",2.8,5.5,4.2,2.6,3.7,2.2,5.1,2.3,3.7,3.3,35.4,1.77
"BHA,CHE,MCI,TOT",3.7,4.9,2.7,2.6,3.9,3.2,3.2,2.7,3.7,4.8,35.4,1.77
"BHA,LEI,MCI,MUN",4.9,2.6,4.7,4.2,2.7,3.2,3.6,4.2,2.7,2.6,35.4,1.77
"BHA,LIV,NEW,TOT",3.2,3.4,4.3,3.8,3.7,2.2,3.4,3.3,4.8,3.3,35.4,1.77
"CHE,LIV,WHU,WOL",2.8,7.6,4.2,1.6,4.1,2.6,3.1,2.3,3.8,3.3,35.4,1.77
"EVE,LEI,MCI,SOU",2.7,2.8,3.9,2.4,4.2,4.2,3.6,4.4,4.9,2.3,35.4,1.77
"LEE,LIV,SHU,TOT",3.2,2.6,2.7,5.3,3.1,3.1,4.2,2.7,5.4,3.1,35.4,1.77
"LIV,MCI,MUN,SOU",2.7,3.8,4.2,2.7,4.1,3.2,3.7,3.7,3.7,3.6,35.4,1.77
"ARS,FUL,SHU,WHU",2.9,3.8,2.8,4.9,2.8,4,5.1,2.4,3.9,2.8,35.4,1.77
"AVL,BHA,MUN,WOL",5.4,2.3,3.3,3.2,3.2,2.2,3.3,4.2,2.3,6,35.4,1.77
"AVL,BUR,EVE,SOU",5,2.5,3,2.4,5,3.4,3.9,3.3,2.4,4.5,35.4,1.77
"AVL,CHE,MUN,TOT",3.7,2.3,2.7,3.8,4.3,3.9,3.7,2.7,2.3,6,35.4,1.77
"AVL,CRY,MUN,WHU",4,2.3,3.3,6.6,3.2,2.9,5.5,2.4,2.3,2.9,35.4,1.77
"AVL,EVE,MUN,SOU",5,1.8,3,2.4,5.4,3.4,3.9,3.7,2.3,4.5,35.4,1.77
"BHA,LEI,MUN,WBA",4.4,2.6,5.4,4.9,2.7,2.9,3.3,4.2,2.7,2.3,35.4,1.77
"BUR,EVE,SHU,WHU",4.5,2.8,2.8,3.4,2.2,6,5.6,2.9,2.4,2.8,35.4,1.77
"BUR,SOU,WHU,WOL",2.9,6.5,4.9,1.7,3.2,3.2,2.7,2.4,2.9,5,35.4,1.77
"CHE,EVE,MUN,NEW",4.8,1.8,2.8,2.3,4.3,6.5,4,3.6,2.3,3,35.4,1.77
"CHE,LEI,MCI,TOT",3.1,4.8,2.7,2.6,3.8,4.7,3.2,2.7,5.2,2.6,35.4,1.77
"EVE,NEW,SHU,WOL",4.8,2.5,2.8,2.3,2.6,4.3,2.8,6.5,4,2.8,35.4,1.77
"LEE,LIV,SHU,WHU",2.8,2.6,3.1,5.3,3.1,3.1,5.8,2.3,4.5,2.8,35.4,1.77
"LEI,MCI,SHU,WOL",3.1,3.6,4.2,2.6,2.1,3.6,2.6,6.5,5,2.1,35.4,1.77
"LIV,TOT,WHU,WOL",2.8,6.6,4.3,2.6,4.1,2.6,2.2,2.4,4.5,3.3,35.4,1.77
"SHU,SOU,TOT,WBA",3.3,4.3,2.7,3.9,2.8,3.9,2.9,2.8,6,2.8,35.4,1.77
"SHU,SOU,TOT,WHU",2.9,4.8,2.7,4.4,3.3,4.3,3.3,2.4,4.5,2.8,35.4,1.77
"ARS,AVL,BUR,FUL",4.5,3.5,3,3.3,3.4,2.5,3.5,3.3,2.4,6,35.4,1.77
"ARS,AVL,CRY,SOU",2.8,4,3.4,2.3,5,2.9,4.4,2.8,3.4,4.4,35.4,1.77
"ARS,AVL,WHU,WOL",2.9,4,4.5,2.2,5.4,2.8,3.3,2.4,3.4,4.5,35.4,1.77
"ARS,BHA,FUL,LEE",4.5,2.7,3.3,3.8,3.4,1.9,4,2.7,3.8,5.3,35.4,1.77
"ARS,BHA,FUL,MUN",4.5,2.7,3.3,3.8,3.2,1.9,4,3.3,2.7,6,35.4,1.77
"ARS,BHA,MUN,TOT",3.3,2.7,3.2,3.8,3.2,3.3,4.4,2.8,2.7,6,35.4,1.77
"ARS,BUR,FUL,TOT",3.3,4.5,2.9,3.3,3.4,3.4,2.4,2.8,2.8,6.6,35.4,1.77
"ARS,CHE,NEW,WOL",3.2,4,4.3,1.6,4.3,4.3,2.8,2.7,3.7,4.5,35.4,1.77
"ARS,LEE,MUN,WBA",4.5,1.6,3.6,4.4,3.8,3.8,4.5,2.7,2.7,3.8,35.4,1.77
"ARS,NEW,SHU,SOU",2.8,3.3,3.7,2.3,4.5,4.9,3.9,2.8,4.4,2.8,35.4,1.77
"AVL,BHA,CHE,FUL",4.9,3.4,2.8,3.2,3.4,1.9,3.3,3.2,3.3,6,35.4,1.77
"AVL,BUR,LIV,SHU",4.3,3.3,2.8,3.7,2.2,2.8,5.3,5.5,2.4,3.1,35.4,1.77
"AVL,CRY,LEI,WBA",3.8,3.3,3.4,5.5,2.7,2.9,3.3,4.4,3.9,2.2,35.4,1.77
"AVL,EVE,LEI,WBA",4.4,2.5,3,4,3.3,3.5,3.3,6.1,3,2.3,35.4,1.77
"AVL,EVE,LIV,WHU",2.8,2.5,3,3.3,5.9,2.8,4.5,4.6,3,3,35.4,1.77
"AVL,FUL,LEI,SHU",4.3,3.3,2.8,6,2.1,2.5,2.8,6,3.5,2.1,35.4,1.77
"AVL,FUL,LEI,TOT",3.2,3.3,2.9,6.1,3.3,2.5,2.4,4.4,3.5,3.8,35.4,1.77
"AVL,LEE,WBA,WOL",4.9,2.3,3.3,3.8,3.8,2.8,2.3,4.4,4,3.8,35.4,1.77
"BHA,BUR,EVE,WBA",6.7,2.9,4,3.4,2.8,2.9,3.5,3.8,2.4,3,35.4,1.77
"BHA,CRY,LEE,LIV",3.8,2.7,3.7,4.2,2.8,2.2,5.8,2.7,4.3,3.2,35.4,1.77
"BHA,CRY,MUN,WHU",4,2.7,3.7,5.4,2.8,2.3,6.5,2.4,2.7,2.9,35.4,1.77
"BHA,CRY,WHU,WOL",3.3,5.5,4.9,3.2,2.8,2.2,4.3,2.4,3.9,2.9,35.4,1.77
"BHA,EVE,SHU,WBA",6.1,2.8,2.8,3.9,2.2,2.9,3.5,5,3.4,2.8,35.4,1.77
"BHA,LEI,WBA,WOL",3.1,3.7,6.6,3.2,2.7,2.2,2.3,4.9,4.4,2.3,35.4,1.77
"BUR,CHE,LIV,MUN",3.1,4.3,3.1,2.6,3.2,4.3,5.1,3.2,1.7,4.8,35.4,1.77
"BUR,CHE,MUN,WBA",4.9,3.3,3.1,2.7,3.2,5,3.8,3.2,1.7,4.5,35.4,1.77
"BUR,CHE,TOT,WOL",3.6,6.5,2.7,1.6,3.2,3.7,2.2,2.7,2.7,6.5,35.4,1.77
"BUR,EVE,MUN,WHU",5.1,1.8,3.3,3.4,3.2,6,5,2.9,1.7,3,35.4,1.77
"BUR,FUL,LEE,WHU",4.6,2.8,3.3,5.5,3.4,2.8,4,2.3,2.9,3.8,35.4,1.77
"CHE,CRY,SOU,TOT",3.2,6,2.7,1.7,3.9,3.3,3.3,2.7,4.2,4.4,35.4,1.77
"CHE,MUN,SHU,WHU",3.3,2.6,2.6,3.8,2.6,7.5,5.3,2.3,2.6,2.8,35.4,1.77
"CHE,NEW,SOU,WBA",3.2,4,3.7,1.7,4.5,3.9,3.4,2.7,5.3,3,35.4,1.77
"CHE,NEW,WHU,WOL",3.3,5.1,4.3,1.6,4.3,4.9,2.8,2.3,3.8,3,35.4,1.77
"CRY,FUL,TOT,WOL",3.7,5,2.9,4.4,3.2,2.3,1.8,2.8,4.4,4.9,35.4,1.77
"CRY,TOT,WHU,WOL",3.3,6.6,3.3,4.4,3.2,2.7,2.2,2.4,4.4,2.9,35.4,1.77
"EVE,FUL,MCI,WHU",4.6,3,3,3.3,4.9,3.3,2.8,4,3.5,3,35.4,1.77
"EVE,FUL,MUN,WBA",6.2,1.8,3,4.5,3.8,3,2.5,5.3,2.3,3,35.4,1.77
"FUL,LEI,NEW,TOT",3.2,3.3,2.9,4.5,3.3,3.4,2.4,4.4,5.7,2.3,35.4,1.77
"FUL,LIV,SOU,TOT",2.7,5,2.9,2.7,4.3,2.3,2.4,2.8,4.9,5.4,35.4,1.77
