COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"BHA,CRY,MCI,TOT,WOL",9.8,12.4,9.2,9.1,7.1,5.9,7.5,8.2,10.2,10.8,90.2,2.255,,
"BHA,CRY,NEW,SHU,WBA",11.6,7.7,10.4,10.9,5.6,7.9,10.5,9.4,10.5,5.7,90.2,2.255,,
"BHA,MCI,SHU,TOT,WOL",10.3,10.1,8.6,8.5,6.5,6.9,7.5,10.8,10.3,10.7,90.2,2.255,,
"BUR,CHE,EVE,LEE,MCI",15.4,8.7,7.1,6,9.8,10.1,9.1,8.2,7.2,8.6,90.2,2.255,,
"BUR,CHE,EVE,MCI,MUN",15.4,8.7,7.1,6,8.6,11.8,9.1,9.2,5,9.3,90.2,2.255,,
"BUR,CHE,FUL,MCI,MUN",14.9,9.7,7.1,7.5,7.7,9.8,8.1,8.5,5.5,11.4,90.2,2.255,,
"BUR,CHE,FUL,MCI,WBA",13,11.4,8.2,7.5,7.9,8.3,6.6,9.3,8.1,9.9,90.2,2.255,,
"BUR,CHE,LEE,LEI,MCI",13.1,9.5,8.5,7,8.1,10.6,8.9,7.5,9.1,7.9,90.2,2.255,,
"BUR,CHE,LEE,MUN,SHU",14.8,6.9,6.2,9.2,6.5,12.3,11.9,6.8,6,9.6,90.2,2.255,,
"BUR,FUL,MUN,NEW,SHU",14.1,6.1,7.1,10.4,6,11.1,9.6,10.2,6.2,9.4,90.2,2.255,,
"CHE,NEW,TOT,WBA,WOL",8.5,11.5,9.3,6.6,8.8,9.3,5.7,8.8,12.2,9.5,90.2,2.255,,
"CRY,EVE,LEI,MCI,NEW",10.4,7.7,9.9,7.8,9.3,10.2,7.6,11.1,11,5.2,90.2,2.255,,
"CRY,FUL,LEE,MCI,MUN",15.6,7,7,12.5,8.1,6.5,8.8,8,8.2,8.5,90.2,2.255,,
"CRY,FUL,SHU,WBA,WHU",10.1,9.9,7.8,13.7,6.2,8.9,10.5,8.5,8.9,5.7,90.2,2.255,,
"CRY,NEW,TOT,WBA,WOL",9.2,11.1,9.9,9.9,7.7,7.1,5.7,8.9,12.8,7.9,90.2,2.255,,
"EVE,FUL,LEE,MCI,TOT",13.6,6.8,6.2,11,10.4,7.5,6.2,9.4,9.9,9.2,90.2,2.255,,
"EVE,FUL,NEW,WBA,WHU",10.7,7,9.7,10.1,11.3,9.6,6.5,10.1,9.2,6,90.2,2.255,,
"EVE,LEE,LEI,NEW,WHU",9.4,5.1,10,9.6,11.6,11.9,8.8,8.3,10.2,5.3,90.2,2.255,,
"EVE,SHU,SOU,TOT,WHU",7.8,8.8,6.6,9.5,11,11.8,9.8,7.5,9.5,7.9,90.2,2.255,,
"FUL,LEI,NEW,SOU,TOT",7.6,8.3,8.9,9,9.5,8.8,6.1,8.8,13.7,9.5,90.2,2.255,,
"LEI,LIV,MCI,TOT,WOL",6.3,12.2,10.2,6.9,7.9,7.3,5.8,12.4,13.3,7.9,90.2,2.255,,
"LIV,MUN,NEW,SOU,WBA",8.8,7.8,10.7,7.7,9.8,8.7,8.2,9.8,10.9,7.8,90.2,2.255,,
"LIV,TOT,WBA,WHU,WOL",6.5,13.1,10.4,9.2,8.6,7,6.5,9,11.6,8.3,90.2,2.255,,
"AVL,FUL,LEE,LIV,SHU",12.4,6.1,6.1,13.4,8.1,5.6,9.3,11.9,8.9,8.4,90.2,2.255,,
"BUR,CHE,CRY,LEE,MUN",14.3,9.2,6.8,9.8,7.1,9.7,11.8,5.9,5.9,9.7,90.2,2.255,,
"CHE,LEI,MCI,NEW,SOU",7.5,9.7,10.2,5.5,10.4,11.3,7.5,8.7,12.4,7.1,90.3,2.2575,,
"ARS,LIV,SOU,TOT,WBA",6,11,10.4,7.1,10.9,7.6,7.6,7.3,12.5,9.9,90.3,2.2575,,
"AVL,EVE,LIV,TOT,WBA",9.9,8,7.3,10.4,10.4,7.2,7.4,11.8,10.1,7.8,90.3,2.2575,,
"BHA,BUR,CRY,LEI,TOT",9.3,10.2,9.4,10.9,5.5,7.7,10.2,6.6,9.7,10.8,90.3,2.2575,,
"BUR,CHE,EVE,MCI,SOU",11.8,10.9,7.7,5,10.9,10.2,8,8.3,7.6,9.9,90.3,2.2575,,
"BUR,CRY,LEE,MUN,SOU",13.9,8.1,7.9,9.9,7.6,8.1,11.4,6,7.1,10.3,90.3,2.2575,,
"BUR,LEE,LEI,LIV,WBA",10.7,8.6,10.9,9.2,7,8.1,9.1,9.3,11,6.4,90.3,2.2575,,
"CRY,LEE,LEI,MCI,MUN",13.8,6.8,8.4,11.4,7.4,9,9.6,8,9.6,6.3,90.3,2.2575,,
"CRY,LIV,MCI,SHU,WOL",8.6,13.3,9,7.9,6.3,6.3,8.9,13.4,10.3,6.3,90.3,2.2575,,
"ARS,CRY,LEI,SHU,WBA",8.2,8.6,11.9,10.4,5.5,9.9,10.9,8.9,11,5,90.3,2.2575,,
"ARS,LIV,SHU,SOU,WBA",7.1,9.8,10.3,7.1,9.2,8.2,10.3,9.9,10.8,7.6,90.3,2.2575,,
"ARS,LIV,SOU,WHU,WOL",5.6,13.1,11.4,4.9,11.8,7.5,9.6,7.3,9.3,9.8,90.3,2.2575,,
"AVL,CHE,EVE,NEW,WHU",9.9,7.6,7.4,7.9,13.4,12.1,8.8,8.9,6.8,7.5,90.3,2.2575,,
"AVL,NEW,SHU,TOT,WOL",9.7,7.8,7.2,10.4,8.7,8.8,6.7,11.5,10.2,9.3,90.3,2.2575,,
"BHA,EVE,LIV,MCI,MUN",13.5,7.1,9.1,7.5,8.4,7.5,9.6,12.4,7.1,8.1,90.3,2.2575,,
"BUR,FUL,LEE,LIV,TOT",11.3,9.3,7.2,11.4,8.2,6.5,8.2,7.6,8.8,11.8,90.3,2.2575,,
"BUR,FUL,MUN,SHU,WBA",14.2,7.1,7.1,11.4,6,9.5,9.1,10.3,6.2,9.4,90.3,2.2575,,
"BUR,NEW,SHU,TOT,WOL",9.7,9.8,8.2,8.2,6.5,10.3,7.8,9.8,9.6,10.4,90.3,2.2575,,
"CHE,MCI,TOT,WBA,WOL",8.6,13.4,8.6,6.4,8.8,8,5.5,9.3,11.9,9.8,90.3,2.2575,,
"CRY,EVE,LEE,MCI,MUN",16.1,6,7,10.4,9.1,8.5,9.8,8.7,7.7,7,90.3,2.2575,,
"ARS,BHA,LEI,LIV,WBA",7.1,8.7,15.2,8.1,7,7.2,9.6,9.4,10.9,7.1,90.3,2.2575,,
"AVL,BHA,LEI,MUN,TOT",11.8,6,8.3,12,7,8.3,8.7,8.6,8.7,10.9,90.3,2.2575,,
"ARS,AVL,BHA,SHU,SOU",9.4,7.7,8.8,8.2,9.9,7.3,12,8.3,7.8,10.9,90.3,2.2575,,
"ARS,AVL,LIV,SOU,WBA",7.2,9.5,10.5,7.1,12,6.7,8.7,9.5,9.8,9.3,90.3,2.2575,,
"ARS,BHA,BUR,FUL,TOT",10,9.4,9,9.3,7.3,7.3,9.5,6.6,6.7,15.2,90.3,2.2575,,
"ARS,BUR,CHE,FUL,WHU",7.8,11.6,8.4,7.7,9.5,11,11,5.6,6.6,11.1,90.3,2.2575,,
"ARS,BUR,CRY,WHU,WOL",7.2,13.7,10.5,7.7,8.2,8.7,12,5.7,7.2,9.4,90.3,2.2575,,
"ARS,BUR,SHU,SOU,TOT",7.7,10.3,7.6,7.7,8.8,10.3,11,6.1,8.8,12,90.3,2.2575,,
"ARS,FUL,LEE,MCI,SOU",10.9,8.3,8.6,7.7,12,7,7.7,7.1,10.3,10.7,90.3,2.2575,,
"AVL,CHE,LEE,SHU,WBA",12.9,6.6,5.9,11.8,8.3,9.3,9.3,9.3,8.8,8.1,90.3,2.2575,,
"AVL,LEE,LEI,SOU,WHU",9.2,7.1,8.8,11.5,11.5,8.7,9.2,6.7,10,7.6,90.3,2.2575,,
"AVL,LEI,LIV,MUN,WBA",10.7,6.6,9.9,10.3,7.4,8.3,8.6,12,9.4,7.1,90.3,2.2575,,
"BHA,BUR,CRY,FUL,WHU",10.7,11,9,11.5,6.2,6.3,11.6,6.2,6.8,11,90.3,2.2575,,
"BHA,BUR,CRY,NEW,SOU",10.5,9.9,10.4,7.2,7.9,7.2,10.9,6.6,8.7,11,90.3,2.2575,,
"BHA,BUR,CRY,SOU,TOT",9.4,11.4,8.2,9.3,6.7,6.6,10.3,6.1,8.7,13.6,90.3,2.2575,,
"BHA,CHE,LIV,NEW,WHU",7.6,11,10.9,7,9.8,9.8,10.6,7.2,8.6,7.8,90.3,2.2575,,
"CRY,LEE,MCI,MUN,SOU",13.9,8,7.9,9.8,9.1,7.4,9.7,6.4,9.6,8.5,90.3,2.2575,,
"EVE,FUL,MCI,NEW,SHU",12.7,6.3,7.2,8.8,9.4,9.9,6.8,13.7,9.4,6.1,90.3,2.2575,,
"EVE,LEI,MCI,MUN,WHU",11.4,7,9.3,8.8,9.6,12.3,8.6,10,7.7,5.6,90.3,2.2575,,
"LEI,LIV,MUN,NEW,WHU",7.1,7.7,11.4,9.3,9,11.9,9.6,9.3,9.4,5.6,90.3,2.2575,,
"ARS,AVL,BHA,LEE,WOL",11.8,6.7,9.9,9.1,9.8,5.5,9.8,8.1,7.8,11.8,90.3,2.2575,,
"ARS,AVL,BUR,FUL,SOU",10.9,9,7.9,7.8,11.1,7.4,9,7.7,6.3,13.2,90.3,2.2575,,
"ARS,AVL,FUL,MUN,WBA",12.6,6.8,8.5,11,9.4,7.5,8,9.8,6.2,10.5,90.3,2.2575,,
"ARS,BHA,FUL,MUN,WHU",9.6,7.2,10,10.4,8.8,8.4,11.6,6.6,6.6,11.1,90.3,2.2575,,
"ARS,CHE,MCI,TOT,WBA",8.2,11.4,9.3,7,9.9,9.7,7,7.2,11.3,9.3,90.3,2.2575,,
"ARS,CRY,FUL,MCI,NEW",10,9.4,9.9,8.8,10,7.7,8.3,8.8,9.7,7.7,90.3,2.2575,,
"ARS,CRY,LEI,MCI,MUN",10.2,8.5,11.6,8.7,7.4,10.2,10.1,8.1,8.5,7,90.3,2.2575,,
"ARS,CRY,MUN,TOT,WHU",7.3,9.9,8.2,12.1,9.3,10.3,12,5.2,7.1,8.9,90.3,2.2575,,
"ARS,EVE,LEE,LEI,WBA",9.4,6.1,12,8.4,10.8,9.8,8.3,8.8,10.6,6.1,90.3,2.2575,,
"ARS,EVE,LEI,LIV,WHU",5.5,8.9,12.5,7.2,11.7,10.8,10.7,9.1,8.3,5.6,90.3,2.2575,,
"ARS,EVE,LEI,MUN,WBA",9.4,6.1,12,8.4,9.6,11.5,8.3,9.8,8.4,6.8,90.3,2.2575,,
"ARS,FUL,LEE,LEI,NEW",8.8,6.1,11.9,9.5,10,9.3,7.8,8.7,10.6,7.6,90.3,2.2575,,
"AVL,BHA,CRY,LEE,WOL",12.9,8.3,8.2,11.8,7.6,5.1,9.8,8.1,8.3,10.2,90.3,2.2575,,
"AVL,BHA,EVE,FUL,MCI",15.3,6.4,7.4,9.3,9.9,5.7,7.3,12.2,6.9,9.9,90.3,2.2575,,
"AVL,BHA,EVE,MUN,SHU",15.2,5.1,6.1,10.4,7.6,8.9,11,11.5,5.7,8.8,90.3,2.2575,,
"AVL,BUR,CHE,LIV,MUN",13.1,9.8,7.1,7.5,8,9.3,10.6,9.1,5,10.8,90.3,2.2575,,
"AVL,BUR,CHE,NEW,SOU",11.2,9.5,7.7,5.6,11.2,10,8.7,7.6,7.7,11.1,90.3,2.2575,,
"AVL,BUR,CRY,FUL,LIV",11.9,11,7.4,11.4,7.1,5.2,9.8,9.9,6.8,9.8,90.3,2.2575,,
"AVL,CHE,LEE,LEI,NEW",11.1,5.6,8.2,9.8,10.4,10.4,8.6,8.6,10,7.6,90.3,2.2575,,
"AVL,CHE,MUN,NEW,TOT",11.7,6.8,6,9.9,10.4,11,8.2,8,7.8,10.5,90.3,2.2575,,
"AVL,EVE,LEE,SHU,SOU",13,5.1,6.1,10.4,11.5,8.2,9.4,10,8.5,8.1,90.3,2.2575,,
"AVL,FUL,LIV,MUN,WHU",10.9,7.9,7.7,12,9.7,7.3,9.3,9.9,6.3,9.3,90.3,2.2575,,
"AVL,LEE,LIV,SOU,WOL",9.5,9.3,8.6,8,10.7,5.9,8,9.8,9.9,10.6,90.3,2.2575,,
"AVL,LEE,MUN,SHU,WOL",14.8,4.9,6.4,11.8,7.4,8.1,9.3,10.7,7.3,9.6,90.3,2.2575,,
"AVL,LEE,SOU,WHU,WOL",9.7,8.9,8.7,9.8,12,6.5,8.2,7.2,9,10.3,90.3,2.2575,,
"AVL,LIV,MUN,NEW,WOL",11.1,7.8,9.2,7.6,9.5,7.6,8.1,12.4,7.7,9.3,90.3,2.2575,,
"BHA,BUR,EVE,LEI,NEW",11.5,6.2,11.2,7.8,7.8,10.4,9.3,9.8,8,8.3,90.3,2.2575,,
"BHA,BUR,LIV,SHU,WOL",9.7,11.2,9.7,6.9,5.4,6.5,10.7,11.3,7.8,11.1,90.3,2.2575,,
"BHA,CHE,LEE,LIV,MCI",11.7,10.1,8.9,6.8,9.1,6.3,9.9,9,9.6,8.9,90.3,2.2575,,
"BHA,CRY,LIV,MCI,WOL",9.2,13.4,10.7,6.8,6.9,4.9,8.9,11.3,9.7,8.5,90.3,2.2575,,
"BHA,EVE,LEE,MCI,MUN",17.2,4.5,8,8.7,9.1,8,9.8,9.2,7.2,8.6,90.3,2.2575,,
"BHA,EVE,LEE,NEW,WHU",11.7,5.2,10,9.5,11.7,9.3,10.5,7.2,8.4,6.8,90.3,2.2575,,
"BHA,EVE,LEE,SHU,WHU",11.7,5.5,7.7,11,8.8,10.2,13,7.9,7.9,6.6,90.3,2.2575,,
"BHA,FUL,LEE,NEW,TOT",11.6,6.2,8.3,12.1,8.9,6.1,7.4,7.6,10.6,11.5,90.3,2.2575,,
"BHA,FUL,LIV,NEW,WHU",8.9,9,11.1,9.8,9.3,6.8,9.3,8.9,8.8,8.4,90.3,2.2575,,
"BHA,LEE,LEI,WBA,WHU",9.5,7,12.2,11.5,7.7,8.2,9.8,7.2,11.1,6.1,90.3,2.2575,,
"BHA,TOT,WBA,WHU,WOL",8.3,11,11.1,9.8,7.7,6.6,7.2,7.4,10.6,10.6,90.3,2.2575,,
"BUR,CHE,FUL,MCI,TOT",11.8,11.9,6.7,8.1,8.4,8.7,6.5,7.6,8.1,12.5,90.3,2.2575,,
"BUR,CHE,LIV,MUN,WHU",9.6,11.9,8.5,7.5,8,11.8,11.7,6.5,5.5,9.3,90.3,2.2575,,
"BUR,CHE,MUN,TOT,WBA",11.8,9.8,7,8.7,7.7,10.9,8.2,6.9,7.7,11.6,90.3,2.2575,,
"BUR,CRY,EVE,MCI,SOU",12.5,10.9,8.3,6.1,9.8,8.6,9.2,8.4,8.2,8.3,90.3,2.2575,,
"BUR,CRY,FUL,TOT,WBA",10.6,11,7.3,12.6,6.8,6.8,7.4,7.7,9.5,10.6,90.3,2.2575,,
"BUR,EVE,LEI,MCI,SOU",11.3,9.2,9.3,6.1,9.7,10.2,7.5,10,9.3,7.7,90.3,2.2575,,
"BUR,NEW,SOU,WBA,WOL",9.3,10.5,11.5,5.6,8.9,8.2,6.2,9.4,10.6,10.1,90.3,2.2575,,
"CHE,MCI,MUN,WHU,WOL",10.1,12.3,9,6.4,9,11.1,7.9,8.1,7.1,9.3,90.3,2.2575,,
"CRY,EVE,LEE,MCI,TOT",13,8.2,6.6,11.5,9.8,7.9,8.2,7.8,10.3,7,90.3,2.2575,,
"CRY,FUL,MCI,TOT,WHU",9,12,7.7,13.1,8.8,7.1,7.7,6.8,9.8,8.3,90.3,2.2575,,
"CRY,FUL,NEW,TOT,WBA",10.5,9,8.4,12.7,7.9,6.8,5.9,8.8,12.3,8,90.3,2.2575,,
"CRY,MCI,MUN,NEW,WOL",12.3,9.8,9.6,7.6,7.9,8.5,7.6,10.2,9.1,7.7,90.3,2.2575,,
"EVE,LEE,LIV,MCI,WOL",11.7,9.2,9.1,5.9,10,6.7,7.4,13,9.9,7.4,90.3,2.2575,,
"FUL,LEE,MCI,WHU,WOL",11.4,9.8,9.2,9.8,9.7,6.4,6.6,8.8,9.5,9.1,90.3,2.2575,,
"FUL,LIV,MCI,WHU,WOL",7.7,13,10.3,8,9,5.9,6.4,12,9.4,8.6,90.3,2.2575,,
"LEE,LIV,SHU,TOT,WBA",9.3,8.1,7.4,12.4,7.6,7.5,8.7,9.8,12.6,6.9,90.3,2.2575,,
"LIV,MCI,MUN,SOU,WOL",9.5,11.2,10,5.3,8.8,6.8,7.3,11.7,9.6,10.1,90.3,2.2575,,
"LIV,MUN,TOT,WBA,WHU",7.8,9.9,9.2,11.4,8.6,9.2,8.7,7.8,9.9,7.8,90.3,2.2575,,
"LIV,NEW,SOU,WBA,WOL",7.5,11,11.9,5.5,9.8,6.5,6.2,11,12.6,8.3,90.3,2.2575,,
"ARS,AVL,EVE,SOU,WBA",9.5,7.5,9.1,6.8,14.2,8.4,7.9,9.5,8.4,9,90.3,2.2575,,
"ARS,AVL,FUL,LEI,WHU",7.3,7.8,11.1,11.1,10.5,9,9.4,8.4,7.4,8.3,90.3,2.2575,,
"ARS,AVL,FUL,NEW,SOU",8.9,7.5,9,7.9,13.4,7.4,7.4,8.8,8.9,11.1,90.3,2.2575,,
"ARS,AVL,LEE,TOT,WOL",10.1,7.8,7.7,10.8,10.9,7,7.7,7.6,8.9,11.8,90.3,2.2575,,
"ARS,BHA,FUL,LEE,NEW",11.1,6.2,10.5,9.4,10.1,6.7,9.5,7.6,8.8,10.4,90.3,2.2575,,
"ARS,BHA,LEI,SOU,TOT",6,9.2,12.4,7.2,9.3,8.2,8.6,6.1,11.8,11.5,90.3,2.2575,,
"ARS,BHA,LIV,MUN,WHU",7.8,8.8,11.4,8.6,9.1,8.7,13.4,6.6,6.6,9.3,90.3,2.2575,,
"ARS,BUR,EVE,WHU,WOL",8.3,10.6,10.1,5.6,11.3,10.3,10.5,7.8,6.3,9.5,90.3,2.2575,,
"ARS,CHE,LEE,MCI,MUN",13.2,7.5,7.8,7,10.2,10.6,10.1,6.3,7.5,10.1,90.3,2.2575,,
"ARS,CHE,NEW,SHU,TOT",8.1,8.8,7.6,7.7,9.5,13,9.8,7.1,9.9,8.8,90.3,2.2575,,
"ARS,EVE,FUL,MCI,WBA",11.2,8,9.6,7.7,11.4,8.3,6.3,11.2,8.8,7.8,90.3,2.2575,,
"ARS,FUL,LEI,MCI,TOT",7.7,9.3,10.8,9.3,8.7,8.7,6,8.8,11.8,9.2,90.3,2.2575,,
"ARS,FUL,LIV,MCI,TOT",7.7,10.9,8.7,8.6,9.7,7,7,10.3,10.2,10.2,90.3,2.2575,,
"ARS,SOU,TOT,WHU,WOL",6.1,12.1,9.9,6.7,12,8.6,8.2,5.2,9.9,11.6,90.3,2.2575,,
"ARS,SOU,WBA,WHU,WOL",6.1,11.6,12.2,6.1,11.5,8.2,8.3,6.9,9.9,9.5,90.3,2.2575,,
"AVL,BUR,EVE,LEI,WHU",11.4,7.8,8.6,9.5,9.9,11,9.9,9.5,5.9,6.8,90.3,2.2575,,
"AVL,CHE,FUL,MCI,SHU",12.9,8.7,5.6,9.7,8.2,8.8,7.6,11.9,7.8,9.1,90.3,2.2575,,
"AVL,CHE,MUN,NEW,SHU",12.8,5.6,5.9,9.3,8.7,12.6,9.8,10.2,6.6,8.8,90.3,2.2575,,
"AVL,CRY,FUL,LEE,MUN",15.6,5.1,6.6,15.2,8.2,5.7,9.5,8,6.7,9.7,90.3,2.2575,,
"AVL,CRY,FUL,LEE,NEW",13.6,5.8,6.7,14.2,10,5.7,8.5,8.7,8.9,8.2,90.3,2.2575,,
"AVL,CRY,LEE,TOT,WOL",11.2,9.4,6.6,13.5,8.7,6,7.7,7.6,9.4,10.2,90.3,2.2575,,
"AVL,CRY,SHU,TOT,WBA",10.5,8.8,6.1,14.7,6.7,7.3,8.9,9.5,10.6,7.2,90.3,2.2575,,
"AVL,LEE,SOU,TOT,WOL",10.1,8.3,7.1,10.3,10.9,6.5,6.6,7.6,10.5,12.4,90.3,2.2575,,
"AVL,LIV,WBA,WHU,WOL",7.7,11.6,10.5,9.2,9.7,6.1,7.6,11.2,8.9,7.8,90.3,2.2575,,
"BHA,BUR,LEI,WBA,WOL",9.8,9.7,12.8,7.6,5.9,7.2,7.6,9.9,9.5,10.3,90.3,2.2575,,
"BHA,CHE,LEE,MCI,TOT",12.3,9.1,7.4,9.1,9.3,7.4,8.5,5.9,10.1,11.2,90.3,2.2575,,
"BHA,CHE,SHU,TOT,WHU",8.2,10.3,7.1,10.3,7.2,11.8,11.7,5.6,8.2,9.9,90.3,2.2575,,
"BHA,FUL,LIV,MCI,MUN",13,8.1,9.1,9,7.5,5.5,8.6,11.7,7.6,10.2,90.3,2.2575,,
"BHA,FUL,NEW,SOU,WHU",9,8.4,10.6,8.9,10.7,7.4,8.4,7.3,9.4,10.2,90.3,2.2575,,
"BHA,LEE,LEI,NEW,SHU",10.9,5.9,10.3,10.4,6.5,9.8,10.3,9.2,11.1,5.9,90.3,2.2575,,
"BHA,LEE,MUN,NEW,SOU",13,5,9.6,8.3,9.9,8.1,9.9,6.9,9.2,10.4,90.3,2.2575,,
"BHA,LEI,LIV,TOT,WBA",7.6,9.2,11.6,9.7,7,6.6,7.5,9.4,13.5,8.2,90.3,2.2575,,
"BUR,CHE,LEE,NEW,SHU",12.8,7.6,6.9,8.2,7.7,12.4,10.9,7.5,8.2,8.1,90.3,2.2575,,
"BUR,CHE,LEI,NEW,WBA",9.2,9.3,11.1,7.2,7.2,12.1,7.6,9.2,10.6,6.8,90.3,2.2575,,
"BUR,CHE,MCI,SOU,WOL",10,14.4,9.1,4.3,8.6,8.5,6.8,8.1,8.6,11.9,90.3,2.2575,,
"BUR,CHE,MUN,NEW,TOT",11.7,8.8,7,7.7,8.2,12.5,8.7,6.9,7.2,11.6,90.3,2.2575,,
"BUR,CRY,LEE,LEI,TOT",10.7,9.1,7.6,12.6,6.6,8.6,9.7,6,10.8,8.6,90.3,2.2575,,
"BUR,FUL,LEI,NEW,TOT",9.3,8.3,9,10,7.2,9.9,6.2,9.3,11.1,10,90.3,2.2575,,
"BUR,FUL,MUN,SHU,TOT",13,7.6,6,12,6,9.9,9,8.6,6.2,12,90.3,2.2575,,
"BUR,LEE,MUN,TOT,WOL",13.7,8.1,7.5,9.8,7.5,8.5,8.2,6.9,7.2,12.9,90.3,2.2575,,
"BUR,LIV,MUN,SHU,WOL",11.1,10.1,8.5,7.5,5.8,9.1,10.2,11.7,6.7,9.6,90.3,2.2575,,
"CHE,CRY,SHU,TOT,WHU",7.7,12.5,5.9,12,7.2,12.3,11.7,5.1,8.7,7.2,90.3,2.2575,,
"CHE,LEE,MUN,NEW,WBA",12.9,5.6,8.5,8.8,9.3,10.9,8.8,7.9,9.3,8.3,90.3,2.2575,,
"CHE,LEE,SHU,TOT,WHU",8.2,9.2,5.8,12,8.8,12.7,11.2,5,9.3,8.1,90.3,2.2575,,
"CHE,SHU,SOU,WBA,WHU",7.7,10.9,8.1,8.2,8.9,12.4,10.2,6.8,9.8,7.3,90.3,2.2575,,
"CHE,SHU,WBA,WHU,WOL",8.1,12.4,8.7,8.1,7.1,11.8,9.1,8.9,8.8,7.3,90.3,2.2575,,
"CRY,FUL,MCI,NEW,TOT",10.5,9.9,7.7,11.5,8.8,7.1,6.2,8.8,11.5,8.3,90.3,2.2575,,
"CRY,LEE,LIV,MUN,WHU",10.3,9.2,8.4,12.5,8.5,8,12.3,6,8.1,7,90.3,2.2575,,
"CRY,LEE,MUN,NEW,TOT",12.4,6.1,6.9,13.2,8.7,9.1,9.4,6.4,9.9,8.2,90.3,2.2575,,
"CRY,LEI,LIV,NEW,SHU",8.1,9.1,9.7,9.8,5.8,9.8,10.1,11.4,11.5,5,90.3,2.2575,,
"EVE,LEE,LEI,MCI,TOT",11.8,6.6,7.6,9.9,9.7,9.5,7,9.4,12.4,6.4,90.3,2.2575,,
"FUL,LEI,MCI,TOT,WHU",7.8,10.2,8.9,11.5,8.7,9.2,6,8.4,11.9,7.7,90.3,2.2575,,
"LEE,LEI,MUN,TOT,WHU",9.7,6.4,8.1,13.2,8.6,11.2,9.2,6,10.3,7.6,90.3,2.2575,,
"LEE,LEI,NEW,SOU,WHU",7.2,7.1,10.9,9,11.6,10.8,8.7,6.7,12.2,6.1,90.3,2.2575,,
"LEE,MUN,SOU,WBA,WHU",11,7.1,9.1,10.5,10.4,9.2,9.4,6,9.3,8.3,90.3,2.2575,,
"LEE,NEW,SHU,SOU,TOT",9.3,7.1,6.9,10.5,10,9.7,8.3,7.1,12.7,8.7,90.3,2.2575,,
"LEI,NEW,SHU,SOU,TOT",7.6,8.1,8.7,8.9,8.3,11.4,7.1,8.8,14.2,7.2,90.3,2.2575,,
"LIV,NEW,SHU,SOU,TOT",7.6,9.3,8,8.2,9.3,9.2,8.1,9.8,12.6,8.2,90.3,2.2575,,
"ARS,CHE,LEE,NEW,WBA",9.3,7.3,10.4,7.2,11.2,10.4,8.8,7,10.4,8.3,90.3,2.2575,,
"ARS,CHE,MUN,NEW,WBA",9.3,7.3,10.4,7.2,10,12.1,8.8,8,8.2,9,90.3,2.2575,,
"AVL,BHA,CRY,LEE,SHU",14.1,6,6.5,14.5,6.6,5.6,12.5,8.2,8.3,8,90.3,2.2575,,
"AVL,BHA,EVE,TOT,WHU",10.6,7.4,7.5,11.6,11.1,7.8,9.4,7.9,6.9,10.1,90.3,2.2575,,
"AVL,BHA,FUL,TOT,WHU",10.1,8.4,7.5,13.7,9.5,5.8,8.4,7.3,7.4,12.2,90.3,2.2575,,
"BHA,EVE,LIV,MCI,TOT",10.4,9.3,8.7,7.5,9.1,6.9,8,11.5,9.7,9.2,90.3,2.2575,,
"BHA,MCI,SOU,WBA,WOL",9.9,10.8,11.9,5.9,8.1,6.1,6,9.9,11.3,10.4,90.3,2.2575,,
"BUR,CHE,LEI,MCI,MUN",13.1,9.5,8.5,7,7,12.3,8.9,8.5,6.9,8.6,90.3,2.2575,,
"BUR,CRY,LIV,SHU,WBA",9.9,11.8,8.6,10.2,5.6,7.7,11.4,10.4,8.7,6,90.3,2.2575,,
"BUR,EVE,LIV,NEW,SOU",9.3,9,9.3,6.1,11.5,9.2,8.7,10,8.8,8.4,90.3,2.2575,,
"BUR,FUL,LIV,MUN,WHU",10.9,9.9,8.7,10.3,7.5,8.8,10.4,8.2,5.7,9.9,90.3,2.2575,,
"CHE,CRY,LEE,SHU,WHU",8.8,10.3,6.3,12,7.7,11.7,13.3,5,8.7,6.5,90.3,2.2575,,
"CHE,LEE,LIV,MCI,WOL",9.9,12.7,8.9,5.2,9.5,6.7,7.7,10.6,10.2,8.9,90.3,2.2575,,
"FUL,MCI,SOU,TOT,WHU",7.9,11.4,8.2,9.9,11,7.6,6.1,6.8,10.9,10.5,90.3,2.2575,,
"LEE,LEI,MUN,SHU,WBA",12.4,5.2,8.6,12,5.9,10.8,9.3,9.7,10.5,5.9,90.3,2.2575,,
"AVL,BUR,FUL,LEI,WHU",10.9,8.8,8.6,11.6,8.3,9,8.9,8.9,6.4,8.9,90.3,2.2575,,
"BHA,EVE,MUN,NEW,WBA",13.3,5.2,10.5,8.9,8.9,9.4,8.5,10.3,7.9,7.5,90.4,2.26,,
"ARS,FUL,NEW,SOU,TOT",7.7,9,8.9,7.9,12.3,8.3,6.3,7.2,11.1,11.7,90.4,2.26,,
"ARS,AVL,EVE,LEI,MUN",11.3,5.1,9.8,8.4,11.2,11,9.3,10.3,5.7,8.3,90.4,2.26,,
"BHA,BUR,CHE,SOU,WHU",8.3,12,9.3,6,8.9,9.8,11.3,5.6,6.6,12.6,90.4,2.26,,
