COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM,STD DEV,AVG * STD DEV
"CHE,CRY,FUL,LEE,NEW",10.4,8.4,6.5,10.5,8.9,7.8,8.3,7,9.2,8.2,85.2,2.13,1.296833751,2.76225589
"CRY,EVE,LIV,MUN,WOL",9.2,9.9,8.1,7.1,7.3,7,8.6,10.9,7.2,7.7,83,2.075,1.331665624,2.763206169
"LEE,LIV,MUN,SOU,WOL",9.5,8.6,8.9,6.5,8.9,6.3,8.5,8.5,9.2,10.6,85.5,2.1375,1.29292949,2.763636785
"LEE,NEW,SHU,SOU,WOL",9.2,7.1,8.5,7.2,9.3,8.6,7.7,9.2,11.5,8.6,86.9,2.1725,1.272311981,2.764097779
"FUL,MUN,WBA,WHU,WOL",9.5,8.9,9.4,10.4,7.6,7.8,6.3,9.4,7.3,9.5,86.1,2.1525,1.284480007,2.764843215
"CHE,EVE,FUL,LEI,WBA",9.3,7.3,8,7.8,7.8,9.5,6.3,10.4,9.5,6.8,82.7,2.0675,1.338365504,2.767070679
"ARS,AVL,CRY,EVE,WOL",9.3,9.1,7.9,7.8,11.3,7.2,8.8,9.9,7.3,8.9,87.5,2.1875,1.265130648,2.767473292
"AVL,CHE,CRY,NEW,SOU",8.7,10.1,7.1,7.8,11.2,8.4,8.7,7.1,9.2,8.9,87.2,2.18,1.269995626,2.768590464
"CHE,FUL,LEE,LEI,NEW",9.2,6.1,8.2,8.9,8.8,9.9,7.1,8.6,10.5,7.6,84.9,2.1225,1.305075562,2.77002288
"EVE,LEE,SHU,SOU,WOL",9.8,6.6,7,6.7,9.7,8,7.7,9.9,9.5,8.6,83.5,2.0875,1.327696418,2.771566272
"ARS,CHE,CRY,MUN,WBA",8.8,9.9,8.7,8.2,7.7,9.9,10.3,6.4,6.9,8.9,85.7,2.1425,1.295333505,2.775252034
"BHA,EVE,LEI,LIV,SOU",7.6,7.7,10.4,6.6,9.1,7.1,8.5,10,9.8,7.7,84.5,2.1125,1.314238267,2.776328339
"CRY,EVE,FUL,SOU,WHU",8.5,9.6,7.3,9.6,11.1,7.3,8.4,6.8,7.9,8,84.5,2.1125,1.314238267,2.776328339
"LIV,MUN,SHU,TOT,WOL",8,9.6,7.4,9.1,6.7,8.5,8,11.2,8.7,9.6,86.8,2.17,1.279583265,2.776695686
"BHA,CHE,EVE,SOU,WBA",9.9,8.4,8.8,5.6,10,7.8,7.7,7.7,8.7,9.6,84.2,2.105,1.319764289,2.778103828
"ARS,FUL,SHU,WBA,WOL",9.3,8.8,9.5,8.7,6.6,7.3,7.4,11,8.9,9.3,86.8,2.17,1.280451309,2.778579341
"LEE,SHU,SOU,WBA,WOL",9.3,8.1,8.5,8.2,7.6,7,7.2,9.3,11.5,8.6,85.3,2.1325,1.303030655,2.778712873
"CHE,CRY,FUL,NEW,SOU",8.7,10.6,7.1,7.3,9.6,7.9,7.2,7.1,9.7,9.5,84.7,2.1175,1.312376978,2.778958252
"AVL,CHE,CRY,SOU,WBA",8.8,11.1,7.1,8.8,9.5,6.8,8.2,7.2,9.2,8.9,85.6,2.14,1.298888414,2.779621205
"CHE,CRY,FUL,LIV,MUN",8.7,10.9,6.5,9.2,7.5,7.2,9.1,8,7,9.2,83.3,2.0825,1.335040574,2.780221995
"BHA,CHE,LEI,MUN,TOT",8.6,7.5,8.1,8.7,7,10.3,8.5,6.9,9,10.9,85.5,2.1375,1.301494867,2.781945278
"CHE,EVE,FUL,LEI,TOT",8.1,7.8,5.7,8.4,8.3,9.9,6.2,8.7,9.8,8.9,81.8,2.045,1.3603921,2.782001845
"BHA,CRY,EVE,LEI,WOL",9.2,8.8,10,7.2,5.9,6.6,8.1,9.8,8.3,7.2,81.1,2.0275,1.372305441,2.782349281
"ARS,FUL,MUN,SHU,SOU",8.9,7.1,7,8.8,8.7,9.4,10,8.1,7.2,10.9,86.1,2.1525,1.293101354,2.783400664
"ARS,CHE,EVE,FUL,WBA",9.4,8,8,6.7,11,9,6.8,8.8,7.2,9,83.9,2.0975,1.327026752,2.783438612
"ARS,CHE,FUL,LIV,NEW",7.5,10,9.3,6,10.5,8.9,8.1,8.7,8.6,9.3,86.9,2.1725,1.281882297,2.784889289
"BHA,EVE,LIV,MUN,TOT",10.4,6.7,7.6,8.7,8,7.6,9.2,9.3,7.1,10.4,85,2.125,1.310640217,2.785110461
"CRY,EVE,FUL,MUN,SOU",10.6,6.8,6.7,9,9.3,7.3,7.9,8.1,6.7,9.5,81.9,2.0475,1.360922889,2.786489616
"ARS,EVE,FUL,LIV,TOT",7.7,8.5,7.3,8.3,11.3,7.7,7.2,9.5,8.3,9.9,85.7,2.1425,1.301324112,2.78808691
"ARS,CRY,FUL,MUN,SOU",8.4,8.3,7.6,8.9,9.3,7.3,9.4,6.5,7.1,11,83.8,2.095,1.332332958,2.791237547
"CRY,EVE,MUN,WBA,WOL",11,8.4,8.2,8.3,7,7.7,7.3,10.3,7.2,7.4,82.8,2.07,1.348909024,2.79224168
"ARS,CRY,FUL,LEI,MUN",8.3,7.1,10.2,10.5,6.5,8.9,9.3,8.1,7.1,8.2,84.2,2.105,1.326482399,2.79224545
"CHE,FUL,LEE,LEI,WBA",9.3,7.1,8.3,9.9,7.8,8.3,6.6,8.6,11,7.6,84.5,2.1125,1.324344702,2.797678182
"ARS,CRY,FUL,LEI,MCI",8.3,9.7,11.3,9.3,7.6,7.7,8.1,8.8,9.7,7,87.5,2.1875,1.27910559,2.798043479
"BHA,CHE,LEI,MUN,WOL",8.5,9,9.7,6.5,6.3,9.2,7.9,8.5,7,10.3,82.9,2.0725,1.351090095,2.800134222
"EVE,FUL,LEI,MUN,SOU",9.4,5.6,7.2,7.9,9.2,9.4,6.7,9.7,7.8,8.9,81.8,2.045,1.369346965,2.800314544
"ARS,AVL,CRY,LEI,WOL",7,9.9,11.4,8.8,8.1,7.2,8.6,9.3,8.3,8.2,86.8,2.17,1.291682796,2.802951666
"BHA,CHE,LIV,SHU,TOT",8,10.7,6.9,8.5,7,8.6,10,8.6,9.1,10.2,87.6,2.19,1.279930554,2.803047913
"CRY,EVE,SHU,SOU,WBA",10,8.3,7.1,8.9,8.3,8.3,8.9,9.6,9.9,5.7,85,2.125,1.319090596,2.803067516
"ARS,CRY,EVE,LIV,MUN",8.8,8.3,8.1,7.7,10,8.7,11.3,8.8,6.6,7.7,86,2.15,1.303840481,2.803257034
"LIV,MUN,TOT,WHU,WOL",6.5,11.4,9.1,9.2,8.4,8.5,8,8.2,8.2,9.8,87.3,2.1825,1.284998919,2.804510141
"BHA,CHE,LEE,LIV,SHU",9.7,8.5,7.3,8.5,7,8,11.6,8.5,9.1,8.4,86.6,2.165,1.295462165,2.804675588
"CRY,FUL,MUN,SOU,WBA",10.1,8.3,7.6,10.5,7.2,6.3,7.4,8.1,8.7,9.5,83.7,2.0925,1.340853791,2.805736558
"CHE,CRY,EVE,FUL,LIV",8.7,11.1,6.2,7.7,8.2,6.7,8.1,9.4,7.7,7.7,81.5,2.0375,1.377800179,2.807267865
"AVL,CRY,SHU,SOU,WOL",8.7,10.4,7.1,9.3,7.6,6.1,8.7,9.9,8.9,9.2,85.9,2.1475,1.307627198,2.808129408
"BHA,CHE,FUL,LIV,SHU",9.2,9.7,7,8.5,6.5,7.2,9.6,10.2,8.2,9.7,85.8,2.145,1.309622507,2.809140278
"BUR,FUL,SHU,SOU,WBA",10.6,9.3,7.7,9.3,6.2,7.9,8,9.4,8.9,10,87.3,2.1825,1.287590342,2.810165921
"CHE,EVE,LIV,TOT,WBA",8.1,10.5,7.1,7.1,9.3,8.7,7.2,9.5,10.4,7.8,85.7,2.1425,1.312376978,2.811767676
"ARS,AVL,CRY,FUL,LEI",8.3,7.8,9.9,11.6,8.3,6.9,8.8,8.8,7.8,8.2,86.4,2.16,1.302305648,2.812980199
"BHA,CHE,FUL,LEI,MUN",9.8,6.5,8.2,8.7,6.5,8.9,8.1,8.5,6.5,10.4,82.1,2.0525,1.370685149,2.813331268
"CHE,FUL,LIV,NEW,SHU",9.1,9.3,7,8.1,7.6,9.9,8.1,11.3,9.2,7.6,87.2,2.18,1.290822305,2.813992624
"BUR,FUL,LEI,LIV,WHU",7.2,10.9,10,9.8,7,8.8,9.2,8.9,7.8,7.7,87.3,2.1825,1.29017656,2.815810342
"ARS,BHA,CHE,FUL,WBA",9.4,8.9,10.1,7.6,7.9,6.9,8.3,7.6,7.6,11.1,85.4,2.135,1.319259051,2.816618075
"CHE,CRY,LEI,LIV,MUN",6.9,10.7,7.9,8.1,6.8,9.7,9.9,8,7.9,7,82.9,2.0725,1.35928903,2.817126514
"BHA,LIV,MUN,SOU,WBA",9.4,8.2,10.7,8.1,7.5,6.1,9.2,8.7,9.1,9.9,86.9,2.1725,1.297390543,2.818580956
"CHE,CRY,LEI,MUN,WOL",7.4,11.2,8,7.1,6.3,9.7,7.9,8,7.5,8.2,81.3,2.0325,1.387283517,2.819653748
"AVL,BHA,CHE,LEI,WOL",8.5,9.7,9.4,6.5,7,7.2,7.4,9.7,7.7,10.3,83.4,2.085,1.352528496,2.820021915
"CRY,LEI,MUN,NEW,WOL",8.6,8.2,10.3,8.3,6.3,9.7,7.6,9.7,9.4,6.7,84.8,2.12,1.331498738,2.822777324
"AVL,BHA,CHE,LIV,WBA",9.8,9.9,9.3,8,8.2,5.7,9.1,9.9,8.1,9.3,87.3,2.1825,1.293616807,2.823318682
"ARS,BUR,CRY,EVE,FUL",10.6,9,7.4,8.4,9.3,8.4,10.1,7.7,6.3,9.5,86.7,2.1675,1.303030655,2.824318946
"BHA,CHE,FUL,SHU,WBA",11,8.2,7.7,9.7,6.2,7.9,8.3,9.3,8.2,9.4,85.9,2.1475,1.315252405,2.82450454
"ARS,MUN,SHU,SOU,WOL",7.6,8.1,8.5,6.1,8.5,9.7,9.8,8.6,7.7,10.8,85.4,2.135,1.324302752,2.827386375
"CHE,FUL,LIV,WBA,WHU",7.7,12.1,8.8,9.2,8.8,8.3,7.6,8.4,8.7,7.8,87.4,2.185,1.294604187,2.828710148
"CHE,EVE,FUL,LIV,WBA",9.3,9.5,7.2,7.1,8.8,7.3,6.8,11.1,8.2,7.8,83.1,2.0775,1.361739084,2.829012947
"CRY,LEI,MUN,SOU,WBA",8.3,8.1,9.8,9.4,6.5,8.8,8.2,8.1,10.9,6.7,84.8,2.12,1.334832491,2.82984488
"FUL,LEI,MUN,NEW,SOU",8.8,6.1,9.3,8.4,8.8,9.9,6.7,9.7,10,8.9,86.6,2.165,1.307414752,2.830552938
"CHE,CRY,EVE,LEE,WBA",11,8.4,6.5,9.4,8.9,8.2,8.8,7.1,8.7,6.7,83.7,2.0925,1.353226597,2.831626654
"BHA,CHE,FUL,NEW,WBA",11,7.9,10,8.2,7.9,7.5,6.8,9.2,9.4,9.6,87.5,2.1875,1.294647099,2.832040529
