COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM
"CHE,FUL,LIV,SHU,WHU",4.6,7.4,4.1,6.1,5.1,6.3,6.1,5.3,5.8,4.6,7.2,5.6,5.4,5.1,4.1,82.8,1.84
"CHE,FUL,NEW,WHU,WOL",5.1,7.1,5.8,3.6,6.3,5.9,3.8,5.3,5.8,6,7,4.3,4.5,5.3,7,82.8,1.84
"CHE,LEE,LEI,MCI,TOT",5,5.6,4.5,5.1,6.3,6.5,5,4,8.2,4.9,3.9,5,3.9,8.3,6.6,82.8,1.84
"CHE,LEI,MUN,NEW,WHU",4.6,4.1,6.2,5.3,5.6,10.6,6.1,4.6,4.6,3.8,5.1,4.3,4.6,4.8,8.5,82.8,1.84
"CHE,LIV,MCI,MUN,SHU",6.1,6,4.4,4.4,4.9,7.1,6.9,7.6,5.1,4.9,5,6.6,5.5,4.4,3.9,82.8,1.84
"CHE,MCI,SHU,SOU,WOL",5,8.2,5,2.5,5.1,5.5,4.5,6.2,6.8,6.1,4,5,7.8,6.6,4.5,82.8,1.84
"CRY,LEE,LIV,MUN,WBA",6.9,4.1,5.5,7.8,5.2,4.5,7.3,5,6.1,4.7,5.3,5.8,6,4.1,4.5,82.8,1.84
"FUL,NEW,SOU,WBA,WHU",5.9,6,7,5.9,7.6,4.9,4.4,5.4,7.5,4.5,4.9,4.4,4.5,4.5,5.4,82.8,1.84
"LEE,LEI,MUN,WBA,WOL",6.2,3.4,6.6,6.3,4.9,5.1,4.1,6.6,6.3,4.6,5.8,4.6,4.9,5.1,8.3,82.8,1.84
"LEE,LEI,NEW,SHU,SOU",5.7,4.1,5.5,5.4,5.1,7.2,5.7,5.7,9,3.6,5.7,3.7,5.1,6.3,5,82.8,1.84
"LEI,LIV,MUN,SOU,TOT",4,5.6,5.6,5.2,5.4,5.6,5.1,5.1,7.2,5.6,6.6,4,6.5,5.6,5.7,82.8,1.84
"MCI,SHU,SOU,WHU,WOL",4.7,8.2,6.6,3.5,5.5,5.5,4.5,5.9,7,4.6,5.7,4.7,5.3,6.9,4.2,82.8,1.84
"ARS,BUR,EVE,LEI,LIV",4,5.3,6.9,4.7,5,7.3,6.6,6.3,4.3,4.1,6.2,4.5,6.2,6.7,4.7,82.8,1.84
"ARS,LEE,LEI,LIV,SHU",4,4.4,6,5.7,4.4,6.1,7.6,5.7,7.3,3.9,7.7,4.5,5.6,5.5,4.4,82.8,1.84
"ARS,LEI,MUN,SHU,SOU",4.1,4.4,5.5,4.8,3.9,8.4,6.7,5.1,5.2,5.1,6.7,4.6,6.1,5.5,6.7,82.8,1.84
"AVL,BHA,CRY,EVE,NEW",9.1,4,4.9,5.9,6.4,3.8,6.5,6.3,4.9,4.4,4.9,7.5,5.4,3.9,4.9,82.8,1.84
"AVL,BHA,CRY,WBA,WHU",7.1,5.9,6.5,9,4.8,3.8,7.5,4.3,5.4,4.4,3.9,7,4.4,4.4,4.4,82.8,1.84
"AVL,BHA,FUL,SOU,WHU",6,5.4,5.4,6.9,7,3.4,5.4,4.3,5.4,8.1,5.9,6.9,3.9,4.9,3.9,82.8,1.84
"AVL,BUR,SOU,WBA,WHU",6,7,6.4,5.8,7,5.4,5.9,4.3,4.4,6,4.4,5.4,4.9,6,3.9,82.8,1.84
"AVL,CRY,EVE,LEI,TOT",5.7,4.3,4.4,8.1,5.2,5.3,5.2,5.8,5.4,3.7,4.7,5.7,6.8,7.6,4.9,82.8,1.84
"BHA,CRY,LEE,LEI,NEW",6.8,4.1,7.3,6.9,4.1,4.1,6.8,4.6,7.3,3.7,5.2,4.8,4.5,5.9,6.7,82.8,1.84
"BHA,CRY,LEE,MCI,WOL",7.9,6.1,6.6,5,4.6,3.6,5.6,4.6,6.8,5.5,4.7,6.8,3.5,6.5,5,82.8,1.84
"BHA,FUL,LEE,SOU,WBA",7.6,4.7,5.7,6.3,5.4,3.7,4.4,4.6,6.9,7.4,5.4,5.9,4.2,4.9,5.7,82.8,1.84
"CHE,EVE,LEI,MCI,MUN",6.7,3.6,4.6,4.1,5.6,8.8,5.6,6.6,4.1,4.1,3.9,7.3,4.4,6.6,6.8,82.8,1.84
"CRY,FUL,LEI,WBA,WHU",5.3,6.3,6.5,9.1,4.7,4.4,4.3,5.4,6.4,3.7,4.2,5.3,4.3,7,5.9,82.8,1.84
"AVL,LIV,MCI,SOU,TOT",4.6,7.5,5.3,4.5,7.7,4.7,5.1,6.4,7.8,6.6,4.2,4.1,5.7,5.6,3.1,82.9,1.842222222
"CRY,FUL,LEE,LIV,SOU",5.2,5.8,5.2,6.3,5.7,3.7,5.7,4.1,7.3,5.5,6.2,5.2,5.7,7.3,4,82.9,1.842222222
"ARS,EVE,LIV,MUN,SOU",4.1,4.3,5.7,3.8,8.2,6.2,6.7,5.1,4.2,6.3,7.3,4.6,7.2,5,4.2,82.9,1.842222222
"AVL,CRY,LEE,WBA,WOL",7.4,4.8,5.2,7.9,5.2,4.2,4.8,5.8,6.4,5.2,3.9,5.8,6.3,5.3,4.7,82.9,1.842222222
"BHA,EVE,LIV,MUN,WOL",6.7,3.7,6.2,4.1,5,3.5,5.6,7.7,4.2,6.3,7.9,6.1,6.1,4,5.8,82.9,1.842222222
"BHA,FUL,LIV,NEW,SHU",7.3,5.2,5.7,6.2,4.2,3.2,5.8,7.9,6.4,4.6,7.4,5.3,4.9,3.7,5.1,82.9,1.842222222
"BUR,CRY,LIV,NEW,TOT",5.7,8,5.8,5.7,5.1,5.1,6.2,4.7,6.2,4.7,5.3,3.7,6.8,5.3,4.6,82.9,1.842222222
"BUR,LIV,MUN,NEW,WHU",5.8,5.8,7.2,5.7,5.5,7.8,7.8,5.2,3.7,4.8,6.8,4.3,4.7,3.6,4.2,82.9,1.842222222
"LEI,LIV,MUN,WBA,WHU",4.1,5.1,7.8,7.3,5.1,6.8,6.1,6.3,5.7,3.8,5.7,4.6,4.6,4.1,5.8,82.9,1.842222222
"ARS,AVL,LEI,LIV,NEW",4,4.8,8,5.2,7.2,5.8,6.3,7.4,6.3,4.1,5.3,3.6,5.8,3.8,5.3,82.9,1.842222222
"ARS,CHE,LEE,LIV,MCI",4.5,6.7,6,4,7.7,5.4,6.9,4,6.6,5.9,5,5.5,4.6,6.2,3.9,82.9,1.842222222
"ARS,CRY,FUL,SOU,WOL",4.6,7.5,5.8,3.1,5.2,3.7,3.7,4.2,6.3,7.9,6.8,4.6,7,6.7,5.8,82.9,1.842222222
"AVL,BHA,CHE,SHU,WHU",6.3,5.2,4.1,6.7,4.7,6.4,8.3,4.2,5.2,5.8,5.3,7.3,4.4,4.7,4.3,82.9,1.842222222
"AVL,BHA,MCI,SOU,WHU",6.5,6.4,6.8,5.1,7.9,4.3,6.2,4.3,5.4,6.3,4.2,6.9,3.2,5.7,3.7,82.9,1.842222222
"AVL,CRY,LEI,MCI,SHU",6.8,5.1,4.7,7.8,3.5,5.2,6.1,8,6.4,3.5,3.7,7.3,4.6,6.1,4.1,82.9,1.842222222
"AVL,LIV,MUN,WBA,WOL",6.2,4.8,6.2,5.6,5.6,4.1,4.8,8.9,4.8,6.3,5.4,4.6,6.7,4.1,4.8,82.9,1.842222222
"BHA,CHE,EVE,LIV,MCI",6.7,6.3,5.7,4.1,6.2,4.5,6.1,6.9,5.2,5.1,4.6,7.1,5.1,5.2,4.1,82.9,1.842222222
"BHA,FUL,LIV,NEW,TOT",6.2,5.4,5.8,6.2,5.7,3.2,4.4,6.3,6.8,6.9,7.4,3.7,4.9,3.7,6.3,82.9,1.842222222
"BHA,LIV,MCI,NEW,TOT",6.2,6.4,7.2,5.6,6.2,4.5,5.2,6.3,8.2,5.1,5.3,3.7,4.2,3.7,5.1,82.9,1.842222222
"BUR,CHE,LIV,SOU,WBA",4.5,9,6.2,3.5,5.7,5.2,5.7,4.6,5.6,6.3,4.2,4.7,8.3,5.3,4.1,82.9,1.842222222
"BUR,EVE,LEI,LIV,WBA",5.7,5.3,6.9,5.2,4.7,6.3,5.3,8,5.3,3.8,4.7,4.6,6.6,5.8,4.7,82.9,1.842222222
"CHE,CRY,MCI,MUN,WHU",5.8,7.8,5,5.6,5.7,7.2,7.1,3.7,4.6,4.7,3.5,7.3,3.6,6.6,4.7,82.9,1.842222222
"CHE,FUL,LEI,MCI,NEW",6.1,5.3,5.7,4.6,5.8,6.8,4.6,7.3,7.2,4.1,3.9,4.6,4.1,5.5,7.3,82.9,1.842222222
"CHE,FUL,LEI,MCI,WBA",6.2,6.3,5.7,5.1,5.3,5.3,4.3,7.3,7.2,4.1,3.1,5.6,4.1,6,7.3,82.9,1.842222222
"CHE,LEE,MCI,WBA,WHU",6.4,6.7,6,5.6,7.4,6.1,5.6,3.6,6.8,4.8,3.1,6.3,3.1,6.8,4.6,82.9,1.842222222
"CRY,FUL,MCI,SHU,SOU",6.9,6.8,4.7,6.2,4.2,4.3,4.7,5.8,6.9,4.5,4.1,7.4,5.3,6.6,4.5,82.9,1.842222222
"CRY,LEI,LIV,MCI,WHU",4.1,8.8,7.7,6.1,5,5,6.4,5.4,7.3,3.7,4,4.6,3.6,7.6,3.6,82.9,1.842222222
"FUL,LIV,MCI,MUN,WHU",5.9,6.2,6.2,6.6,6.1,4.6,5.6,6.3,4.8,5.1,6.7,7.3,3.3,4.6,3.6,82.9,1.842222222
"LEE,LEI,LIV,WBA,WHU",4.1,5.1,7.8,7.3,5.6,5.1,6.1,5.3,7.9,3.8,5.7,4.6,4.1,6.3,4.1,82.9,1.842222222
"LEI,LIV,SOU,WBA,WHU",4,7.3,8.4,5.2,5.6,5.2,5.2,5.4,8.4,3.8,4.7,4,5.7,6.3,3.7,82.9,1.842222222
"ARS,AVL,CHE,LEI,MUN",4.5,4.1,4.6,4.7,5.6,8,6.6,5,4.1,6.8,4.6,5.5,5.6,5.2,8,82.9,1.842222222
"ARS,AVL,LEE,NEW,SOU",5.8,3.8,5.7,4.3,10.3,5.2,6.4,4.1,6.4,6.8,5.4,4.3,5.3,4.9,4.2,82.9,1.842222222
"ARS,FUL,LEI,LIV,WHU",4,6.3,7.5,5.7,5.6,5.3,5.6,5.4,5.9,4.1,8.2,4.5,4.3,5.7,4.8,82.9,1.842222222
"AVL,BHA,CRY,LEE,LEI",7.4,4.1,5.2,9,4.1,3.8,7.3,4.6,5.8,4.5,4.7,6.8,4.5,6.4,4.7,82.9,1.842222222
"AVL,BUR,CHE,SHU,SOU",6.2,6.3,4.1,3.6,4.7,6.4,6.7,4.6,4.2,7.3,4.7,6.7,7.4,5.8,4.2,82.9,1.842222222
"AVL,BUR,LEI,NEW,WHU",5.8,4.8,7.1,6.4,6.3,8,6.3,5.9,4.4,3.8,5.2,4.3,4.7,5.5,4.4,82.9,1.842222222
"AVL,BUR,SHU,SOU,WOL",6.2,6.3,5.2,3.6,4,4.7,5.2,6.8,4.9,7.8,5.3,5.7,7.4,5.6,4.2,82.9,1.842222222
"AVL,CHE,LEI,SHU,WBA",6.1,5.1,4.1,6.3,4.1,7,5.6,7.4,5.8,3.6,3.8,5.6,7.3,4.8,6.3,82.9,1.842222222
"AVL,CHE,NEW,SHU,WHU",6.3,4.8,4.1,6.3,6.9,9.1,6.8,5.3,5.3,4.3,4.8,5.3,5,4.3,4.3,82.9,1.842222222
"AVL,CRY,LIV,MCI,WOL",5.6,8.9,6.3,4.4,5.5,4,5.1,8.5,6.4,5,3.7,5.6,5.7,5.1,3.1,82.9,1.842222222
"AVL,CRY,LIV,SOU,TOT",4.6,7.5,4.8,6.8,6.2,4.2,5.8,4.2,6.8,6.2,4.8,4.1,7.9,5.8,3.2,82.9,1.842222222
"AVL,EVE,LEI,WBA,WHU",5.9,4.3,6.1,7,6.9,6.5,5.3,7.1,5,3.8,4.3,5.3,4.8,6.1,4.5,82.9,1.842222222
"AVL,EVE,LIV,SHU,SOU",5.7,4.3,4.3,4.2,6.7,4.7,6.4,8.7,5.5,4.6,5.9,5.7,8.4,4.6,3.2,82.9,1.842222222
"AVL,LEE,LEI,SHU,WBA",7.4,4.1,4.6,9,4.1,5.3,5.8,7.4,7,3.6,4.3,5.8,5.1,4.8,4.6,82.9,1.842222222
"AVL,LIV,MCI,TOT,WOL",5,7.9,5.8,4.4,6.6,4.1,4,8.5,6.9,6.6,5.2,4,5.7,5.1,3.1,82.9,1.842222222
"AVL,LIV,NEW,SOU,WBA",5.7,5.5,6.8,4.7,7.9,4.7,5.4,7.5,7.9,4.8,4.4,3.7,6.9,3.8,3.2,82.9,1.842222222
"BHA,CHE,CRY,EVE,MCI",7.9,6.3,4.7,4.1,5.3,4.6,6.1,4.6,5.2,4.7,3.5,8.8,5.2,6.7,5.2,82.9,1.842222222
"BHA,CHE,EVE,LEE,WBA",8.5,3.7,4.6,4.7,5.9,4.7,5.8,4.5,5.2,5.3,4.8,6.8,6.2,5.4,6.8,82.9,1.842222222
"BHA,CHE,LEE,WBA,WOL",6.7,5.2,6.1,4,5.2,4,4.6,4.5,6.2,6.8,4.8,5.6,6.2,5.2,7.8,82.9,1.842222222
"BHA,CHE,LIV,MUN,SHU",6.1,4.5,4.4,5,4,5.7,8.1,5.5,4.5,6.1,6.7,6.6,6.1,4,5.6,82.9,1.842222222
"BHA,CRY,EVE,LIV,WHU",5.3,6.5,6.3,5.7,5.1,3.6,8.3,4.3,5.4,4.4,6.4,6.3,5.3,5.8,4.2,82.9,1.842222222
"BHA,CRY,MUN,SOU,WBA",7,5.2,6.1,6.3,4.6,4.2,6.4,4.7,5.1,5.9,4.3,6.4,6.2,4.2,6.3,82.9,1.842222222
"BHA,FUL,LIV,TOT,WHU",4.7,6.9,5.8,7.8,5.7,3.2,5.2,4.3,5.9,6.9,8.4,4.7,3.9,4.7,4.8,82.9,1.842222222
"BHA,LIV,MUN,TOT,WHU",4.7,5.7,6.1,7.2,5.5,4.6,7.2,4.3,4.7,6.3,8.4,4.7,4.2,4,5.3,82.9,1.842222222
"BUR,CHE,CRY,LEI,MCI",5.6,8.7,5.7,4.5,4.1,6.7,5.9,4.6,5.1,4,3.5,6.6,4.5,8.3,5.1,82.9,1.842222222
"BUR,LIV,MUN,NEW,WOL",6.1,5.8,7.2,4.5,5,5.6,5.6,7.2,4.2,6.3,6.8,3.6,5.7,3.6,5.7,82.9,1.842222222
"CHE,CRY,LIV,NEW,TOT",5,8.5,4.6,4.6,6.2,5.1,5.7,4.1,7.1,4.7,4.7,3.7,7.9,4.8,6.2,82.9,1.842222222
"CHE,EVE,LEI,LIV,WOL",4.4,6.8,5.7,3.1,5.4,5.6,4.6,7.8,5.8,4.1,5.6,3.9,8.2,6.1,5.8,82.9,1.842222222
"CHE,FUL,LEE,NEW,WHU",6.3,4.3,4.6,6.4,7.5,6.4,5.3,3.6,5.8,5.3,7,5.3,3.8,5.5,5.8,82.9,1.842222222
"CHE,FUL,LEI,MCI,TOT",5,6.8,4.2,5.1,5.8,5.7,4.2,5.7,7.2,5.6,3.9,5,4.1,7.3,7.3,82.9,1.842222222
"CHE,FUL,LIV,SHU,WOL",4.9,7.8,4.1,3.4,4.6,3.6,4.1,7.8,6.3,6.1,7.2,4.9,7.9,5.1,5.1,82.9,1.842222222
"CHE,FUL,MCI,MUN,WOL",6.7,6.2,4.6,3.4,5.6,4.6,3.6,6.6,4.6,7.8,5.1,7.6,4.1,5.6,6.8,82.9,1.842222222
"CHE,LEE,LEI,WBA,WHU",4.6,5.1,6.2,6.3,5.8,7.3,5.6,3.6,6.8,3.8,4.1,5.3,4.1,7.5,6.8,82.9,1.842222222
"CRY,FUL,LEE,LEI,MCI",6.9,4.6,5.2,7.9,4.7,4.2,4.6,5.7,7.4,4,4,6.8,3.6,8.3,5,82.9,1.842222222
"CRY,FUL,LIV,NEW,SHU",6.8,5.3,4.7,7.3,4.2,3.7,5.8,7.4,6.9,4.2,6.3,5.3,6.4,4.1,4.5,82.9,1.842222222
"EVE,FUL,LEI,MUN,WOL",6.2,3.6,4.8,4.8,4.9,5.3,3.6,8.3,4.3,5.3,7.3,6.3,5.1,5.6,7.5,82.9,1.842222222
"EVE,LEI,LIV,MCI,WOL",4.4,6.2,7.3,4.1,5.4,4.9,4.4,10.2,6.9,4.1,5.1,3.9,5.5,6.4,4.1,82.9,1.842222222
"EVE,LEI,MCI,WHU,WOL",4.6,6.2,7.4,4.1,6,6.6,4.4,7.5,6,3.8,5.1,4.6,3.6,8.2,4.8,82.9,1.842222222
"EVE,LIV,MUN,WBA,WOL",6.2,4.3,6.2,4.1,5.6,4.6,4.3,8.9,4.8,4.8,6.4,4.6,8.2,4.1,5.8,82.9,1.842222222
"FUL,LEE,LEI,SHU,WOL",6.1,4.4,4.6,6.8,3.9,4.1,3.6,7.3,7,4.4,8.8,5.1,4.6,6.1,6.1,82.9,1.842222222
"FUL,LEE,LIV,MUN,WHU",5.9,3.6,5.1,8.4,6.1,4.1,6.8,4.6,4.8,5.6,9.6,5.8,3.8,4.6,4.1,82.9,1.842222222
"FUL,LEE,LIV,NEW,TOT",6.2,4.3,4.7,7.4,6.8,4.1,4.4,5.7,7.9,5.6,7.9,3.7,4.8,4.3,5.1,82.9,1.842222222
"LEE,LEI,LIV,SOU,WHU",4,5.6,7.1,5.2,6.6,5,6.5,3.7,7.9,4.1,6.6,4,4.1,8.8,3.7,82.9,1.842222222
"LEE,LEI,MCI,NEW,WOL",6.1,4.1,7.7,4.6,6,5.4,4.4,7.3,8.9,4.1,4.6,3.6,3.9,6.1,6.1,82.9,1.842222222
"ARS,AVL,CRY,EVE,WOL",5.7,5,4.9,3.7,6.8,4.2,5.3,6.3,4.9,5.9,5.4,6.2,7.5,6.2,4.9,82.9,1.842222222
"ARS,AVL,CRY,SOU,WBA",5.3,6.5,5.8,5.3,7,4.8,5.9,4.2,5.8,5.9,3.9,5.3,7.5,5.4,4.3,82.9,1.842222222
"ARS,AVL,FUL,SOU,WOL",4.6,6,5.4,3.1,7.4,3.8,3.7,5.8,5.4,9.5,6.9,4.6,6,5.8,4.9,82.9,1.842222222
"ARS,AVL,LEE,LIV,WOL",4.5,4.8,6.2,4,7.1,4.1,6.1,6.2,5.9,7.1,7.9,4.5,5.8,5.1,3.6,82.9,1.842222222
"ARS,BHA,CHE,FUL,SOU",4.6,6.4,5.2,3.1,5.9,3.8,5.2,4.1,5.6,9.6,5.7,5.6,5.4,5.8,6.9,82.9,1.842222222
"ARS,CHE,EVE,FUL,LEI",4.5,4.8,4.3,3.7,5.8,7,4.8,5.7,5.2,5.3,5.6,5.5,5.8,6.9,8,82.9,1.842222222
"ARS,CHE,EVE,LEE,LEI",4.5,3.6,4.6,3.7,6.8,7.8,6.1,4,5.2,4.6,5.6,5.5,5.6,8,7.3,82.9,1.842222222
"AVL,BHA,FUL,LIV,WHU",5.9,5.4,5.9,7.8,5.7,3.2,6.3,5.9,5.4,6.3,6.9,6.8,3.9,4.2,3.3,82.9,1.842222222
"AVL,BHA,LEE,LEI,SHU",7.9,4.1,4.6,8.4,3.5,4.2,7.3,6.2,5.9,4.4,5.8,6.8,4.5,4.7,4.6,82.9,1.842222222
"AVL,BHA,LIV,MCI,TOT",6.8,6.4,5.8,6,6.2,3.7,5.7,6.9,6.3,6.6,4.8,6.2,4.2,4.2,3.1,82.9,1.842222222
"AVL,BHA,MCI,WHU,WOL",6.9,6.8,7.4,5,6.1,3.7,5.1,6.4,5.4,6.3,4.8,6.8,3.2,5.2,3.8,82.9,1.842222222
"AVL,BHA,TOT,WHU,WOL",5.2,6.4,5.9,6.8,5.7,3.7,4.7,4.3,5.4,8,7,4.7,4.4,5.2,5.5,82.9,1.842222222
"AVL,BUR,CHE,WBA,WHU",6.4,7.5,5.3,5.7,5.9,6.5,6.3,4.2,4.2,6,3.8,6.3,4.9,5.5,4.4,82.9,1.842222222
"AVL,BUR,NEW,SHU,SOU",7.4,4.8,5.2,4.8,5.8,6.4,6.4,6.3,4.9,5.8,5.3,5.4,5.9,4.3,4.2,82.9,1.842222222
"AVL,CHE,EVE,WBA,WOL",6.7,5,4.3,3.1,6.3,4.8,4.3,7.9,4.8,6,3.8,5.6,9,5.3,6,82.9,1.842222222
"AVL,CRY,MCI,WHU,WOL",5.8,8.5,6.3,6.2,6.1,4.2,5.1,5.9,5.9,4.7,3.7,6.3,3.8,6.6,3.8,82.9,1.842222222
"AVL,EVE,LEE,NEW,WOL",8.4,3.3,4.8,4.3,8.4,4.6,4.8,7.8,5.5,5.3,6,4.8,5.3,4.8,4.8,82.9,1.842222222
"AVL,EVE,WBA,WHU,WOL",6.4,5,6,5.3,7.4,4.8,4.3,7.6,5,4.5,5,5.3,6.5,5.3,4.5,82.9,1.842222222
"AVL,FUL,LEE,SOU,WOL",6.3,4.3,4.8,5.3,6.8,3.8,3.7,5.7,6,8.8,7.4,5.2,4.8,5.8,4.2,82.9,1.842222222
"AVL,FUL,LIV,NEW,SHU",7.3,4.8,4.3,7.3,5.1,3.8,5.5,9.6,6,4.6,6.4,5.3,5.5,3.8,3.6,82.9,1.842222222
"AVL,FUL,SHU,SOU,WHU",5.9,5.3,4.3,8,6.4,4.4,5.4,5.4,5.5,5.8,6.4,6.4,4.5,5.3,3.9,82.9,1.842222222
"AVL,LEE,NEW,SHU,WOL",7.8,3.8,4.6,6.3,5.6,4.6,5.3,7.8,6.5,5.1,6.5,4.8,5.3,4.3,4.6,82.9,1.842222222
"AVL,LEI,SHU,WBA,WHU",5.8,5.1,5.9,9,4.1,7,5.8,7.1,6,3.6,4.3,5.3,4.8,4.8,4.3,82.9,1.842222222
"AVL,LIV,NEW,TOT,WOL",5,6,5.8,4.6,6.6,4.1,4.2,7.9,6.9,6.3,6.4,3.6,6.9,3.8,4.8,82.9,1.842222222
"AVL,LIV,SHU,WHU,WOL",4.6,6.9,5.7,6.1,4.9,4.1,6.1,8.1,6,4.6,7.4,4.6,5.9,4.6,3.3,82.9,1.842222222
"BHA,CHE,CRY,LEE,WOL",6.1,6.8,5,4,4.6,3.6,6.1,4,6.1,6.7,5.2,6.1,5.7,6.2,6.7,82.9,1.842222222
"BHA,CHE,CRY,NEW,WBA",7.3,5.9,6.8,5.2,4.8,4.3,5.8,4.6,6.1,4.4,3.7,5.3,6.4,3.9,8.4,82.9,1.842222222
"BHA,CHE,EVE,LEI,SHU",6.1,4.6,4.1,4.7,3.5,7.4,6.1,6.2,5.2,3.6,5.6,6.6,6.7,5.7,6.8,82.9,1.842222222
"BHA,CHE,LEI,MCI,MUN",6.7,4.5,6,5,4.5,6.7,5.9,5.5,4.5,5.6,3.9,7.1,4,5.2,7.8,82.9,1.842222222
"BHA,CHE,LIV,SHU,WBA",6.1,6.2,5.5,5,4.2,4.2,6.6,6.3,6.2,4.6,4.8,5.6,7.8,4.2,5.6,82.9,1.842222222
"BHA,CHE,MCI,MUN,WOL",7.2,6.1,6,3.4,5,4.5,4.9,5.5,4.5,7.8,4.6,7.1,4,5,7.3,82.9,1.842222222
"BHA,CHE,MUN,SHU,SOU",6.2,4.5,4.4,4.1,4,6.3,7.2,4.6,4.5,7.3,5.7,6.7,6.7,4.5,6.2,82.9,1.842222222
"BHA,CRY,EVE,LIV,WOL",5.6,6.9,6.3,4.1,4.6,3.5,5.6,6.8,5.8,4.7,6.4,5.6,7.3,5,4.7,82.9,1.842222222
"BHA,CRY,LEE,LEI,MCI",7.4,4.5,6.6,6.7,4.1,4.1,6.6,4.6,7.3,4,4,6.8,3.5,7.7,5,82.9,1.842222222
"BHA,LEE,MCI,NEW,SOU",8,4.2,7.1,4.7,7.3,4.6,5.7,4.6,8.3,5.6,4.7,4.9,3.5,5.2,4.5,82.9,1.842222222
"BHA,LEE,MUN,NEW,SOU",8,3.1,6,5.3,6.2,4.6,6.9,4.6,5.7,6.8,6.4,4.9,4.5,3.7,6.2,82.9,1.842222222
"BHA,LEI,LIV,WBA,WOL",4.4,6.2,9.5,5,4.5,3.5,4.1,8,7.3,4.1,5.3,3.9,6.1,4.2,6.8,82.9,1.842222222
"BHA,MCI,MUN,NEW,SOU",8,4.2,7.1,4.7,6.1,5.1,5.7,5.6,6.1,6.3,4.7,5.9,4,3.7,5.7,82.9,1.842222222
"BHA,MCI,NEW,SHU,WOL",7.8,5.2,7.2,4.6,4,4.5,4.6,8.4,6.9,4.6,5.3,5.3,4.2,4.2,6.1,82.9,1.842222222
"BUR,CHE,EVE,FUL,LEI",6.2,4.8,4.3,4.2,4.7,7,4.8,6.2,4.2,5.3,5,7.1,5.2,7.5,6.4,82.9,1.842222222
"BUR,CHE,LEI,MCI,SOU",4.5,8.2,6.2,3.5,5.2,7.2,5.5,4.6,6.1,5.6,3.9,5,4.5,8.3,4.6,82.9,1.842222222
"BUR,CHE,LIV,SHU,SOU",4.5,8.3,5,3.5,4.5,6.2,7,4.6,5.2,6.1,5.1,5,8.3,5.6,4,82.9,1.842222222
"BUR,FUL,LIV,NEW,SHU",7.3,5.3,5.3,5.7,4.2,5.3,5.8,7.9,5.4,4.6,6.8,5.3,5.4,4.1,4.5,82.9,1.842222222
"BUR,LEE,LEI,NEW,SOU",5.7,4.1,6.7,4.8,5.7,6.7,5.7,4.6,7.4,4.6,5.6,3.7,5,7.5,5.1,82.9,1.842222222
"BUR,LEI,MUN,NEW,SOU",5.7,4.1,6.7,4.8,4.5,8.4,5.7,5.6,5.2,5.3,5.6,3.7,5.5,5.3,6.8,82.9,1.842222222
"CHE,CRY,LEE,NEW,WBA",7.3,4.8,5,5.8,5.9,5.2,5.8,4,7.2,4.4,3.7,5.3,6.3,5,7.2,82.9,1.842222222
"CHE,CRY,LEI,LIV,WBA",4.4,8.3,6.1,5.1,4.7,4.7,5.6,5.7,7.1,3.7,3.7,4.6,7.7,5.3,6.2,82.9,1.842222222
"CHE,EVE,FUL,SOU,WOL",5,6,4.3,2.5,6.3,4.2,3.7,5.7,5.3,8,5.7,5,8.5,6.8,5.9,82.9,1.842222222
"CHE,EVE,LEE,MUN,SOU",6.8,2.6,4.6,3.2,7.3,6.7,6.2,4,4.1,6.8,5.7,6.2,6.6,6.9,5.2,82.9,1.842222222
"CHE,EVE,LEI,SHU,WOL",4.9,4.6,4.1,3.1,3.9,7.8,4.6,7.8,5.8,3.6,5.6,4.9,8.8,6.6,6.8,82.9,1.842222222
"CHE,MUN,SOU,WHU,WOL",4.7,7.4,5.5,2.5,6.1,6.7,5,3.7,4.6,7.5,6.2,4.7,6.3,6.1,5.9,82.9,1.842222222
"CHE,NEW,SHU,SOU,WOL",5,6.3,5,2.5,5.1,6.8,4.7,5.7,6.8,5.8,5.2,3.7,9,5.1,6.2,82.9,1.842222222
"CRY,EVE,LEI,MUN,WHU",5.3,3.6,5.2,7,4.5,7.9,6.8,4.7,4.3,3.7,5.7,6.3,4.6,7.9,5.4,82.9,1.842222222
"CRY,EVE,LIV,SOU,WBA",5.2,6.5,5.8,4.2,5.7,4.6,5.4,5.9,6.8,4.4,4.3,4.7,9.4,5.9,4.1,82.9,1.842222222
"CRY,LEI,NEW,WHU,WOL",4.6,6.9,8,5.3,4.5,6.2,4.6,5.4,6.9,3.7,5.2,3.6,4.8,6.8,6.4,82.9,1.842222222
"EVE,FUL,NEW,SOU,WOL",6.2,4.5,5.4,3.2,7.5,4.2,3.7,7.4,6,6.5,6.4,3.7,7,5.3,5.9,82.9,1.842222222
"EVE,FUL,NEW,WHU,WOL",6.3,4.5,6,4.3,7.4,5.3,3.8,7,5.5,4.5,8.2,4.3,4.5,5.3,6,82.9,1.842222222
"EVE,FUL,SOU,WBA,WHU",6,5.5,5.4,5.4,7.6,4.9,4.4,5.4,5.5,4.5,5.4,5.4,6,6.6,4.9,82.9,1.842222222
