COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,SUM,AVERAGE PER TEAM
"EVE,LIV,MCI,MUN,SOU",6.3,4.8,5.7,4.2,7,5.5,5.7,7.4,5.2,5.1,5.2,6.4,5.5,5.4,3.5,82.9,1.842222222
"FUL,LEI,MCI,SOU,WBA",5.8,6.3,6.8,5.2,5.3,4.9,4.3,7.4,8.9,4.1,3.6,4.7,4.1,6.3,5.2,82.9,1.842222222
"FUL,LIV,NEW,WBA,WHU",5.8,6,7.5,6.8,6.3,4.3,4.5,7,6.9,4.5,5.9,4.3,4.5,3.8,4.8,82.9,1.842222222
"LEE,LEI,MUN,NEW,WOL",6.1,3.1,6.6,5.3,4.9,6.6,4.6,6.6,6.3,4.6,6.8,3.6,4.9,4.6,8.3,82.9,1.842222222
"LEE,MUN,NEW,SOU,WBA",7.5,3.1,6,5.9,6.8,5.7,5.4,5,7.3,5.3,4.9,4.4,5.1,3.8,6.7,82.9,1.842222222
"LIV,MUN,SHU,SOU,TOT",4.6,5.6,4.5,5.7,4.9,5.6,6.1,5.1,6.2,6.1,7.8,4.1,8.2,4.4,4,82.9,1.842222222
"ARS,AVL,BHA,LIV,WHU",4.2,5.9,7.5,5.6,7.3,3.7,8.8,4.3,5.3,6.3,6.9,5.2,4.4,4.2,3.3,82.9,1.842222222
"ARS,AVL,CHE,EVE,LEI",4.5,4.3,4.3,3.7,7.4,7.5,6.1,5.7,4.8,5.3,4.6,5.5,6.3,6.4,6.5,82.9,1.842222222
"ARS,AVL,CRY,LEI,WBA",5.2,5.8,7.1,6.9,4.7,4.9,5.8,5.8,5.8,3.7,3.9,5.2,6.3,5.4,6.4,82.9,1.842222222
"ARS,LEI,MUN,SOU,WOL",4.1,5.1,7.2,3.1,4.9,6.2,4.5,5.1,5.2,6.8,6.7,4,6.1,6,7.9,82.9,1.842222222
"AVL,BHA,CHE,LEI,MUN",6.7,4.1,4.6,5.7,4.5,5.9,6.6,5.5,4.1,6.8,4.6,7.1,5,4.2,7.5,82.9,1.842222222
"AVL,BHA,EVE,NEW,SOU",8,4,5.4,4.4,8.7,4.3,5.9,6.3,4.9,6,5.4,5.9,5.4,3.9,4.4,82.9,1.842222222
"AVL,BUR,CHE,FUL,WOL",6.7,7,4.3,3.5,5.2,3.8,4.1,6.2,4.2,9.5,4.7,7.1,5.4,5.8,5.4,82.9,1.842222222
"AVL,CHE,EVE,LEI,TOT",5,4.3,4.2,4.8,6.3,6.9,5.2,5.7,4.8,5.3,4.6,5,7.3,7,6.5,82.9,1.842222222
"AVL,CRY,FUL,LEI,TOT",5.7,5.3,4.4,10.2,4.7,3.9,4.2,5.8,5.9,5.2,4.7,5.7,5.3,6.5,5.4,82.9,1.842222222
"AVL,CRY,LEI,NEW,WHU",5.3,4.8,6.5,8.1,6.3,6.4,6.3,5.4,5.9,3.7,4.7,4.3,4.8,6,4.4,82.9,1.842222222
"AVL,EVE,LEI,SHU,SOU",5.7,4.3,4.3,4.9,5.7,6.4,5.7,8,5.5,3.6,5.2,5.7,7.3,6.4,4.2,82.9,1.842222222
"AVL,NEW,SOU,WBA,WHU",5.9,5.5,7,5.9,9.2,5.4,5.4,5.4,7,4.5,4.4,4.4,5,4,3.9,82.9,1.842222222
"BHA,MUN,SHU,SOU,WHU",5.9,4.5,5.5,6.3,4,6.3,8.4,4.3,4.7,5.8,7.4,6.4,4.2,4.5,4.7,82.9,1.842222222
"BUR,CHE,CRY,LEI,NEW",5.6,6.8,5.7,4.7,4.1,7.9,6.1,4.6,5.1,3.7,4.5,4.6,5.7,6.5,7.3,82.9,1.842222222
"BUR,CHE,LEE,LEI,WBA",6.2,5.1,5.6,5.2,4.7,6.8,5.6,4.5,5.7,4.6,4.1,5.6,5,7,7.2,82.9,1.842222222
"BUR,LEI,LIV,MUN,TOT",4.5,5.6,5.7,6.2,4.5,6.7,6,5.6,4.6,5.6,6.6,4,5.5,5.6,6.2,82.9,1.842222222
"CHE,CRY,EVE,MUN,NEW",7.3,3.3,4.6,4.3,5.7,7.9,6.3,5,4.1,4.4,4.7,6.3,6.8,4.8,7.4,82.9,1.842222222
"CHE,CRY,LEI,LIV,TOT",4.4,8.8,4.6,5.1,5,5.1,5.5,4.1,7.1,4,4.5,4,7.7,6.8,6.2,82.9,1.842222222
"CHE,CRY,LEI,NEW,SHU",5.6,5.1,4.5,5.3,3.5,8.5,6.1,5.7,6.7,3.5,4.5,4.6,6.8,5.3,7.2,82.9,1.842222222
"CHE,CRY,MCI,NEW,WOL",6.1,9,6.1,3.4,5.7,5,4.6,5.7,6.7,4.7,3.5,4.6,5.8,5.8,6.2,82.9,1.842222222
"CHE,EVE,FUL,MUN,SOU",6.3,3.8,4.3,3.2,6.3,5.9,4.9,5,4.1,7.5,5.7,7.4,6.8,5.8,5.9,82.9,1.842222222
"CRY,FUL,NEW,WBA,WHU",7,6,6.5,8.6,5.4,4.4,4.5,5.4,6.4,4.4,4.4,5,4.5,4.5,5.9,82.9,1.842222222
"CRY,LEI,MCI,MUN,TOT",5.7,5.6,5.1,7.3,4.5,6.1,5,5.1,6.6,4,4,5.7,4.4,7.1,6.7,82.9,1.842222222
"LEE,LEI,MUN,NEW,SOU",5.7,3.1,6,5.4,6.1,7.2,5.7,5,7.3,4.6,5.7,3.7,4.9,5.8,6.7,82.9,1.842222222
"LEI,MCI,MUN,SOU,TOT",4.6,5.6,5.6,5.2,5.6,6.6,5,5.1,7.7,5.6,4.5,4.1,4.4,7.1,6.2,82.9,1.842222222
"ARS,AVL,MCI,SOU,WOL",4.6,7,6.8,3.1,8.3,4.7,4.5,6.3,5.9,7.8,4.2,4.6,5.3,6.2,3.7,83,1.844444444
"AVL,BHA,CRY,LEE,WOL",7.9,4.2,5.2,7.3,4.6,3.6,6.3,4.6,5.8,6.7,5.4,6.8,4.7,5.2,4.7,83,1.844444444
"BHA,CHE,EVE,LEE,WHU",6.9,3.7,4.6,4.7,6.9,5.7,7.3,3.6,5.2,5.3,6.3,6.8,3.7,7,5.3,83,1.844444444
"BHA,CHE,LEE,NEW,WHU",6.3,4.2,6.2,5.2,6.9,6.3,7.3,3.6,5.7,5.3,5.8,5.3,3.7,4.9,6.3,83,1.844444444
"CHE,LIV,MCI,NEW,WHU",4.6,8.5,7.1,4.4,7.7,7.2,6.1,5.3,6.7,4.8,4.1,4.3,3.8,4.8,3.6,83,1.844444444
"LIV,MCI,MUN,NEW,WHU",5.8,5.7,7.6,5.6,7,7.1,6.6,6.3,5.7,4.8,5.7,4.3,3.6,3.6,3.6,83,1.844444444
"ARS,AVL,FUL,MCI,SOU",5.9,6,5.4,4.1,8.5,4.4,4.7,5.8,5.4,7.8,4.2,6.9,4.3,5.9,3.7,83,1.844444444
"ARS,AVL,LEI,LIV,TOT",4,5.8,5.8,5.7,6.1,5.2,5.7,5.8,6.3,5.6,6.2,4,6.3,5.2,5.3,83,1.844444444
"ARS,BHA,CRY,LEI,SOU",4.1,6.2,7.9,4.7,4.1,4.2,7.2,4.2,6.2,5.2,5.1,4.6,5.7,7.3,6.3,83,1.844444444
"ARS,BHA,LEE,LIV,SOU",4.1,5.2,7.1,4.1,6.7,4,7.7,4.1,6.7,7.1,7.3,4.6,5.2,5.1,4,83,1.844444444
"ARS,FUL,LIV,MCI,NEW",5.7,6,7.3,5,7.2,4.6,4.8,7.4,6.8,5.1,5.7,4.2,4.3,4.3,4.6,83,1.844444444
"AVL,CHE,LEE,MCI,SOU",8.2,5.3,4.6,3.5,8.4,5.2,6,4,6.3,7.1,3.6,6.2,4.1,6.8,3.7,83,1.844444444
"AVL,CRY,LIV,MUN,TOT",5.7,5.3,4.7,8.9,5.5,4.2,6.7,5.1,4.7,6.2,5.8,5.7,6.7,4.1,3.7,83,1.844444444
"AVL,LEI,MUN,TOT,WHU",4.7,4.1,4.7,9.1,5.6,7.4,5.7,4.7,4.3,5.3,6.3,4.7,4.6,5.8,6,83,1.844444444
"AVL,LIV,MUN,NEW,WBA",7.4,3.8,6.2,6.8,6.1,4.8,6,8.4,5.2,4.8,4.5,4.3,5.8,3.6,5.3,83,1.844444444
"BHA,LEI,MCI,NEW,SOU",5.7,5.2,8.9,4.7,5.6,5.1,5.5,6.3,8.8,4.1,4.5,3.7,4,5.2,5.7,83,1.844444444
"BUR,EVE,FUL,LIV,SOU",5.8,6,5.4,4.2,5.7,4.2,4.9,6.3,4.4,6.9,6.3,6.2,6.3,6.3,4.1,83,1.844444444
"BUR,LEE,LIV,SHU,SOU",5.7,5.6,5.5,4.6,4.5,5,7.7,4.6,6.3,5.4,6.7,5.2,6.1,6.1,4,83,1.844444444
"BUR,LEI,SOU,WBA,WHU",4.2,7.3,8,5.3,4.7,6.9,5.2,4.3,6.4,3.8,4.7,4.7,4.7,8,4.8,83,1.844444444
"BUR,LIV,NEW,SOU,WBA",5.7,7,7.8,4.6,5.7,5.2,5.4,6.3,7.3,4.8,4.8,3.7,6.8,3.8,4.1,83,1.844444444
"CHE,CRY,FUL,LEE,WBA",7.4,5.3,4.6,7.4,5.4,4.2,4.8,4,6.2,5.2,3.7,6.8,5.8,6,6.2,83,1.844444444
"CHE,MCI,SOU,WBA,WHU",4.7,8.9,6.6,3.5,7.4,6.2,5.2,3.7,7.2,4.8,3.1,5.4,5.3,6.8,4.2,83,1.844444444
"CHE,SHU,SOU,WBA,WHU",4.7,7.3,5,4.7,5.3,7.9,5.7,3.7,6.3,4.3,4.2,5.4,8,5.8,4.7,83,1.844444444
"CRY,LIV,MCI,NEW,SOU",5.2,7.9,7.2,4.5,6.6,4.6,5.7,5.8,8.7,4.7,4.1,3.7,5.7,5.1,3.5,83,1.844444444
"FUL,LEE,LIV,NEW,WHU",5.8,4.3,6.2,7.4,7.3,4.1,5.8,5.3,6.9,4.8,8.6,4.3,3.8,4.3,4.1,83,1.844444444
"ARS,AVL,CHE,FUL,MCI",6.3,6,4.3,4,7.4,4.8,5.1,5.7,5.2,7.8,3.6,7.8,4.3,5.9,4.8,83,1.844444444
"ARS,AVL,CHE,MUN,SOU",4.6,4.8,4.6,3.1,7.9,6.4,6.7,4.1,4.1,9,4.7,5.6,6.3,5.2,5.9,83,1.844444444
"ARS,AVL,CRY,MCI,SOU",5.3,7,5.8,4.1,7.9,4.8,6.2,4.2,5.8,6.2,3.7,6.3,5.3,6.7,3.7,83,1.844444444
"ARS,AVL,FUL,LIV,WOL",4.5,6,5.9,4,6.1,3.6,4.3,7.9,5.4,7.8,7.9,4.5,6,4.8,4.3,83,1.844444444
"ARS,BHA,LEI,MUN,SOU",4.1,4.5,7.8,4.7,4.5,5.8,6.7,4.7,4.6,6.8,6.2,4.6,5,5.1,7.9,83,1.844444444
"ARS,CHE,EVE,LEI,LIV",4,5.3,5.7,3.7,6.1,7.3,6.1,5.7,5.2,4.1,5.6,4.5,7.2,6.2,6.3,83,1.844444444
"ARS,LEE,LIV,SHU,SOU",4.1,5.1,5.5,4.1,6.1,5,7.7,4.1,7.3,5.4,7.8,4.6,6.7,5.5,4,83,1.844444444
"ARS,LIV,MUN,SOU,WBA",4.1,5.8,7.1,4.1,6.1,5.2,6.2,5.1,5.6,6.3,5.8,4.6,7.2,4.1,5.7,83,1.844444444
"AVL,FUL,LIV,MCI,WOL",6.2,6.9,5.9,4.4,6.1,3.6,3.6,10.1,6,6.6,5.2,6.2,4.3,4.8,3.1,83,1.844444444
"AVL,LEE,LIV,WHU,WOL",4.6,5.9,6.2,6.2,7.1,4.1,6.1,5.8,6,5.6,8.1,4.6,4.3,5.1,3.3,83,1.844444444
"AVL,LEI,MCI,SHU,TOT",6.2,5.1,4.2,7.8,4.6,6.2,5,8,7.4,3.9,4.1,5.7,4.6,6.1,4.1,83,1.844444444
"BHA,BUR,LEI,SHU,SOU",5.7,5.5,6.2,5.2,3.5,5.8,7.2,5.2,5.3,5.7,5.6,5.7,5.1,6.2,5.1,83,1.844444444
"BHA,BUR,LIV,WBA,WHU",5.9,7.9,8.5,6.1,4.8,4.2,7.8,4.8,4.8,4.8,5.4,5.3,4.3,4.2,4.2,83,1.844444444
"BHA,CRY,LEI,MCI,WHU",5.3,7.1,7.9,6.7,4.1,4.6,7.1,4.3,6.3,3.7,4,6.3,3.2,7.7,4.7,83,1.844444444
"BHA,CRY,LEI,NEW,TOT",5.7,5.2,6.9,6.9,4.1,4.7,5.2,4.7,8,3.7,5.2,3.7,5.2,5.4,8.4,83,1.844444444
"BHA,CRY,NEW,TOT,WOL",6.2,6.4,6.3,5.2,4.6,3.6,4.2,4.7,6.8,6.4,5.9,3.7,6.4,4.7,7.9,83,1.844444444
"BHA,EVE,LEI,SOU,WBA",5.8,4.7,7.5,4.8,4.7,4.8,5.2,6.3,6.9,3.8,4.7,4.7,6.7,6,6.4,83,1.844444444
"BHA,LEI,MCI,TOT,WHU",4.7,6.7,7.4,6.7,5.2,5.6,5,4.3,7.3,4.1,5.1,4.7,3.2,7.2,5.8,83,1.844444444
"BHA,MCI,NEW,SOU,WOL",6.2,6.4,8.3,3.5,6.1,4.1,4.5,6.3,7.8,6.8,4.7,3.7,4.2,4.7,5.7,83,1.844444444
"BUR,CHE,FUL,SOU,WHU",4.7,8.5,5.2,3.6,5.9,5.9,5.2,3.7,4.7,8.1,5.1,5.7,4.4,7.5,4.8,83,1.844444444
"BUR,CRY,LEI,MCI,WOL",5.6,8.7,7.3,4.5,4.1,5,4.4,6.3,5.8,4,4,5.6,4.5,8.1,5.1,83,1.844444444
"BUR,FUL,LEI,WBA,WHU",5.9,6.3,7.1,7.4,4.7,6,4.3,5.9,4.9,3.8,4.7,5.3,4.3,6.5,5.9,83,1.844444444
"BUR,FUL,LIV,NEW,TOT",6.2,6.5,5.4,5.7,5.7,4.7,4.4,6.3,5.8,6.9,6.8,3.7,5.4,4.3,5.2,83,1.844444444
"BUR,LEI,LIV,MCI,TOT",4.5,8.2,6.8,5.5,5,6,5,6.3,7.2,4.4,4.5,4,4.5,7.1,4,83,1.844444444
"CHE,EVE,LEE,NEW,WHU",6.3,3.3,4.6,4.3,9.1,8.4,6.3,3.6,5.3,4.5,5.8,5.3,4.3,6.6,5.3,83,1.844444444
"CHE,EVE,LEI,MCI,WOL",4.9,6.2,5.7,3.1,5.6,6.6,4.4,7.8,5.8,4.1,3.9,4.9,6.1,7.6,6.3,83,1.844444444
"CHE,FUL,LEE,WHU,WOL",5.1,6.4,4.6,5.2,6.3,4.1,4.1,3.6,5.8,6.8,9,5.6,3.8,6.8,5.8,83,1.844444444
"CHE,MCI,MUN,SOU,WBA",6.3,6.3,5.5,3.5,6.3,6.2,5.2,5,6,6.3,3.1,5.7,6.1,5.3,6.2,83,1.844444444
"CRY,FUL,MUN,NEW,WHU",7,4.3,5.2,8.6,5.2,5.9,6,4.7,4.8,4.4,6.4,6,4.3,4.3,5.9,83,1.844444444
"CRY,LEI,LIV,NEW,WHU",4.1,6.9,7.9,6.3,5,6.2,6.6,5.4,7.3,3.7,5.2,3.6,4.8,5.8,4.2,83,1.844444444
"CRY,LIV,MCI,MUN,WHU",5.3,7.8,6.6,6.6,5.5,5,7.6,4.7,5.2,4.7,5.1,6.3,3.6,5.4,3.6,83,1.844444444
"EVE,FUL,LEI,TOT,WHU",4.7,4.8,4.4,7.6,5.8,6.4,4.2,5.4,5.5,3.8,7.3,4.7,4.3,8.1,6,83,1.844444444
"EVE,LEE,LIV,MUN,NEW",7.9,2.6,5.1,5.3,7.1,6.1,6.8,6.6,5.2,4.8,7.4,4.8,5.1,3.6,4.6,83,1.844444444
"EVE,LEI,LIV,NEW,WOL",4.4,4.3,7.4,4.1,5.4,5.6,4.6,9.5,6.9,3.8,6.3,3.6,6.7,4.6,5.8,83,1.844444444
"EVE,LEI,LIV,WBA,WHU",4.1,5.3,7.5,5.8,5.6,6.3,5.3,7.1,6.4,3.8,5.3,4.6,5.7,5.9,4.3,83,1.844444444
"LEE,LIV,MCI,NEW,WOL",6.1,5.7,7.6,4.4,7,4.4,4.6,7.8,8.4,5.1,5.7,3.6,4.1,4.6,3.9,83,1.844444444
"MCI,MUN,NEW,WHU,WOL",6.3,5.7,7.7,4.6,6.5,7.1,4.6,6.3,5.3,4.8,5.8,4.3,3.6,4.6,5.8,83,1.844444444
"MUN,SHU,SOU,WBA,WHU",5.9,5.1,5.5,6.9,4.6,7.4,6.4,4.7,5.3,4.3,5.9,5.4,6.3,4.6,4.7,83,1.844444444
"ARS,AVL,BUR,CHE,LIV",4.5,7.5,5.3,4,6.2,5.8,7.6,4.6,4.2,7.8,4.7,5.5,6.4,5.2,3.7,83,1.844444444
"ARS,AVL,BUR,CRY,LEI",5.2,5.8,5.9,5.8,4.1,5.9,7.8,4.7,4.3,5.2,4.7,6.2,5.7,6.9,4.8,83,1.844444444
"ARS,CHE,LEI,MCI,SHU",4.5,6.1,5.5,4,4.6,8.8,5.9,5.7,6.2,3.9,3.9,5.5,5.1,6.7,6.6,83,1.844444444
"AVL,BHA,CHE,EVE,WOL",7.2,4.4,4.3,3.1,5.7,3.7,5.1,6.7,4.8,7.5,5.3,7.1,6.9,5.2,6,83,1.844444444
"AVL,BHA,FUL,LEI,WOL",6.2,5.2,6,5.7,4.5,3.2,3.6,7.9,5.4,7.3,5.8,6.1,4.7,4.9,6.5,83,1.844444444
"AVL,BHA,LEE,NEW,WOL",8.4,3.8,6.3,5.2,6.2,3.7,5.3,6.2,5.9,6.8,6,4.8,4.7,3.9,5.8,83,1.844444444
"AVL,BHA,LIV,SHU,WHU",5.8,5.2,5.7,7.7,4.5,3.7,8.8,6.5,5.4,4.6,6.9,6.3,4.4,4.2,3.3,83,1.844444444
"AVL,BHA,SHU,SOU,WBA",7.5,5.2,5.2,6.3,4.2,4.3,5.9,6.4,5.9,5.8,4.4,6.4,6.9,4.4,4.2,83,1.844444444
"AVL,BUR,CRY,SOU,WOL",5.7,8,5.8,3.6,4.6,4.2,5.2,4.7,4.8,7.9,4.8,5.7,6.9,6.8,4.3,83,1.844444444
"AVL,BUR,FUL,LEI,WHU",5.9,5.3,5.5,8,4.7,5.5,5.3,5.9,4.4,5.3,5.2,6.8,4.3,6.5,4.4,83,1.844444444
"AVL,BUR,LEE,NEW,WOL",9.8,3.8,5.8,4.7,6.2,4.6,5.3,6.2,4.9,6.8,5.4,4.8,5.2,4.8,4.7,83,1.844444444
"AVL,CHE,FUL,LEE,WBA",8,4.3,4.3,7.4,6.5,4.3,4.8,5.6,5.3,6.8,3.8,6.8,4.8,5,5.3,83,1.844444444
"AVL,CHE,LEE,MCI,NEW",9.8,3.8,4.6,4.6,8.4,5.6,6.1,5.6,6.3,5.6,3.6,5.8,4.1,5,4.1,83,1.844444444
"AVL,CHE,MUN,SOU,TOT",5.1,5.3,4.2,4.7,6.8,5.8,5.6,4.1,4.1,9,4.7,5.1,7.3,5.3,5.9,83,1.844444444
"AVL,CRY,LEI,SOU,TOT",4.6,6.3,4.8,7.5,5.2,4.8,5.1,4.2,7.4,5.2,4.7,4.1,6.8,8,4.3,83,1.844444444
"AVL,LEE,LEI,WBA,WHU",5.9,4.1,6.4,9.1,6.3,5.3,5.8,5.3,6.5,3.8,4.3,5.3,4.1,6.5,4.3,83,1.844444444
"AVL,LEI,MUN,SHU,WOL",6.1,4.1,4.6,6.3,3.9,6.3,5.1,8.8,4.8,5.1,6.3,5.6,5.6,4.6,5.8,83,1.844444444
"AVL,LIV,NEW,WBA,WOL",6.1,5.5,7.4,4.6,6.1,4.1,4.3,9.6,6.9,4.8,4.5,3.6,6.9,3.8,4.8,83,1.844444444
"AVL,MUN,SHU,SOU,WBA",7.5,4.1,4.6,6.9,4.6,5.4,5.9,6.8,4.8,5.8,4.4,6.4,7.3,4.3,4.2,83,1.844444444
"BHA,BUR,FUL,NEW,SOU",7.5,5.4,6.4,4.8,4.8,3.8,4.9,5.2,4.8,8.7,5.8,5.9,4.8,4.4,5.8,83,1.844444444
"BHA,BUR,LIV,SHU,SOU",5.7,6.7,6.2,4.6,3.6,4.1,8.2,5.2,5.3,6.7,6.3,5.7,6.2,4.5,4,83,1.844444444
"BHA,CHE,EVE,LEI,NEW",6.1,4.3,6.4,4.3,5.2,7.4,5.8,6.2,5.2,3.8,5.1,4.6,5.2,4.9,8.5,83,1.844444444
"BHA,CHE,EVE,NEW,WHU",6.3,4.4,5.9,4.3,7.5,7.5,6.3,4.2,5.2,4.5,5.8,5.3,4.4,4.9,6.5,83,1.844444444
"BHA,CHE,EVE,NEW,WOL",6.6,4.4,5.8,3.1,5.7,5.2,4.8,6.2,5.2,6,5.8,4.6,6.9,4.7,8,83,1.844444444
"BHA,CHE,FUL,LIV,WOL",4.9,7.9,5.7,3.4,5.2,3.2,4.1,6.2,5.7,8.3,6.7,4.9,5.8,4.7,6.3,83,1.844444444
"BHA,CHE,SOU,WHU,WOL",4.7,8.5,6.7,2.5,5.7,4.1,5,3.7,5.7,8,5.7,4.7,5.9,6.2,5.9,83,1.844444444
"BHA,CRY,EVE,LIV,WBA",6.9,5.4,6.3,5.7,4.8,3.6,6.3,6.4,5.8,4.4,4.9,6.3,7.3,4.2,4.7,83,1.844444444
"BHA,LEE,LEI,WBA,WOL",6.2,4.5,8.4,5.7,4.5,4,4.1,6.2,7.4,4.6,5.3,4.6,4.5,5.2,7.8,83,1.844444444
"BHA,LEE,LIV,NEW,SHU",7.3,4.1,6,6.2,4.5,4,7.8,6.2,7.3,4.6,7.4,4.8,4.7,3.7,4.4,83,1.844444444
"BHA,LEE,NEW,SHU,WOL",7.8,4.1,6.1,5.2,4,4,5.8,6.2,6.9,5.1,7.5,4.8,4.7,4.2,6.6,83,1.844444444
"BHA,LEI,MCI,SHU,TOT",6.2,5.5,5.6,6.7,3.5,5.6,5,6.3,7.8,3.9,5.1,5.7,4,6,6.1,83,1.844444444
"BHA,LIV,SHU,WHU,WOL",4.6,7.3,7.2,5,4,3.5,7.1,6.4,6.4,4.6,8.4,4.6,5.3,4.5,4.1,83,1.844444444
"BUR,CRY,EVE,LEI,LIV",5.1,6.3,5.9,5.2,4.1,5.7,6.6,6.3,4.8,3.7,5.1,5.6,6.6,7.4,4.6,83,1.844444444
"BUR,LEI,LIV,SHU,TOT",4.5,6.6,5.2,6.2,3.5,6.7,6,6.3,6.3,3.9,6.6,4,6.6,6.1,4.5,83,1.844444444
"BUR,LIV,NEW,WHU,WOL",4.6,8.6,8.4,4.5,5.5,5.6,5.6,5.9,5.4,4.8,6.8,3.6,4.9,4.6,4.2,83,1.844444444
"CHE,CRY,EVE,NEW,WOL",6.1,6.6,4.7,3.1,5.7,5.7,4.8,5.7,5.7,4.4,4.7,4.6,8.5,5.8,6.9,83,1.844444444
"CHE,CRY,FUL,MCI,MUN",7.4,6.2,4.6,5.6,5.2,4.7,5.1,5,4.6,6.2,3.5,9.3,4.1,5.8,5.7,83,1.844444444
"CHE,CRY,LEI,MUN,WHU",4.6,6.2,5,6.3,4.5,8.4,7.1,3.7,4.6,3.7,4.5,5.6,4.6,7.3,6.9,83,1.844444444
"CHE,EVE,FUL,WHU,WOL",5.1,6.6,4.3,3.1,6.3,5.3,3.8,5.3,5.3,6,7.5,5.6,6,6.8,6,83,1.844444444
"CHE,EVE,LEE,MUN,WOL",7.2,2.6,4.6,3.1,6.1,6.1,5.1,4.9,4.1,6.8,6.8,6.1,6.6,6.1,6.8,83,1.844444444
"CHE,EVE,LEE,WBA,WOL",6.7,4.3,4.6,3.1,6.3,5.1,4.3,5.7,5.8,5.3,4.8,5.6,8.3,6.3,6.8,83,1.844444444
"CHE,EVE,LEE,WHU,WOL",5.1,5.4,4.6,3.1,7.3,6.1,5.1,3.6,5.3,5.3,7.5,5.6,5.8,7.9,5.3,83,1.844444444
"CHE,EVE,MUN,SOU,WBA",6.3,4.3,4.6,3.2,6.3,6.9,5.4,5,4.1,6,4.2,5.7,8.8,5.3,6.9,83,1.844444444
"CHE,FUL,LEE,LEI,MUN",6.2,3.4,4.6,6.3,5.1,6.3,5.1,4.9,4.6,6.1,6.1,6.1,4.6,5.8,7.8,83,1.844444444
"CHE,FUL,LEE,MUN,WOL",6.7,3.6,4.6,4.6,5.6,4.1,4.1,4.9,4.6,8.3,8.3,6.1,4.6,5.6,7.3,83,1.844444444
"CHE,LEE,LEI,SOU,WHU",4.2,5.6,5.5,4.2,6.8,7.2,6,3.6,6.8,4.6,5,4.7,4.1,10,4.7,83,1.844444444
"CHE,LEE,LIV,SHU,WBA",6.1,5.1,4.4,5.6,5.1,5.1,6.6,5.7,7.2,4.6,5.2,5.6,7.7,4.6,4.4,83,1.844444444
"CHE,LEI,MUN,SOU,WBA",4.5,5.1,5.5,4.2,5.1,7.4,5.2,5,6.1,5.3,4.1,4.7,7.1,5.3,8.4,83,1.844444444
"CHE,LEI,MUN,WHU,WOL",4.6,6.2,6.1,4.1,4.9,8.3,4.9,4.6,4.6,5.3,6.1,4.6,4.6,6.1,8,83,1.844444444
"CHE,LIV,SHU,SOU,WHU",4.2,8.4,5,3.5,5.6,7.2,7,3.7,6.3,4.6,6.1,4.7,7.4,5.6,3.7,83,1.844444444
"CHE,MCI,MUN,WBA,WHU",6.4,6.7,6,5.6,6.3,7.8,5.6,4.6,4.6,4.8,3.1,6.3,3.6,5.3,6.3,83,1.844444444
"CRY,EVE,LEI,LIV,WHU",4.1,6.4,6.3,5.8,5,5.7,6.6,5.4,5.9,3.7,5.7,4.6,5.7,7.9,4.2,83,1.844444444
"EVE,LEE,LEI,SOU,WHU",4.2,3.6,5.7,4.9,7.9,6.7,5.7,3.7,6.5,3.8,6.2,4.7,4.1,10.6,4.7,83,1.844444444
"EVE,LEI,LIV,MCI,SOU",4,5.8,6.8,4.2,6.5,5.5,5.5,8.1,7.8,4.1,4.5,4,5.5,7.2,3.5,83,1.844444444
"EVE,LEI,LIV,SOU,WHU",4,5.8,6.8,4.2,7.2,6.2,5.7,5.4,6.4,3.8,6.2,4,5.7,7.9,3.7,83,1.844444444
"FUL,LEE,LEI,MUN,WOL",6.2,3.4,5.1,6.3,4.9,4.1,3.6,6.6,5.3,6.1,8.8,5.1,4.6,5.6,7.3,83,1.844444444
"FUL,LEI,NEW,SHU,WOL",6.1,5.1,5.8,5.3,3.9,5.8,3.6,9,7,3.6,6.8,3.6,5.3,4.8,7.3,83,1.844444444
"FUL,LEI,WBA,WHU,WOL",4.6,6.3,7.6,6.3,5.1,4.3,3.3,7,6.5,3.8,6.5,4.6,4.3,5.8,7,83,1.844444444
"LEI,LIV,SHU,SOU,WHU",4,6.6,6.6,5.2,4.4,6.7,6.5,5.4,7.4,3.6,6.6,4,5.7,6.6,3.7,83,1.844444444
"LEI,MCI,MUN,NEW,WOL",6.1,4.1,7.7,4.6,4.9,7.1,4.4,8.3,6.7,4.1,4.6,3.6,4.4,4.6,7.8,83,1.844444444
"MCI,MUN,SHU,SOU,WHU",5.9,5.6,5.5,5.7,5.5,7.7,6.7,4.7,5.3,4.6,5.7,6.4,3.6,5.9,4.2,83,1.844444444
"ARS,CHE,FUL,LEE,MCI",6.3,5.3,4.6,4,7.4,5.1,5.1,4,5.7,7.1,5.6,6.7,3.6,6.9,5.6,83,1.844444444
"ARS,CRY,LEE,LEI,MCI",5.2,5.1,6.6,5.7,5.6,5.5,6.6,4.1,7.3,4,4,5.7,3.9,8.7,5,83,1.844444444
"ARS,LEI,MCI,MUN,WOL",4.5,5.1,7.7,4,4.9,6.6,4.4,6.7,5.2,5.6,5.6,4.5,4.4,6,7.8,83,1.844444444
"AVL,BHA,CRY,LIV,MCI",7.4,6.8,6.3,6,5.1,3.6,7.1,6.9,5.8,5,3.7,7.8,4.2,4.2,3.1,83,1.844444444
