COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVG PER TEAM
"CHE,CRY,LEI,WHU",4.6,9.5,6.3,6.9,5.2,8.9,7.6,3.7,6.2,3.7,62.6,2.086666667
"CHE,FUL,MCI,WOL",6.7,9.9,5.7,3.4,6.3,4.6,3.6,7.8,6.3,8.3,62.6,2.086666667
"CHE,MUN,SOU,WHU",4.7,7.4,5.5,4.7,7.9,9.4,7.2,3.7,4.6,7.5,62.6,2.086666667
"EVE,SHU,SOU,WBA",7.5,5.3,5.2,5.4,6.9,6.9,5.4,8.2,7.5,4.3,62.6,2.086666667
"FUL,LIV,SHU,WOL",6.1,7.8,5.7,6.1,4.6,3.6,4.6,10.5,7,6.6,62.6,2.086666667
"LEE,SOU,WBA,WOL",6.3,6.3,7.2,4.7,6.8,5,4.2,5.8,9,7.3,62.6,2.086666667
"ARS,EVE,SHU,WOL",6.2,5.3,5.8,3.7,7.1,7.3,6.9,8.6,5.9,5.8,62.6,2.086666667
"BUR,CHE,EVE,LIV",6.7,8.5,5.3,4.1,6.2,7.3,7.1,6.9,4.2,6.3,62.6,2.086666667
"BUR,FUL,SHU,SOU",7.5,6.8,5.2,6.3,4.2,5.9,6.5,6.3,5.4,8.5,62.6,2.086666667
"CHE,CRY,LIV,TOT",5,11.1,4.6,6.7,6.2,5.1,6.5,4.1,7.1,6.2,62.6,2.086666667
"CHE,EVE,LEI,NEW",6.1,4.3,6.4,4.3,7.5,10.1,5.8,7.3,7,3.8,62.6,2.086666667
"EVE,SHU,SOU,TOT",6.3,5.8,4.2,5.9,7.4,7.3,5.3,6.5,7.5,6.4,62.6,2.086666667
"LEI,LIV,MUN,TOT",4.5,5.6,6.1,7.3,5.4,7.2,6,6.7,8.2,5.6,62.6,2.086666667
"MUN,NEW,SOU,WOL",6.2,5.3,7.2,3.7,7.3,6.7,4.7,6.7,6.8,8,62.6,2.086666667
"ARS,BHA,LEI,WOL",4.5,6.2,11.6,4.6,4.5,5.2,6.1,6.3,6.3,7.3,62.6,2.086666667
"AVL,CHE,SHU,WOL",6.6,7.8,4.1,5.1,5.1,6.8,5.6,8.4,5.8,7.3,62.6,2.086666667
"BUR,CRY,EVE,LIV",7.4,8.5,5.9,5.2,5.1,5.7,8.3,7,4.8,4.7,62.6,2.086666667
"BUR,EVE,FUL,TOT",8.6,6,4.4,7,5.9,6.4,4.4,6.3,4.4,9.2,62.6,2.086666667
"CHE,FUL,MUN,WHU",6.4,6.4,4.6,7.4,6.3,8.5,6.3,4.6,4.6,7.5,62.6,2.086666667
"CHE,SHU,WBA,WOL",6.6,8.8,5.6,4.6,4.6,7.3,4.6,7.9,6.8,5.8,62.6,2.086666667
"EVE,FUL,WBA,WHU",7.7,5.5,6.1,8.1,7.6,6,4.5,7.1,5.5,4.5,62.6,2.086666667
"EVE,LEE,LEI,WHU",6.4,3.6,6.4,7.6,7.9,8.3,6.8,5.3,6.5,3.8,62.6,2.086666667
"EVE,LIV,WHU,WOL",4.6,8.6,7.4,4.1,7.7,5.6,5.6,8.2,6,4.8,62.6,2.086666667
"FUL,LEE,LIV,SHU",7.4,4.6,4.6,8.9,5.1,4.1,6.8,8.3,7.4,5.4,62.6,2.086666667
"LEE,LIV,MUN,SOU",7.7,4.6,6,5.7,7.1,5,7.7,5,6.7,7.1,62.6,2.086666667
"ARS,BHA,CHE,CRY",5.7,8.5,6.8,4.6,5.3,5.3,9.3,4.1,5.6,7.4,62.6,2.086666667
"ARS,CHE,CRY,WBA",5.7,9.1,6.9,5.2,5.9,6.4,7.3,4.1,6.1,5.9,62.6,2.086666667
"ARS,CHE,LEI,WOL",4.5,8.8,9.3,3,5.6,7.8,4.9,5.7,6.2,6.8,62.6,2.086666667
"ARS,CHE,LIV,TOT",4.5,9.5,5.6,4,7.3,6.7,6.5,4.1,6.6,7.8,62.6,2.086666667
"BUR,FUL,LEI,SHU",7.4,5.6,5.3,7.9,3.5,7.5,6.4,7.9,5.4,5.7,62.6,2.086666667
"BUR,LEI,SHU,WOL",6.1,7.1,6.8,5.2,3.5,7.8,6.2,8.4,5.9,5.6,62.6,2.086666667
"CHE,EVE,MUN,WHU",6.9,5.4,4.6,5.3,7.9,10.5,7.3,4.6,4.1,6,62.6,2.086666667
"CRY,LEE,LEI,TOT",5.7,5.6,5.1,10.7,5.2,5.6,6.2,4.1,9.9,4.5,62.6,2.086666667
"LEE,NEW,SOU,WOL",6.2,5.3,7.2,3.7,8.5,5,4.7,5.7,9,7.3,62.6,2.086666667
"ARS,BHA,CHE,LEE",6.8,5.2,6.7,4.6,6.9,5.7,8.8,4,5.6,8.3,62.6,2.086666667
"BUR,MUN,SOU,WOL",8.2,7.3,6.7,3.6,5,6.2,5.7,5.6,4.2,10.1,62.6,2.086666667
"CHE,LEE,LIV,WBA",6.2,7.3,6,5.6,6.8,5.1,6.6,5.7,7.7,5.6,62.6,2.086666667
"CHE,LEI,TOT,WOL",4.9,9.3,5.7,4.1,5.6,7.2,4,5.7,8.8,7.3,62.6,2.086666667
"LEE,LEI,LIV,MUN",7.6,3.4,6.5,7.3,5.4,6.6,7.6,6.6,6.7,4.9,62.6,2.086666667
"CHE,FUL,TOT,WHU",5.2,8.6,4.2,8,7,7.4,4.7,3.7,5.8,8.1,62.7,2.09
"ARS,FUL,LEI,SOU",4.1,6.3,8.9,4.8,7.4,5.9,4.7,5.8,7.4,7.4,62.7,2.09
"BHA,LEE,LIV,SOU",6.3,5.7,7.1,5.1,6.7,4,7.7,4.6,7.8,7.7,62.7,2.09
"CHE,CRY,FUL,WHU",5.8,9.7,4.7,8,5.9,6.4,6.8,3.7,5.8,5.9,62.7,2.09
"CHE,CRY,MUN,TOT",6.2,7.9,4.5,7.9,5.7,7.3,6.7,4.1,5,7.4,62.7,2.09
"CRY,EVE,LEE,LIV",7.4,5.8,5.2,7.4,6.7,4.5,7.8,6.4,6.8,4.7,62.7,2.09
"BUR,CRY,LIV,SOU",5.2,10.5,6.8,4.6,5.1,4.6,8.2,4.7,6.2,6.8,62.7,2.09
"BUR,EVE,MUN,WOL",10.4,5.3,5.8,4.2,5,7.3,5.8,7.7,3.2,8,62.7,2.09
"CRY,MUN,WHU,WOL",5.8,8.5,6.7,7.4,5,6.2,7.3,4.7,5.2,5.9,62.7,2.09
"FUL,LIV,MUN,NEW",7.4,4.3,6.2,6.8,6.1,5.8,5.8,8.3,5.7,6.3,62.7,2.09
"ARS,BHA,CRY,EVE",7.5,5.4,7,5.3,7.3,5.3,9,4.7,5.3,5.9,62.7,2.09
"ARS,CRY,EVE,LEE",7.5,4.3,5.2,7,8.9,6.2,8.5,4.1,5.8,5.2,62.7,2.09
"ARS,LEE,LIV,SOU",4.1,6.3,7.1,4.1,9.4,5,7.7,4.1,7.8,7.1,62.7,2.09
"BUR,EVE,LEE,WOL",10.4,5.3,5.8,4.2,6.2,6.1,5.8,6.7,4.9,7.3,62.7,2.09
"CHE,FUL,LIV,WHU",4.6,9.6,5.7,6.2,6.8,6.3,6.1,5.3,5.8,6.3,62.7,2.09
"CHE,LEI,MCI,SOU",4.5,8.2,6.6,3.5,6.7,7.7,5.5,5.7,8.7,5.6,62.7,2.09
"CHE,LEI,SOU,WHU",4.2,8.4,6.8,4.2,7.4,9.4,6,3.7,7.3,5.3,62.7,2.09
"CHE,MUN,SHU,WBA",7.9,5.1,4.4,6.8,4.6,9.5,6.8,6.7,5.1,5.8,62.7,2.09
"CRY,EVE,LEE,MUN",11.1,2.6,5.1,8.6,6.2,6.2,8,5,4.7,5.2,62.7,2.09
"CRY,EVE,LEI,MCI",7.4,6.2,6.3,5.8,5.6,6.7,5.6,8.1,7.3,3.7,62.7,2.09
"CRY,FUL,LEE,NEW",8.6,4.3,5.2,9.7,6.4,4.2,6,5.7,7.4,5.2,62.7,2.09
"FUL,LIV,SOU,TOT",4.6,8,5.3,6.3,6.8,4.2,4.3,5.8,8.4,9,62.7,2.09
"MUN,TOT,WHU,WOL",5.2,7.4,6.2,7.4,6.1,7.2,5.2,4.7,5.3,8,62.7,2.09
"ARS,AVL,SOU,WOL",4.6,7,6.9,3.1,9.5,4.7,5.2,6.3,5.9,9.5,62.7,2.09
"ARS,BHA,CHE,EVE",6.8,5.4,6.4,3.7,8.4,6.9,7.8,4.6,5.2,7.5,62.7,2.09
"ARS,BHA,TOT,WOL",5.1,7.4,8,4.6,5.7,4.6,5.7,4.7,6.3,10.6,62.7,2.09
"ARS,CHE,MUN,SHU",6.2,5.1,4.4,5.2,5.1,10.5,9.4,5,4.5,7.3,62.7,2.09
"ARS,CHE,SHU,TOT",5.1,7.3,4,5.7,5.8,9.4,7.8,4.1,6.2,7.3,62.7,2.09
"ARS,CHE,SHU,WOL",5,8.8,5.6,3,5.1,8.3,7.2,6.2,6.2,7.3,62.7,2.09
"ARS,CRY,TOT,WOL",5.1,9.6,6.3,6.3,5.7,5.1,5.7,4.2,6.8,7.9,62.7,2.09
"ARS,EVE,LEE,SOU",6.4,4.3,5.7,3.8,11.6,6.7,6.9,4.1,6.4,6.8,62.7,2.09
"AVL,EVE,FUL,LIV",8,4.5,4.5,6.9,7.9,3.8,5.5,10.3,5,6.3,62.7,2.09
"AVL,FUL,MUN,WOL",9.9,4.3,4.8,7.4,5.6,3.8,4.3,8.8,4.3,9.5,62.7,2.09
"BHA,CRY,FUL,NEW",8.6,5.4,7,8,4.8,3.3,6.5,6.3,6.3,6.5,62.7,2.09
"BHA,CRY,LEI,WHU",5.3,7.3,8.6,8.5,4.1,5.8,8.8,4.3,6.3,3.7,62.7,2.09
"BHA,SHU,TOT,WOL",6.7,6.7,5.7,6.7,4,4.6,5.7,6.8,6.9,8.9,62.7,2.09
"BUR,CHE,LIV,SOU",4.5,10.5,6.2,3.5,6.2,6.2,7,4.6,5.6,8.4,62.7,2.09
"BUR,SOU,TOT,WOL",5.1,9.5,6.3,3.6,5.7,5.6,4.1,4.7,6.9,11.2,62.7,2.09
"CHE,FUL,SHU,TOT",6.7,6.8,4,7.9,5.3,7.4,4.7,5.7,6.3,7.9,62.7,2.09
"CHE,MUN,SHU,TOT",6.7,5.6,4,7.3,5.1,9.9,6.7,5,5.1,7.3,62.7,2.09
"CRY,LEE,LIV,SOU",5.2,7.8,6.1,6.8,6.7,4.5,7.7,4.1,8.3,5.5,62.7,2.09
"CRY,LEI,MUN,NEW",6.8,4.1,7.3,7.5,4.5,8.4,6.8,6.7,6.9,3.7,62.7,2.09
"CRY,LIV,MUN,TOT",5.7,7.8,5.1,8.9,5.5,5.1,7.2,5.1,6.1,6.2,62.7,2.09
"EVE,FUL,LEE,TOT",8.6,3.8,4.4,9.2,7.5,5.2,4.4,5.7,6.5,7.4,62.7,2.09
"EVE,LEE,MUN,SOU",10,2.6,5.1,5.4,8.9,6.7,6.9,5,5.3,6.8,62.7,2.09
"EVE,MUN,SHU,TOT",8.5,3.6,4.2,8,5.1,8.9,6.4,7.4,4.8,5.8,62.7,2.09
"LIV,MUN,SOU,WBA",5.8,6.3,7.1,5.7,6.1,5.2,6.2,6.8,7.2,6.3,62.7,2.09
"ARS,AVL,LEI,WOL",4.5,5.8,9.5,4.7,6.7,5.8,5.1,7.9,5.9,6.8,62.7,2.09
"ARS,BHA,CHE,LIV",4.5,8.4,7.8,4,6.2,5.2,8.6,4.6,5.6,7.8,62.7,2.09
"ARS,CHE,LEE,SHU",6.2,5.1,4.4,5.7,6.3,8.8,9.4,4,6.2,6.6,62.7,2.09
"ARS,CHE,LEE,WBA",6.3,5.8,6.8,5.2,7.5,6.8,6.8,4,6.7,6.8,62.7,2.09
"ARS,CHE,MUN,WBA",6.3,5.8,6.8,5.2,6.3,8.5,6.8,5,4.5,7.5,62.7,2.09
"AVL,CRY,EVE,FUL",9.2,4.5,4.5,9.2,7,3.9,5.5,8,5,5.9,62.7,2.09
"BHA,LIV,SOU,WOL",4.5,8.9,8.3,3.5,5.5,3.5,5.5,6.8,7.3,8.9,62.7,2.09
"CHE,LEE,SHU,WBA",7.9,5.1,4.4,7.3,5.3,7.8,6.8,5.7,7.3,5.1,62.7,2.09
"CHE,LEI,MUN,NEW",6.1,4.1,6.7,5.3,5.6,10.6,6.1,6.6,6.3,5.3,62.7,2.09
"CRY,LEI,SOU,WHU",4.2,8.4,7.4,7,6.3,6.8,7.2,3.8,7.9,3.7,62.7,2.09
"CRY,SOU,WHU,WOL",4.7,10.7,7.3,5.3,6.8,4.6,6.2,3.8,6.9,6.4,62.7,2.09
"FUL,LEE,LEI,MUN",9.4,3.4,5.1,9.1,5.1,6.3,5.8,6.6,5.8,6.1,62.7,2.09
"FUL,LEI,MCI,WOL",6.2,7.2,7.4,5.1,5.1,4.6,3.6,9.5,7.9,6.1,62.7,2.09
"FUL,NEW,SOU,WOL",6.2,6.5,6.9,3.7,7.5,4.2,3.7,7.4,8,8.6,62.7,2.09
"LEE,LEI,SOU,WHU",4.2,5.6,7.3,7,7.9,7.2,6.7,3.7,8.5,4.6,62.7,2.09
"LEI,SHU,SOU,TOT",4.6,6.6,5.1,6.9,4.6,7.8,5.1,5.8,10.5,5.7,62.7,2.09
"LEI,SOU,TOT,WOL",4.5,7.8,6.8,4.2,5.6,5.6,4,5.8,10.5,7.9,62.7,2.09
"AVL,BHA,SOU,WOL",6.8,6.4,6.9,4.1,6.8,3.7,5.2,6.8,5.9,10.1,62.7,2.09
"AVL,CRY,SOU,WOL",5.7,8.6,5.8,5.8,6.8,4.2,5.2,6.3,6.4,7.9,62.7,2.09
"BHA,CRY,LEE,SHU",9.1,4.5,5,10,3.6,4.1,10,4.6,6.8,5,62.7,2.09
"BUR,CHE,FUL,NEW",7.9,7,5.3,4.7,5.9,7.6,5.3,6.2,4.7,8.1,62.7,2.09
"CHE,LEE,LEI,NEW",6.1,4.1,6.7,5.3,6.8,8.9,6.1,5.6,8.5,4.6,62.7,2.09
"LEE,MUN,SHU,WOL",9.8,3.4,4.9,7.3,4.4,6.6,6.8,7.1,5.8,6.6,62.7,2.09
"BUR,CHE,CRY,LIV",5.6,11.6,5.7,4.5,5.1,5.7,8.6,4.6,5.1,6.2,62.7,2.09
"AVL,CHE,CRY,LIV",5.6,9.6,4.7,6.7,6.2,4.2,7.6,6.3,5.7,6.2,62.8,2.093333333
"CRY,SHU,SOU,TOT",5.8,7.8,4.6,8.5,4.7,5.7,6.8,4.2,8.4,6.3,62.8,2.093333333
"BHA,BUR,EVE,LEI",8.5,4.7,7.6,5.8,4.1,6.9,7.3,6.8,4.3,6.8,62.8,2.093333333
"EVE,LEE,SOU,WHU",6.5,4.8,5.7,6,10.7,6.7,6.9,3.7,6.5,5.3,62.8,2.093333333
"ARS,CRY,MUN,TOT",5.8,6.3,5.1,8.5,5.7,6.8,7.9,4.2,5.1,7.4,62.8,2.093333333
"BHA,CRY,LEE,WOL",7.9,6.8,6.7,7.3,4.6,3.6,7.3,4.6,6.8,7.2,62.8,2.093333333
"BUR,CRY,SHU,SOU",6.9,8.3,5.6,6.3,3.6,6.3,9,4.7,5.8,6.3,62.8,2.093333333
"CRY,FUL,WBA,WOL",7.4,8.6,6.4,7.4,5.2,3.7,3.3,7.5,6.9,6.4,62.8,2.093333333
"CRY,LEE,TOT,WOL",6.2,7.9,5.1,9,5.7,4.5,5.2,4.1,7.9,7.2,62.8,2.093333333
"CRY,SHU,TOT,WOL",6.2,8.9,4.6,8.4,4,5.1,5.7,6.3,7.4,6.2,62.8,2.093333333
"EVE,FUL,MCI,WOL",8.5,6.4,5.9,4.1,6.7,4.6,3.6,10.2,6,6.8,62.8,2.093333333
"EVE,LEE,SOU,WBA",8.1,4.3,5.7,5.4,9.1,5.7,5.4,5.8,8,5.3,62.8,2.093333333
"EVE,LEI,TOT,WHU",4.7,5.8,6,7.6,7.4,8.9,5.2,5.4,8,3.8,62.8,2.093333333
"EVE,MUN,TOT,WHU",7,4.8,4.7,8.1,7.9,8.9,6.4,4.7,4.3,6,62.8,2.093333333
"FUL,LEE,MUN,SOU",9.5,3.6,5.1,7.5,6.8,4.7,5.9,5,5.8,8.9,62.8,2.093333333
"FUL,LIV,NEW,WOL",6.1,7.5,7.4,4.6,6.1,3.6,3.8,9.5,7.4,6.8,62.8,2.093333333
"ARS,BHA,SOU,WOL",4.6,7.4,9,3.1,7.3,4.1,6.2,4.7,6.3,10.1,62.8,2.093333333
"ARS,CRY,SHU,SOU",5.3,7.3,5.6,5.8,6.3,6.3,9.5,4.2,6.8,5.7,62.8,2.093333333
"AVL,EVE,MUN,WOL",10.4,3.3,4.8,5.3,7.2,5.8,5.3,9.4,3.8,7.5,62.8,2.093333333
"BHA,EVE,LEE,TOT",9.1,3.7,4.7,8,6.9,5.1,6.4,4.6,6.4,7.9,62.8,2.093333333
"BHA,EVE,SOU,WHU",6.5,5.9,7,4.8,9.1,5.8,7.4,4.3,5.4,6.6,62.8,2.093333333
"BUR,FUL,NEW,WOL",7.9,7,7,4.7,5.2,5.3,3.8,7.9,5.4,8.6,62.8,2.093333333
"CHE,EVE,NEW,WOL",6.6,7,5.8,3.1,8,7.9,4.8,7.8,5.8,6,62.8,2.093333333
"CHE,EVE,WBA,WHU",6.4,7.1,5.9,5.3,8.1,9,5.8,5.4,5.3,4.5,62.8,2.093333333
"CRY,EVE,TOT,WHU",5.9,7.6,4.8,9.2,7.5,6.8,6.9,3.8,5.9,4.4,62.8,2.093333333
"EVE,FUL,MUN,SHU",9.7,3.6,4.3,8,4.6,7.5,6,9,4.3,5.8,62.8,2.093333333
"FUL,LIV,MUN,SHU",7.4,4.6,4.6,8.3,4.6,5.8,6.8,9.3,5.3,6.1,62.8,2.093333333
"FUL,SOU,WBA,WOL",6.3,7.5,6.9,4.7,5.8,4.2,3.3,7.5,8,8.6,62.8,2.093333333
"MUN,SHU,SOU,TOT",6.3,5.6,4.5,7.4,5.1,7.8,6.3,5.1,6.8,7.9,62.8,2.093333333
"MUN,SHU,SOU,WBA",7.5,5.1,5.5,6.9,4.6,7.4,6.4,6.8,6.8,5.8,62.8,2.093333333
"ARS,CRY,LIV,WOL",4.5,10.6,7.8,4,5.5,4,7.1,6.3,6.8,6.2,62.8,2.093333333
"ARS,FUL,LEE,LEI",5.8,4.6,8.3,7.5,6.3,5.8,5.8,5.7,6.9,6.1,62.8,2.093333333
"AVL,CHE,LEE,LEI",8.1,4.1,4.6,7.8,6.8,6.8,6.6,5.6,6.3,6.1,62.8,2.093333333
"BHA,CHE,CRY,MCI",7.9,9.4,6.1,5,5.3,4.6,7.6,4.6,6.1,6.2,62.8,2.093333333
"BHA,CHE,LEI,WBA",6.2,6.2,8.6,5.7,4.7,6.4,5.6,6.2,7.9,5.3,62.8,2.093333333
"BHA,CRY,FUL,WOL",7.4,8,6.4,6.8,4.6,3.2,5.3,6.3,6.3,8.5,62.8,2.093333333
"BHA,CRY,SHU,WOL",7.3,7.8,6.2,6.7,3.6,3.6,7.8,6.8,6.8,6.2,62.8,2.093333333
"BUR,CHE,FUL,TOT",6.8,8.5,4.2,6.3,5.9,6.4,4.7,4.6,4.7,10.7,62.8,2.093333333
"CHE,LEI,MUN,WBA",6.2,5.1,6.8,6.3,5.1,9,5.6,6.6,6.8,5.3,62.8,2.093333333
"CRY,FUL,NEW,SHU",8.5,5.3,4.7,9.1,4.2,6,6.5,7.4,6.9,4.2,62.8,2.093333333
"CRY,LEI,NEW,SOU",5.2,6.3,7.9,5.4,6.4,6.8,5.7,5.8,9.6,3.7,62.8,2.093333333
"FUL,LEI,SOU,TOT",4.6,6.8,5.3,7,5.8,5.3,4.2,5.8,10,8,62.8,2.093333333
"LEE,LIV,SHU,WOL",6.1,6.6,6,6.1,4.9,4.4,6.6,8.8,7.9,5.4,62.8,2.093333333
"LEI,LIV,MUN,WHU",4.1,6.2,7.8,7.3,5.4,8.3,7.6,6.3,5.7,4.1,62.8,2.093333333
"MUN,NEW,SHU,WOL",7.8,4.1,6.1,5.8,4.4,8.4,5.8,8.8,5.8,5.8,62.8,2.093333333
"ARS,CHE,FUL,NEW",6.2,6,6.4,4.2,8.2,7.6,5.3,5.7,5.7,7.5,62.8,2.093333333
"AVL,CHE,MUN,WOL",8.6,6.8,4.6,4.6,6.1,6.3,5.6,7.1,4.1,9,62.8,2.093333333
"CRY,EVE,MUN,WHU",7.6,5.4,5.2,8.1,6.8,7.9,8.5,4.7,4.3,4.4,62.9,2.096666667
"CRY,FUL,MUN,WHU",7.1,6.4,5.2,10.2,5.2,5.9,7.5,4.7,4.8,5.9,62.9,2.096666667
"FUL,LEE,SOU,WHU",6,5.8,5.7,8.1,8.6,4.7,5.9,3.7,7,7.4,62.9,2.096666667
"ARS,BHA,FUL,SOU",5.9,6.4,7.5,4.7,7.5,3.8,6.4,4.7,5.8,10.2,62.9,2.096666667
"ARS,CHE,EVE,SHU",6.2,5.3,4.1,3.7,7.8,10,8.4,6.4,5.2,5.8,62.9,2.096666667
"ARS,CRY,SHU,WOL",5.7,8.4,6.2,5.7,4,5.7,8.4,6.3,6.8,5.7,62.9,2.096666667
"BHA,EVE,MUN,WBA",10.3,3.7,6.9,6.9,5.2,5.9,6.5,7.3,4.2,6,62.9,2.096666667
"BHA,FUL,SOU,TOT",6.4,6.9,5.3,6.9,5.9,3.8,4.3,4.7,7.4,11.3,62.9,2.096666667
"BUR,CRY,FUL,WOL",7.4,9.6,5.9,6.3,4.6,3.7,5.3,6.3,5.3,8.5,62.9,2.096666667
"CRY,FUL,MUN,SHU",8.6,4.6,4.6,10.1,4,5.9,7.5,6.7,5.2,5.7,62.9,2.096666667
"FUL,LIV,SOU,WHU",4.2,8.6,6.8,6.3,7.9,4.2,5.7,5.4,6.9,6.9,62.9,2.096666667
"ARS,EVE,LIV,TOT",4.6,6.5,5.8,4.7,9.3,6.7,6.2,6.5,6.3,6.3,62.9,2.096666667
"ARS,LEI,SHU,WOL",4.5,6.1,9.3,4.7,3.9,7.8,6.7,7.9,6.9,5.1,62.9,2.096666667
"AVL,EVE,TOT,WOL",7.3,5.5,4.4,6.4,7.9,5.2,4.2,8.5,5.5,8,62.9,2.096666667
"BHA,MUN,SHU,WOL",8.4,4.5,6.1,6.2,4,5.7,7.3,7.7,5.2,7.8,62.9,2.096666667
"BUR,FUL,LEE,LEI",9.4,4.6,5.8,8,4.7,5.8,5.8,6.2,5.9,6.7,62.9,2.096666667
"CHE,EVE,LIV,WHU",4.6,8.6,5.7,4.1,8.4,8.3,7.1,6,5.3,4.8,62.9,2.096666667
"FUL,LEE,LEI,TOT",6.3,4.6,4.7,10.2,5.8,5.2,4.2,5.7,9.5,6.7,62.9,2.096666667
"FUL,LIV,WHU,WOL",4.6,9.6,7.4,6.2,6.1,3.6,4.6,7.5,6.5,6.8,62.9,2.096666667
"ARS,CRY,FUL,WBA",7,7,7.1,8,5.4,4.4,6,5.8,6.3,5.9,62.9,2.096666667
"ARS,CRY,WBA,WOL",5.7,9.1,8.6,5.2,5.2,4.7,5.8,5.9,6.8,5.9,62.9,2.096666667
"ARS,FUL,NEW,WOL",6.2,6,8.1,4.2,7.5,5.3,3.8,7.4,6.4,8,62.9,2.096666667
"ARS,SHU,TOT,WOL",5.1,7.3,5.7,5.7,5.1,6.7,6.3,6.3,6.9,7.8,62.9,2.096666667
"AVL,BHA,CRY,EVE",9.7,4.4,4.9,8,6.4,3.8,8,6.9,4.9,5.9,62.9,2.096666667
"AVL,BHA,EVE,SOU",8.6,4.4,5.4,4.8,9.1,4.3,6.4,6.9,4.9,8.1,62.9,2.096666667
"AVL,EVE,LIV,WOL",6.7,6.5,5.9,4.1,7.7,4.1,5.3,10.8,5.5,6.3,62.9,2.096666667
"BHA,CRY,EVE,WHU",7.6,6.5,6.5,7.5,6.4,5.3,9,4.3,5.4,4.4,62.9,2.096666667
"BHA,FUL,SOU,WHU",6,6.9,7,6.9,7,3.8,6.4,4.3,5.9,8.7,62.9,2.096666667
"CHE,LIV,SOU,WOL",4.5,11.5,6.6,2.5,6.6,4.5,5,6.2,7.2,8.3,62.9,2.096666667
"CRY,EVE,NEW,TOT",7.4,5.5,4.8,7.6,7.6,6.8,5.4,5.8,7.6,4.4,62.9,2.096666667
"CRY,FUL,SHU,WBA",8.6,6.3,4.7,10.1,4.2,4.4,6,7.5,6.9,4.2,62.9,2.096666667
"EVE,FUL,MUN,NEW",9.7,3.3,4.8,6.5,7.5,7.5,5,8.3,4.3,6,62.9,2.096666667
"EVE,TOT,WBA,WOL",6.8,6.5,5.9,5.3,6.3,5.7,3.7,8,8.2,6.5,62.9,2.096666667
"FUL,LEE,LIV,MUN",9.4,3.6,5.1,8.4,6.1,4.1,6.8,6.6,5.7,7.1,62.9,2.096666667
"MUN,SHU,WBA,WOL",7.9,5.1,6.1,6.8,4.4,6.8,5.3,8.9,5.8,5.8,62.9,2.096666667
"AVL,LEI,WHU,WOL",4.6,6.9,7.6,6.9,6.7,6.3,5.1,7.5,6,5.3,62.9,2.096666667
"BHA,CHE,WHU,WOL",5.1,10,7.4,4,5.7,6.2,6.6,4.2,5.7,8,62.9,2.096666667
"BHA,EVE,NEW,WOL",8.4,4.4,8.1,4.3,6.9,5.2,4.8,8.4,5.9,6.5,62.9,2.096666667
"BHA,FUL,LEI,SHU",7.4,5.5,6.4,8.4,3.5,5.4,6.3,7.9,6.4,5.7,62.9,2.096666667
"BUR,LEI,LIV,WOL",4.4,9.3,8.4,4.5,4.5,5.6,5.4,8.4,6.3,6.1,62.9,2.096666667
"BUR,LEI,WHU,WOL",4.6,8.9,8.6,5.2,4.5,7.8,6.2,5.9,5.4,5.8,62.9,2.096666667
"CRY,EVE,LEI,NEW",6.8,4.3,7,6,6.4,7.9,5.8,7.4,7.6,3.7,62.9,2.096666667
"EVE,FUL,LEE,SHU",9.7,3.6,4.3,8.6,5.8,5.8,6,8,6,5.1,62.9,2.096666667
"ARS,CRY,EVE,LIV",5.2,7.5,6.3,4.7,8.2,5.7,8.3,6.5,5.8,4.7,62.9,2.096666667
"BHA,FUL,MUN,TOT",8.6,4.7,4.7,9,5.2,4.3,5.4,5.6,4.7,10.7,62.9,2.096666667
"BUR,CHE,LEE,WOL",8.6,8.8,5.6,3.5,5.7,6.1,6.1,4.5,5.2,8.8,62.9,2.096666667
"BUR,EVE,FUL,SHU",9.7,4.8,4.3,6.9,4.2,7,6.6,8.6,4.4,6.4,62.9,2.096666667
"FUL,LEI,SHU,TOT",6.2,5.6,4.2,9.6,4.1,6.9,4.2,7.4,9,5.7,62.9,2.096666667
"CHE,CRY,LEE,NEW",7.3,6.4,5,6.9,6.9,6.8,7.3,4,7.2,5.2,63,2.1
"ARS,CHE,EVE,LIV",4.5,7.5,5.7,3.7,9.3,7.3,7.1,6.4,5.2,6.3,63,2.1
"ARS,FUL,SHU,SOU",5.8,6.3,5.2,5.8,6.9,5.9,7,5.8,6.4,7.9,63,2.1
"BHA,CHE,LEE,NEW",8.4,4.2,6.7,5.2,6.9,6.3,7.3,4.5,6.7,6.8,63,2.1
"BHA,CHE,MUN,NEW",8.4,4.2,6.7,5.2,5.7,8,7.3,5.5,4.5,7.5,63,2.1
"BHA,EVE,FUL,MCI",10.3,4.9,5.9,5.7,6.3,4.2,4.8,8.6,5.4,6.9,63,2.1
"AVL,LEI,MUN,SOU",7.7,4.1,5.7,6.4,6.7,6.9,6.2,6.7,5.8,6.8,63,2.1
"BHA,CHE,CRY,TOT",6.2,9,4.6,7.3,5.3,4.7,7.2,4.1,6.1,8.5,63,2.1
"BHA,CRY,FUL,LEE",9.2,4.7,5.2,10.1,4.8,3.3,7.5,4.6,6.3,7.3,63,2.1
"FUL,LIV,MUN,WHU",5.9,6.4,6.2,8.4,6.1,5.8,6.8,6.3,4.8,6.3,63,2.1
