COMBO,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,SUM,AVERAGE PER TEAM
"CHE,SOU,TOT,WBA,WOL",5,8.5,5.1,2.5,6.3,5.2,3.7,4.1,7.8,8,56.2,1.873333333
"CRY,EVE,FUL,NEW,SHU",8.5,4.3,4.3,7,4.2,5.4,5,7.4,5.9,4.2,56.2,1.873333333
"EVE,LEE,MCI,MUN,WOL",10.4,2.6,5.1,4.1,6.5,5.4,4.6,7.1,4.8,5.6,56.2,1.873333333
"EVE,NEW,SOU,WHU,WOL",4.7,5.5,6.9,3.2,9.1,6.2,4.7,5.4,6,4.5,56.2,1.873333333
"FUL,LEE,NEW,TOT,WOL",6.7,4.3,4.7,6.4,6.3,4.1,3.2,5.7,7.5,7.3,56.2,1.873333333
"ARS,BHA,CHE,CRY,LIV",4.5,8.4,6.1,4,5.1,3.6,8.6,4.1,5.6,6.2,56.2,1.873333333
"ARS,CHE,NEW,TOT,WOL",5,7,5.7,3,6.8,6.7,4.2,4.1,6.2,7.5,56.2,1.873333333
"CHE,CRY,LEI,LIV,NEW",4.4,7.3,6.1,4.6,5,6.2,6.1,5.7,7.1,3.7,56.2,1.873333333
"CHE,EVE,MCI,MUN,SHU",8.4,3.6,4.1,4.1,5.1,8.8,6.1,7.3,4.1,4.6,56.2,1.873333333
"CHE,FUL,LEE,TOT,WHU",5.2,5.8,4.2,8,7,5.2,4.7,3.6,5.8,6.8,56.3,1.876666667
"ARS,AVL,CHE,LIV,SOU",4.1,7,5.2,3.1,8.4,4.7,6.7,4.1,5.2,7.8,56.3,1.876666667
"CRY,FUL,LIV,MCI,MUN",6.9,6.2,5.2,6.6,5.2,3.7,5.6,6.7,5.2,5,56.3,1.876666667
"ARS,AVL,BHA,LIV,TOT",4.6,5.9,5.8,5.6,6.2,3.7,6.7,4.7,5.3,7.8,56.3,1.876666667
"ARS,CRY,SHU,SOU,TOT",4.7,7.3,4.6,5.8,4.7,5.7,6.8,4.2,6.8,5.7,56.3,1.876666667
"AVL,BHA,CHE,LIV,WBA",6.2,5.9,5.7,5,5.7,3.7,6.3,6.3,5.2,6.3,56.3,1.876666667
"AVL,BUR,EVE,LIV,TOT",6.8,5.5,4.4,5.2,6.2,5.2,5.9,6.9,3.9,6.3,56.3,1.876666667
"BHA,BUR,CRY,EVE,TOT",8,5.9,4.8,5.8,4.2,4.7,6.9,4.7,4.3,7,56.3,1.876666667
"BHA,CHE,EVE,MCI,WHU",6.9,6.3,5.7,4.1,6.8,6.2,6.1,4.2,5.2,4.8,56.3,1.876666667
"CHE,CRY,LIV,SOU,WHU",4.2,10.6,5.6,3.5,6.2,4.6,7,3.7,6.2,4.7,56.3,1.876666667
"CHE,FUL,LIV,MCI,SOU",4.5,8.4,5.2,3.5,6.8,4.2,4.7,5.7,6.7,6.6,56.3,1.876666667
"CHE,LIV,SOU,WBA,WHU",4.2,9.1,6.6,3.5,6.8,5.2,5.7,3.7,6.7,4.8,56.3,1.876666667
"CRY,LEE,MUN,SOU,WHU",5.4,4.6,5.5,7.5,6.2,5.1,7.9,3.7,5.2,5.2,56.3,1.876666667
"ARS,BHA,CRY,LIV,SOU",4.1,7.4,7.2,4.1,5.1,3.6,8.2,4.2,6.2,6.2,56.3,1.876666667
"ARS,CHE,EVE,SHU,WHU",4.7,5.3,4.1,3.7,6.9,10,8.4,3.7,5.2,4.3,56.3,1.876666667
"ARS,CRY,LEE,LIV,SOU",4.1,6.3,6.1,4.1,6.7,4.5,7.7,4.1,7.2,5.5,56.3,1.876666667
"ARS,EVE,LIV,SOU,TOT",4.1,6.5,5.3,3.8,8.9,5.6,5.3,4.2,6.3,6.3,56.3,1.876666667
"ARS,EVE,MCI,MUN,TOT",6.9,4.3,4.7,4.7,7.2,7.7,5.2,5.1,4.2,6.3,56.3,1.876666667
"ARS,FUL,LIV,MUN,NEW",5.7,4.3,6.2,5.2,6.1,5.3,5.8,6.7,4.7,6.3,56.3,1.876666667
"ARS,FUL,LIV,SOU,WHU",4.1,7.5,6.8,4.1,7.9,4.2,5.7,3.8,5.9,6.3,56.3,1.876666667
"AVL,CHE,CRY,LIV,WBA",5.6,8,4.7,5.6,5.7,4.2,6.3,5.8,5.7,4.7,56.3,1.876666667
"BHA,CRY,LIV,SOU,TOT",4.6,7.9,5.7,5.1,5.1,3.6,6.1,4.2,7.2,6.8,56.3,1.876666667
"CHE,FUL,MUN,TOT,WHU",5.2,5.8,4.2,7.4,6.3,6.9,4.7,3.7,4.6,7.5,56.3,1.876666667
"CRY,FUL,LEE,SOU,WHU",5.4,5.8,5.2,8.1,6.4,4.2,5.9,3.7,6.4,5.2,56.3,1.876666667
"CRY,LIV,NEW,SOU,TOT",4.6,7.5,5.7,4.7,6.2,4.6,5.3,4.2,8.8,4.7,56.3,1.876666667
"LEI,MCI,MUN,SOU,WHU",4.2,5.6,7.1,5.2,6,7.7,5.5,4.7,6.2,4.1,56.3,1.876666667
"ARS,AVL,MUN,WBA,WOL",6.3,4.8,6.3,5.2,5.6,4.8,4.8,6.8,4.2,7.5,56.3,1.876666667
"ARS,AVL,SOU,TOT,WOL",4.6,7,5.3,3.1,7.9,4.7,4.1,4.2,5.9,9.5,56.3,1.876666667
"ARS,BHA,CRY,MUN,TOT",5.8,5.2,5.1,6.8,4.6,4.7,7.9,4.2,4.6,7.4,56.3,1.876666667
"ARS,CHE,MCI,MUN,SOU",4.6,6.3,5.5,3.1,7.2,7.2,6,4.1,4.5,7.8,56.3,1.876666667
"AVL,BHA,CHE,MUN,TOT",7.3,4.2,4.2,6.2,5.7,4.8,6.2,4.6,4.1,9,56.3,1.876666667
"AVL,BUR,CRY,LEI,SHU",6.8,5.1,4.7,7.9,3.5,5.9,7.8,6.3,4.8,3.5,56.3,1.876666667
"AVL,CHE,CRY,LIV,WHU",4.6,9.1,4.7,6.2,6.2,4.2,7.6,3.7,5.3,4.7,56.3,1.876666667
"AVL,CHE,EVE,LEE,WHU",6.9,3.3,4.3,5.9,9.1,6.3,6.8,3.6,4.8,5.3,56.3,1.876666667
"AVL,CHE,FUL,LEE,WHU",6.4,4.3,4.3,8,7.5,4.3,5.8,3.6,5.3,6.8,56.3,1.876666667
"AVL,SHU,TOT,WHU,WOL",5.2,6.3,4.2,7.9,5.1,5.2,4.7,5.9,6,5.8,56.3,1.876666667
"BHA,BUR,EVE,LEI,WBA",8,4.7,7.6,5.8,4.1,5.9,5.3,6.8,4.3,3.8,56.3,1.876666667
"BHA,CRY,LEE,WHU,WOL",5.8,6.3,6.7,6.8,4.6,3.6,7.3,3.7,6.3,5.2,56.3,1.876666667
"BHA,FUL,LEE,SOU,WHU",6,4.7,5.7,6.9,6.4,3.7,5.9,3.7,5.9,7.4,56.3,1.876666667
"BHA,LIV,MUN,TOT,WHU",4.7,5.7,6.1,7.2,5.5,4.6,7.2,4.3,4.7,6.3,56.3,1.876666667
"BUR,CRY,FUL,WHU,WOL",5.8,9.1,5.9,6.3,4.6,3.7,5.3,4.3,4.9,6.4,56.3,1.876666667
"BUR,EVE,LEE,SOU,WHU",6.5,4.8,5.7,4.3,8,6.7,6.9,3.7,4.4,5.3,56.3,1.876666667
"CHE,EVE,NEW,SOU,WHU",4.7,5.5,5.2,3.2,9.8,8.5,5.9,3.7,5.3,4.5,56.3,1.876666667
"CHE,FUL,LIV,NEW,WBA",6.1,6,5.7,4.6,6.3,4.3,4.5,7.3,6.7,4.8,56.3,1.876666667
"CHE,LEE,LIV,SOU,WHU",4.2,7.4,5.5,3.5,7.8,5,7,3.6,6.7,5.6,56.3,1.876666667
"CHE,LEE,MUN,TOT,WBA",6.8,4.1,4.5,6.8,6.3,6.2,5.2,4,5.6,6.8,56.3,1.876666667
"CRY,FUL,LIV,NEW,SHU",6.8,5.3,4.7,7.3,4.2,3.7,5.8,7.4,6.9,4.2,56.3,1.876666667
"EVE,FUL,MCI,MUN,WHU",8.2,3.8,4.8,6.3,6.7,6.3,4.8,6.3,4.3,4.8,56.3,1.876666667
"EVE,LEI,MUN,NEW,SOU",5.7,3.3,5.7,4.4,6.8,8.4,5.7,6.7,5.8,3.8,56.3,1.876666667
"SHU,TOT,WBA,WHU,WOL",5.2,7.3,5.7,7.3,4.6,5.7,3.7,5.5,7,4.3,56.3,1.876666667
"ARS,AVL,BHA,EVE,TOT",6.9,4.4,4.4,5.3,7.5,4.8,5.9,4.7,4.9,7.5,56.3,1.876666667
"ARS,AVL,BHA,LEE,WOL",6.8,4.2,6.3,4.6,6.2,3.7,6.3,4.6,5.3,8.3,56.3,1.876666667
"ARS,AVL,BUR,SOU,WOL",4.6,7,6.4,3.1,6.8,4.7,5.2,4.7,4.3,9.5,56.3,1.876666667
"ARS,BHA,EVE,LEI,WHU",4.2,4.7,8.2,5.3,6.3,6.9,7.3,4.3,5.3,3.8,56.3,1.876666667
"ARS,BHA,EVE,SOU,WBA",5.9,5.4,7.5,3.8,7.5,4.8,5.4,4.7,5.3,6,56.3,1.876666667
"ARS,BHA,FUL,LIV,WHU",4.2,6.4,7.5,5.6,5.7,3.2,7.3,4.3,5.8,6.3,56.3,1.876666667
"ARS,BHA,FUL,SHU,TOT",6.3,5.7,4.2,7.3,4.2,4.3,5.9,4.7,5.8,7.9,56.3,1.876666667
"ARS,BHA,LEI,LIV,TOT",4,6.2,7.9,5.6,5,4.6,6,4.7,6.7,5.6,56.3,1.876666667
"ARS,BHA,LEI,NEW,WOL",4.5,5.2,10.2,4.2,4.5,5.2,4.6,6.3,6.3,5.3,56.3,1.876666667
"ARS,CHE,CRY,MUN,TOT",5.1,6.3,4.5,5.2,5.7,6.8,6.7,4.1,4.5,7.4,56.3,1.876666667
"ARS,EVE,LEE,MUN,WBA",8.1,2.6,5.1,5.9,6.8,6.8,6.5,5,4.2,5.3,56.3,1.876666667
"ARS,MUN,NEW,SHU,WOL",6.2,4.1,6.1,4.2,4.4,7.8,5.8,6.7,5.2,5.8,56.3,1.876666667
"AVL,CRY,FUL,SHU,WOL",7.3,5.3,4.3,7.9,4,3.7,4.3,7.9,5.9,5.7,56.3,1.876666667
"AVL,EVE,MUN,SOU,WHU",6.5,3.3,4.8,5.4,9,6.4,6.4,4.7,3.8,6,56.3,1.876666667
"AVL,FUL,MUN,SOU,WHU",6,4.3,4.8,7.5,7.4,4.4,5.4,4.7,4.3,7.5,56.3,1.876666667
"AVL,LEI,LIV,SOU,WHU",4,6.3,6.8,5.2,7.2,4.7,6.2,5.4,6.4,4.1,56.3,1.876666667
"BHA,BUR,CHE,EVE,TOT",7.3,5.9,4.2,4.2,5.3,6.3,5.7,4.6,4.2,8.6,56.3,1.876666667
"BHA,BUR,CRY,LEI,SHU",6.8,5.5,5.7,6.8,3.5,5.3,8.8,5.2,5.2,3.5,56.3,1.876666667
"BHA,BUR,FUL,NEW,SOU",7.5,5.4,6.4,4.8,4.8,3.8,4.9,5.2,4.8,8.7,56.3,1.876666667
"BHA,EVE,LEE,MUN,WBA",10.3,2.6,5.1,6.9,5.2,4.7,6.5,5.5,4.2,5.3,56.3,1.876666667
"BHA,FUL,SOU,TOT,WHU",4.8,6.9,5.3,6.9,5.9,3.8,4.3,3.8,5.9,8.7,56.3,1.876666667
"BHA,LEI,MUN,NEW,WOL",6.1,4.1,8.4,5.2,4.5,5.7,4.6,7.2,5.2,5.3,56.3,1.876666667
"BUR,CHE,LIV,SOU,WBA",4.5,9,6.2,3.5,5.7,5.2,5.7,4.6,5.6,6.3,56.3,1.876666667
"BUR,CHE,SHU,WHU,WOL",5.1,8.9,5.1,3.5,4,8.3,6.7,4.2,4.7,5.8,56.3,1.876666667
"BUR,CRY,LEE,LIV,SOU",5.2,7.3,6.1,4.6,5.1,4.5,7.7,4.1,6.2,5.5,56.3,1.876666667
"BUR,EVE,LEE,TOT,WBA",8.6,4.3,4.7,6.4,5.9,6.2,4.9,4.6,5.4,5.3,56.3,1.876666667
"BUR,EVE,LEI,WBA,WHU",5.9,5.3,7.1,5.9,4.7,8,5.3,5.9,4.4,3.8,56.3,1.876666667
"BUR,FUL,LEI,MUN,WBA",7.5,4.6,5.8,7.4,4.5,6,4.3,7.2,3.7,5.3,56.3,1.876666667
"BUR,FUL,LEI,WBA,WHU",5.9,6.3,7.1,7.4,4.7,6,4.3,5.9,4.9,3.8,56.3,1.876666667
"BUR,FUL,LIV,MUN,TOT",6.3,5.8,4.7,6.7,5.2,4.7,5.2,5.6,3.7,8.4,56.3,1.876666667
"BUR,FUL,TOT,WHU,WOL",5.2,8.5,5.4,6.3,5.2,4.7,3.2,4.3,4.9,8.6,56.3,1.876666667
"BUR,LEI,MCI,SHU,SOU",5.7,6.6,6.2,4.6,3.5,7.2,5.5,6.3,6.8,3.9,56.3,1.876666667
"CHE,CRY,FUL,MCI,TOT",6.2,8.4,4.2,6.2,5.9,4.7,4.2,4.1,6.2,6.2,56.3,1.876666667
"CHE,CRY,FUL,MCI,WBA",7.4,7.9,4.7,5.6,5.4,4.4,4.3,5.7,6.2,4.7,56.3,1.876666667
"CHE,CRY,FUL,SHU,WHU",5.8,7.4,4.1,7.9,4.2,6.4,6.8,3.7,5.8,4.2,56.3,1.876666667
"CHE,CRY,MCI,MUN,NEW",7.3,5.7,5,4.6,5.7,7.2,6.1,5,5,4.7,56.3,1.876666667
"CHE,LIV,SOU,WHU,WOL",4.2,10.6,6.6,2.5,6.6,4.5,5,3.7,6.3,6.3,56.3,1.876666667
"CRY,EVE,LEI,NEW,SHU",6.8,4.3,4.7,6,3.5,7.9,5.8,7.4,6.4,3.5,56.3,1.876666667
"CRY,LEE,LIV,NEW,SOU",5.2,5.3,6.1,4.7,6.7,4.5,6.7,4.1,8.3,4.7,56.3,1.876666667
"CRY,LEE,NEW,WHU,WOL",5.8,5.9,6.7,6.4,6.2,4.5,5.8,3.7,6.9,4.4,56.3,1.876666667
"CRY,NEW,SOU,WBA,WOL",5.7,7,7.3,3.7,5.2,4.6,4.2,5.8,8.4,4.4,56.3,1.876666667
"EVE,LEE,SOU,TOT,WHU",4.8,4.8,4.7,6,9.1,6.1,5.3,3.7,6.5,5.3,56.3,1.876666667
"EVE,SHU,SOU,WBA,WHU",5.9,5.3,5.2,5.4,6.4,6.9,5.4,5.5,6,4.3,56.3,1.876666667
"FUL,LEE,LIV,SOU,TOT",4.6,5.8,4.7,6.3,6.8,4.1,4.3,4.1,7.9,7.7,56.3,1.876666667
"FUL,LEE,MUN,SOU,TOT",6.4,3.6,4.7,7.5,6.3,4.7,4.3,4.1,5.8,8.9,56.3,1.876666667
"FUL,LIV,NEW,SOU,WHU",4.2,6.5,6.8,4.7,7.9,4.2,4.9,5.4,6.9,4.8,56.3,1.876666667
"FUL,LIV,NEW,SOU,WOL",4.5,6.5,6.8,3.5,6.1,3.6,3.7,7.4,7.4,6.8,56.3,1.876666667
"FUL,LIV,SOU,TOT,WOL",4.5,8,5.3,3.5,6.1,3.6,3.2,5.8,7.4,8.9,56.3,1.876666667
"ARS,AVL,CHE,EVE,WBA",6.3,5,4.3,3.7,8.1,6.5,5.8,5.8,4.8,6,56.3,1.876666667
"ARS,AVL,CHE,LEE,SHU",6.2,4.1,4.1,5.7,6.3,6.3,7.8,4,5.2,6.6,56.3,1.876666667
"ARS,AVL,EVE,WHU,WOL",4.7,5,6,3.7,9,5.8,5.3,5.9,4.9,6,56.3,1.876666667
"ARS,AVL,FUL,LIV,TOT",4.6,6,4.4,6.8,6.8,3.8,4.9,5.8,5.4,7.8,56.3,1.876666667
"ARS,AVL,FUL,WHU,WOL",4.7,6,6,5.8,7.4,3.8,4.3,5.4,5.4,7.5,56.3,1.876666667
"ARS,BHA,CHE,LIV,TOT",4.5,7.4,5.6,4,6.2,4.6,6.5,4.1,5.6,7.8,56.3,1.876666667
"ARS,BHA,FUL,LEI,MCI",5.8,5.7,8,5.6,4.7,4.2,4.6,6.3,5.8,5.6,56.3,1.876666667
"ARS,BUR,FUL,WBA,WOL",6.3,7,7,4.1,5.2,4.3,3.3,6.3,4.8,8,56.3,1.876666667
"ARS,CHE,LEE,LEI,WHU",4.2,5.1,6.2,4.7,6.8,8.3,7.1,3.6,5.7,4.6,56.3,1.876666667
"ARS,CHE,LEE,WHU,WOL",4.7,6.9,6.1,3,7.3,6.1,6.1,3.6,5.7,6.8,56.3,1.876666667
"ARS,CHE,MCI,MUN,TOT",5.1,6.3,4.5,4,6.8,7.7,5.5,4.1,4.5,7.8,56.3,1.876666667
"ARS,CHE,NEW,SHU,SOU",4.6,5.8,5,3.1,7,8.5,6.2,4.1,6.2,5.8,56.3,1.876666667
"ARS,CRY,EVE,LEI,NEW",5.2,4.3,7,4.9,6.4,7.4,5.8,5.8,5.8,3.7,56.3,1.876666667
"ARS,CRY,EVE,SHU,WBA",6.9,5.3,4.7,5.9,4.2,6.4,7,5.9,5.8,4.2,56.3,1.876666667
"ARS,CRY,LEE,MUN,WBA",7,4.1,5.5,7.4,5.2,5.2,7.5,4.1,5.1,5.2,56.3,1.876666667
"ARS,CRY,LEI,NEW,TOT",4.6,5.8,6.9,5.9,5.2,6.8,5.2,4.2,8,3.7,56.3,1.876666667
"ARS,EVE,MUN,NEW,TOT",6.3,3.3,4.7,4.9,8,8.4,5.4,5.1,4.2,6,56.3,1.876666667
"ARS,FUL,LEI,LIV,WBA",4,6.3,8.1,5.7,5.3,4.3,4.3,7.4,6.8,4.1,56.3,1.876666667
"ARS,FUL,NEW,WHU,WOL",4.7,6,7.6,4.2,7.4,5.3,3.8,5.4,5.9,6,56.3,1.876666667
"ARS,LIV,MUN,NEW,WOL",4.5,4.8,7.7,4,5.9,5.6,5.6,6.7,5.2,6.3,56.3,1.876666667
"AVL,BHA,BUR,SOU,WOL",6.8,6.4,6.4,3.6,4.6,3.7,5.2,5.2,4.3,10.1,56.3,1.876666667
"AVL,BHA,CHE,LEE,SHU",8.4,4.1,4.1,6.7,4.7,4.2,7.8,4.5,5.2,6.6,56.3,1.876666667
"AVL,BUR,FUL,LIV,SOU",5.8,6.5,5.4,4.6,5.7,3.8,5.4,6.3,4.4,8.4,56.3,1.876666667
"AVL,CHE,EVE,FUL,LEE",8.5,3.3,4.3,5.9,7.5,4.3,5.3,5.6,4.8,6.8,56.3,1.876666667
"AVL,CHE,EVE,SHU,WBA",7.9,4.3,4.1,5.3,5.3,6.5,5.8,8,4.8,4.3,56.3,1.876666667
"AVL,CRY,SHU,WHU,WOL",5.8,6.9,4.7,7.9,4,4.2,6.8,5.9,5.9,4.2,56.3,1.876666667
"AVL,FUL,TOT,WHU,WOL",5.2,6.5,4.4,8,6.3,3.8,3.2,5.4,5.5,8,56.3,1.876666667
"AVL,LEI,SHU,TOT,WHU",4.7,5.1,4.2,9.6,4.6,7.4,5.7,5.4,6,3.6,56.3,1.876666667
"BHA,BUR,FUL,LEI,WHU",5.9,5.7,7.1,6.8,4.1,4.9,6.3,4.8,4.8,5.9,56.3,1.876666667
"BHA,CRY,FUL,MUN,WHU",7.1,4.7,5.2,9,4.6,3.3,7.5,4.3,4.7,5.9,56.3,1.876666667
"BHA,EVE,LEE,NEW,SOU",8,3.3,5.7,4.4,8.1,4.6,5.9,4.6,6.4,5.3,56.3,1.876666667
"BHA,EVE,LEI,TOT,WBA",6.3,4.7,6.5,6.4,4.7,5.3,4.7,6.3,7.6,3.8,56.3,1.876666667
"BHA,LEE,LIV,NEW,WOL",6.1,4.2,7.7,4.6,5.5,3.5,5.6,6.2,7.3,5.6,56.3,1.876666667
"BHA,LEI,LIV,NEW,SOU",4,5.2,8.9,4.7,5,4.1,5.7,6.3,8.3,4.1,56.3,1.876666667
"BUR,CHE,CRY,FUL,TOT",6.2,8.5,4.2,6.3,4.8,4.8,4.7,4.1,4.7,8,56.3,1.876666667
"BUR,CHE,EVE,NEW,SOU",6.2,5.5,5.2,3.2,7.6,7.9,5.9,4.6,4.2,6,56.3,1.876666667
"BUR,EVE,FUL,NEW,TOT",8,4.5,4.4,5.4,5.9,6.4,4.4,6.3,4.4,6.6,56.3,1.876666667
"BUR,FUL,LEI,SOU,WBA",5.8,6.3,6.4,5.3,4.7,4.9,4.3,6.3,6.4,5.9,56.3,1.876666667
"BUR,FUL,MUN,SOU,WBA",7.6,5.3,5.7,5.8,5.2,4.9,4.4,5.6,3.7,8.1,56.3,1.876666667
"BUR,FUL,MUN,WBA,WOL",8,5.3,5.8,5.7,5,4.3,3.3,7.2,3.7,8,56.3,1.876666667
"BUR,LEI,MUN,TOT,WHU",4.7,5.6,5.7,7.4,4.5,8.9,6.2,4.3,3.7,5.3,56.3,1.876666667
"CHE,EVE,LEE,MCI,SHU",8.4,3.6,4.1,4.1,6.2,7.1,6.1,6.3,5.8,4.6,56.3,1.876666667
"CHE,LEI,MCI,SOU,WOL",4.5,8.2,6.6,2.5,5.6,5.5,4.4,5.7,7.7,5.6,56.3,1.876666667
"CHE,LIV,MCI,MUN,TOT",5,7.2,4.5,4.4,6.6,6,5.5,5,5.5,6.6,56.3,1.876666667
"CRY,FUL,MCI,WHU,WOL",5.8,9,6.3,6.2,5.2,3.7,3.6,5.4,6.4,4.7,56.3,1.876666667
"CRY,LEE,SOU,TOT,WOL",5.1,6.8,5.1,5.8,5.7,4.5,4.1,4.1,7.9,7.2,56.3,1.876666667
"CRY,LIV,NEW,TOT,WOL",5,8.5,6.2,4.6,5.5,4,4.2,5.8,7.8,4.7,56.3,1.876666667
"EVE,FUL,MUN,NEW,TOT",8,3.3,4.4,6.5,6.3,6.4,4.4,6.7,4.3,6,56.3,1.876666667
"EVE,LEE,MCI,TOT,WOL",7.3,4.8,4.7,4.1,7.2,5.4,4,6.2,7,5.6,56.3,1.876666667
"EVE,LEI,LIV,SHU,WHU",4.1,4.6,5.7,5.8,4.4,7.8,6.6,7.7,6,3.6,56.3,1.876666667
"FUL,LEE,LIV,MUN,NEW",7.4,3.1,5.1,6.8,6.1,4.1,5.8,6.6,5.7,5.6,56.3,1.876666667
"LEI,MUN,NEW,SHU,SOU",5.7,4.1,5.5,5.4,3.9,8.9,5.7,6.7,6.8,3.6,56.3,1.876666667
"ARS,BHA,CHE,LEE,MUN",6.8,3.5,4.9,4.6,5.7,5.7,8.3,4,4.5,8.3,56.3,1.876666667
"ARS,BHA,EVE,FUL,WHU",6,4.9,6.1,5.3,7,4.9,6.5,4.3,5.3,6,56.3,1.876666667
"ARS,BHA,FUL,LEE,SHU",7.5,4.5,4.6,7.3,4.2,3.7,7.5,4.6,5.8,6.6,56.3,1.876666667
"ARS,BHA,LEE,MUN,SOU",6.4,3.5,6,4.7,6.2,4.6,7.9,4.1,4.6,8.3,56.3,1.876666667
"ARS,BHA,LEI,WBA,WOL",4.5,6.2,10.3,4.6,4.5,4.2,4.1,6.3,6.3,5.3,56.3,1.876666667
"ARS,BHA,MUN,WHU,WOL",4.7,5.2,7.9,4.6,5,5.2,7.3,4.3,4.6,7.5,56.3,1.876666667
"ARS,BUR,FUL,LIV,MUN",5.8,5.3,5.8,5.1,5.2,5.3,6.8,5.6,3.6,7.8,56.3,1.876666667
"ARS,CHE,CRY,MCI,WBA",5.7,8.4,6.1,4,5.9,5.7,5.6,4.1,6.1,4.7,56.3,1.876666667
"ARS,CHE,MCI,SHU,WOL",5,7.7,5.5,3,5.1,6.6,4.9,6.2,6.2,6.1,56.3,1.876666667
"ARS,CHE,WBA,WHU,WOL",4.7,8.6,7.4,3,6.3,6.3,4.6,3.7,5.7,6,56.3,1.876666667
"ARS,CRY,LEE,LEI,NEW",5.2,4.1,7.3,5.9,5.7,6.2,6.8,4.1,7.3,3.7,56.3,1.876666667
"ARS,EVE,FUL,NEW,TOT",6.3,4.5,4.4,4.9,8.2,6.4,4.4,5.8,5.4,6,56.3,1.876666667
"ARS,EVE,NEW,TOT,WOL",5.1,5,5.9,3.7,8,6.7,4.2,5.8,5.9,6,56.3,1.876666667
"ARS,FUL,LEE,MUN,WBA",7.6,3.6,5.1,7.4,5.8,4.8,5.5,5,4.7,6.8,56.3,1.876666667
"ARS,LEE,LIV,WBA,WOL",4.5,5.8,7.7,4,6.1,4.4,5.1,5.8,7.3,5.6,56.3,1.876666667
"ARS,LEE,SOU,TOT,WOL",4.6,6.3,5.6,3.1,7.3,5,4.1,4.1,7.4,8.8,56.3,1.876666667
"ARS,MCI,MUN,SHU,SOU",5.8,5.1,5.5,4.1,5.5,7.2,6.7,5.1,5.2,6.1,56.3,1.876666667
"AVL,BHA,CRY,EVE,FUL",9.2,4.4,4.5,7.5,4.8,3.3,5.5,6.3,4.9,5.9,56.3,1.876666667
"AVL,BUR,LEI,LIV,WHU",4.1,6.8,6.9,6.2,5,5.8,7.1,5.9,4.4,4.1,56.3,1.876666667
"AVL,CHE,EVE,NEW,SOU",6.2,4,4.3,3.2,9.8,6.4,5.9,5.7,4.8,6,56.3,1.876666667
"AVL,CHE,LEI,NEW,SHU",6.1,4.8,4.1,5.3,4.6,8.6,6.1,7.3,5.8,3.6,56.3,1.876666667
"AVL,EVE,LEE,LIV,SOU",6.3,3.3,4.8,4.2,8.9,4.6,6.4,6.3,5.9,5.6,56.3,1.876666667
"AVL,EVE,LEE,SHU,WOL",8.4,3.3,4.3,5.8,5.6,4.6,5.3,8.4,5.5,5.1,56.3,1.876666667
"AVL,EVE,LEE,WBA,WOL",8.5,3.3,4.8,5.3,6.8,4.6,4.3,7.9,5.5,5.3,56.3,1.876666667
"AVL,EVE,LEI,NEW,WOL",6.1,4,6,4.3,6.7,5.8,4.6,9.5,5.5,3.8,56.3,1.876666667
"AVL,EVE,SOU,TOT,WHU",4.8,5.5,4.4,6,9.7,5.8,5.3,3.8,5,6,56.3,1.876666667
"AVL,EVE,WBA,WHU,WOL",6.4,5,6,5.3,7.4,4.8,4.3,7.6,5,4.5,56.3,1.876666667
"AVL,FUL,LEI,LIV,NEW",5.6,4.8,5.9,6.3,5.6,3.8,4.8,9,6.4,4.1,56.3,1.876666667
"AVL,FUL,LEI,SHU,WHU",5.8,5.1,4.3,9.6,4.1,6,5.3,7,5.5,3.6,56.3,1.876666667
"AVL,LEE,LIV,SHU,WOL",6.1,4.1,4.6,6.1,4.9,4.1,6.1,8.4,6.5,5.4,56.3,1.876666667
"AVL,LEE,SHU,WHU,WOL",6.3,4.1,4.6,7.9,5.6,4.6,6.3,5.8,6,5.1,56.3,1.876666667
"AVL,MUN,TOT,WBA,WOL",6.8,4.8,4.7,6.8,5.6,4.8,3.7,6.8,4.8,7.5,56.3,1.876666667
"BHA,BUR,CHE,CRY,WOL",6.1,9.5,5.7,3.5,4.2,3.6,6.6,4.6,4.6,7.9,56.3,1.876666667
"BHA,BUR,EVE,FUL,WHU",8.2,4.9,5.5,5.8,4.8,4.9,6.5,4.8,4.3,6.6,56.3,1.876666667
"BHA,BUR,EVE,LEE,WBA",10.3,3.7,5.8,5.8,4.8,4.7,6.5,5.1,4.3,5.3,56.3,1.876666667
"BHA,BUR,LEI,WHU,WOL",4.6,7.2,8.6,5.1,4.1,5.2,6.1,4.8,4.8,5.8,56.3,1.876666667
"BHA,BUR,LIV,SHU,SOU",5.7,6.7,6.2,4.6,3.6,4.1,8.2,5.2,5.3,6.7,56.3,1.876666667
"BHA,CRY,SHU,WBA,WOL",7.3,6.2,6.2,6.2,3.6,3.6,5.8,6.4,6.8,4.2,56.3,1.876666667
"BHA,EVE,NEW,SOU,WHU",5.9,4.4,7,4.4,8.7,5.8,5.9,4.3,5.4,4.5,56.3,1.876666667
"BHA,FUL,LEI,LIV,MCI",5.7,5.7,7.3,6,4.7,3.2,4.6,7.9,6.8,4.4,56.3,1.876666667
"BHA,FUL,LEI,MCI,SOU",5.8,5.7,6.8,5.1,4.7,3.8,4.6,6.3,7.3,6.2,56.3,1.876666667
